"Time","Cerebellar.Vermis"
-51.32,9820.83545749386
-51.31,9820.83545749386
-51.3,9820.83545749386
-51.29,9820.83545749386
-51.28,9820.83545749386
-51.27,9820.83545749386
-51.26,9820.83545749386
-51.25,9820.83545749386
-51.24,9820.83545749386
-51.23,9820.83545749386
-51.22,9820.83545749386
-51.21,9820.83545749386
-51.2,9820.83545749386
-51.19,9820.83545749386
-51.18,9820.83545749386
-51.17,9820.83545749386
-51.16,9820.83545749386
-51.15,9820.83545749386
-51.14,9820.83545749386
-51.13,9820.83545749386
-51.12,9820.83545749386
-51.11,9820.83545749386
-51.1,9820.83545749386
-51.09,9820.83545749386
-51.08,9820.83545749386
-51.07,9820.83545749386
-51.06,9820.83545749386
-51.05,9820.83545749386
-51.04,9820.83545749386
-51.03,9820.83545749386
-51.02,9820.83545749386
-51.01,9820.83545749386
-51,9820.83545749386
-50.99,9820.83545749386
-50.98,9820.83545749386
-50.97,9820.83545749386
-50.96,9820.83545749386
-50.95,9820.83545749386
-50.94,9820.83545749386
-50.93,9820.83545749386
-50.92,9820.83545749386
-50.91,9820.83545749386
-50.9,9820.83545749386
-50.89,9820.83545749386
-50.88,9820.83545749386
-50.87,9820.83545749386
-50.86,9820.83545749386
-50.85,9820.83545749386
-50.84,9820.83545749386
-50.83,9820.83545749386
-50.82,9820.83545749386
-50.81,9820.83545749386
-50.8,9820.83545749386
-50.79,9820.83545749386
-50.78,9820.83545749386
-50.77,9820.83545749386
-50.76,9820.83545749386
-50.75,9820.83545749386
-50.74,9820.83545749386
-50.73,9820.83545749386
-50.72,9820.83545749386
-50.71,9820.83545749386
-50.7,9820.83545749386
-50.69,9820.83545749386
-50.68,9820.83545749386
-50.67,9820.83545749386
-50.66,9820.83545749386
-50.65,9820.83545749386
-50.64,9820.83545749386
-50.63,9820.83545749386
-50.62,9820.83545749386
-50.61,9820.83545749386
-50.6,9820.83545749386
-50.59,9820.83545749386
-50.58,9820.83545749386
-50.57,9820.83545749386
-50.56,9820.83545749386
-50.55,9820.83545749386
-50.54,9820.83545749386
-50.53,9820.83545749386
-50.52,9820.83545749386
-50.51,9820.83545749386
-50.5,9820.83545749386
-50.49,9820.83545749386
-50.48,9820.83545749386
-50.47,9820.83545749386
-50.46,9820.83545749386
-50.45,9820.83545749386
-50.44,9820.83545749386
-50.43,9820.83545749386
-50.42,9820.83545749386
-50.41,9820.83545749386
-50.4,9820.83545749386
-50.39,9820.83545749386
-50.38,9820.83545749386
-50.37,9820.83545749386
-50.36,9820.83545749386
-50.35,9820.83545749386
-50.34,9820.83545749386
-50.33,9820.83545749386
-50.32,9820.83545749386
-50.31,9820.83545749386
-50.3,9820.83545749386
-50.29,9820.83545749386
-50.28,9820.83545749386
-50.27,9820.83545749386
-50.26,9820.83545749386
-50.25,9820.83545749386
-50.24,9820.83545749386
-50.23,9820.83545749386
-50.22,9820.83545749386
-50.21,9820.83545749386
-50.2,9820.83545749386
-50.19,9820.83545749386
-50.18,9820.83545749386
-50.17,9820.83545749386
-50.16,9820.83545749386
-50.15,9820.83545749386
-50.14,9820.83545749386
-50.13,9820.83545749386
-50.12,9820.83545749386
-50.11,9820.83545749386
-50.1,9820.83545749386
-50.09,9820.83545749386
-50.08,9820.83545749386
-50.07,9820.83545749386
-50.06,9820.83545749386
-50.05,9820.83545749386
-50.04,9820.83545749386
-50.03,9820.83545749386
-50.02,9820.83545749386
-50.01,9820.83545749386
-50,9820.83545749386
-49.99,9820.83545749386
-49.98,9820.83545749386
-49.97,9820.83545749386
-49.96,9820.83545749386
-49.95,9820.83545749386
-49.94,9820.83545749386
-49.93,9820.83545749386
-49.92,9820.83545749386
-49.91,9820.83545749386
-49.9,9820.83545749386
-49.89,9820.83545749386
-49.88,9820.83545749386
-49.87,9820.83545749386
-49.86,9820.83545749386
-49.85,9820.83545749386
-49.84,9820.83545749386
-49.83,9820.83545749386
-49.82,9820.83545749386
-49.81,9820.83545749386
-49.8,9820.83545749386
-49.79,9820.83545749386
-49.78,9820.83545749386
-49.77,9820.83545749386
-49.76,9820.83545749386
-49.75,9820.83545749386
-49.74,9820.83545749386
-49.73,9820.83545749386
-49.72,9820.83545749386
-49.71,9820.83545749386
-49.7,9820.83545749386
-49.69,9820.83545749386
-49.68,9820.83545749386
-49.67,9820.83545749386
-49.66,9820.83545749386
-49.65,9820.83545749386
-49.64,9820.83545749386
-49.63,9820.83545749386
-49.62,9820.83545749386
-49.61,9820.83545749386
-49.6,9820.83545749386
-49.59,9820.83545749386
-49.58,9820.83545749386
-49.57,9820.83545749386
-49.56,9820.83545749386
-49.55,9820.83545749386
-49.54,9820.83545749386
-49.53,9820.83545749386
-49.52,9820.83545749386
-49.51,9820.83545749386
-49.5,9820.83545749386
-49.49,9820.83545749386
-49.48,9820.83545749386
-49.47,9820.83545749386
-49.46,9820.83545749386
-49.45,9820.83545749386
-49.44,9820.83545749386
-49.43,9820.83545749386
-49.42,9820.83545749386
-49.41,9820.83545749386
-49.4,9820.83545749386
-49.39,9820.83545749386
-49.38,9820.83545749386
-49.37,9820.83545749386
-49.36,9820.83545749386
-49.35,9820.83545749386
-49.34,9820.83545749386
-49.33,9820.83545749386
-49.32,9820.83545749386
-49.31,9820.83545749386
-49.3,9820.83545749386
-49.29,9820.83545749386
-49.28,9820.83545749386
-49.27,9820.83545749386
-49.26,9820.83545749386
-49.25,9820.83545749386
-49.24,9820.83545749386
-49.23,9820.83545749386
-49.22,9820.83545749386
-49.21,9820.83545749386
-49.2,9820.83545749386
-49.19,9820.83545749386
-49.18,9820.83545749386
-49.17,9820.83545749386
-49.16,9820.83545749386
-49.15,9820.83545749386
-49.14,9820.83545749386
-49.13,9820.83545749386
-49.12,9820.83545749386
-49.11,9820.83545749386
-49.1,9820.83545749386
-49.09,9820.83545749386
-49.08,9820.83545749386
-49.07,9820.83545749386
-49.06,9820.83545749386
-49.05,9820.83545749386
-49.04,9820.83545749386
-49.03,9820.83545749386
-49.02,9820.83545749386
-49.01,9820.83545749386
-49,9820.83545749386
-48.99,9820.83545749386
-48.98,9820.83545749386
-48.97,9820.83545749386
-48.96,9820.83545749386
-48.95,9820.83545749386
-48.94,9820.83545749386
-48.93,9820.83545749386
-48.92,9820.83545749386
-48.91,9820.83545749386
-48.9,9820.83545749386
-48.89,9820.83545749386
-48.88,9820.83545749386
-48.87,9820.83545749386
-48.86,9820.83545749386
-48.85,9820.83545749386
-48.84,9820.83545749386
-48.83,9820.83545749386
-48.82,9820.83545749386
-48.81,9820.83545749386
-48.8,9820.83545749386
-48.79,9820.83545749386
-48.78,9820.83545749386
-48.77,9820.83545749386
-48.76,9820.83545749386
-48.75,9820.83545749386
-48.74,9820.83545749386
-48.73,9820.83545749386
-48.72,9820.83545749386
-48.71,9820.83545749386
-48.7,9820.83545749386
-48.69,9820.83545749386
-48.68,9820.83545749386
-48.67,9820.83545749386
-48.66,9820.83545749386
-48.65,9820.83545749386
-48.64,9820.83545749386
-48.63,9820.83545749386
-48.62,9820.83545749386
-48.61,9820.83545749386
-48.6,9820.83545749386
-48.59,9820.83545749386
-48.58,9820.83545749386
-48.57,9820.83545749386
-48.56,9820.83545749386
-48.55,9820.83545749386
-48.54,9820.83545749386
-48.53,9820.83545749386
-48.52,9820.83545749386
-48.51,9820.83545749386
-48.5,9820.83545749386
-48.49,9820.83545749386
-48.48,9820.83545749386
-48.47,9820.83545749386
-48.46,9820.83545749386
-48.45,9820.83545749386
-48.44,9820.83545749386
-48.43,9820.83545749386
-48.42,9820.83545749386
-48.41,9820.83545749386
-48.4,9820.83545749386
-48.39,9820.83545749386
-48.38,9820.83545749386
-48.37,9820.83545749386
-48.36,9820.83545749386
-48.35,9820.83545749386
-48.34,9820.83545749386
-48.33,9820.83545749386
-48.32,9820.83545749386
-48.31,9820.83545749386
-48.3,9820.83545749386
-48.29,9820.83545749386
-48.28,9820.83545749386
-48.27,9820.83545749386
-48.26,9820.83545749386
-48.25,9820.83545749386
-48.24,9820.83545749386
-48.23,9820.83545749386
-48.22,9820.83545749386
-48.21,9820.83545749386
-48.2,9820.83545749386
-48.19,9820.83545749386
-48.18,9820.83545749386
-48.17,9820.83545749386
-48.16,9820.83545749386
-48.15,9820.83545749386
-48.14,9820.83545749386
-48.13,9820.83545749386
-48.12,9820.83545749386
-48.11,9820.83545749386
-48.1,9820.83545749386
-48.09,9820.83545749386
-48.08,9820.83545749386
-48.07,9820.83545749386
-48.06,9820.83545749386
-48.05,9820.83545749386
-48.04,9820.83545749386
-48.03,9820.83545749386
-48.02,9820.83545749386
-48.01,9820.83545749386
-48,9820.83545749386
-47.99,9820.83545749386
-47.98,9820.83545749386
-47.97,9820.83545749386
-47.96,9820.83545749386
-47.95,9820.83545749386
-47.94,9820.83545749386
-47.93,9820.83545749386
-47.92,9820.83545749386
-47.91,9820.83545749386
-47.9,9820.83545749386
-47.89,9820.83545749386
-47.88,9820.83545749386
-47.87,9820.83545749386
-47.86,9820.83545749386
-47.85,9820.83545749386
-47.84,9820.83545749386
-47.83,9820.83545749386
-47.82,9820.83545749386
-47.81,9820.83545749386
-47.8,9820.83545749386
-47.79,9820.83545749386
-47.78,9820.83545749386
-47.77,9820.83545749386
-47.76,9820.83545749386
-47.75,9820.83545749386
-47.74,9820.83545749386
-47.73,9820.83545749386
-47.72,9820.83545749386
-47.71,9820.83545749386
-47.7,9820.83545749386
-47.69,9820.83545749386
-47.68,9820.83545749386
-47.67,9820.83545749386
-47.66,9820.83545749386
-47.65,9820.83545749386
-47.64,9820.83545749386
-47.63,9820.83545749386
-47.62,9820.83545749386
-47.61,9820.83545749386
-47.6,9820.83545749386
-47.59,9820.83545749386
-47.58,9820.83545749386
-47.57,9820.83545749386
-47.56,9820.83545749386
-47.55,9820.83545749386
-47.54,9820.83545749386
-47.53,9820.83545749386
-47.52,9820.83545749386
-47.51,9820.83545749386
-47.5,9820.83545749386
-47.49,9820.83545749386
-47.48,9820.83545749386
-47.47,9820.83545749386
-47.46,9820.83545749386
-47.45,9820.83545749386
-47.44,9820.83545749386
-47.43,9820.83545749386
-47.42,9820.83545749386
-47.41,9820.83545749386
-47.4,9820.83545749386
-47.39,9820.83545749386
-47.38,9820.83545749386
-47.37,9820.83545749386
-47.36,9820.83545749386
-47.35,9820.83545749386
-47.34,9820.83545749386
-47.33,9820.83545749386
-47.32,9820.83545749386
-47.31,9820.83545749386
-47.3,9820.83545749386
-47.29,9820.83545749386
-47.28,9820.83545749386
-47.27,9820.83545749386
-47.26,9820.83545749386
-47.25,9820.83545749386
-47.24,9820.83545749386
-47.23,9820.83545749386
-47.22,9820.83545749386
-47.21,9820.83545749386
-47.2,9820.83545749386
-47.19,9820.83545749386
-47.18,9820.83545749386
-47.17,9820.83545749386
-47.16,9820.83545749386
-47.15,9820.83545749386
-47.14,9820.83545749386
-47.13,9820.83545749386
-47.12,9820.83545749386
-47.11,9820.83545749386
-47.1,9820.83545749386
-47.09,9820.83545749386
-47.08,9820.83545749386
-47.07,9820.83545749386
-47.06,9820.83545749386
-47.05,9820.83545749386
-47.04,9820.83545749386
-47.03,9820.83545749386
-47.02,9820.83545749386
-47.01,9820.83545749386
-47,9820.83545749386
-46.99,9820.83545749386
-46.98,9820.83545749386
-46.97,9820.83545749386
-46.96,9820.83545749386
-46.95,9820.83545749386
-46.94,9820.83545749386
-46.93,9820.83545749386
-46.92,9820.83545749386
-46.91,9820.83545749386
-46.9,9820.83545749386
-46.89,9820.83545749386
-46.88,9820.83545749386
-46.87,9820.83545749386
-46.86,9820.83545749386
-46.85,9820.83545749386
-46.84,9820.83545749386
-46.83,9820.83545749386
-46.82,9820.83545749386
-46.81,9820.83545749386
-46.8,9820.83545749386
-46.79,9820.83545749386
-46.78,9820.83545749386
-46.77,9820.83545749386
-46.76,9820.83545749386
-46.75,9820.83545749386
-46.74,9820.83545749386
-46.73,9820.83545749386
-46.72,9820.83545749386
-46.71,9820.83545749386
-46.7,9820.83545749386
-46.69,9820.83545749386
-46.68,9820.83545749386
-46.67,9820.83545749386
-46.66,9820.83545749386
-46.65,9820.83545749386
-46.64,9820.83545749386
-46.63,9820.83545749386
-46.62,9820.83545749386
-46.61,9820.83545749386
-46.6,9820.83545749386
-46.59,9820.83545749386
-46.58,9820.83545749386
-46.57,9820.83545749386
-46.56,9820.83545749386
-46.55,9820.83545749386
-46.54,9820.83545749386
-46.53,9820.83545749386
-46.52,9820.83545749386
-46.51,9820.83545749386
-46.5,9820.83545749386
-46.49,9820.83545749386
-46.48,9820.83545749386
-46.47,9820.83545749386
-46.46,9820.83545749386
-46.45,9820.83545749386
-46.44,9820.83545749386
-46.43,9820.83545749386
-46.42,9820.83545749386
-46.41,9820.83545749386
-46.4,9820.83545749386
-46.39,9820.83545749386
-46.38,9820.83545749386
-46.37,9820.83545749386
-46.36,9820.83545749386
-46.35,9820.83545749386
-46.34,9820.83545749386
-46.33,9820.83545749386
-46.32,9820.83545749386
-46.31,9820.83545749386
-46.3,9820.83545749386
-46.29,9820.83545749386
-46.28,9820.83545749386
-46.27,9820.83545749386
-46.26,9820.83545749386
-46.25,9820.83545749386
-46.24,9820.83545749386
-46.23,9820.83545749386
-46.22,9820.83545749386
-46.21,9820.83545749386
-46.2,9820.83545749386
-46.19,9820.83545749386
-46.18,9820.83545749386
-46.17,9820.83545749386
-46.16,9820.83545749386
-46.15,9820.83545749386
-46.14,9820.83545749386
-46.13,9820.83545749386
-46.12,9820.83545749386
-46.11,9820.83545749386
-46.1,9820.83545749386
-46.09,9820.83545749386
-46.08,9820.83545749386
-46.07,9820.83545749386
-46.06,9820.83545749386
-46.05,9820.83545749386
-46.04,9820.83545749386
-46.03,9820.83545749386
-46.02,9820.83545749386
-46.01,9820.83545749386
-46,9820.83545749386
-45.99,9820.83545749386
-45.98,9820.83545749386
-45.97,9820.83545749386
-45.96,9820.83545749386
-45.95,9820.83545749386
-45.94,9820.83545749386
-45.93,9820.83545749386
-45.92,9820.83545749386
-45.91,9820.83545749386
-45.9,9820.83545749386
-45.89,9820.83545749386
-45.88,9820.83545749386
-45.87,9820.83545749386
-45.86,9820.83545749386
-45.85,9820.83545749386
-45.84,9820.83545749386
-45.83,9820.83545749386
-45.82,9820.83545749386
-45.81,9820.83545749386
-45.8,9820.83545749386
-45.79,9820.83545749386
-45.78,9820.83545749386
-45.77,9820.83545749386
-45.76,9820.83545749386
-45.75,9820.83545749386
-45.74,9820.83545749386
-45.73,9820.83545749386
-45.72,9820.83545749386
-45.71,9820.83545749386
-45.7,9820.83545749386
-45.69,9820.83545749386
-45.68,9820.83545749386
-45.67,9820.83545749386
-45.66,9820.83545749386
-45.65,9820.83545749386
-45.64,9820.83545749386
-45.63,9820.83545749386
-45.62,9820.83545749386
-45.61,9820.83545749386
-45.6,9820.83545749386
-45.59,9820.83545749386
-45.58,9820.83545749386
-45.57,9820.83545749386
-45.56,9820.83545749386
-45.55,9820.83545749386
-45.54,9820.83545749386
-45.53,9820.83545749386
-45.52,9820.83545749386
-45.51,9820.83545749386
-45.5,9820.83545749386
-45.49,9820.83545749386
-45.48,9820.83545749386
-45.47,9820.83545749386
-45.46,9820.83545749386
-45.45,9820.83545749386
-45.44,9820.83545749386
-45.43,9820.83545749386
-45.42,9820.83545749386
-45.41,9820.83545749386
-45.4,9820.83545749386
-45.39,9820.83545749386
-45.38,9820.83545749386
-45.37,9820.83545749386
-45.36,9820.83545749386
-45.35,9820.83545749386
-45.34,9820.83545749386
-45.33,9820.83545749386
-45.32,9820.83545749386
-45.31,9820.83545749386
-45.3,9820.83545749386
-45.29,9820.83545749386
-45.28,9820.83545749386
-45.27,9820.83545749386
-45.26,9820.83545749386
-45.25,9820.83545749386
-45.24,9820.83545749386
-45.23,9820.83545749386
-45.22,9820.83545749386
-45.21,9820.83545749386
-45.2,9820.83545749386
-45.19,9820.83545749386
-45.18,9820.83545749386
-45.17,9820.83545749386
-45.16,9820.83545749386
-45.15,9820.83545749386
-45.14,9820.83545749386
-45.13,9820.83545749386
-45.12,9820.83545749386
-45.11,9820.83545749386
-45.1,9820.83545749386
-45.09,9820.83545749386
-45.08,9820.83545749386
-45.07,9820.83545749386
-45.06,9820.83545749386
-45.05,9820.83545749386
-45.04,9820.83545749386
-45.03,9820.83545749386
-45.02,9820.83545749386
-45.01,9820.83545749386
-45,9820.83545749386
-44.99,9820.83545749386
-44.98,9820.83545749386
-44.97,9820.83545749386
-44.96,9820.83545749386
-44.95,9820.83545749386
-44.94,9820.83545749386
-44.93,9820.83545749386
-44.92,9820.83545749386
-44.91,9820.83545749386
-44.9,9820.83545749386
-44.89,9820.83545749386
-44.88,9820.83545749386
-44.87,9820.83545749386
-44.86,9820.83545749386
-44.85,9820.83545749386
-44.84,9820.83545749386
-44.83,9820.83545749386
-44.82,9820.83545749386
-44.81,9820.83545749386
-44.8,9820.83545749386
-44.79,9820.83545749386
-44.78,9820.83545749386
-44.77,9820.83545749386
-44.76,9820.83545749386
-44.75,9820.83545749386
-44.74,9820.83545749386
-44.73,9820.83545749386
-44.72,9820.83545749386
-44.71,9820.83545749386
-44.7,9820.83545749386
-44.69,9820.83545749386
-44.68,9820.83545749386
-44.67,9820.83545749386
-44.66,9820.83545749386
-44.65,9820.83545749386
-44.64,9820.83545749386
-44.63,9820.83545749386
-44.62,9820.83545749386
-44.61,9820.83545749386
-44.6,9820.83545749386
-44.59,9820.83545749386
-44.58,9820.83545749386
-44.57,9820.83545749386
-44.56,9820.83545749386
-44.55,9820.83545749386
-44.54,9820.83545749386
-44.53,9820.83545749386
-44.52,9820.83545749386
-44.51,9820.83545749386
-44.5,9820.83545749386
-44.49,9820.83545749386
-44.48,9820.83545749386
-44.47,9820.83545749386
-44.46,9820.83545749386
-44.45,9820.83545749386
-44.44,9820.83545749386
-44.43,9820.83545749386
-44.42,9820.83545749386
-44.41,9820.83545749386
-44.4,9820.83545749386
-44.39,9820.83545749386
-44.38,9820.83545749386
-44.37,9820.83545749386
-44.36,9820.83545749386
-44.35,9820.83545749386
-44.34,9820.83545749386
-44.33,9820.83545749386
-44.32,9820.83545749386
-44.31,9820.83545749386
-44.3,9820.83545749386
-44.29,9820.83545749386
-44.28,9820.83545749386
-44.27,9820.83545749386
-44.26,9820.83545749386
-44.25,9820.83545749386
-44.24,9820.83545749386
-44.23,9820.83545749386
-44.22,9820.83545749386
-44.21,9820.83545749386
-44.2,9820.83545749386
-44.19,9820.83545749386
-44.18,9820.83545749386
-44.17,9820.83545749386
-44.16,9820.83545749386
-44.15,9820.83545749386
-44.14,9820.83545749386
-44.13,9820.83545749386
-44.12,9820.83545749386
-44.11,9820.83545749386
-44.1,9820.83545749386
-44.09,9820.83545749386
-44.08,9820.83545749386
-44.07,9820.83545749386
-44.06,9820.83545749386
-44.05,9820.83545749386
-44.04,9820.83545749386
-44.03,9820.83545749386
-44.02,9820.83545749386
-44.01,9820.83545749386
-44,9820.83545749386
-43.99,9820.83545749386
-43.98,9820.83545749386
-43.97,9820.83545749386
-43.96,9820.83545749386
-43.95,9820.83545749386
-43.94,9820.83545749386
-43.93,9820.83545749386
-43.92,9820.83545749386
-43.91,9820.83545749386
-43.9,9820.83545749386
-43.89,9820.83545749386
-43.88,9820.83545749386
-43.87,9820.83545749386
-43.86,9820.83545749386
-43.85,9820.83545749386
-43.84,9820.83545749386
-43.83,9820.83545749386
-43.82,9820.83545749386
-43.81,9820.83545749386
-43.8,9820.83545749386
-43.79,9820.83545749386
-43.78,9820.83545749386
-43.77,9820.83545749386
-43.76,9820.83545749386
-43.75,9820.83545749386
-43.74,9820.83545749386
-43.73,9820.83545749386
-43.72,9820.83545749386
-43.71,9820.83545749386
-43.7,9820.83545749386
-43.69,9820.83545749386
-43.68,9820.83545749386
-43.67,9820.83545749386
-43.66,9820.83545749386
-43.65,9820.83545749386
-43.64,9820.83545749386
-43.63,9820.83545749386
-43.62,9820.83545749386
-43.61,9820.83545749386
-43.6,9820.83545749386
-43.59,9820.83545749386
-43.58,9820.83545749386
-43.57,9820.83545749386
-43.56,9820.83545749386
-43.55,9820.83545749386
-43.54,9820.83545749386
-43.53,9820.83545749386
-43.52,9820.83545749386
-43.51,9820.83545749386
-43.5,9820.83545749386
-43.49,9820.83545749386
-43.48,9820.83545749386
-43.47,9820.83545749386
-43.46,9820.83545749386
-43.45,9820.83545749386
-43.44,9820.83545749386
-43.43,9820.83545749386
-43.42,9820.83545749386
-43.41,9820.83545749386
-43.4,9820.83545749386
-43.39,9820.83545749386
-43.38,9820.83545749386
-43.37,9820.83545749386
-43.36,9820.83545749386
-43.35,9820.83545749386
-43.34,9820.83545749386
-43.33,9820.83545749386
-43.32,9820.83545749386
-43.31,9820.83545749386
-43.3,9820.83545749386
-43.29,9820.83545749386
-43.28,9820.83545749386
-43.27,9820.83545749386
-43.26,9820.83545749386
-43.25,9820.83545749386
-43.24,9820.83545749386
-43.23,9820.83545749386
-43.22,9820.83545749386
-43.21,9820.83545749386
-43.2,9820.83545749386
-43.19,9820.83545749386
-43.18,9820.83545749386
-43.17,9820.83545749386
-43.16,9820.83545749386
-43.15,9820.83545749386
-43.14,9820.83545749386
-43.13,9820.83545749386
-43.12,9820.83545749386
-43.11,9820.83545749386
-43.1,9820.83545749386
-43.09,9820.83545749386
-43.08,9820.83545749386
-43.07,9820.83545749386
-43.06,9820.83545749386
-43.05,9820.83545749386
-43.04,9820.83545749386
-43.03,9820.83545749386
-43.02,9820.83545749386
-43.01,9820.83545749386
-43,9820.83545749386
-42.99,9820.83545749386
-42.98,9820.83545749386
-42.97,9820.83545749386
-42.96,9820.83545749386
-42.95,9820.83545749386
-42.94,9820.83545749386
-42.93,9820.83545749386
-42.92,9820.83545749386
-42.91,9820.83545749386
-42.9,9820.83545749386
-42.89,9820.83545749386
-42.88,9820.83545749386
-42.87,9820.83545749386
-42.86,9820.83545749386
-42.85,9820.83545749386
-42.84,9820.83545749386
-42.83,9820.83545749386
-42.82,9820.83545749386
-42.81,9820.83545749386
-42.8,9820.83545749386
-42.79,9820.83545749386
-42.78,9820.83545749386
-42.77,9820.83545749386
-42.76,9820.83545749386
-42.75,9820.83545749386
-42.74,9820.83545749386
-42.73,9820.83545749386
-42.72,9820.83545749386
-42.71,9820.83545749386
-42.7,9820.83545749386
-42.69,9820.83545749386
-42.68,9820.83545749386
-42.67,9820.83545749386
-42.66,9820.83545749386
-42.65,9820.83545749386
-42.64,9820.83545749386
-42.63,9820.83545749386
-42.62,9820.83545749386
-42.61,9820.83545749386
-42.6,9820.83545749386
-42.59,9820.83545749386
-42.58,9820.83545749386
-42.57,9820.83545749386
-42.56,9820.83545749386
-42.55,9820.83545749386
-42.54,9820.83545749386
-42.53,9820.83545749386
-42.52,9820.83545749386
-42.51,9820.83545749386
-42.5,9820.83545749386
-42.49,9820.83545749386
-42.48,9820.83545749386
-42.47,9820.83545749386
-42.46,9820.83545749386
-42.45,9820.83545749386
-42.44,9820.83545749386
-42.43,9820.83545749386
-42.42,9820.83545749386
-42.41,9820.83545749386
-42.4,9820.83545749386
-42.39,9820.83545749386
-42.38,9820.83545749386
-42.37,9820.83545749386
-42.36,9820.83545749386
-42.35,9820.83545749386
-42.34,9820.83545749386
-42.33,9820.83545749386
-42.32,9820.83545749386
-42.31,9820.83545749386
-42.3,9820.83545749386
-42.29,9820.83545749386
-42.28,9820.83545749386
-42.27,9820.83545749386
-42.26,9820.83545749386
-42.25,9820.83545749386
-42.24,9820.83545749386
-42.23,9820.83545749386
-42.22,9820.83545749386
-42.21,9820.83545749386
-42.2,9820.83545749386
-42.19,9820.83545749386
-42.18,9820.83545749386
-42.17,9820.83545749386
-42.16,9820.83545749386
-42.15,9820.83545749386
-42.14,9820.83545749386
-42.13,9820.83545749386
-42.12,9820.83545749386
-42.11,9820.83545749386
-42.1,9820.83545749386
-42.09,9820.83545749386
-42.08,9820.83545749386
-42.07,9820.83545749386
-42.06,9820.83545749386
-42.05,9820.83545749386
-42.04,9820.83545749386
-42.03,9820.83545749386
-42.02,9820.83545749386
-42.01,9820.83545749386
-42,9820.83545749386
-41.99,9820.83545749386
-41.98,9820.83545749386
-41.97,9820.83545749386
-41.96,9820.83545749386
-41.95,9820.83545749386
-41.94,9820.83545749386
-41.93,9820.83545749386
-41.92,9820.83545749386
-41.91,9820.83545749386
-41.9,9820.83545749386
-41.89,9820.83545749386
