"Time","D20"
-46.17,-0.134233281573981
-46.16,-0.134195965999618
-46.15,-0.134158650425254
-46.14,-0.13412133485089
-46.13,-0.134084019276526
-46.12,-0.134046703702162
-46.11,-0.134009388127798
-46.1,-0.133972072553434
-46.09,-0.133934756979071
-46.08,-0.133897441404707
-46.07,-0.133860125830343
-46.06,-0.133822833011922
-46.05,-0.133785568290994
-46.04,-0.133748303570067
-46.03,-0.133711038849139
-46.02,-0.133673774128212
-46.01,-0.133636509407284
-46,-0.133599244686357
-45.99,-0.133561979965429
-45.98,-0.133524715244501
-45.97,-0.133487450523574
-45.96,-0.133450185802646
-45.95,-0.133412936652415
-45.94,-0.133375722472645
-45.93,-0.133338508292875
-45.92,-0.133301294113105
-45.91,-0.133264079933335
-45.9,-0.133226865753566
-45.89,-0.133189651573796
-45.88,-0.133152437394026
-45.87,-0.133115223214256
-45.86,-0.133078009034486
-45.85,-0.133040794854717
-45.84,-0.133003589147642
-45.83,-0.132966425197835
-45.82,-0.132929261248027
-45.81,-0.13289209729822
-45.8,-0.132854933348412
-45.79,-0.132817769398605
-45.78,-0.132780605448797
-45.77,-0.13274344149899
-45.76,-0.132706277549182
-45.75,-0.132669113599375
-45.74,-0.132631949649567
-45.73,-0.132594787161249
-45.72,-0.132557673131284
-45.71,-0.132520559101318
-45.7,-0.132483445071353
-45.69,-0.132446331041388
-45.68,-0.132409217011423
-45.67,-0.132372102981458
-45.66,-0.132334988951493
-45.65,-0.132297874921528
-45.64,-0.132260760891562
-45.63,-0.132223646861597
-45.62,-0.132186532831632
-45.61,-0.132149462949084
-45.6,-0.13211239852991
-45.59,-0.132075334110735
-45.58,-0.13203826969156
-45.57,-0.132001205272385
-45.56,-0.13196414085321
-45.55,-0.131927076434036
-45.54,-0.131890012014861
-45.53,-0.131852947595686
-45.52,-0.131815883176511
-45.51,-0.131778818757337
-45.5,-0.131741791338626
-45.49,-0.13170477622225
-45.48,-0.131667761105874
-45.47,-0.131630745989498
-45.46,-0.131593730873122
-45.45,-0.131556715756747
-45.44,-0.131519700640371
-45.43,-0.131482685523995
-45.42,-0.131445670407619
-45.41,-0.131408655291243
-45.4,-0.131371640174867
-45.39,-0.131334654998515
-45.38,-0.131297688877999
-45.37,-0.131260722757484
-45.36,-0.131223756636969
-45.35,-0.131186790516454
-45.34,-0.131149824395938
-45.33,-0.131112858275423
-45.32,-0.131075892154908
-45.31,-0.131038926034392
-45.3,-0.131001959913877
-45.29,-0.130964993793362
-45.28,-0.130928050638497
-45.27,-0.13089113320795
-45.26,-0.130854215777402
-45.25,-0.130817298346855
-45.24,-0.130780380916308
