"Time","Left.Hippocampus"
-49.56,2801.13788333542
-49.55,2801.12301691923
-49.54,2801.10815050305
-49.53,2801.09328408686
-49.52,2801.07841767067
-49.51,2801.06355125448
-49.5,2801.0486848383
-49.49,2801.03381842211
-49.48,2801.01893389972
-49.47,2801.00397072644
-49.46,2800.98900755315
-49.45,2800.97404437987
-49.44,2800.95908120659
-49.43,2800.9441180333
-49.42,2800.92915486002
-49.41,2800.91419168674
-49.4,2800.89922851345
-49.39,2800.88426534017
-49.38,2800.86924377545
-49.37,2800.85418349935
-49.36,2800.83912322324
-49.35,2800.82406294714
-49.34,2800.80900267104
-49.33,2800.79394239494
-49.32,2800.77888211883
-49.31,2800.76382184273
-49.3,2800.74876156663
-49.29,2800.73369977602
-49.28,2800.71854205281
-49.27,2800.70338432959
-49.26,2800.68822660638
-49.25,2800.67306888316
-49.24,2800.65791115995
-49.23,2800.64275343673
-49.22,2800.62759571352
-49.21,2800.6124379903
-49.2,2800.59728026709
-49.19,2800.58208051889
-49.18,2800.56682500573
-49.17,2800.55156949257
-49.16,2800.53631397941
-49.15,2800.52105846625
-49.14,2800.5058029531
-49.13,2800.49054743994
-49.12,2800.47529192678
-49.11,2800.46003641362
-49.1,2800.44478090046
-49.09,2800.42944256909
-49.08,2800.41408892464
-49.07,2800.39873528019
-49.06,2800.38338163575
-49.05,2800.3680279913
-49.04,2800.35267434685
-49.03,2800.3373207024
-49.02,2800.32196705795
-49.01,2800.3066134135
-49,2800.29123434787
-48.99,2800.27578223231
-48.98,2800.26033011674
-48.97,2800.24487800118
-48.96,2800.22942588561
-48.95,2800.21397377005
-48.94,2800.19852165448
-48.93,2800.18306953892
-48.92,2800.16761742335
-48.91,2800.15216530779
-48.9,2800.1366467563
-48.89,2800.12109583134
-48.88,2800.10554490637
-48.87,2800.08999398141
-48.86,2800.07444305645
-48.85,2800.05889213149
-48.84,2800.04334120652
-48.83,2800.02779028156
-48.82,2800.0122393566
-48.81,2799.99667984855
-48.8,2799.98102977749
-48.79,2799.96537970642
-48.78,2799.94972963536
-48.77,2799.9340795643
-48.76,2799.91842949323
-48.75,2799.90277942217
-48.74,2799.8871293511
-48.73,2799.87147928004
-48.72,2799.85582920897
-48.71,2799.84012932014
-48.7,2799.82437976787
-48.69,2799.8086302156
-48.68,2799.79288066333
-48.67,2799.77713111107
-48.66,2799.7613815588
-48.65,2799.74563200653
-48.64,2799.72988245426
-48.63,2799.714132902
-48.62,2799.69838334973
-48.61,2799.6825424689
-48.6,2799.66669310196
-48.59,2799.65084373502
-48.58,2799.63499436809
-48.57,2799.61914500115
-48.56,2799.60329563421
-48.55,2799.58744626727
-48.54,2799.57159690034
-48.53,2799.5557475334
-48.52,2799.53986519954
-48.51,2799.52391568613
-48.5,2799.50796617272
-48.49,2799.49201665931
-48.48,2799.4760671459
-48.47,2799.46011763249
-48.46,2799.44416811908
-48.45,2799.42821860567
-48.44,2799.41226909226
-48.43,2799.39631957885
-48.42,2799.38029537188
-48.41,2799.36424538189
-48.4,2799.34819539189
-48.39,2799.3321454019
-48.38,2799.3160954119
-48.37,2799.30004542191
-48.36,2799.28399543191
-48.35,2799.26794544192
-48.34,2799.25189545192
-48.33,2799.23582957523
-48.32,2799.21967878026
-48.31,2799.2035279853
-48.3,2799.18737719033
-48.29,2799.17122639536
-48.28,2799.15507560039
-48.27,2799.13892480542
-48.26,2799.12277401046
-48.25,2799.10662321549
-48.24,2799.09047242052
-48.23,2799.07426379809
-48.22,2799.05801187151
-48.21,2799.04175994493
-48.2,2799.02550801836
-48.19,2799.00925609178
-48.18,2798.9930041652
-48.17,2798.97675223862
-48.16,2798.96050031204
-48.15,2798.94424838546
-48.14,2798.92799645888
-48.13,2798.91164449525
-48.12,2798.8952911122
-48.11,2798.87893772915
-48.1,2798.86258434611
-48.09,2798.84623096306
-48.08,2798.82987758001
-48.07,2798.81352419697
-48.06,2798.79717081392
-48.05,2798.78081743087
-48.04,2798.76442331411
-48.03,2798.74796815155
-48.02,2798.73151298899
-48.01,2798.71505782643
-48,2798.69860266387
-47.99,2798.68214750131
-47.98,2798.66569233875
-47.97,2798.64923717619
-47.96,2798.63278201362
-47.95,2798.61632685106
-47.94,2798.59978853554
-47.93,2798.58323127226
-47.92,2798.56667400898
-47.91,2798.5501167457
-47.9,2798.53355948242
-47.89,2798.51700221914
-47.88,2798.50044495586
-47.87,2798.48388769258
-47.86,2798.4673304293
-47.85,2798.45074975007
-47.84,2798.43409006673
-47.83,2798.41743038339
-47.82,2798.40077070006
-47.81,2798.38411101672
-47.8,2798.36745133338
-47.79,2798.35079165005
-47.78,2798.33413196671
-47.77,2798.31747228337
-47.76,2798.30081260004
-47.75,2798.28408687373
-47.74,2798.2673244529
-47.73,2798.25056203207
-47.72,2798.23379961124
-47.71,2798.21703719041
-47.7,2798.20027476958
-47.69,2798.18351234875
-47.68,2798.16674992792
-47.67,2798.14998750709
-47.66,2798.13321920834
-47.65,2798.11635373451
-47.64,2798.09948826068
-47.63,2798.08262278685
-47.62,2798.06575731302
-47.61,2798.04889183919
-47.6,2798.03202636536
-47.59,2798.01516089152
-47.58,2797.99829541769
-47.57,2797.98142994386
-47.56,2797.96451575922
-47.55,2797.94754691884
-47.54,2797.93057807846
-47.53,2797.91360923808
-47.52,2797.8966403977
-47.51,2797.87967155732
-47.5,2797.86270271694
-47.49,2797.84573387656
-47.48,2797.82876503618
-47.47,2797.8117961958
-47.46,2797.79473555373
-47.45,2797.77766303524
-47.44,2797.76059051675
-47.43,2797.74351799827
-47.42,2797.72644547978
-47.41,2797.70937296129
-47.4,2797.6923004428
-47.39,2797.67522792431
-47.38,2797.65815540583
-47.37,2797.64105172694
-47.36,2797.6238752208
-47.35,2797.60669871466
-47.34,2797.58952220853
-47.33,2797.57234570239
-47.32,2797.55516919625
-47.31,2797.53799269011
-47.3,2797.52081618398
-47.29,2797.50363967784
-47.28,2797.4864631717
-47.27,2797.46921221338
-47.26,2797.4519314121
-47.25,2797.43465061083
-47.24,2797.41736980955
-47.23,2797.40008900827
-47.22,2797.38280820699
-47.21,2797.36552740571
-47.2,2797.34824660443
-47.19,2797.33096580315
-47.18,2797.31367160608
-47.17,2797.29628620425
-47.16,2797.27890080241
-47.15,2797.26151540058
-47.14,2797.24412999874
-47.13,2797.22674459691
-47.12,2797.20935919507
-47.11,2797.19197379324
-47.1,2797.1745883914
-47.09,2797.15720298957
-47.08,2797.13976070133
-47.07,2797.12227039563
-47.06,2797.10478008993
-47.05,2797.08728978424
-47.04,2797.06979947854
-47.03,2797.05230917285
-47.02,2797.03481886715
-47.01,2797.01732856145
-47,2796.99983825576
-46.99,2796.98234795006
-46.98,2796.96475701813
-46.97,2796.9471615074
-46.96,2796.92956599668
-46.95,2796.91197048595
-46.94,2796.89437497523
-46.93,2796.8767794645
-46.92,2796.85918395378
-46.91,2796.84158844306
-46.9,2796.82399293233
-46.89,2796.80635831305
-46.88,2796.7886572983
-46.87,2796.77095628354
-46.86,2796.75325526879
-46.85,2796.73555425404
-46.84,2796.71785323929
-46.83,2796.70015222454
-46.82,2796.68245120978
-46.81,2796.66475019503
-46.8,2796.64704918028
-46.79,2796.62926512365
-46.78,2796.61145830807
-46.77,2796.59365149249
-46.76,2796.57584467691
-46.75,2796.55803786133
-46.74,2796.54023104575
-46.73,2796.52242423017
-46.72,2796.5046174146
-46.71,2796.48681059902
-46.7,2796.46898266044
-46.69,2796.45106974946
-46.68,2796.43315683848
-46.67,2796.4152439275
-46.66,2796.39733101652
-46.65,2796.37941810554
-46.64,2796.36150519456
-46.63,2796.34359228358
-46.62,2796.3256793726
-46.61,2796.30776646163
-46.6,2796.28978830306
-46.59,2796.27176900436
-46.58,2796.25374970567
-46.57,2796.23573040698
-46.56,2796.21771110829
-46.55,2796.19969180959
-46.54,2796.1816725109
-46.53,2796.16365321221
-46.52,2796.14563391352
-46.51,2796.12761168058
-46.5,2796.10948570415
-46.49,2796.09135972772
-46.48,2796.07323375128
-46.47,2796.05510777485
-46.46,2796.03698179842
-46.45,2796.01885582199
-46.44,2796.00072984556
-46.43,2795.98260386913
-46.42,2795.9644778927
-46.41,2795.94630466841
-46.4,2795.92807172654
-46.39,2795.90983878466
-46.38,2795.89160584278
-46.37,2795.87337290091
-46.36,2795.85513995903
-46.35,2795.83690701715
-46.34,2795.81867407528
-46.33,2795.8004411334
-46.32,2795.78220819152
-46.31,2795.76388345186
-46.3,2795.74554325918
-46.29,2795.72720306649
-46.28,2795.70886287381
-46.27,2795.69052268113
-46.26,2795.67218248845
-46.25,2795.65384229577
-46.24,2795.63550210309
-46.23,2795.61716191041
-46.22,2795.59879267041
-46.21,2795.58034494395
-46.2,2795.56189721748
-46.19,2795.54344949102
-46.18,2795.52500176455
-46.17,2795.50655403808
-46.16,2795.48810631162
-46.15,2795.46965858515
-46.14,2795.45121085869
-46.13,2795.43276313222
-46.12,2795.41424162534
-46.11,2795.39568608452
-46.1,2795.37713054369
-46.09,2795.35857500287
-46.08,2795.34001946205
-46.07,2795.32146392123
-46.06,2795.3029083804
-46.05,2795.28435283958
-46.04,2795.26579729876
-46.03,2795.24723110716
-46.02,2795.22856747385
-46.01,2795.20990384053
-46,2795.19124020722
-45.99,2795.17257657391
-45.98,2795.1539129406
-45.97,2795.13524930729
-45.96,2795.11658567398
-45.95,2795.09792204067
-45.94,2795.07925840736
-45.93,2795.0605392094
-45.92,2795.04176720793
-45.91,2795.02299520647
-45.9,2795.004223205
-45.89,2794.98545120354
-45.88,2794.96667920207
-45.87,2794.94790720061
-45.86,2794.92913519914
-45.85,2794.91036319767
-45.84,2794.89159119621
-45.83,2794.87271849019
-45.82,2794.8538378474
-45.81,2794.83495720462
-45.8,2794.81607656183
-45.79,2794.79719591904
-45.78,2794.77831527626
-45.77,2794.75943463347
-45.76,2794.74055399069
-45.75,2794.7216733479
-45.74,2794.7027555497
-45.73,2794.68376599496
-45.72,2794.66477644022
-45.71,2794.64578688547
-45.7,2794.62679733073
-45.69,2794.60780777599
-45.68,2794.58881822124
-45.67,2794.5698286665
-45.66,2794.55083911176
-45.65,2794.53184955701
-45.64,2794.51277753241
-45.63,2794.49367879763
-45.62,2794.47458006285
-45.61,2794.45548132807
-45.6,2794.43638259329
-45.59,2794.41728385851
-45.58,2794.39818512373
-45.57,2794.37908638895
-45.56,2794.35998765417
-45.55,2794.34087036156
-45.54,2794.32166218125
-45.53,2794.30245400094
-45.52,2794.28324582063
-45.51,2794.26403764032
-45.5,2794.24482946001
-45.49,2794.22562127971
-45.48,2794.2064130994
-45.47,2794.18720491909
-45.46,2794.16799673878
-45.45,2794.14872451423
-45.44,2794.12940662552
-45.43,2794.11008873681
-45.42,2794.09077084811
-45.41,2794.0714529594
-45.4,2794.05213507069
-45.39,2794.03281718198
-45.38,2794.01349929327
-45.37,2793.99418140456
-45.36,2793.97486351585
-45.35,2793.95543588137
-45.34,2793.93600802403
-45.33,2793.9165801667
-45.32,2793.89715230936
-45.31,2793.87772445203
-45.3,2793.8582965947
-45.29,2793.83886873736
-45.28,2793.81944088003
-45.27,2793.80001302269
-45.26,2793.78053973243
-45.25,2793.76100164892
-45.24,2793.74146356542
-45.23,2793.72192548191
-45.22,2793.70238739841
-45.21,2793.6828493149
-45.2,2793.6633112314
-45.19,2793.64377314789
-45.18,2793.62423506439
-45.17,2793.60469698088
-45.16,2793.58506759754
-45.15,2793.56541903303
-45.14,2793.54577046852
-45.13,2793.526121904
-45.12,2793.50647333949
-45.11,2793.48682477497
-45.1,2793.46717621046
-45.09,2793.44752764594
-45.08,2793.42787908143
-45.07,2793.40820387558
-45.06,2793.38844457795
-45.05,2793.36868528033
-45.04,2793.3489259827
-45.03,2793.32916668508
-45.02,2793.30940738745
-45.01,2793.28964808983
-45,2793.2698887922
-44.99,2793.25012949458
-44.98,2793.23037019695
-44.97,2793.21053822845
-44.96,2793.19066794839
-44.95,2793.17079766832
-44.94,2793.15092738825
-44.93,2793.13105710818
-44.92,2793.11118682811
-44.91,2793.09131654804
-44.9,2793.07144626797
-44.89,2793.0515759879
-44.88,2793.03169803284
-44.87,2793.01171652379
-44.86,2792.99173501474
-44.85,2792.97175350569
-44.84,2792.95177199665
-44.83,2792.9317904876
-44.82,2792.91180897855
-44.81,2792.8918274695
-44.8,2792.87184596045
-44.79,2792.8518644514
-44.78,2792.83182907792
-44.77,2792.81173609619
-44.76,2792.79164311445
-44.75,2792.77155013271
-44.74,2792.75145715097
-44.73,2792.73136416924
-44.72,2792.7112711875
-44.71,2792.69117820576
-44.7,2792.67108522403
-44.69,2792.65099224229
-44.68,2792.63079900736
-44.67,2792.61059431208
-44.66,2792.5903896168
-44.65,2792.57018492152
-44.64,2792.54998022624
-44.63,2792.52977553096
-44.62,2792.50957083568
-44.61,2792.48936614041
-44.6,2792.46916144513
-44.59,2792.44892186366
-44.58,2792.42860521687
-44.57,2792.40828857009
-44.56,2792.3879719233
-44.55,2792.36765527651
-44.54,2792.34733862972
-44.53,2792.32702198294
-44.52,2792.30670533615
-44.51,2792.28638868936
-44.5,2792.26607204257
-44.49,2792.24567396805
-44.48,2792.2252451347
-44.47,2792.20481630135
-44.46,2792.18438746801
-44.45,2792.16395863466
-44.44,2792.14352980131
-44.43,2792.12310096797
-44.42,2792.10267213462
-44.41,2792.08224330127
-44.4,2792.06179872593
-44.39,2792.04125747392
-44.38,2792.02071622191
-44.37,2792.0001749699
-44.36,2791.97963371788
-44.35,2791.95909246587
-44.34,2791.93855121386
-44.33,2791.91800996184
-44.32,2791.89746870983
-44.31,2791.87692745782
-44.3,2791.85632377238
-44.29,2791.83566987257
-44.28,2791.81501597276
-44.27,2791.79436207295
-44.26,2791.77370817314
-44.25,2791.75305427332
-44.24,2791.73240037351
-44.23,2791.7117464737
-44.22,2791.69109257389
-44.21,2791.67043867408
-44.2,2791.6496754625
-44.19,2791.62890868876
-44.18,2791.60814191502
-44.17,2791.58737514129
-44.16,2791.56660836755
-44.15,2791.54584159382
-44.14,2791.52507482008
-44.13,2791.50430804634
-44.12,2791.48354127261
-44.11,2791.46273122264
-44.1,2791.44185135188
-44.09,2791.42097148112
-44.08,2791.40009161037
-44.07,2791.37921173961
-44.06,2791.35833186885
-44.05,2791.3374519981
-44.04,2791.31657212734
-44.03,2791.29569225658
-44.02,2791.27481238583
-44.01,2791.25384221808
-44,2791.23284903027
-43.99,2791.21185584246
-43.98,2791.19086265465
-43.97,2791.16986946684
-43.96,2791.14887627903
-43.95,2791.12788309122
-43.94,2791.10688990341
-43.93,2791.0858967156
-43.92,2791.06487956549
-43.91,2791.04377284369
-43.9,2791.02266612188
-43.89,2791.00155940008
-43.88,2790.98045267827
-43.87,2790.95934595647
-43.86,2790.93823923466
-43.85,2790.91713251286
-43.84,2790.89602579105
-43.83,2790.87491906925
-43.82,2790.85374122504
-43.81,2790.83252075541
-43.8,2790.81130028579
-43.79,2790.79007981617
-43.78,2790.76885934655
-43.77,2790.74763887693
-43.76,2790.72641840731
-43.75,2790.70519793769
-43.74,2790.68397746807
-43.73,2790.66275250055
-43.72,2790.64141807244
-43.71,2790.62008364434
-43.7,2790.59874921623
-43.69,2790.57741478812
-43.68,2790.55608036001
-43.67,2790.5347459319
-43.66,2790.51341150379
-43.65,2790.49207707569
-43.64,2790.47074264758
-43.63,2790.44935642519
-43.62,2790.4279078311
-43.61,2790.40645923701
-43.6,2790.38501064292
-43.59,2790.36356204883
-43.58,2790.34211345474
-43.57,2790.32066486065
-43.56,2790.29921626656
-43.55,2790.27776767248
-43.54,2790.25631907839
-43.53,2790.23477122453
-43.52,2790.21320826017
-43.51,2790.19164529581
-43.5,2790.17008233146
-43.49,2790.1485193671
-43.48,2790.12695640274
-43.47,2790.10539343839
-43.46,2790.08383047403
-43.45,2790.06226750968
-43.44,2790.04067222629
-43.43,2790.01899469062
-43.42,2789.99731715494
-43.41,2789.97563961927
-43.4,2789.9539620836
-43.39,2789.93228454792
-43.38,2789.91060701225
-43.37,2789.88892947657
-43.36,2789.8672519409
-43.35,2789.84557440523
-43.34,2789.82381695672
-43.33,2789.80202465194
-43.32,2789.78023234717
-43.31,2789.75844004239
-43.3,2789.73664773761
-43.29,2789.71485543283
-43.28,2789.69306312806
-43.27,2789.67127082328
-43.26,2789.6494785185
-43.25,2789.62767351049
-43.24,2789.60576624212
-43.23,2789.58385897375
-43.22,2789.56195170537
-43.21,2789.540044437
-43.2,2789.51813716862
-43.19,2789.49622990025
-43.18,2789.47432263188
-43.17,2789.4524153635
-43.16,2789.43050809513
-43.15,2789.40854040464
-43.14,2789.3865179815
-43.13,2789.36449555836
-43.12,2789.34247313522
-43.11,2789.32045071207
-43.1,2789.29842828893
-43.09,2789.27640586579
-43.08,2789.25438344265
-43.07,2789.2323610195
-43.06,2789.21033859636
-43.05,2789.18820787701
-43.04,2789.16607011127
-43.03,2789.14393234554
-43.02,2789.12179457981
-43.01,2789.09965681408
-43,2789.07751904834
-42.99,2789.05538128261
-42.98,2789.03324351688
-42.97,2789.01110575115
-42.96,2788.98892719111
-42.95,2788.96667389834
-42.94,2788.94442060557
-42.93,2788.92216731281
-42.92,2788.89991402004
-42.91,2788.87766072727
-42.9,2788.85540743451
-42.89,2788.83315414174
-42.88,2788.81090084897
-42.87,2788.78864755621
-42.86,2788.76630547827
-42.85,2788.74393647743
-42.84,2788.72156747659
-42.83,2788.69919847575
-42.82,2788.67682947492
-42.81,2788.65446047408
-42.8,2788.63209147324
-42.79,2788.6097224724
-42.78,2788.58735347156
-42.77,2788.56496343445
-42.76,2788.54247854793
-42.75,2788.51999366142
-42.74,2788.4975087749
-42.73,2788.47502388839
-42.72,2788.45253900188
-42.71,2788.43005411536
-42.7,2788.40756922885
-42.69,2788.38508434233
-42.68,2788.36259945582
-42.67,2788.34004542879
-42.66,2788.31744448245
-42.65,2788.29484353612
-42.64,2788.27224258979
-42.63,2788.24964164346
-42.62,2788.22704069713
-42.61,2788.2044397508
-42.6,2788.18183880446
-42.59,2788.15923785813
-42.58,2788.13663575677
-42.57,2788.11391857997
-42.56,2788.09120140317
-42.55,2788.06848422637
-42.54,2788.04576704957
-42.53,2788.02304987277
-42.52,2788.00033269596
-42.51,2787.97761551916
-42.5,2787.95489834236
-42.49,2787.93218116556
-42.48,2787.90941461952
-42.47,2787.88658104512
-42.46,2787.86374747071
-42.45,2787.84091389631
-42.44,2787.8180803219
-42.43,2787.7952467475
-42.42,2787.77241317309
-42.41,2787.74957959869
-42.4,2787.72674602428
-42.39,2787.70391244988
-42.38,2787.68098115655
-42.37,2787.65803102095
-42.36,2787.63508088535
-42.35,2787.61213074975
-42.34,2787.58918061415
-42.33,2787.56623047855
-42.32,2787.54328034295
-42.31,2787.52033020736
-42.3,2787.49738007176
-42.29,2787.47440045771
-42.28,2787.4513336009
-42.27,2787.42826674409
-42.26,2787.40519988728
-42.25,2787.38213303047
-42.24,2787.35906617366
-42.23,2787.33599931685
-42.22,2787.31293246004
-42.21,2787.28986560323
-42.2,2787.26679874642
-42.19,2787.24365396028
-42.18,2787.22047022585
-42.17,2787.19728649141
-42.16,2787.17410275697
-42.15,2787.15091902254
-42.14,2787.1277352881
-42.13,2787.10455155366
-42.12,2787.08136781922
-42.11,2787.05818408479
-42.1,2787.0349908749
-42.09,2787.01169011005
-42.08,2786.98838934519
-42.07,2786.96508858033
-42.06,2786.94178781548
-42.05,2786.91848705062
-42.04,2786.89518628576
-42.03,2786.87188552091
-42.02,2786.84858475605
-42.01,2786.82528399119
-42,2786.80192520238
-41.99,2786.77850725797
-41.98,2786.75508931356
-41.97,2786.73167136915
-41.96,2786.70825342473
-41.95,2786.68483548032
-41.94,2786.66141753591
-41.93,2786.6379995915
-41.92,2786.61458164709
-41.91,2786.59116370267
-41.9,2786.5676390656
-41.89,2786.54410379617
