"Time","Left.Cerebral.White.Matter"
-5.81,220194.128106951
-5.8,220194.254672561
-5.79,220194.38123817
-5.78,220194.507803779
-5.77,220194.634270587
-5.76,220194.759314009
-5.75,220194.884357431
-5.74,220195.009400853
-5.73,220195.134444274
-5.72,220195.259487696
-5.71,220195.384531118
-5.7,220195.50957454
-5.69,220195.634617961
-5.68,220195.759661383
-5.67,220195.883981661
-5.66,220196.007515744
-5.65,220196.131049826
-5.64,220196.254583909
-5.63,220196.378117992
-5.62,220196.501652075
-5.61,220196.625186158
-5.6,220196.748720241
-5.59,220196.872254323
-5.58,220196.995788406
-5.57,220197.117985626
-5.56,220197.240023196
-5.55,220197.362060766
-5.54,220197.484098336
-5.53,220197.606135907
-5.52,220197.728173477
-5.51,220197.850211047
-5.5,220197.972248617
-5.49,220198.094286187
-5.48,220198.21586748
-5.47,220198.336421339
-5.46,220198.456975199
-5.45,220198.577529059
-5.44,220198.698082918
-5.43,220198.818636778
-5.42,220198.939190638
-5.41,220199.059744497
-5.4,220199.180298357
-5.39,220199.300852217
-5.38,220199.420344459
-5.37,220199.539427385
-5.36,220199.658510311
-5.35,220199.777593238
-5.34,220199.896676164
-5.33,220200.01575909
-5.32,220200.134842016
-5.31,220200.253924942
-5.3,220200.373007868
-5.29,220200.491892575
-5.28,220200.609517318
-5.27,220200.727142061
-5.26,220200.844766804
-5.25,220200.962391546
-5.24,220201.080016289
-5.23,220201.197641032
-5.22,220201.315265775
-5.21,220201.432890518
-5.2,220201.550515261
-5.19,220201.667344795
-5.18,220201.783524077
-5.17,220201.899703359
-5.16,220202.015882641
-5.15,220202.132061922
-5.14,220202.248241204
-5.13,220202.364420486
-5.12,220202.480599768
-5.11,220202.596779049
-5.1,220202.712958331
-5.09,220202.827755927
-5.08,220202.94250244
-5.07,220203.057248953
-5.06,220203.171995467
-5.05,220203.28674198
-5.04,220203.401488494
-5.03,220203.516235007
-5.02,220203.63098152
-5.01,220203.745728034
-5,220203.859936962
-4.99,220203.973263369
-4.98,220204.086589776
-4.97,220204.199916183
-4.96,220204.31324259
-4.95,220204.426568997
-4.94,220204.539895404
-4.93,220204.653221812
-4.92,220204.766548219
-4.91,220204.879874626
-4.9,220204.992085244
-4.89,220205.104004175
-4.88,220205.215923106
-4.87,220205.327842037
-4.86,220205.439760968
-4.85,220205.551679899
-4.84,220205.66359883
-4.83,220205.775517761
-4.82,220205.887436691
-4.81,220205.999066932
-4.8,220206.109590984
-4.79,220206.220115035
-4.78,220206.330639087
-4.77,220206.441163138
-4.76,220206.55168719
-4.75,220206.662211241
-4.74,220206.772735293
-4.73,220206.883259344
-4.72,220206.993783396
-4.71,220207.103448794
-4.7,220207.212590528
-4.69,220207.321732263
-4.68,220207.430873997
-4.67,220207.540015732
-4.66,220207.649157466
-4.65,220207.758299201
-4.64,220207.867440935
-4.63,220207.97658267
-4.62,220208.085675947
-4.61,220208.193447891
-4.6,220208.301219835
-4.59,220208.408991779
-4.58,220208.516763723
-4.57,220208.624535667
-4.56,220208.732307611
-4.55,220208.840079555
-4.54,220208.947851499
-4.53,220209.055623443
-4.52,220209.16278517
-4.51,220209.269199813
-4.5,220209.375614456
-4.49,220209.482029099
-4.48,220209.588443742
-4.47,220209.694858386
-4.46,220209.801273029
-4.45,220209.907687672
-4.44,220210.014102315
-4.43,220210.120516958
-4.42,220210.225769938
-4.41,220210.330839732
-4.4,220210.435909526
-4.39,220210.54097932
-4.38,220210.646049114
-4.37,220210.751118908
-4.36,220210.856188702
-4.35,220210.961258495
-4.34,220211.066328289
-4.33,220211.171027676
-4.32,220211.274765033
-4.31,220211.37850239
-4.3,220211.482239746
-4.29,220211.585977103
-4.28,220211.68971446
-4.27,220211.793451817
-4.26,220211.897189174
-4.25,220212.000926531
-4.24,220212.104663888
-4.23,220212.207487498
-4.22,220212.30990479
-4.21,220212.412322081
-4.2,220212.514739373
-4.19,220212.617156665
-4.18,220212.719573956
-4.17,220212.821991248
-4.16,220212.92440854
-4.15,220213.026825832
-4.14,220213.129103975
-4.13,220213.230213532
-4.12,220213.331323089
-4.11,220213.432432646
-4.1,220213.533542203
-4.09,220213.63465176
-4.08,220213.735761317
-4.07,220213.836870874
-4.06,220213.937980431
-4.05,220214.039089988
-4.04,220214.139525123
-4.03,220214.239339233
-4.02,220214.339153342
-4.01,220214.438967452
-4,220214.538781562
-3.99,220214.638595672
-3.98,220214.738409782
-3.97,220214.838223892
-3.96,220214.938038001
-3.95,220215.037852111
-3.94,220215.136466664
-3.93,220215.23499757
-3.92,220215.333528477
-3.91,220215.432059384
-3.9,220215.530590291
-3.89,220215.629121197
-3.88,220215.727652104
-3.87,220215.826183011
-3.86,220215.924713918
-3.85,220216.022801218
-3.84,220216.120061121
-3.83,220216.217321024
-3.82,220216.314580927
-3.81,220216.41184083
-3.8,220216.509100733
-3.79,220216.606360636
-3.78,220216.703620539
-3.77,220216.800880442
-3.76,220216.898140345
-3.75,220216.99443946
-3.74,220217.090440513
-3.73,220217.186441566
-3.72,220217.282442619
-3.71,220217.378443671
-3.7,220217.474444724
-3.69,220217.570445777
-3.68,220217.66644683
-3.67,220217.762447882
-3.66,220217.858227723
-3.65,220217.952982032
-3.64,220218.047736341
-3.63,220218.142490651
-3.62,220218.23724496
-3.61,220218.331999269
-3.6,220218.426753578
-3.59,220218.521507888
-3.58,220218.616262197
-3.57,220218.711016506
-3.56,220218.805040329
-3.55,220218.898559954
-3.54,220218.992079579
-3.53,220219.085599203
-3.52,220219.179118828
-3.51,220219.272638453
-3.5,220219.366158077
-3.49,220219.459677702
-3.48,220219.553197326
-3.47,220219.646709807
-3.46,220219.739006757
-3.45,220219.831303707
-3.44,220219.923600658
-3.43,220220.015897608
-3.42,220220.108194558
-3.41,220220.200491508
-3.4,220220.292788459
-3.39,220220.385085409
-3.38,220220.477382359
-3.37,220220.56917075
-3.36,220220.660256987
-3.35,220220.751343223
-3.34,220220.84242946
-3.33,220220.933515696
-3.32,220221.024601933
-3.31,220221.115688169
-3.3,220221.206774406
-3.29,220221.297860642
-3.28,220221.388946879
-3.27,220221.479033007
-3.26,220221.56892044
-3.25,220221.658807872
-3.24,220221.748695305
-3.23,220221.838582738
-3.22,220221.92847017
-3.21,220222.018357603
-3.2,220222.108245035
-3.19,220222.198132468
-3.18,220222.287724992
-3.17,220222.376425479
-3.16,220222.465125966
-3.15,220222.553826453
-3.14,220222.64252694
-3.13,220222.731227427
-3.12,220222.819927914
-3.11,220222.908628401
-3.1,220222.997328888
-3.09,220223.086029375
-3.08,220223.173951137
-3.07,220223.261476485
-3.06,220223.349001833
-3.05,220223.43652718
-3.04,220223.524052528
-3.03,220223.611577875
-3.02,220223.699103223
-3.01,220223.786628571
-3,220223.874153918
-2.99,220223.961589834
-2.98,220224.047951795
-2.97,220224.134313756
-2.96,220224.220675717
-2.95,220224.307037678
-2.94,220224.393399639
-2.93,220224.4797616
-2.92,220224.566123561
-2.91,220224.652485522
-2.9,220224.738847483
-2.89,220224.824643876
-2.88,220224.909854149
-2.87,220224.995064421
-2.86,220225.080274694
-2.85,220225.165484967
-2.84,220225.25069524
-2.83,220225.335905513
-2.82,220225.421115786
-2.81,220225.506326059
-2.8,220225.591536332
-2.79,220225.675714542
-2.78,220225.759784771
-2.77,220225.843854999
-2.76,220225.927925228
-2.75,220226.011995456
-2.74,220226.096065685
-2.73,220226.180135913
-2.72,220226.264206142
-2.71,220226.348276371
-2.7,220226.43198607
-2.69,220226.514927843
-2.68,220226.597869615
-2.67,220226.680811388
-2.66,220226.76375316
-2.65,220226.846694932
-2.64,220226.929636705
-2.63,220227.012578477
-2.62,220227.095520249
-2.61,220227.178462022
-2.6,220227.260584313
-2.59,220227.342409161
-2.58,220227.424234008
-2.57,220227.506058856
-2.56,220227.587883704
-2.55,220227.669708551
-2.54,220227.751533399
-2.53,220227.833358247
-2.52,220227.915183094
-2.51,220227.996844446
-2.5,220228.077563843
-2.49,220228.158283241
-2.48,220228.239002638
-2.47,220228.319722035
-2.46,220228.400441432
-2.45,220228.48116083
-2.44,220228.561880227
-2.43,220228.642599624
-2.42,220228.723319022
-2.41,220228.803423456
-2.4,220228.883048819
-2.39,220228.962674183
-2.38,220229.042299546
-2.37,220229.121924909
-2.36,220229.201550272
-2.35,220229.281175635
-2.34,220229.360800998
-2.33,220229.440426362
-2.32,220229.520051725
-2.31,220229.598620059
-2.3,220229.677162746
-2.29,220229.755705432
-2.28,220229.834248119
-2.27,220229.912790806
-2.26,220229.991333492
-2.25,220230.069876179
-2.24,220230.148418866
-2.23,220230.226961552
-2.22,220230.305085848
-2.21,220230.382557156
-2.2,220230.460028464
-2.19,220230.537499773
-2.18,220230.614971081
-2.17,220230.692442389
-2.16,220230.769913698
-2.15,220230.847385006
-2.14,220230.924856314
-2.13,220231.002327623
-2.12,220231.078945812
-2.11,220231.155356981
-2.1,220231.231768149
-2.09,220231.308179317
-2.08,220231.384590485
-2.07,220231.461001653
-2.06,220231.537412821
-2.05,220231.613823989
-2.04,220231.690235157
-2.03,220231.766416678
-2.02,220231.841778883
-2.01,220231.917141088
-2,220231.992503294
-1.99,220232.067865499
-1.98,220232.143227704
-1.97,220232.218589909
-1.96,220232.293952115
-1.95,220232.36931432
-1.94,220232.444676525
-1.93,220232.519381634
-1.92,220232.593705993
-1.91,220232.668030351
-1.9,220232.742354709
-1.89,220232.816679068
-1.88,220232.891003426
-1.87,220232.965327784
-1.86,220233.039652143
-1.85,220233.113976501
-1.84,220233.188252251
-1.83,220233.261549817
-1.82,220233.334847382
-1.81,220233.408144948
-1.8,220233.481442513
-1.79,220233.554740078
-1.78,220233.628037644
-1.77,220233.701335209
-1.76,220233.774632774
-1.75,220233.84793034
-1.74,220233.920759067
-1.73,220233.993040831
-1.72,220234.065322595
-1.71,220234.137604358
-1.7,220234.209886122
-1.69,220234.282167886
-1.68,220234.35444965
-1.67,220234.426731413
-1.66,220234.499013177
-1.65,220234.571294941
-1.64,220234.642696686
-1.63,220234.713973577
-1.62,220234.785250467
-1.61,220234.856527357
-1.6,220234.927804248
-1.59,220234.999081138
-1.58,220235.070358028
-1.57,220235.141634919
-1.56,220235.212911809
-1.55,220235.28390048
-1.54,220235.354183362
-1.53,220235.424466243
-1.52,220235.494749125
-1.51,220235.565032006
-1.5,220235.635314887
-1.49,220235.705597769
-1.48,220235.77588065
-1.47,220235.846163532
-1.46,220235.916446413
-1.45,220235.986036956
-1.44,220236.055336629
-1.43,220236.124636301
-1.42,220236.193935974
-1.41,220236.263235647
-1.4,220236.332535319
-1.39,220236.401834992
-1.38,220236.471134664
-1.37,220236.540434337
-1.36,220236.6096189
-1.35,220236.677946099
-1.34,220236.746273298
-1.33,220236.814600497
-1.32,220236.882927696
-1.31,220236.951254895
-1.3,220237.019582095
-1.29,220237.087909294
-1.28,220237.156236493
-1.27,220237.224563692
-1.26,220237.29237866
-1.25,220237.359744056
-1.24,220237.427109451
-1.23,220237.494474847
-1.22,220237.561840242
-1.21,220237.629205638
-1.2,220237.696571034
-1.19,220237.763936429
-1.18,220237.831301825
-1.17,220237.898667221
-1.16,220237.965132041
-1.15,220238.031546237
-1.14,220238.097960433
-1.13,220238.16437463
-1.12,220238.230788826
-1.11,220238.297203023
-1.1,220238.363617219
-1.09,220238.430031415
-1.08,220238.496445612
-1.07,220238.562520244
-1.06,220238.627993779
-1.05,220238.693467314
-1.04,220238.758940849
-1.03,220238.824414384
-1.02,220238.889887919
-1.01,220238.955361454
-1,220239.020834989
-0.990000000000002,220239.086308524
-0.979999999999997,220239.151782059
-0.969999999999999,220239.21653452
-0.960000000000001,220239.281077865
-0.950000000000003,220239.34562121
-0.939999999999998,220239.410164555
-0.93,220239.4747079
-0.920000000000002,220239.539251245
-0.909999999999997,220239.60379459
-0.899999999999999,220239.668337935
-0.890000000000001,220239.73288128
-0.880000000000003,220239.797250421
-0.869999999999997,220239.86087398
-0.859999999999999,220239.924497539
-0.850000000000001,220239.988121098
-0.839999999999996,220240.051744657
-0.829999999999998,220240.115368216
-0.82,220240.178991775
-0.810000000000002,220240.242615334
-0.799999999999997,220240.306238893
-0.789999999999999,220240.369862452
-0.780000000000001,220240.432937066
-0.769999999999996,220240.495651175
-0.759999999999998,220240.558365285
-0.75,220240.621079394
-0.740000000000002,220240.683793504
-0.729999999999997,220240.746507613
-0.719999999999999,220240.809221723
-0.710000000000001,220240.871935832
-0.700000000000003,220240.934649942
-0.689999999999998,220240.997348039
-0.68,220241.059162968
-0.670000000000002,220241.120977896
-0.659999999999997,220241.182792825
-0.649999999999999,220241.244607753
-0.640000000000001,220241.306422682
-0.630000000000003,220241.368237611
-0.619999999999997,220241.430052539
-0.609999999999999,220241.491867468
-0.600000000000001,220241.553682396
-0.589999999999996,220241.615113274
-0.579999999999998,220241.676039221
-0.57,220241.736965169
-0.560000000000002,220241.797891117
-0.549999999999997,220241.858817065
-0.539999999999999,220241.919743013
-0.530000000000001,220241.98066896
-0.519999999999996,220242.041594908
-0.509999999999998,220242.102520856
-0.5,220242.163446804
-0.490000000000002,220242.223629053
-0.479999999999997,220242.283676152
-0.469999999999999,220242.34372325
-0.460000000000001,220242.403770349
-0.450000000000003,220242.463817448
-0.439999999999998,220242.523864546
-0.43,220242.583911645
-0.420000000000002,220242.643958743
-0.409999999999997,220242.704005842
-0.399999999999999,220242.763826687
-0.390000000000001,220242.823004999
-0.380000000000003,220242.882183311
-0.369999999999997,220242.941361623
-0.359999999999999,220243.000539935
-0.350000000000001,220243.059718247
-0.339999999999996,220243.118896558
-0.329999999999998,220243.17807487
-0.32,220243.237253182
-0.310000000000002,220243.296431494
-0.299999999999997,220243.355030438
-0.289999999999999,220243.413349956
-0.280000000000001,220243.471669474
-0.269999999999996,220243.529988992
-0.259999999999998,220243.588308511
-0.25,220243.646628029
-0.240000000000002,220243.704947547
-0.229999999999997,220243.763267065
-0.219999999999999,220243.821586583
-0.210000000000001,220243.879830692
-0.200000000000003,220243.93730134
-0.189999999999998,220243.994771987
-0.18,220244.052242635
-0.170000000000002,220244.109713283
-0.159999999999997,220244.167183931
-0.149999999999999,220244.224654579
-0.140000000000001,220244.282125227
-0.130000000000003,220244.339595875
-0.119999999999997,220244.397066523
-0.109999999999999,220244.454115111
-0.100000000000001,220244.510746742
-0.0899999999999963,220244.567378373
-0.0799999999999983,220244.624010004
-0.0700000000000003,220244.680641635
-0.0600000000000023,220244.737273266
-0.0499999999999972,220244.793904897
-0.0399999999999991,220244.850536529
-0.0300000000000011,220244.90716816
-0.019999999999996,220244.963799791
-0.00999999999999801,220245.01967081
0,220245.075473207
0.00999999999999801,220245.131275605
0.0200000000000031,220245.187078002
0.0300000000000011,220245.2428804
0.0399999999999991,220245.298682797
0.0499999999999972,220245.354485195
0.0600000000000023,220245.410287592
0.0700000000000003,220245.46608999
0.0799999999999983,220245.521620755
0.0900000000000034,220245.576603632
0.100000000000001,220245.631586508
0.109999999999999,220245.686569385
0.119999999999997,220245.741552261
0.130000000000003,220245.796535138
0.140000000000001,220245.851518014
0.149999999999999,220245.906500891
0.160000000000004,220245.961483767
0.170000000000002,220246.016466644
0.18,220246.070845627
0.189999999999998,220246.125018625
0.200000000000003,220246.179191622
0.210000000000001,220246.23336462
0.219999999999999,220246.287537617
0.230000000000004,220246.341710615
0.240000000000002,220246.395883612
0.25,220246.45005661
0.259999999999998,220246.504229607
0.270000000000003,220246.558274665
0.280000000000001,220246.611647354
0.289999999999999,220246.665020044
0.299999999999997,220246.718392733
0.310000000000002,220246.771765422
0.32,220246.825138112
0.329999999999998,220246.878510801
0.340000000000003,220246.931883491
0.350000000000001,220246.98525618
0.359999999999999,220247.038628869
0.369999999999997,220247.09154758
0.380000000000003,220247.144129461
0.390000000000001,220247.196711342
0.399999999999999,220247.249293223
0.410000000000004,220247.301875104
0.420000000000002,220247.354456985
0.43,220247.407038866
0.439999999999998,220247.459620748
0.450000000000003,220247.512202629
0.460000000000001,220247.56478451
0.469999999999999,220247.616594172
0.480000000000004,220247.668394674
0.490000000000002,220247.720195175
0.5,220247.771995676
0.509999999999998,220247.823796177
0.520000000000003,220247.875596678
0.530000000000001,220247.927397179
0.539999999999999,220247.97919768
0.549999999999997,220248.030998181
0.560000000000002,220248.082487958
0.57,220248.133516436
0.579999999999998,220248.184544914
0.590000000000003,220248.235573392
0.600000000000001,220248.286601869
0.609999999999999,220248.337630347
0.619999999999997,220248.388658825
0.630000000000003,220248.439687303
0.640000000000001,220248.490715781
0.649999999999999,220248.541744259
0.660000000000004,220248.592149819
0.670000000000002,220248.642415559
0.68,220248.692681298
0.689999999999998,220248.742947038
0.700000000000003,220248.793212778
0.710000000000001,220248.843478518
0.719999999999999,220248.893744257
0.730000000000004,220248.944009997
0.740000000000002,220248.994275737
0.75,220249.044367494
0.759999999999998,220249.093879708
0.770000000000003,220249.143391923
0.780000000000001,220249.192904138
0.789999999999999,220249.242416352
0.799999999999997,220249.291928567
0.810000000000002,220249.341440782
0.82,220249.390952997
0.829999999999998,220249.440465211
0.840000000000003,220249.489977426
0.850000000000001,220249.539009441
0.859999999999999,220249.587777271
0.869999999999997,220249.636545102
0.880000000000003,220249.685312933
0.890000000000001,220249.734080764
0.899999999999999,220249.782848595
0.910000000000004,220249.831616426
0.920000000000002,220249.880384257
0.93,220249.929152087
0.939999999999998,220249.977876312
0.950000000000003,220250.025908828
0.960000000000001,220250.073941344
0.969999999999999,220250.12197386
0.980000000000004,220250.170006375
0.990000000000002,220250.218038891
1,220250.266071407
1.01,220250.314103923
1.02,220250.362136439
1.03,220250.410168955
1.04,220250.457857553
1.05,220250.505163751
1.06,220250.552469949
1.07,220250.599776146
1.08,220250.647082344
1.09,220250.694388542
1.1,220250.74169474
1.11,220250.789000938
1.12,220250.836307135
1.13,220250.883613333
1.14,220250.93028269
1.15,220250.976871494
1.16,220251.023460298
1.17,220251.070049102
1.18,220251.116637906
1.19,220251.16322671
1.2,220251.209815514
1.21,220251.256404318
1.22,220251.302993122
1.23,220251.349368003
1.24,220251.395248265
1.25,220251.441128528
1.26,220251.48700879
1.27,220251.532889052
1.28,220251.578769314
1.29,220251.624649576
1.3,220251.670529839
1.31,220251.716410101
1.32,220251.762290363
1.33,220251.807669507
1.34,220251.852850007
1.35,220251.898030507
1.36,220251.943211007
1.37,220251.988391507
1.38,220252.033572007
1.39,220252.078752506
1.4,220252.123933006
1.41,220252.169113506
1.42,220252.21420394
1.43,220252.258693384
1.44,220252.303182829
1.45,220252.347672273
1.46,220252.392161717
1.47,220252.436651162
1.48,220252.481140606
1.49,220252.525630051
1.5,220252.570119495
1.51,220252.61460894
1.52,220252.658726781
1.53,220252.702533804
1.54,220252.746340827
1.55,220252.790147851
1.56,220252.833954874
1.57,220252.877761897
1.58,220252.921568921
1.59,220252.965375944
1.6,220253.009182968
1.61,220253.052989991
1.62,220253.096150957
1.63,220253.139284121
1.64,220253.182417285
1.65,220253.225550449
1.66,220253.268683613
1.67,220253.311816777
1.68,220253.354949941
1.69,220253.398083105
1.7,220253.441216269
1.71,220253.484101285
1.72,220253.526569079
1.73,220253.569036873
1.74,220253.611504666
1.75,220253.65397246
1.76,220253.696440254
1.77,220253.738908048
1.78,220253.781375842
1.79,220253.823843636
1.8,220253.86631143
1.81,220253.9082621
1.82,220253.950072941
1.83,220253.991883781
1.84,220254.033694621
1.85,220254.075505461
1.86,220254.117316302
1.87,220254.159127142
1.88,220254.200937982
1.89,220254.242748823
1.9,220254.284429059
1.91,220254.32559129
1.92,220254.36675352
1.93,220254.407915751
1.94,220254.449077982
1.95,220254.490240212
1.96,220254.531402443
1.97,220254.572564673
1.98,220254.613726904
1.99,220254.654889135
2,220254.695657195
2.01,220254.736179088
2.02,220254.77670098
2.03,220254.817222872
2.04,220254.857744764
2.05,220254.898266657
2.06,220254.938788549
2.07,220254.979310441
2.08,220255.019832334
2.09,220255.060335407
2.1,220255.100225159
2.11,220255.140114912
2.12,220255.180004665
2.13,220255.219894418
2.14,220255.259784171
2.15,220255.299673924
2.16,220255.339563676
2.17,220255.379453429
2.18,220255.419343182
2.19,220255.458955888
2.2,220255.498221627
2.21,220255.537487367
2.22,220255.576753107
2.23,220255.616018847
2.24,220255.655284586
2.25,220255.694550326
2.26,220255.733816066
2.27,220255.773081805
2.28,220255.812347545
2.29,220255.85108468
2.3,220255.88973446
2.31,220255.928384241
2.32,220255.967034021
2.33,220256.005683802
2.34,220256.044333583
2.35,220256.082983363
2.36,220256.121633144
2.37,220256.160282924
2.38,220256.198767099
2.39,220256.236808902
2.4,220256.274850705
2.41,220256.312892508
2.42,220256.350934311
2.43,220256.388976114
2.44,220256.427017917
2.45,220256.46505972
2.46,220256.503101523
2.47,220256.541143326
2.48,220256.578773126
2.49,220256.616214861
2.5,220256.653656596
2.51,220256.691098331
2.52,220256.728540066
2.53,220256.765981801
2.54,220256.803423536
2.55,220256.840865271
2.56,220256.878307005
2.57,220256.915689044
2.58,220256.952538548
2.59,220256.989388052
2.6,220257.026237555
2.61,220257.063087059
2.62,220257.099936563
2.63,220257.136786067
2.64,220257.173635571
2.65,220257.210485075
2.66,220257.247334579
2.67,220257.28388308
2.68,220257.320148118
2.69,220257.356413156
2.7,220257.392678194
2.71,220257.428943232
2.72,220257.46520827
2.73,220257.501473308
2.74,220257.537738347
2.75,220257.574003385
2.76,220257.610268423
2.77,220257.645997518
2.78,220257.681685783
2.79,220257.717374049
2.8,220257.753062314
2.81,220257.78875058
2.82,220257.824438845
2.83,220257.860127111
2.84,220257.895815376
2.85,220257.931503642
2.86,220257.966996452
2.87,220258.002115566
2.88,220258.03723468
2.89,220258.072353795
2.9,220258.107472909
2.91,220258.142592024
2.92,220258.177711138
2.93,220258.212830253
2.94,220258.247949367
2.95,220258.283068481
2.96,220258.317762114
2.97,220258.352319627
2.98,220258.38687714
2.99,220258.421434654
3,220258.455992167
3.01,220258.49054968
3.02,220258.525107193
3.03,220258.559664706
3.04,220258.594222219
3.05,220258.628684518
3.06,220258.662687908
3.07,220258.696691299
3.08,220258.730694689
3.09,220258.764698079
3.1,220258.798701469
3.11,220258.832704859
3.12,220258.866708249
3.13,220258.900711639
3.14,220258.934715029
3.15,220258.968398025
3.16,220259.001854699
3.17,220259.035311373
3.18,220259.068768047
3.19,220259.102224721
3.2,220259.135681395
3.21,220259.169138069
3.22,220259.202594743
3.23,220259.236051417
3.24,220259.269507962
3.25,220259.302425256
3.26,220259.33534255
3.27,220259.368259843
3.28,220259.401177137
3.29,220259.434094431
3.3,220259.467011724
3.31,220259.499929018
3.32,220259.532846312
3.33,220259.565763606
3.34,220259.598460367
3.35,220259.630845545
3.36,220259.663230723
3.37,220259.695615901
3.38,220259.72800108
3.39,220259.760386258
3.4,220259.792771436
3.41,220259.825156614
3.42,220259.857541793
3.43,220259.889926971
3.44,220259.921877173
3.45,220259.953737429
3.46,220259.985597686
3.47,220260.017457943
3.48,220260.0493182
3.49,220260.081178456
3.5,220260.113038713
3.51,220260.14489897
3.52,220260.176759226
3.53,220260.208493733
3.54,220260.239836191
3.55,220260.27117865
3.56,220260.302521109
3.57,220260.333863567
3.58,220260.365206026
3.59,220260.396548485
3.6,220260.427890943
3.61,220260.459233402
3.62,220260.490575861
3.63,220260.521582728
3.64,220260.552414442
3.65,220260.583246156
3.66,220260.614077869
3.67,220260.644909583
3.68,220260.675741296
3.69,220260.70657301
3.7,220260.737404724
3.71,220260.768236437
3.72,220260.799032249
3.73,220260.8293602
3.74,220260.859688152
3.75,220260.890016103
3.76,220260.920344055
3.77,220260.950672006
3.78,220260.980999957
3.79,220261.011327909
3.8,220261.04165586
3.81,220261.071983812
3.82,220261.102070556
3.83,220261.131901658
3.84,220261.16173276
3.85,220261.191563862
3.86,220261.221394965
3.87,220261.251226067
3.88,220261.281057169
3.89,220261.310888271
3.9,220261.340719373
3.91,220261.370550475
3.92,220261.399940729
3.93,220261.429281825
3.94,220261.458622921
3.95,220261.487964017
3.96,220261.517305113
3.97,220261.546646209
3.98,220261.575987305
3.99,220261.605328401
4,220261.634669497
4.01,220261.663858915
4.02,220261.692716778
4.03,220261.721574642
4.04,220261.750432506
4.05,220261.779290369
4.06,220261.808148233
4.07,220261.837006097
4.08,220261.86586396
4.09,220261.894721824
4.1,220261.923579688
4.11,220261.952090596
4.12,220261.980471932
4.13,220262.008853268
4.14,220262.037234604
4.15,220262.06561594
4.16,220262.093997276
4.17,220262.122378612
4.18,220262.150759948
4.19,220262.179141284
4.2,220262.207455756
4.21,220262.2353672
4.22,220262.263278643
4.23,220262.291190087
4.24,220262.319101531
4.25,220262.347012974
4.26,220262.374924418
4.27,220262.402835862
4.28,220262.430747306
4.29,220262.458658749
4.3,220262.486312352
4.31,220262.51376047
4.32,220262.541208589
4.33,220262.568656707
4.34,220262.596104825
4.35,220262.623552944
4.36,220262.651001062
4.37,220262.678449181
4.38,220262.705897299
4.39,220262.733345417
4.4,220262.760350091
4.41,220262.787341382
4.42,220262.814332674
4.43,220262.841323966
4.44,220262.868315257
4.45,220262.895306549
4.46,220262.92229784
4.47,220262.949289132
4.48,220262.976280423
4.49,220263.003098352
4.5,220263.029639247
4.51,220263.056180142
4.52,220263.082721037
4.53,220263.109261932
4.54,220263.135802827
4.55,220263.162343723
4.56,220263.188884618
4.57,220263.215425513
4.58,220263.241966408
4.59,220263.268152468
4.6,220263.294249329
4.61,220263.32034619
4.62,220263.346443051
4.63,220263.372539913
4.64,220263.398636774
4.65,220263.424733635
4.66,220263.450830496
4.67,220263.476927358
4.68,220263.502930839
4.69,220263.528589961
4.7,220263.554249083
4.71,220263.579908206
4.72,220263.605567328
4.73,220263.631226451
4.74,220263.656885573
4.75,220263.682544695
4.76,220263.708203818
4.77,220263.73386294
4.78,220263.759251276
4.79,220263.784478888
4.8,220263.809706499
4.81,220263.83493411
4.82,220263.860161721
4.83,220263.885389333
4.84,220263.910616944
4.85,220263.935844555
4.86,220263.961072166
4.87,220263.986282026
4.88,220264.011084286
4.89,220264.035886547
4.9,220264.060688808
4.91,220264.085491069
4.92,220264.11029333
4.93,220264.135095591
4.94,220264.159897852
4.95,220264.184700113
4.96,220264.209502374
4.97,220264.234113479
4.98,220264.258496484
4.99,220264.282879489
5,220264.307262494
5.01,220264.331645499
5.02,220264.356028504
5.03,220264.380411509
5.04,220264.404794514
5.05,220264.429177519
5.06,220264.453560524
5.07,220264.47758396
5.08,220264.501553737
5.09,220264.525523513
5.1,220264.54949329
5.11,220264.573463067
5.12,220264.597432844
5.13,220264.621402621
5.14,220264.645372398
5.15,220264.669342175
5.16,220264.693196145
5.17,220264.716758655
5.18,220264.740321166
5.19,220264.763883677
5.2,220264.787446188
5.21,220264.811008699
5.22,220264.83457121
5.23,220264.85813372
5.24,220264.881696231
5.25,220264.905258742
5.26,220264.928540873
5.27,220264.951702014
5.28,220264.974863155
5.29,220264.998024296
5.3,220265.021185438
5.31,220265.044346579
5.32,220265.06750772
5.33,220265.090668861
5.34,220265.113830002
5.35,220265.136946541
5.36,220265.159712144
5.37,220265.182477746
5.38,220265.205243349
5.39,220265.228008952
5.4,220265.250774554
5.41,220265.273540157
5.42,220265.29630576
5.43,220265.319071362
5.44,220265.341836965
5.45,220265.364397169
5.46,220265.386773
5.47,220265.40914883
5.48,220265.43152466
5.49,220265.453900491
5.5,220265.476276321
5.51,220265.498652151
5.52,220265.521027981
5.53,220265.543403812
5.54,220265.565779642
5.55,220265.587793995
5.56,220265.609785754
5.57,220265.631777514
5.58,220265.653769273
5.59,220265.675761033
5.6,220265.697752792
5.61,220265.719744552
5.62,220265.741736311
5.63,220265.763728071
5.64,220265.785585343
5.65,220265.807198669
5.66,220265.828811995
5.67,220265.850425321
5.68,220265.872038648
5.69,220265.893651974
5.7,220265.9152653
5.71,220265.936878626
