"Time","Right.Cortex"
-29.44,254753.596138088
-29.43,254751.826292251
-29.42,254750.056446414
-29.41,254748.286600576
-29.4,254746.516754739
-29.39,254744.746908901
-29.38,254742.977063064
-29.37,254741.207217227
-29.36,254739.437371389
-29.35,254737.667676893
-29.34,254735.898719642
-29.33,254734.12976239
-29.32,254732.360805138
-29.31,254730.591847887
-29.3,254728.822890635
-29.29,254727.053933383
-29.28,254725.284976132
-29.27,254723.51601888
-29.26,254721.747061628
-29.25,254719.978619234
-29.24,254718.210542799
-29.23,254716.442466364
-29.22,254714.67438993
-29.21,254712.906313495
-29.2,254711.13823706
-29.19,254709.370160625
-29.18,254707.60208419
-29.17,254705.834007755
-29.16,254704.06593132
-29.15,254702.298726835
-29.14,254700.531523459
-29.13,254698.764320083
-29.12,254696.997116707
-29.11,254695.229913331
-29.1,254693.462709956
-29.09,254691.69550658
-29.08,254689.928303204
-29.07,254688.161099828
-29.06,254686.39425377
-29.05,254684.627915706
-29.04,254682.861577643
-29.03,254681.09523958
-29.02,254679.328901516
-29.01,254677.562563453
-29,254675.79622539
-28.99,254674.029887326
-28.98,254672.263549263
-28.97,254670.4972112
-28.96,254668.731582472
-28.95,254666.966101986
-28.94,254665.200621499
-28.93,254663.435141013
-28.92,254661.669660526
-28.91,254659.904180039
-28.9,254658.138699553
-28.89,254656.373219066
-28.88,254654.60773858
-28.87,254652.842463201
-28.86,254651.077832566
-28.85,254649.313201932
-28.84,254647.548571297
-28.83,254645.783940662
-28.82,254644.019310028
-28.81,254642.254679393
-28.8,254640.490048758
-28.79,254638.725418124
-28.78,254636.960787489
-28.77,254635.196708919
-28.76,254633.432920422
-28.75,254631.669131925
-28.74,254629.905343428
-28.73,254628.141554932
-28.72,254626.377766435
-28.71,254624.613977938
-28.7,254622.850189441
-28.69,254621.086400944
-28.68,254619.322670655
-28.67,254617.559716593
-28.66,254615.79676253
-28.65,254614.033808468
-28.64,254612.270854405
-28.63,254610.507900343
-28.62,254608.74494628
-28.61,254606.981992218
-28.6,254605.219038156
-28.59,254603.456084093
-28.58,254601.693530143
-28.57,254599.931402822
-28.56,254598.169275501
-28.55,254596.40714818
-28.54,254594.645020859
-28.53,254592.882893538
-28.52,254591.120766217
-28.51,254589.358638896
-28.5,254587.596511576
-28.49,254585.834384255
-28.48,254584.072992587
-28.47,254582.311684325
-28.46,254580.550376063
-28.45,254578.789067801
-28.44,254577.02775954
-28.43,254575.266451278
-28.42,254573.505143016
-28.41,254571.743834754
-28.4,254569.982526493
-28.39,254568.221471687
-28.38,254566.460974812
-28.37,254564.700477938
-28.36,254562.939981063
-28.35,254561.179484188
-28.34,254559.418987313
-28.33,254557.658490439
-28.32,254555.897993564
-28.31,254554.137496689
-28.3,254552.376999815
-28.29,254550.61708691
-28.28,254548.857393761
-28.27,254547.097700611
-28.26,254545.338007462
-28.25,254543.578314312
-28.24,254541.818621163
-28.23,254540.058928014
-28.22,254538.299234864
-28.21,254536.539541715
-28.2,254534.779960641
-28.19,254533.021063565
-28.18,254531.262166489
-28.17,254529.503269413
-28.16,254527.744372337
-28.15,254525.985475261
-28.14,254524.226578185
-28.13,254522.46768111
-28.12,254520.708784034
-28.11,254518.949886958
-28.1,254517.191427455
-28.09,254515.433318811
-28.08,254513.675210167
-28.07,254511.917101523
-28.06,254510.158992879
-28.05,254508.400884235
-28.04,254506.642775592
-28.03,254504.884666948
-28.02,254503.126558304
-28.01,254501.36844966
-28,254499.611097765
-27.99,254497.853769922
-27.98,254496.096442078
-27.97,254494.339114235
-27.96,254492.581786391
-27.95,254490.824458548
-27.94,254489.067130704
-27.93,254487.309802861
-27.92,254485.552475017
-27.91,254483.795443612
-27.9,254482.038888947
-27.89,254480.282334282
-27.88,254478.525779617
-27.87,254476.769224952
-27.86,254475.012670287
-27.85,254473.256115622
-27.84,254471.499560957
-27.83,254469.743006293
-27.82,254467.986451628
-27.81,254466.230507584
-27.8,254464.474718486
-27.79,254462.718929388
-27.78,254460.963140289
-27.77,254459.207351191
-27.76,254457.451562092
-27.75,254455.695772994
-27.74,254453.939983896
-27.73,254452.184194797
-27.72,254450.428566246
-27.71,254448.673535112
-27.7,254446.918503977
-27.69,254445.163472843
-27.68,254443.408441709
-27.67,254441.653410575
-27.66,254439.89837944
-27.65,254438.143348306
-27.64,254436.388317172
-27.63,254434.633286038
-27.62,254432.87872465
-27.61,254431.124443887
-27.6,254429.370163124
-27.59,254427.615882362
-27.58,254425.861601599
-27.57,254424.107320836
-27.56,254422.353040073
-27.55,254420.59875931
-27.54,254418.844478547
-27.53,254417.090227663
-27.52,254415.336689688
-27.51,254413.583151713
-27.5,254411.829613738
-27.49,254410.076075763
-27.48,254408.322537788
-27.47,254406.568999813
-27.46,254404.815461838
-27.45,254403.061923863
-27.44,254401.308385888
-27.43,254399.555182017
-27.42,254397.802379256
-27.41,254396.049576495
-27.4,254394.296773734
-27.39,254392.543970973
-27.38,254390.791168212
-27.37,254389.038365451
-27.36,254387.28556269
-27.35,254385.53275993
-27.34,254383.779957169
-27.33,254382.02778647
-27.32,254380.275711358
-27.31,254378.523636247
-27.3,254376.771561135
-27.29,254375.019486023
-27.28,254373.267410912
-27.27,254371.5153358
-27.26,254369.763260688
-27.25,254368.011185577
-27.24,254366.259314138
-27.23,254364.50795912
-27.22,254362.756604102
-27.21,254361.005249084
-27.2,254359.253894066
-27.19,254357.502539048
-27.18,254355.75118403
-27.17,254353.999829012
-27.16,254352.248473994
-27.15,254350.497118976
-27.14,254348.746260637
-27.13,254346.995618166
-27.12,254345.244975695
-27.11,254343.494333225
-27.1,254341.743690754
-27.09,254339.993048283
-27.08,254338.242405812
-27.07,254336.491763342
-27.06,254334.741120871
-27.05,254332.990556834
-27.04,254331.240619373
-27.03,254329.490681912
-27.02,254327.740744451
-27.01,254325.99080699
-27,254324.240869529
-26.99,254322.490932068
-26.98,254320.740994607
-26.97,254318.991057146
-26.96,254317.241119685
-26.95,254315.491548721
-26.94,254313.742308741
-26.93,254311.993068761
-26.92,254310.243828781
-26.91,254308.494588801
-26.9,254306.745348821
-26.89,254304.996108841
-26.88,254303.246868861
-26.87,254301.49762888
-26.86,254299.7483889
-26.85,254297.999797252
-26.84,254296.251247233
-26.83,254294.502697214
-26.82,254292.754147196
-26.81,254291.005597177
-26.8,254289.257047158
-26.79,254287.508497139
-26.78,254285.75994712
-26.77,254284.011397101
-26.76,254282.263088581
-26.75,254280.515221012
-26.74,254278.767353443
-26.73,254277.019485874
-26.72,254275.271618305
-26.71,254273.523750736
-26.7,254271.775883167
-26.69,254270.028015598
-26.68,254268.280148029
-26.67,254266.53228046
-26.66,254264.784931302
-26.65,254263.03773868
-26.64,254261.290546059
-26.63,254259.543353437
-26.62,254257.796160816
-26.61,254256.048968194
-26.6,254254.301775573
-26.59,254252.554582951
-26.58,254250.807390329
-26.57,254249.060319372
-26.56,254247.313794204
-26.55,254245.567269035
-26.54,254243.820743867
-26.53,254242.074218699
-26.52,254240.32769353
-26.51,254238.581168362
-26.5,254236.834643194
-26.49,254235.088118025
-26.48,254233.341592857
-26.47,254231.595461351
-26.46,254229.84959615
-26.45,254228.103730949
-26.44,254226.357865748
-26.43,254224.612000547
-26.42,254222.866135347
-26.41,254221.120270146
-26.4,254219.374404945
-26.39,254217.628539744
-26.38,254215.88268152
-26.37,254214.137468809
-26.36,254212.392256099
-26.35,254210.647043388
-26.34,254208.901830677
-26.33,254207.156617966
-26.32,254205.411405256
-26.31,254203.666192545
-26.3,254201.920979834
-26.29,254200.175767123
-26.28,254198.430828481
-26.27,254196.686260791
-26.26,254194.941693101
-26.25,254193.197125411
-26.24,254191.452557721
-26.23,254189.707990031
-26.22,254187.963422341
-26.21,254186.218854651
-26.2,254184.474286962
-26.19,254182.729719272
-26.18,254180.985686561
-26.17,254179.24175643
-26.16,254177.4978263
-26.15,254175.75389617
-26.14,254174.00996604
-26.13,254172.266035909
-26.12,254170.522105779
-26.11,254168.778175649
-26.1,254167.034245519
-26.09,254165.290475001
-26.08,254163.547174977
-26.07,254161.803874953
-26.06,254160.06057493
-26.05,254158.317274906
-26.04,254156.573974882
-26.03,254154.830674859
-26.02,254153.087374835
-26.01,254151.344074811
-26,254149.600774788
-25.99,254147.8578904
-25.98,254146.115213038
-25.97,254144.372535675
-25.96,254142.629858313
-25.95,254140.887180951
-25.94,254139.144503589
-25.93,254137.401826226
-25.92,254135.659148864
-25.91,254133.916471502
-25.9,254132.173844416
-25.89,254130.431782278
-25.88,254128.689720139
-25.87,254126.947658001
-25.86,254125.205595863
-25.85,254123.463533724
-25.84,254121.721471586
-25.83,254119.979409448
-25.82,254118.237347309
-25.81,254116.495285171
-25.8,254114.753524454
-25.79,254113.01207011
-25.78,254111.270615766
-25.77,254109.529161422
-25.76,254107.787707078
-25.75,254106.046252734
-25.74,254104.30479839
-25.73,254102.563344046
-25.72,254100.821889702
-25.71,254099.080435357
-25.7,254097.339527431
-25.69,254095.59867346
-25.68,254093.857819488
-25.67,254092.116965516
-25.66,254090.376111544
-25.65,254088.635257572
-25.64,254086.8944036
-25.63,254085.153549629
-25.62,254083.412695657
-25.61,254081.672034003
-25.6,254079.931772989
-25.59,254078.191511975
-25.58,254076.451250961
-25.57,254074.710989947
-25.56,254072.970728933
-25.55,254071.230467919
-25.54,254069.490206904
-25.53,254067.74994589
-25.52,254066.009684876
-25.51,254064.269856317
-25.5,254062.530180853
-25.49,254060.790505389
-25.48,254059.050829926
-25.47,254057.311154462
-25.46,254055.571478999
-25.45,254053.831803535
-25.44,254052.092128072
-25.43,254050.352452608
-25.42,254048.612865457
-25.41,254046.873768144
-25.4,254045.134670831
-25.39,254043.395573519
-25.38,254041.656476206
-25.37,254039.917378893
-25.36,254038.178281581
-25.35,254036.439184268
-25.34,254034.700086955
-25.33,254032.960989643
-25.32,254031.222215924
-25.31,254029.48368937
-25.3,254027.745162815
-25.29,254026.006636261
-25.28,254024.268109707
-25.27,254022.529583152
-25.26,254020.791056598
-25.25,254019.052530044
-25.24,254017.31400349
-25.23,254015.575476935
-25.22,254013.83750314
-25.21,254012.099539959
-25.2,254010.361576778
-25.19,254008.623613596
-25.18,254006.885650415
-25.17,254005.147687234
-25.16,254003.409724053
-25.15,254001.671760871
-25.14,253999.93379769
-25.13,253998.19605433
-25.12,253996.458647144
-25.11,253994.721239957
-25.1,253992.98383277
-25.09,253991.246425584
-25.08,253989.509018397
-25.07,253987.771611211
-25.06,253986.034204024
-25.05,253984.296796838
-25.04,253982.559389651
-25.03,253980.822426614
-25.02,253979.085568051
-25.01,253977.348709488
-25,253975.611850925
-24.99,253973.874992362
-24.98,253972.138133799
-24.97,253970.401275236
-24.96,253968.664416672
-24.95,253966.927558109
-24.94,253965.190820668
-24.93,253963.454503364
-24.92,253961.718186059
-24.91,253959.981868755
-24.9,253958.245551451
-24.89,253956.509234147
-24.88,253954.772916843
-24.87,253953.036599538
-24.86,253951.300282234
-24.85,253949.56396493
-24.84,253947.827988246
-24.83,253946.092204843
-24.82,253944.35642144
-24.81,253942.620638037
-24.8,253940.884854634
-24.79,253939.149071231
-24.78,253937.413287829
-24.77,253935.677504426
-24.76,253933.941721023
-24.75,253932.2059651
-24.74,253930.470708247
-24.73,253928.735451395
-24.72,253927.000194542
-24.71,253925.26493769
-24.7,253923.529680837
-24.69,253921.794423984
-24.68,253920.059167132
-24.67,253918.323910279
-24.66,253916.588653427
-24.65,253914.853638729
-24.64,253913.118901082
-24.63,253911.384163435
-24.62,253909.649425789
-24.61,253907.914688142
-24.6,253906.179950495
-24.59,253904.445212849
-24.58,253902.710475202
-24.57,253900.975737555
-24.56,253899.240999909
-24.55,253897.506713013
-24.54,253895.772487234
-24.53,253894.038261456
-24.52,253892.304035677
-24.51,253890.569809898
-24.5,253888.83558412
-24.49,253887.101358341
-24.48,253885.367132562
-24.47,253883.632906784
-24.46,253881.898829745
-24.45,253880.165108503
-24.44,253878.431387261
-24.43,253876.697666019
-24.42,253874.963944777
-24.41,253873.230223535
-24.4,253871.496502293
-24.39,253869.76278105
-24.38,253868.029059808
-24.37,253866.295338566
-24.36,253864.561969852
-24.35,253862.828745822
-24.34,253861.095521791
-24.33,253859.36229776
-24.32,253857.629073729
-24.31,253855.895849698
-24.3,253854.162625668
-24.29,253852.429401637
-24.28,253850.696177606
-24.27,253848.963013938
-24.26,253847.2302798
-24.25,253845.497545661
-24.24,253843.764811523
-24.23,253842.032077384
-24.22,253840.299343246
-24.21,253838.566609108
-24.2,253836.833874969
-24.19,253835.101140831
-24.18,253833.368406692
-24.17,253831.635931903
-24.16,253829.903680344
-24.15,253828.171428785
-24.14,253826.439177226
-24.13,253824.706925667
-24.12,253822.974674108
-24.11,253821.24242255
-24.1,253819.510170991
-24.09,253817.777919432
-24.08,253816.045667873
-24.07,253814.313868597
-24.06,253812.582092311
-24.05,253810.850316025
-24.04,253809.118539738
-24.03,253807.386763452
-24.02,253805.654987166
-24.01,253803.92321088
-24,253802.191434594
-23.99,253800.459658308
-23.98,253798.728053221
-23.97,253796.996744907
-23.96,253795.265436593
-23.95,253793.534128278
-23.94,253791.802819964
-23.93,253790.07151165
-23.92,253788.340203335
-23.91,253786.608895021
-23.9,253784.877586707
-23.89,253783.146278393
-23.88,253781.415329424
-23.87,253779.684481787
-23.86,253777.953634149
-23.85,253776.222786512
-23.84,253774.491938875
-23.83,253772.761091237
-23.82,253771.0302436
-23.81,253769.299395962
-23.8,253767.568548325
-23.79,253765.837788756
-23.78,253764.107394506
-23.77,253762.377000256
-23.76,253760.646606006
-23.75,253758.916211756
-23.74,253757.185817506
-23.73,253755.455423256
-23.72,253753.725029007
-23.71,253751.994634757
-23.7,253750.264240507
-23.69,253748.534117689
-23.68,253746.804169543
-23.67,253745.074221398
-23.66,253743.344273252
-23.65,253741.614325106
-23.64,253739.88437696
-23.63,253738.154428814
-23.62,253736.424480668
-23.61,253734.694532522
-23.6,253732.964594319
-23.59,253731.235084999
-23.58,253729.505575679
-23.57,253727.776066359
-23.56,253726.046557039
-23.55,253724.317047719
-23.54,253722.587538399
-23.53,253720.85802908
-23.52,253719.12851976
-23.51,253717.39901044
-23.5,253715.669689649
-23.49,253713.940611883
-23.48,253712.211534116
-23.47,253710.48245635
-23.46,253708.753378583
-23.45,253707.024300817
-23.44,253705.295223051
-23.43,253703.566145284
-23.42,253701.837067518
-23.41,253700.107989751
-23.4,253698.379273081
-23.39,253696.650619601
-23.38,253694.921966121
-23.37,253693.193312641
-23.36,253691.46465916
-23.35,253689.73600568
-23.34,253688.0073522
-23.33,253686.27869872
-23.32,253684.55004524
-23.31,253682.821502385
-23.3,253681.093265929
-23.29,253679.365029474
-23.28,253677.636793018
-23.27,253675.908556562
-23.26,253674.180320106
-23.25,253672.452083651
-23.24,253670.723847195
-23.23,253668.995610739
-23.22,253667.267374284
-23.21,253665.539416256
-23.2,253663.811589568
-23.19,253662.083762881
-23.18,253660.355936193
-23.17,253658.628109505
-23.16,253656.900282817
-23.15,253655.172456129
-23.14,253653.444629441
-23.13,253651.716802753
-23.12,253649.989013774
-23.11,253648.261589603
-23.1,253646.534165431
-23.09,253644.806741259
-23.08,253643.079317088
-23.07,253641.351892916
-23.06,253639.624468744
-23.05,253637.897044573
-23.04,253636.169620401
-23.03,253634.442196229
-23.02,253632.714972811
-23.01,253630.987943909
-23,253629.260915007
-22.99,253627.533886105
-22.98,253625.806857203
-22.97,253624.079828301
-22.96,253622.352799399
-22.95,253620.625770497
-22.94,253618.898741595
-22.93,253617.171712694
-22.92,253615.445041591
-22.91,253613.718400717
-22.9,253611.991759843
-22.89,253610.265118969
-22.88,253608.538478096
-22.87,253606.811837222
-22.86,253605.085196348
-22.85,253603.358555474
-22.84,253601.6319146
-22.83,253599.905401787
-22.82,253598.179141705
-22.81,253596.452881623
-22.8,253594.72662154
-22.79,253593.000361458
-22.78,253591.274101375
-22.77,253589.547841293
-22.76,253587.821581211
-22.75,253586.095321128
-22.74,253584.369061046
-22.73,253582.643081323
-22.72,253580.9171948
-22.71,253579.191308277
-22.7,253577.465421754
-22.69,253575.739535231
-22.68,253574.013648708
-22.67,253572.287762185
-22.66,253570.561875662
-22.65,253568.835989139
-22.64,253567.110162956
-22.63,253565.384642765
-22.62,253563.659122574
-22.61,253561.933602383
-22.6,253560.208082192
-22.59,253558.482562002
-22.58,253556.757041811
-22.57,253555.03152162
-22.56,253553.306001429
-22.55,253551.580481238
-22.54,253549.855168942
-22.53,253548.130007861
-22.52,253546.404846779
-22.51,253544.679685698
-22.5,253542.954524616
-22.49,253541.229363535
-22.48,253539.504202453
-22.47,253537.779041372
-22.46,253536.05388029
-22.45,253534.328719209
-22.44,253532.603907599
-22.43,253530.879098408
-22.42,253529.154289218
-22.41,253527.429480028
-22.4,253525.704670837
-22.39,253523.979861647
-22.38,253522.255052456
-22.37,253520.530243266
-22.36,253518.805434075
-22.35,253517.080765282
-22.34,253515.356300769
-22.33,253513.631836256
-22.32,253511.907371742
-22.31,253510.182907229
-22.3,253508.458442716
-22.29,253506.733978202
-22.28,253505.009513689
-22.27,253503.285049176
-22.26,253501.560584663
-22.25,253499.836397391
-22.24,253498.112270345
-22.23,253496.388143299
-22.22,253494.664016254
-22.21,253492.939889208
-22.2,253491.215762162
-22.19,253489.491635117
-22.18,253487.767508071
-22.17,253486.043381025
-22.16,253484.319331836
-22.15,253482.595535052
-22.14,253480.871738269
-22.13,253479.147941485
-22.12,253477.424144702
-22.11,253475.700347918
-22.1,253473.976551135
-22.09,253472.252754351
-22.08,253470.528957567
-22.07,253468.805160784
-22.06,253467.081573973
-22.05,253465.35810025
-22.04,253463.634626527
-22.03,253461.911152805
-22.02,253460.187679082
-22.01,253458.464205359
-22,253456.740731637
-21.99,253455.017257914
-21.98,253453.293784191
-21.97,253451.570330732
-21.96,253449.847172873
-21.95,253448.124015014
-21.94,253446.400857155
-21.93,253444.677699296
-21.92,253442.954541437
-21.91,253441.231383578
-21.9,253439.508225719
-21.89,253437.78506786
-21.88,253436.061910001
-21.87,253434.338899797
-21.86,253432.616050608
-21.85,253430.893201419
-21.84,253429.170352231
-21.83,253427.447503042
-21.82,253425.724653853
-21.81,253424.001804665
-21.8,253422.278955476
-21.79,253420.556106287
-21.78,253418.833257098
-21.77,253417.110677001
-21.76,253415.388129293
-21.75,253413.665581585
-21.74,253411.943033877
-21.73,253410.220486169
-21.72,253408.497938461
-21.71,253406.775390753
-21.7,253405.052843045
-21.69,253403.330295338
-21.68,253401.60783791
-21.67,253399.885584498
-21.66,253398.163331085
-21.65,253396.441077672
-21.64,253394.71882426
-21.63,253392.996570847
-21.62,253391.274317434
-21.61,253389.552064021
-21.6,253387.829810608
-21.59,253386.107557196
-21.58,253384.385510784
-21.57,253382.663544485
-21.56,253380.941578185
-21.55,253379.219611885
-21.54,253377.497645586
-21.53,253375.775679286
-21.52,253374.053712986
-21.51,253372.331746687
-21.5,253370.609780387
-21.49,253368.887851929
-21.48,253367.166165564
-21.47,253365.444479199
-21.46,253363.722792834
-21.45,253362.001106469
-21.44,253360.279420104
-21.43,253358.557733739
-21.42,253356.836047374
-21.41,253355.114361008
-21.4,253353.392674643
-21.39,253351.671138129
-21.38,253349.949724523
-21.37,253348.228310918
-21.36,253346.506897312
-21.35,253344.785483707
-21.34,253343.064070101
-21.33,253341.342656496
-21.32,253339.62124289
-21.31,253337.899829285
-21.3,253336.178415679
-21.29,253334.457257992
-21.28,253332.736109975
-21.27,253331.014961958
-21.26,253329.29381394
-21.25,253327.572665923
-21.24,253325.851517905
-21.23,253324.130369888
-21.22,253322.40922187
-21.21,253320.688073853
-21.2,253318.967023466
-21.19,253317.246133868
-21.18,253315.52524427
-21.17,253313.804354672
-21.16,253312.083465075
-21.15,253310.362575477
-21.14,253308.641685879
-21.13,253306.920796281
-21.12,253305.199906684
-21.11,253303.479017086
-21.1,253301.758326483
-21.09,253300.03768814
-21.08,253298.317049796
-21.07,253296.596411453
-21.06,253294.87577311
-21.05,253293.155134767
-21.04,253291.434496424
-21.03,253289.713858081
-21.02,253287.993219738
-21.01,253286.272631729
-21,253284.552237478
-20.99,253282.831843228
-20.98,253281.111448978
-20.97,253279.391054727
-20.96,253277.670660477
-20.95,253275.950266226
-20.94,253274.229871976
-20.93,253272.509477726
-20.92,253270.789083475
-20.91,253269.068836222
-20.9,253267.348678905
-20.89,253265.628521589
-20.88,253263.908364272
-20.87,253262.188206955
-20.86,253260.468049639
-20.85,253258.747892322
-20.84,253257.027735006
-20.83,253255.307577689
-20.82,253253.587428327
-20.81,253251.867500789
-20.8,253250.14757325
-20.79,253248.427645711
-20.78,253246.707718172
-20.77,253244.987790633
-20.76,253243.267863095
-20.75,253241.547935556
-20.74,253239.828008017
-20.73,253238.108080478
-20.72,253236.388252859
-20.71,253234.668547945
-20.7,253232.948843031
-20.69,253231.229138117
-20.68,253229.509433203
-20.67,253227.789728289
-20.66,253226.070023375
-20.65,253224.350318461
-20.64,253222.630613547
-20.63,253220.910908633
-20.62,253219.19138968
-20.61,253217.47190024
-20.6,253215.752410801
-20.59,253214.032921361
-20.58,253212.313431921
-20.57,253210.593942482
-20.56,253208.874453042
-20.55,253207.154963602
-20.54,253205.435474163
-20.53,253203.716042479
-20.52,253201.996761366
-20.51,253200.277480253
-20.5,253198.55819914
-20.49,253196.838918027
-20.48,253195.119636914
-20.47,253193.400355802
-20.46,253191.681074689
-20.45,253189.961793576
-20.44,253188.242512463
-20.43,253186.523370456
-20.42,253184.804290524
-20.41,253183.085210593
-20.4,253181.366130662
-20.39,253179.647050731
-20.38,253177.9279708
-20.37,253176.208890868
-20.36,253174.489810937
-20.35,253172.770731006
-20.34,253171.051671575
-20.33,253169.332785683
-20.32,253167.61389979
-20.31,253165.895013898
-20.3,253164.176128006
-20.29,253162.457242114
-20.28,253160.738356222
-20.27,253159.01947033
-20.26,253157.300584438
-20.25,253155.581698546
-20.24,253153.862909814
-20.23,253152.144210821
-20.22,253150.425511828
-20.21,253148.706812835
-20.2,253146.988113842
-20.19,253145.269414849
-20.18,253143.550715855
-20.17,253141.832016862
-20.16,253140.113317869
-20.15,253138.394618876
-20.14,253136.676087791
-20.13,253134.957568559
-20.12,253133.239049327
-20.11,253131.520530095
-20.1,253129.802010863
-20.09,253128.083491631
-20.08,253126.364972399
-20.07,253124.646453167
-20.06,253122.927933936
-20.05,253121.209474823
-20.04,253119.491128217
-20.03,253117.77278161
-20.02,253116.054435004
-20.01,253114.336088398
-20,253112.617741792
-19.99,253110.899395185
-19.98,253109.181048579
-19.97,253107.462701973
-19.96,253105.744355366
-19.95,253104.026134943
-19.94,253102.307953829
-19.93,253100.589772715
-19.92,253098.8715916
-19.91,253097.153410486
-19.9,253095.435229372
-19.89,253093.717048258
-19.88,253091.998867144
-19.87,253090.28068603
-19.86,253088.562532894
-19.85,253086.844510141
-19.84,253085.126487387
-19.83,253083.408464634
-19.82,253081.69044188
-19.81,253079.972419127
-19.8,253078.254396374
-19.79,253076.53637362
-19.78,253074.818350867
-19.77,253073.100328114
-19.76,253071.38239472
-19.75,253069.664523198
-19.74,253067.946651676
-19.73,253066.228780154
-19.72,253064.510908632
-19.71,253062.79303711
-19.7,253061.075165588
-19.69,253059.357294066
-19.68,253057.639422544
-19.67,253055.921551755
-19.66,253054.203824337
-19.65,253052.486096919
-19.64,253050.768369501
-19.63,253049.050642082
-19.62,253047.332914664
-19.61,253045.615187246
-19.6,253043.897459828
-19.59,253042.17973241
-19.58,253040.462004991
-19.57,253038.744335007
-19.56,253037.026744567
-19.55,253035.309154127
-19.54,253033.591563687
-19.53,253031.873973247
-19.52,253030.156382807
-19.51,253028.438792367
-19.5,253026.721201927
-19.49,253025.003611487
-19.48,253023.286021046
-19.47,253021.56853884
-19.46,253019.851078254
-19.45,253018.133617668
-19.44,253016.416157082
-19.43,253014.698696496
-19.42,253012.98123591
-19.41,253011.263775324
-19.4,253009.546314738
-19.39,253007.828854152
-19.38,253006.111423967
-19.37,253004.394086112
-19.36,253002.676748258
-19.35,253000.959410404
-19.34,252999.242072549
-19.33,252997.524734695
-19.32,252995.80739684
-19.31,252994.090058986
-19.3,252992.372721132
-19.29,252990.655383277
-19.28,252988.938121947
-19.27,252987.220899703
-19.26,252985.50367746
-19.25,252983.786455216
-19.24,252982.069232972
-19.23,252980.352010729
-19.22,252978.634788485
-19.21,252976.917566242
-19.2,252975.200343998
-19.19,252973.483130012
-19.18,252971.76601626
-19.17,252970.048902508
-19.16,252968.331788755
-19.15,252966.614675003
-19.14,252964.897561251
-19.13,252963.180447498
-19.12,252961.463333746
-19.11,252959.746219994
-19.1,252958.029106241
-19.09,252956.312042194
-19.08,252954.595029815
-19.07,252952.878017436
-19.06,252951.161005057
-19.05,252949.443992678
-19.04,252947.726980299
-19.03,252946.009967919
-19.02,252944.29295554
-19.01,252942.575943161
-19,252940.858930782
-18.99,252939.14200366
-18.98,252937.425085537
-18.97,252935.708167415
-18.96,252933.991249292
-18.95,252932.274331169
-18.94,252930.557413046
-18.93,252928.840494923
-18.92,252927.1235768
-18.91,252925.406658678
-18.9,252923.689768329
-18.89,252921.972937347
-18.88,252920.256106365
-18.87,252918.539275383
-18.86,252916.822444401
-18.85,252915.105613419
-18.84,252913.388782436
-18.83,252911.671951454
-18.82,252909.955120472
-18.81,252908.23828949
-18.8,252906.521517162
-18.79,252904.804766206
-18.78,252903.08801525
-18.77,252901.371264294
-18.76,252899.654513337
-18.75,252897.937762381
-18.74,252896.221011425
-18.73,252894.504260469
-18.72,252892.787509513
-18.71,252891.070769286
-18.7,252889.354091242
-18.69,252887.637413198
-18.68,252885.920735155
-18.67,252884.204057111
-18.66,252882.487379067
-18.65,252880.770701024
-18.64,252879.05402298
-18.63,252877.337344936
-18.62,252875.620666893
-18.61,252873.904025786
-18.6,252872.187413542
-18.59,252870.470801298
-18.58,252868.754189054
-18.57,252867.03757681
-18.56,252865.320964566
-18.55,252863.604352322
-18.54,252861.887740078
-18.53,252860.171127834
-18.52,252858.454515591
-18.51,252856.7379606
-18.5,252855.021407044
-18.49,252853.304853488
-18.48,252851.588299932
-18.47,252849.871746376
-18.46,252848.15519282
-18.45,252846.438639264
-18.44,252844.722085708
-18.43,252843.005532152
-18.42,252841.288998698
-18.41,252839.572496719
-18.4,252837.85599474
-18.39,252836.139492761
-18.38,252834.422990781
-18.37,252832.706488802
-18.36,252830.989986823
-18.35,252829.273484844
-18.34,252827.556982864
-18.33,252825.840480885
-18.32,252824.124014655
-18.31,252822.407557142
-18.3,252820.691099629
-18.29,252818.974642116
-18.28,252817.258184603
-18.27,252815.54172709
-18.26,252813.825269577
-18.25,252812.108812064
-18.24,252810.392354551
-18.23,252808.675905188
-18.22,252806.959485031
-18.21,252805.243064874
-18.2,252803.526644717
-18.19,252801.810224561
-18.18,252800.093804404
-18.17,252798.377384247
-18.16,252796.66096409
-18.15,252794.944543934
-18.14,252793.228123777
-18.13,252791.511722747
-18.12,252789.795332837
-18.11,252788.078942927
-18.1,252786.362553018
-18.09,252784.646163108
-18.08,252782.929773198
-18.07,252781.213383288
-18.06,252779.496993378
-18.05,252777.780603468
-18.04,252776.064214635
-18.03,252774.347847863
-18.02,252772.631481091
-18.01,252770.915114318
-18,252769.198747546
-17.99,252767.482380774
-17.98,252765.766014001
-17.97,252764.049647229
-17.96,252762.333280457
-17.95,252760.616913685
-17.94,252758.900554298
-17.93,252757.184203555
-17.92,252755.467852811
-17.91,252753.751502068
-17.9,252752.035151324
-17.89,252750.318800581
-17.88,252748.602449837
-17.87,252746.886099094
-17.86,252745.16974835
-17.85,252743.453397607
-17.84,252741.737054669
-17.83,252740.020712845
-17.82,252738.304371022
-17.81,252736.588029199
-17.8,252734.871687375
-17.79,252733.155345552
-17.78,252731.439003729
