"Time","Left.Ventral.DC"
-31.51,4329.05233379879
-31.5,4329.05233731477
-31.49,4329.05234083075
-31.48,4329.05234434674
-31.47,4329.05234786272
-31.46,4329.05235138788
-31.45,4329.05235506269
-31.44,4329.0523587375
-31.43,4329.05236241231
-31.42,4329.05236608711
-31.41,4329.05236976192
-31.4,4329.05237343673
-31.39,4329.05237711154
-31.38,4329.05238078635
-31.37,4329.05238446115
-31.36,4329.05238821413
-31.35,4329.05239205454
-31.34,4329.05239589495
-31.33,4329.05239973536
-31.32,4329.05240357577
-31.31,4329.05240741618
-31.3,4329.05241125659
-31.29,4329.052415097
-31.28,4329.05241893741
-31.27,4329.05242277782
-31.26,4329.05242677123
-31.25,4329.05243078429
-31.24,4329.05243479735
-31.23,4329.05243881041
-31.22,4329.05244282346
-31.21,4329.05244683652
-31.2,4329.05245084958
-31.19,4329.05245486264
-31.18,4329.0524588757
-31.17,4329.05246294282
-31.16,4329.05246713586
-31.15,4329.05247132889
-31.14,4329.05247552193
-31.13,4329.05247971496
-31.12,4329.052483908
-31.11,4329.05248810103
-31.1,4329.05249229406
-31.09,4329.0524964871
-31.08,4329.05250068013
-31.07,4329.05250500722
-31.06,4329.05250938785
-31.05,4329.05251376848
-31.04,4329.0525181491
-31.03,4329.05252252973
-31.02,4329.05252691036
-31.01,4329.05253129098
-31,4329.05253567161
-30.99,4329.05254005223
-30.98,4329.05254445805
-30.97,4329.05254903419
-30.96,4329.05255361032
-30.95,4329.05255818646
-30.94,4329.0525627626
-30.93,4329.05256733873
-30.92,4329.05257191487
-30.91,4329.05257649101
-30.9,4329.05258106715
-30.89,4329.05258564328
-30.88,4329.05259033006
-30.87,4329.05259510994
-30.86,4329.05259988981
-30.85,4329.05260466969
-30.84,4329.05260944957
-30.83,4329.05261422945
-30.82,4329.05261900933
-30.81,4329.0526237892
-30.8,4329.05262856908
-30.79,4329.05263334896
-30.78,4329.05263833205
-30.77,4329.05264332423
-30.76,4329.0526483164
-30.75,4329.05265330857
-30.74,4329.05265830074
-30.73,4329.05266329292
-30.72,4329.05266828509
-30.71,4329.05267327726
-30.7,4329.05267826943
-30.69,4329.05268334376
-30.68,4329.05268855712
-30.67,4329.05269377047
-30.66,4329.05269898383
-30.65,4329.05270419718
-30.64,4329.05270941054
-30.63,4329.05271462389
-30.62,4329.05271983725
-30.61,4329.0527250506
-30.6,4329.05273026396
-30.59,4329.05273565834
-30.58,4329.05274110211
-30.57,4329.05274654588
-30.56,4329.05275198965
-30.55,4329.05275743343
-30.54,4329.0527628772
-30.53,4329.05276832097
-30.52,4329.05277376474
-30.51,4329.05277920852
-30.5,4329.05278470026
-30.49,4329.05279038404
-30.48,4329.05279606783
-30.47,4329.05280175161
-30.46,4329.0528074354
-30.45,4329.05281311918
-30.44,4329.05281880296
-30.43,4329.05282448675
-30.42,4329.05283017053
-30.41,4329.05283585432
-30.4,4329.0528416916
-30.39,4329.05284762537
-30.38,4329.05285355913
-30.37,4329.0528594929
-30.36,4329.05286542666
-30.35,4329.05287136042
-30.34,4329.05287729419
-30.33,4329.05288322795
-30.32,4329.05288916171
-30.31,4329.05289510283
-30.3,4329.05290129693
-30.29,4329.05290749102
-30.28,4329.05291368512
-30.27,4329.05291987921
-30.26,4329.05292607331
-30.25,4329.0529322674
-30.24,4329.0529384615
-30.23,4329.05294465559
-30.22,4329.05295084969
-30.21,4329.05295716373
-30.2,4329.0529636289
-30.19,4329.05297009408
-30.18,4329.05297655925
-30.17,4329.05298302443
-30.16,4329.05298948961
-30.15,4329.05299595478
-30.14,4329.05300241996
-30.13,4329.05300888514
-30.12,4329.05301535031
-30.11,4329.05302205728
-30.1,4329.0530288047
-30.09,4329.05303555213
-30.08,4329.05304229955
-30.07,4329.05304904697
-30.06,4329.05305579439
-30.05,4329.05306254182
-30.04,4329.05306928924
-30.03,4329.05307603666
-30.02,4329.05308286368
-30.01,4329.05308990494
-30,4329.0530969462
-29.99,4329.05310398746
-29.98,4329.05311102872
-29.97,4329.05311806998
-29.96,4329.05312511124
-29.95,4329.0531321525
-29.94,4329.05313919376
-29.93,4329.05314623502
-29.92,4329.05315348583
-29.91,4329.05316083296
-29.9,4329.05316818009
-29.89,4329.05317552723
-29.88,4329.05318287436
-29.87,4329.05319022149
-29.86,4329.05319756862
-29.85,4329.05320491576
-29.84,4329.05321226289
-29.83,4329.05321964163
-29.82,4329.05322730713
-29.81,4329.05323497262
-29.8,4329.05324263812
-29.79,4329.05325030362
-29.78,4329.05325796911
-29.77,4329.05326563461
-29.76,4329.05327330011
-29.75,4329.0532809656
-29.74,4329.0532886311
-29.73,4329.05329646673
-29.72,4329.05330446356
-29.71,4329.05331246039
-29.7,4329.05332045721
-29.69,4329.05332845404
-29.68,4329.05333645086
-29.67,4329.05334444769
-29.66,4329.05335244452
-29.65,4329.05336044134
-29.64,4329.05336843817
-29.63,4329.05337675486
-29.62,4329.05338509647
-29.61,4329.05339343808
-29.6,4329.0534017797
-29.59,4329.05341012131
-29.58,4329.05341846292
-29.57,4329.05342680453
-29.56,4329.05343514615
-29.55,4329.05344348776
-29.54,4329.05345195203
-29.53,4329.0534606524
-29.52,4329.05346935276
-29.51,4329.05347805312
-29.5,4329.05348675349
-29.49,4329.05349545385
-29.48,4329.05350415421
-29.47,4329.05351285457
-29.46,4329.05352155494
-29.45,4329.0535302553
-29.44,4329.05353923787
-29.43,4329.05354831147
-29.42,4329.05355738507
-29.41,4329.05356645868
-29.4,4329.05357553228
-29.39,4329.05358460588
-29.38,4329.05359367948
-29.37,4329.05360275308
-29.36,4329.05361182668
-29.35,4329.05362096641
-29.34,4329.05363042828
-29.33,4329.05363989015
-29.32,4329.05364935202
-29.31,4329.05365881389
-29.3,4329.05366827576
-29.29,4329.05367773763
-29.28,4329.05368719949
-29.27,4329.05369666136
-29.26,4329.05370612323
-29.25,4329.05371582117
-29.24,4329.0537256869
-29.23,4329.05373555262
-29.22,4329.05374541835
-29.21,4329.05375528408
-29.2,4329.05376514981
-29.19,4329.05377501554
-29.18,4329.05378488127
-29.17,4329.053794747
-29.16,4329.05380461273
-29.15,4329.05381489795
-29.14,4329.05382518371
-29.13,4329.05383546947
-29.12,4329.05384575523
-29.11,4329.05385604099
-29.1,4329.05386632675
-29.09,4329.05387661251
-29.08,4329.05388689827
-29.07,4329.05389718403
-29.06,4329.05390765016
-29.05,4329.05391837272
-29.04,4329.05392909528
-29.03,4329.05393981785
-29.02,4329.05395054041
-29.01,4329.05396126297
-29,4329.05397198553
-28.99,4329.05398270809
-28.98,4329.05399343065
-28.97,4329.05400415322
-28.96,4329.05401525146
-28.95,4329.05402642821
-28.94,4329.05403760496
-28.93,4329.05404878172
-28.92,4329.05405995847
-28.91,4329.05407113523
-28.9,4329.05408231198
-28.89,4329.05409348873
-28.88,4329.05410466549
-28.87,4329.05411595621
-28.86,4329.05412760519
-28.85,4329.05413925417
-28.84,4329.05415090314
-28.83,4329.05416255212
-28.82,4329.0541742011
-28.81,4329.05418585007
-28.8,4329.05419749905
-28.79,4329.05420914803
-28.78,4329.05422079701
-28.77,4329.0542327678
-28.76,4329.0542449077
-28.75,4329.05425704759
-28.74,4329.05426918748
-28.73,4329.05428132738
-28.72,4329.05429346727
-28.71,4329.05430560716
-28.7,4329.05431774706
-28.69,4329.05432988695
-28.68,4329.05434206244
-28.67,4329.05435471263
-28.66,4329.05436736281
-28.65,4329.054380013
-28.64,4329.05439266318
-28.63,4329.05440531337
-28.62,4329.05441796356
-28.61,4329.05443061374
-28.6,4329.05444326393
-28.59,4329.05445591411
-28.58,4329.05446882098
-28.57,4329.05448200154
-28.56,4329.0544951821
-28.55,4329.05450836267
-28.54,4329.05452154323
-28.53,4329.05453472379
-28.52,4329.05454790435
-28.51,4329.05456108491
-28.5,4329.05457426547
-28.49,4329.05458744604
-28.48,4329.05460112166
-28.47,4329.05461485341
-28.46,4329.05462858516
-28.45,4329.05464231691
-28.44,4329.05465604866
-28.43,4329.05466978041
-28.42,4329.05468351216
-28.41,4329.05469724391
-28.4,4329.05471097566
-28.39,4329.05472488633
-28.38,4329.05473919083
-28.37,4329.05475349534
-28.36,4329.05476779984
-28.35,4329.05478210435
-28.34,4329.05479640885
-28.33,4329.05481071336
-28.32,4329.05482501786
-28.31,4329.05483932237
-28.3,4329.05485362687
-28.29,4329.05486836377
