"Time","FAQ"
-50.03,1.1954105286585
-50.02,1.19608694981158
-50.01,1.19676503802706
-50,1.19744565755655
-49.99,1.19812627708604
-49.98,1.19880689661553
-49.97,1.19948751614503
-49.96,1.20016813567452
-49.95,1.20084875520402
-49.94,1.20152937473351
-49.93,1.202209994263
-49.92,1.2028906137925
-49.91,1.20357123332199
-49.9,1.20425185285148
-49.89,1.20493247238098
-49.88,1.20561674987037
-49.87,1.20630158612285
-49.86,1.20698642237533
-49.85,1.2076712586278
-49.84,1.20835609488028
-49.83,1.20904093113276
-49.82,1.20972576738524
-49.81,1.21041060363772
-49.8,1.2110954398902
-49.79,1.21178027614267
-49.78,1.21246511239515
-49.77,1.21314994864763
-49.76,1.21383621595521
-49.75,1.21452528729565
-49.74,1.21521435863609
-49.73,1.21590342997654
-49.72,1.21659250131698
-49.71,1.21728157265742
-49.7,1.21797064399786
-49.69,1.2186597153383
-49.68,1.21934878667875
-49.67,1.22003785801919
-49.66,1.22072692935963
-49.65,1.22141600070007
-49.64,1.22210507204052
-49.63,1.22279758154706
-49.62,1.22349090635834
-49.61,1.22418423116962
-49.6,1.2248775559809
-49.59,1.22557088079218
-49.58,1.22626420560346
-49.57,1.22695753041475
-49.56,1.22765085522603
-49.55,1.22834418003731
-49.54,1.22903750484859
-49.53,1.22973082965987
-49.52,1.23042415447115
-49.51,1.23111867000585
-49.5,1.23181626668823
-49.49,1.23251386337061
-49.48,1.23321146005299
-49.47,1.23390905673537
-49.46,1.23460665341775
-49.45,1.23530425010014
-49.44,1.23600184678252
-49.43,1.2366994434649
-49.42,1.23739704014728
-49.41,1.23809463682966
-49.4,1.23879223351204
-49.39,1.23948983019442
-49.38,1.24019064095255
-49.37,1.24089252792316
-49.36,1.24159441489377
-49.35,1.24229630186438
-49.34,1.24299818883499
-49.33,1.2437000758056
-49.32,1.24440196277621
-49.31,1.24510384974682
-49.3,1.24580573671743
-49.29,1.24650762368804
-49.28,1.24720951065865
-49.27,1.24791139762926
-49.26,1.2486142306536
-49.25,1.24932042634592
-49.24,1.25002662203823
-49.23,1.25073281773055
-49.22,1.25143901342287
-49.21,1.25214520911518
-49.2,1.2528514048075
-49.19,1.25355760049982
-49.18,1.25426379619213
-49.17,1.25496999188445
-49.16,1.25567618757677
-49.15,1.25638238326908
-49.14,1.2570885789614
-49.13,1.25779776032736
-49.12,1.25850828319069
-49.11,1.25921880605401
-49.1,1.25992932891733
-49.09,1.26063985178066
-49.08,1.26135037464398
-49.07,1.26206089750731
-49.06,1.26277142037063
-49.05,1.26348194323395
-49.04,1.26419246609728
-49.03,1.2649029889606
-49.02,1.26561351182393
-49.01,1.26632473172064
-49,1.26703960021957
-48.99,1.2677544687185
-48.98,1.26846933721743
-48.97,1.26918420571636
-48.96,1.26989907421529
-48.95,1.27061394271422
-48.94,1.27132881121315
-48.93,1.27204367971208
-48.92,1.27275854821101
-48.91,1.27347341670994
-48.9,1.27418828520887
-48.89,1.2749031537078
-48.88,1.27562077515225
-48.87,1.27634000776615
-48.86,1.27705924038005
-48.85,1.27777847299394
-48.84,1.27849770560784
-48.83,1.27921693822174
-48.82,1.27993617083564
-48.81,1.28065540344953
-48.8,1.28137463606343
-48.79,1.28209386867733
-48.78,1.28281310129122
-48.77,1.28353233390512
-48.76,1.28425201016975
-48.75,1.28497562539221
-48.74,1.28569924061466
-48.73,1.28642285583711
-48.72,1.28714647105957
-48.71,1.28787008628202
-48.7,1.28859370150448
-48.69,1.28931731672693
-48.68,1.29004093194938
-48.67,1.29076454717184
-48.66,1.29148816239429
-48.65,1.29221177761674
-48.64,1.2929353928392
-48.63,1.29366152393974
-48.62,1.29438954027803
-48.61,1.29511755661632
-48.6,1.29584557295461
-48.59,1.29657358929289
-48.58,1.29730160563118
-48.57,1.29802962196947
-48.56,1.29875763830776
-48.55,1.29948565464605
-48.54,1.30021367098434
-48.53,1.30094168732262
-48.52,1.30166970366091
-48.51,1.30239790589431
-48.5,1.30313034186886
-48.49,1.3038627778434
-48.48,1.30459521381795
-48.47,1.30532764979249
-48.46,1.30606008576704
-48.45,1.30679252174158
-48.44,1.30752495771613
-48.43,1.30825739369067
-48.42,1.30898982966522
-48.41,1.30972226563976
-48.4,1.31045470161431
-48.39,1.31118713758885
-48.38,1.31192184802241
-48.37,1.31265872216624
-48.36,1.31339559631006
-48.35,1.31413247045388
-48.34,1.3148693445977
-48.33,1.31560621874152
-48.32,1.31634309288534
-48.31,1.31707996702916
-48.3,1.31781684117298
-48.29,1.31855371531681
-48.28,1.31929058946063
-48.27,1.32002746360445
-48.26,1.32076433774827
-48.25,1.32150559236329
-48.24,1.32224692322145
-48.23,1.32298825407962
-48.22,1.32372958493778
-48.21,1.32447091579594
-48.2,1.3252122466541
-48.19,1.32595357751226
-48.18,1.32669490837042
-48.17,1.32743623922859
-48.16,1.32817757008675
-48.15,1.32891890094491
-48.14,1.32966023180307
-48.13,1.3304035913382
-48.12,1.33114939746726
-48.11,1.33189520359632
-48.1,1.33264100972537
-48.09,1.33338681585443
-48.08,1.33413262198348
-48.07,1.33487842811254
-48.06,1.33562423424159
-48.05,1.33637004037065
-48.04,1.33711584649971
-48.03,1.33786165262876
-48.02,1.33860745875782
-48.01,1.33935326488687
-48,1.3401032220817
-47.99,1.34085352204913
-47.98,1.34160382201656
-47.97,1.342354121984
-47.96,1.34310442195143
-47.95,1.34385472191887
-47.94,1.3446050218863
-47.93,1.34535532185374
-47.92,1.34610562182117
-47.91,1.34685592178861
-47.9,1.34760622175604
-47.89,1.34835652172348
-47.88,1.34910860021256
-47.87,1.34986341259623
-47.86,1.35061822497989
-47.85,1.35137303736356
-47.84,1.35212784974722
-47.83,1.35288266213089
-47.82,1.35363747451455
-47.81,1.35439228689822
-47.8,1.35514709928188
-47.79,1.35590191166555
-47.78,1.35665672404921
-47.77,1.35741153643287
-47.76,1.35816634881654
-47.75,1.35892507850322
-47.74,1.35968442189077
-47.73,1.36044376527832
-47.72,1.36120310866586
-47.71,1.36196245205341
-47.7,1.36272179544096
-47.69,1.3634811388285
-47.68,1.36424048221605
-47.67,1.3649998256036
-47.66,1.36575916899114
-47.65,1.36651851237869
-47.64,1.36727785576623
-47.63,1.36803872313757
-47.62,1.36880261612588
-47.61,1.36956650911419
-47.6,1.3703304021025
-47.59,1.3710942950908
-47.58,1.37185818807911
-47.57,1.37262208106742
-47.56,1.37338597405573
-47.55,1.37414986704404
-47.54,1.37491376003235
-47.53,1.37567765302066
-47.52,1.37644154600897
-47.51,1.37720543899728
-47.5,1.37797301115752
-47.49,1.37874147235213
-47.48,1.37950993354674
-47.47,1.38027839474134
-47.46,1.38104685593595
-47.45,1.38181531713056
-47.44,1.38258377832517
-47.43,1.38335223951977
-47.42,1.38412070071438
-47.41,1.38488916190899
-47.4,1.38565762310359
-47.39,1.3864260842982
-47.38,1.38719581054796
-47.37,1.38796885856247
-47.36,1.38874190657699
-47.35,1.38951495459151
-47.34,1.39028800260602
-47.33,1.39106105062054
-47.32,1.39183409863506
-47.31,1.39260714664957
-47.3,1.39338019466409
-47.29,1.3941532426786
-47.28,1.39492629069312
-47.27,1.39569933870764
-47.26,1.39647238672215
-47.25,1.39724887139919
-47.24,1.39802652485472
-47.23,1.39880417831025
-47.22,1.39958183176578
-47.21,1.40035948522131
-47.2,1.40113713867684
-47.19,1.40191479213237
-47.18,1.4026924455879
-47.17,1.40347009904343
-47.16,1.40424775249896
-47.15,1.40502540595449
-47.14,1.40580305941002
-47.13,1.40658171459414
-47.12,1.40736399211869
-47.11,1.40814626964325
-47.1,1.4089285471678
-47.09,1.40971082469236
-47.08,1.41049310221691
-47.07,1.41127537974147
-47.06,1.41205765726602
-47.05,1.41283993479058
-47.04,1.41362221231513
-47.03,1.41440448983969
-47.02,1.41518676736424
-47.01,1.4159690448888
-47,1.41675451217919
-46.99,1.41754143240709
-46.98,1.418328352635
-46.97,1.41911527286291
-46.96,1.41990219309082
-46.95,1.42068911331873
-46.94,1.42147603354664
-46.93,1.42226295377455
-46.92,1.42304987400246
-46.91,1.42383679423037
-46.9,1.42462371445828
-46.89,1.42541063468619
-46.88,1.42619828891215
-46.87,1.42698987048346
-46.86,1.42778145205478
-46.85,1.42857303362609
-46.84,1.42936461519741
-46.83,1.43015619676873
-46.82,1.43094777834004
-46.81,1.43173935991136
-46.8,1.43253094148267
-46.79,1.43332252305399
-46.78,1.4341141046253
-46.77,1.43490568619662
-46.76,1.43569726776793
-46.75,1.43649178781324
-46.74,1.43728804937314
-46.73,1.43808431093304
-46.72,1.43888057249294
-46.71,1.43967683405283
-46.7,1.44047309561273
-46.69,1.44126935717263
-46.68,1.44206561873253
-46.67,1.44286188029243
-46.66,1.44365814185233
-46.65,1.44445440341223
-46.64,1.44525066497213
-46.63,1.44604738839061
-46.62,1.44684834858879
-46.61,1.44764930878698
-46.6,1.44845026898516
-46.59,1.44925122918335
-46.58,1.45005218938154
-46.57,1.45085314957972
-46.56,1.45165410977791
-46.55,1.45245506997609
-46.54,1.45325603017428
-46.53,1.45405699037246
-46.52,1.45485795057065
-46.51,1.45565891076884
-46.5,1.45646255374722
-46.49,1.45726823123731
-46.48,1.45807390872741
-46.47,1.4588795862175
-46.46,1.45968526370759
-46.45,1.46049094119769
-46.44,1.46129661868778
-46.43,1.46210229617787
-46.42,1.46290797366797
-46.41,1.46371365115806
-46.4,1.46451932864815
-46.39,1.46532500613825
-46.38,1.46613086893467
-46.37,1.46694128237361
-46.36,1.46775169581254
-46.35,1.46856210925147
-46.34,1.4693725226904
-46.33,1.47018293612934
-46.32,1.47099334956827
-46.31,1.4718037630072
-46.3,1.47261417644613
-46.29,1.47342458988506
-46.28,1.474235003324
-46.27,1.47504541676293
-46.26,1.47585583020186
-46.25,1.47666866631957
-46.24,1.47748383436697
-46.23,1.47829900241437
-46.22,1.47911417046177
-46.21,1.47992933850917
-46.2,1.48074450655657
-46.19,1.48155967460397
-46.18,1.48237484265137
-46.17,1.48319001069877
-46.16,1.48400517874617
-46.15,1.48482034679357
-46.14,1.48563551484097
-46.13,1.48645068288837
-46.12,1.4872705285446
-46.11,1.48809046986218
-46.1,1.48891041117976
-46.09,1.48973035249734
-46.08,1.49055029381492
-46.07,1.49137023513249
-46.06,1.49219017645007
-46.05,1.49301011776765
-46.04,1.49383005908523
-46.03,1.49465000040281
-46.02,1.49546994172038
-46.01,1.49628988303796
-46,1.49711198252071
-45.99,1.49793671577164
-45.98,1.49876144902256
-45.97,1.49958618227349
-45.96,1.50041091552442
-45.95,1.50123564877535
-45.94,1.50206038202628
-45.93,1.5028851152772
-45.92,1.50370984852813
-45.91,1.50453458177906
-45.9,1.50535931502999
-45.89,1.50618404828092
-45.88,1.50700878153184
-45.87,1.50783794433413
-45.86,1.50866748818241
-45.85,1.5094970320307
-45.84,1.51032657587898
-45.83,1.51115611972727
-45.82,1.51198566357556
-45.81,1.51281520742384
-45.8,1.51364475127213
-45.79,1.51447429512042
-45.78,1.5153038389687
-45.77,1.51613338281699
-45.76,1.51696292666528
-45.75,1.5177943597495
-45.74,1.51862873285937
-45.73,1.51946310596923
-45.72,1.52029747907909
-45.71,1.52113185218896
-45.7,1.52196622529882
-45.69,1.52280059840868
-45.68,1.52363497151855
-45.67,1.52446934462841
-45.66,1.52530371773828
-45.65,1.52613809084814
-45.64,1.526972463958
-45.63,1.52780683706787
-45.62,1.52864538725513
-45.61,1.52948460829037
-45.6,1.53032382932561
-45.59,1.53116305036085
-45.58,1.53200227139609
-45.57,1.53284149243133
-45.56,1.53368071346657
-45.55,1.5345199345018
-45.54,1.53535915553704
-45.53,1.53619837657228
-45.52,1.53703759760752
-45.51,1.53787681864276
-45.5,1.53871765556682
-45.49,1.53956174319018
-45.48,1.54040583081354
-45.47,1.54124991843689
-45.46,1.54209400606025
-45.45,1.5429380936836
-45.44,1.54378218130696
-45.43,1.54462626893031
-45.42,1.54547035655367
-45.41,1.54631444417703
-45.4,1.54715853180038
-45.39,1.54800261942374
-45.38,1.54884670704709
-45.37,1.54969471485321
-45.36,1.55054368772573
-45.35,1.55139266059825
-45.34,1.55224163347077
-45.33,1.55309060634329
-45.32,1.55393957921581
-45.31,1.55478855208833
-45.3,1.55563752496085
-45.29,1.55648649783336
-45.28,1.55733547070588
-45.27,1.5581844435784
-45.26,1.55903341645092
-45.25,1.55988372744619
-45.24,1.56073760422658
-45.23,1.56159148100697
-45.22,1.56244535778737
-45.21,1.56329923456776
-45.2,1.56415311134816
-45.19,1.56500698812856
-45.18,1.56586086490895
-45.17,1.56671474168934
-45.16,1.56756861846974
-45.15,1.56842249525013
-45.14,1.56927637203053
-45.13,1.57013024881092
-45.12,1.57098778445569
-45.11,1.57184658379969
-45.1,1.57270538314369
-45.09,1.57356418248769
-45.08,1.57442298183169
-45.07,1.57528178117569
-45.06,1.57614058051968
-45.05,1.57699937986368
-45.04,1.57785817920768
-45.03,1.57871697855168
-45.02,1.57957577789568
-45.01,1.58043457723968
-45,1.58129443252147
-44.99,1.58215817308117
-44.98,1.58302191364087
-44.97,1.58388565420057
-44.96,1.58474939476027
-44.95,1.58561313531997
-44.94,1.58647687587967
-44.93,1.58734061643937
-44.92,1.58820435699907
-44.91,1.58906809755877
-44.9,1.58993183811847
-44.89,1.59079557867818
-44.88,1.59165931923788
-44.87,1.59252645291793
-44.86,1.59339515334115
-44.85,1.59426385376436
-44.84,1.59513255418758
-44.83,1.5960012546108
-44.82,1.59686995503401
-44.81,1.59773865545723
-44.8,1.59860735588045
-44.79,1.59947605630366
-44.78,1.60034475672688
-44.77,1.60121345715009
-44.76,1.60208215757331
-44.75,1.6029516273318
-44.74,1.60382530626141
-44.73,1.60469898519101
-44.72,1.60557266412062
-44.71,1.60644634305022
-44.7,1.60732002197983
-44.69,1.60819370090943
-44.68,1.60906737983904
-44.67,1.60994105876864
-44.66,1.61081473769825
-44.65,1.61168841662785
-44.64,1.61256209555746
-44.63,1.61343577448706
-44.62,1.61431257636668
-44.61,1.61519125243994
-44.6,1.61606992851321
-44.59,1.61694860458648
-44.58,1.61782728065974
-44.57,1.61870595673301
-44.56,1.61958463280627
-44.55,1.62046330887954
-44.54,1.62134198495281
-44.53,1.62222066102607
-44.52,1.62309933709934
-44.51,1.62397801317261
-44.5,1.62485716756362
-44.49,1.62574085941156
-44.48,1.62662455125949
-44.47,1.62750824310743
-44.46,1.62839193495537
-44.45,1.6292756268033
-44.44,1.63015931865124
-44.43,1.63104301049917
-44.42,1.63192670234711
-44.41,1.63281039419505
-44.4,1.63369408604298
-44.39,1.63457777789092
-44.38,1.63546146973885
-44.37,1.63634800994065
-44.36,1.63723673618734
-44.35,1.63812546243402
-44.34,1.63901418868071
-44.33,1.63990291492739
-44.32,1.64079164117407
-44.31,1.64168036742076
-44.3,1.64256909366744
-44.29,1.64345781991413
-44.28,1.64434654616081
-44.27,1.6452352724075
-44.26,1.64612399865418
-44.25,1.64701290778985
-44.24,1.64790668705176
-44.23,1.64880046631367
-44.22,1.64969424557558
-44.21,1.65058802483749
-44.2,1.6514818040994
-44.19,1.65237558336131
-44.18,1.65326936262322
-44.17,1.65416314188513
-44.16,1.65505692114703
-44.15,1.65595070040894
-44.14,1.65684447967085
-44.13,1.65773825893276
-44.12,1.65863460752831
-44.11,1.65953345841364
-44.1,1.66043230929898
-44.09,1.66133116018431
-44.08,1.66223001106965
-44.07,1.66312886195498
-44.06,1.66402771284032
-44.05,1.66492656372566
-44.04,1.66582541461099
-44.03,1.66672426549633
-44.02,1.66762311638166
-44.01,1.668521967267
-44,1.66942081815233
-43.99,1.67032464231439
-43.98,1.6712285834224
-43.97,1.67213252453041
-43.96,1.67303646563842
-43.95,1.67394040674643
-43.94,1.67484434785444
-43.93,1.67574828896245
-43.92,1.67665223007046
-43.91,1.67755617117847
-43.9,1.67846011228648
-43.89,1.67936405339449
-43.88,1.6802679945025
-43.87,1.68117422150283
-43.86,1.68208327142313
-43.85,1.68299232134343
-43.84,1.68390137126373
-43.83,1.68481042118403
-43.82,1.68571947110433
-43.81,1.68662852102463
-43.8,1.68753757094493
-43.79,1.68844662086523
-43.78,1.68935567078553
-43.77,1.69026472070583
-43.76,1.69117377062613
-43.75,1.69208282054643
-43.74,1.69299657667756
-43.73,1.69391075398944
-43.72,1.69482493130133
-43.71,1.69573910861322
-43.7,1.69665328592511
-43.69,1.697567463237
-43.68,1.69848164054888
-43.67,1.69939581786077
-43.66,1.70030999517266
-43.65,1.70122417248455
-43.64,1.70213834979644
-43.63,1.70305252710832
-43.62,1.70396870245436
-43.61,1.70488802572613
-43.6,1.7058073489979
-43.59,1.70672667226967
-43.58,1.70764599554143
-43.57,1.7085653188132
-43.56,1.70948464208497
-43.55,1.71040396535674
-43.54,1.71132328862851
-43.53,1.71224261190027
-43.52,1.71316193517204
-43.51,1.71408125844381
-43.5,1.71500058171558
-43.49,1.715924339696
-43.48,1.71684882748424
-43.47,1.71777331527249
-43.46,1.71869780306073
-43.45,1.71962229084897
-43.44,1.72054677863722
-43.43,1.72147126642546
-43.42,1.7223957542137
-43.41,1.72332024200195
-43.4,1.72424472979019
-43.39,1.72516921757843
-43.38,1.72609370536668
-43.37,1.72701989891955
-43.36,1.72794956976848
-43.35,1.7288792406174
-43.34,1.72980891146632
-43.33,1.73073858231525
-43.32,1.73166825316417
-43.31,1.73259792401309
-43.3,1.73352759486202
-43.29,1.73445726571094
-43.28,1.73538693655986
-43.27,1.73631660740879
-43.26,1.73724627825771
-43.25,1.73817594910664
-43.24,1.73910977872915
-43.23,1.74004465116987
-43.22,1.74097952361059
-43.21,1.74191439605131
-43.2,1.74284926849203
-43.19,1.74378414093275
-43.18,1.74471901337347
-43.17,1.74565388581419
-43.16,1.74658875825492
-43.15,1.74752363069563
-43.14,1.74845850313636
-43.13,1.74939337557708
-43.12,1.75032965710837
-43.11,1.75126974965821
-43.1,1.75220984220806
-43.09,1.7531499347579
-43.08,1.75409002730774
-43.07,1.75503011985759
-43.06,1.75597021240743
-43.05,1.75691030495727
-43.04,1.75785039750711
-43.03,1.75879049005696
-43.02,1.7597305826068
-43.01,1.76067067515664
-43,1.76161076770649
-42.99,1.76255473866663
-42.98,1.76350006982843
-42.97,1.76444540099023
-42.96,1.76539073215203
-42.95,1.76633606331383
-42.94,1.76728139447562
-42.93,1.76822672563742
-42.92,1.76917205679922
-42.91,1.77011738796102
-42.9,1.77106271912282
-42.89,1.77200805028462
-42.88,1.77295338144641
-42.87,1.7738998206283
-42.86,1.77485040888968
-42.85,1.77580099715107
-42.84,1.77675158541245
-42.83,1.77770217367384
-42.82,1.77865276193522
-42.81,1.7796033501966
-42.8,1.78055393845799
-42.79,1.78150452671937
-42.78,1.78245511498076
-42.77,1.78340570324214
-42.76,1.78435629150353
-42.75,1.78530687976491
-42.74,1.78626106165102
-42.73,1.78721692548371
-42.72,1.7881727893164
-42.71,1.78912865314909
-42.7,1.79008451698177
-42.69,1.79104038081446
-42.68,1.79199624464715
-42.67,1.79295210847984
-42.66,1.79390797231253
-42.65,1.79486383614522
-42.64,1.79581969997791
-42.63,1.7967755638106
-42.62,1.79773223020588
-42.61,1.79869338806496
-42.6,1.79965454592405
-42.59,1.80061570378313
-42.58,1.80157686164222
-42.57,1.8025380195013
-42.56,1.80349917736038
-42.55,1.80446033521947
-42.54,1.80542149307855
-42.53,1.80638265093764
-42.52,1.80734380879672
-42.51,1.80830496665581
-42.5,1.80926612451489
-42.49,1.81023058679808
-42.48,1.81119705712131
-42.47,1.81216352744454
-42.46,1.81312999776776
-42.45,1.81409646809099
-42.44,1.81506293841422
-42.43,1.81602940873745
-42.42,1.81699587906068
-42.41,1.81796234938391
-42.4,1.81892881970713
-42.39,1.81989529003036
-42.38,1.82086176035359
-42.37,1.82182872340568
-42.36,1.82280052461274
-42.35,1.82377232581979
-42.34,1.82474412702684
-42.33,1.8257159282339
-42.32,1.82668772944095
-42.31,1.82765953064801
-42.3,1.82863133185506
-42.29,1.82960313306211
-42.28,1.83057493426917
-42.27,1.83154673547622
-42.26,1.83251853668328
-42.25,1.83349033789033
-42.24,1.83446514991439
-42.23,1.83544230040617
-42.22,1.83641945089794
-42.21,1.83739660138972
-42.2,1.83837375188149
-42.19,1.83935090237327
-42.18,1.84032805286504
-42.17,1.84130520335682
-42.16,1.84228235384859
-42.15,1.84325950434037
-42.14,1.84423665483214
-42.13,1.84521380532391
-42.12,1.84619113434672
-42.11,1.84717365250459
-42.1,1.84815617066247
-42.09,1.84913868882034
-42.08,1.85012120697822
-42.07,1.85110372513609
-42.06,1.85208624329397
-42.05,1.85306876145184
-42.04,1.85405127960971
-42.03,1.85503379776759
-42.02,1.85601631592546
-42.01,1.85699883408334
-42,1.85798135224121
-41.99,1.85896658321244
-41.98,1.85995448739755
-41.97,1.86094239158265
-41.96,1.86193029576776
-41.95,1.86291819995287
-41.94,1.86390610413798
-41.93,1.86489400832309
-41.92,1.8658819125082
-41.91,1.8668698166933
-41.9,1.86785772087841
-41.89,1.86884562506352
-41.88,1.86983352924863
