"Time","P_D1D2"
6.82,474452.490672627
6.83,474656.871438533
6.84,474861.25220444
6.85,475065.661536857
6.86,475270.165533337
6.87,475474.669529817
6.88,475679.173526298
6.89,475883.677522778
6.9,476088.181519258
6.91,476292.685515739
6.92,476497.189512219
6.93,476701.693508699
6.94,476906.19750518
6.95,477110.70150166
6.96,477315.216775877
6.97,477519.842809808
6.98,477724.468843739
6.99,477929.09487767
7,478133.720911602
7.01,478338.346945533
7.02,478542.972979464
7.03,478747.599013395
7.04,478952.225047327
7.05,479156.851081258
7.06,479361.477115189
7.07,479566.10314912
7.08,479770.844346868
7.09,479975.591222903
7.1,480180.338098938
7.11,480385.084974973
7.12,480589.831851008
7.13,480794.578727043
7.14,480999.325603078
7.15,481204.072479113
7.16,481408.819355148
7.17,481613.566231183
7.18,481818.313107218
7.19,482023.157327172
7.2,482228.023847761
7.21,482432.890368349
7.22,482637.756888938
7.23,482842.623409526
7.24,483047.489930114
7.25,483252.356450703
7.26,483457.222971291
7.27,483662.089491879
7.28,483866.956012468
7.29,484071.822533056
7.3,484276.768910075
7.31,484481.753875484
7.32,484686.738840893
7.33,484891.723806302
7.34,485096.708771711
7.35,485301.69373712
7.36,485506.678702529
7.37,485711.663667938
7.38,485916.648633347
7.39,486121.633598756
7.4,486326.618564165
7.41,486531.666231849
7.42,486736.768440185
7.43,486941.87064852
7.44,487146.972856856
7.45,487352.075065191
7.46,487557.177273526
7.47,487762.279481862
7.48,487967.381690197
7.49,488172.483898533
7.5,488377.586106868
7.51,488582.688315204
7.52,488787.836405905
7.53,488993.054653132
7.54,489198.27290036
7.55,489403.491147588
7.56,489608.709394815
7.57,489813.927642043
7.58,490019.14588927
7.59,490224.364136498
7.6,490429.582383726
7.61,490634.800630953
7.62,490840.018878181
7.63,491045.26652301
7.64,491250.599602976
7.65,491455.932682943
7.66,491661.265762909
7.67,491866.598842876
7.68,492071.931922842
7.69,492277.265002809
7.7,492482.598082775
7.71,492687.931162742
7.72,492893.264242708
7.73,493098.597322674
7.74,493303.943651512
7.75,493509.390355966
7.76,493714.837060421
7.77,493920.283764875
7.78,494125.730469329
7.79,494331.177173783
7.8,494536.623878237
7.81,494742.070582691
7.82,494947.517287145
7.83,495152.963991599
7.84,495358.410696053
7.85,495563.857400507
7.86,495769.413956174
7.87,495974.973074788
7.88,496180.532193403
7.89,496386.091312017
7.9,496591.650430631
7.91,496797.209549245
7.92,497002.768667859
7.93,497208.327786473
7.94,497413.886905087
7.95,497619.446023701
7.96,497825.005142315
7.97,498030.657425716
7.98,498236.327746107
7.99,498441.998066499
8,498647.66838689
8.01,498853.338707281
8.02,499059.009027672
8.03,499264.679348063
8.04,499470.349668454
8.05,499676.019988845
8.06,499881.690309237
8.07,500087.360629628
8.08,500293.107764976
8.09,500498.888072727
8.1,500704.668380479
8.11,500910.44868823
8.12,501116.228995982
8.13,501322.009303734
8.14,501527.789611485
8.15,501733.569919237
8.16,501939.350226988
8.17,502145.13053474
8.18,502350.910842491
8.19,502556.751952828
8.2,502762.641031511
8.21,502968.530110194
8.22,503174.419188877
8.23,503380.30826756
8.24,503586.197346243
8.25,503792.086424926
8.26,503997.975503609
8.27,504203.864582292
8.28,504409.753660975
8.29,504615.642739658
8.3,504821.576946862
8.31,505027.573578057
8.32,505233.570209252
8.33,505439.566840447
8.34,505645.563471641
8.35,505851.560102836
8.36,506057.556734031
8.37,506263.553365226
8.38,506469.549996421
8.39,506675.546627616
8.4,506881.543258811
8.41,507087.56968361
8.42,507293.672646928
8.43,507499.775610245
8.44,507705.878573563
8.45,507911.981536881
8.46,508118.084500199
8.47,508324.187463516
8.48,508530.290426834
8.49,508736.393390152
8.5,508942.49635347
8.51,509148.599316788
8.52,509354.717078767
8.53,509560.925151871
8.54,509767.133224976
8.55,509973.34129808
8.56,510179.549371185
8.57,510385.757444289
8.58,510591.965517394
8.59,510798.173590498
8.6,511004.381663602
8.61,511210.589736707
8.62,511416.797809811
8.63,511623.006027422
8.64,511829.317986051
8.65,512035.62994468
8.66,512241.941903309
8.67,512448.253861938
8.68,512654.565820567
8.69,512860.877779196
8.7,513067.189737825
8.71,513273.501696454
8.72,513479.813655083
8.73,513686.125613712
8.74,513892.437572341
8.75,514098.83802227
8.76,514305.252640258
8.77,514511.667258245
8.78,514718.081876233
8.79,514924.49649422
8.8,515130.911112207
8.81,515337.325730195
8.82,515543.740348183
8.83,515750.15496617
8.84,515956.569584157
8.85,516162.984202145
8.86,516369.472113201
8.87,516575.988162498
8.88,516782.504211796
8.89,516989.020261094
8.9,517195.536310391
8.91,517402.052359689
8.92,517608.568408987
8.93,517815.084458284
8.94,518021.600507582
8.95,518228.11655688
8.96,518434.632606177
8.97,518641.20709161
8.98,518847.823342309
8.99,519054.439593009
9,519261.055843708
9.01,519467.672094407
9.02,519674.288345107
9.03,519880.904595806
9.04,520087.520846505
9.05,520294.137097205
9.06,520500.753347904
9.07,520707.369598604
9.08,520914.02977059
9.09,521120.744990945
9.1,521327.460211299
9.11,521534.175431653
9.12,521740.890652008
9.13,521947.605872362
9.14,522154.321092716
9.15,522361.03631307
9.16,522567.751533425
9.17,522774.466753779
9.18,522981.181974133
9.19,523187.926943789
9.2,523394.739900235
9.21,523601.552856681
9.22,523808.365813127
9.23,524015.178769573
9.24,524221.99172602
9.25,524428.804682466
9.26,524635.617638912
9.27,524842.430595358
9.28,525049.243551804
9.29,525256.05650825
9.3,525462.885385637
9.31,525669.794842817
9.32,525876.704299998
9.33,526083.613757178
9.34,526290.523214359
9.35,526497.432671539
9.36,526704.34212872
9.37,526911.251585901
9.38,527118.161043081
9.39,527325.070500262
9.4,527531.979957442
9.41,527738.891851578
9.42,527945.896572364
9.43,528152.901293149
9.44,528359.906013935
9.45,528566.91073472
9.46,528773.915455506
9.47,528980.920176291
9.48,529187.924897076
9.49,529394.929617862
9.5,529601.934338647
9.51,529808.939059433
9.52,530015.943780218
9.53,530223.031823814
9.54,530430.130569325
9.55,530637.229314836
9.56,530844.328060347
9.57,531051.426805858
9.58,531258.525551369
9.59,531465.62429688
9.6,531672.723042391
9.61,531879.821787902
9.62,532086.920533413
9.63,532294.019278925
9.64,532501.187313608
9.65,532708.378843238
9.66,532915.570372867
9.67,533122.761902496
9.68,533329.953432126
9.69,533537.144961755
9.7,533744.336491385
9.71,533951.528021014
9.72,534158.719550643
9.73,534365.911080273
9.74,534573.102609902
9.75,534780.349739916
9.76,534987.632811351
9.77,535194.915882786
9.78,535402.198954221
9.79,535609.482025656
9.8,535816.765097092
9.81,536024.048168527
9.82,536231.331239962
9.83,536438.614311397
9.84,536645.897382832
9.85,536853.180454268
9.86,537060.505782871
9.87,537267.879152116
9.88,537475.252521361
9.89,537682.625890607
9.9,537889.999259852
9.91,538097.372629097
9.92,538304.745998342
9.93,538512.119367588
9.94,538719.492736833
9.95,538926.866106078
9.96,539134.239475323
9.97,539341.642104805
9.98,539549.104526203
9.99,539756.566947602
10,539964.029369001
10.01,540171.4917904
10.02,540378.954211798
10.03,540586.416633197
10.04,540793.879054596
10.05,541001.341475995
10.06,541208.803897394
10.07,541416.266318793
10.08,541623.745350478
10.09,541831.295576736
10.1,542038.845802994
10.11,542246.396029251
10.12,542453.946255509
10.13,542661.496481766
10.14,542869.046708024
10.15,543076.596934282
10.16,543284.147160539
10.17,543491.697386797
10.18,543699.247613054
10.19,543906.802147318
10.2,544114.438929524
10.21,544322.07571173
10.22,544529.712493936
10.23,544737.349276141
10.24,544944.986058347
10.25,545152.622840553
10.26,545360.259622759
10.27,545567.896404965
10.28,545775.533187171
10.29,545983.169969377
10.3,546190.806751583
10.31,546398.521193301
10.32,546606.243280951
10.33,546813.965368601
10.34,547021.687456251
10.35,547229.409543902
10.36,547437.131631552
10.37,547644.853719202
10.38,547852.575806853
10.39,548060.297894503
10.4,548268.019982153
10.41,548475.742069803
10.42,548683.528959957
10.43,548891.335100977
10.44,549099.141241997
10.45,549306.947383017
10.46,549514.753524037
10.47,549722.559665057
10.48,549930.365806077
10.49,550138.171947097
10.5,550345.978088117
10.51,550553.784229137
10.52,550761.590370158
10.53,550969.448804776
10.54,551177.337745543
10.55,551385.22668631
10.56,551593.115627078
10.57,551801.004567845
10.58,552008.893508612
10.59,552216.782449379
10.6,552424.671390146
10.61,552632.560330913
10.62,552840.449271681
10.63,553048.338212448
10.64,553256.267286671
10.65,553464.237772038
10.66,553672.208257404
10.67,553880.17874277
10.68,554088.149228137
10.69,554296.119713503
10.7,554504.090198869
10.71,554712.060684235
10.72,554920.031169602
10.73,555128.001654968
10.74,555335.972140334
10.75,555543.970948424
10.76,555752.021721738
10.77,555960.072495053
10.78,556168.123268368
10.79,556376.174041682
10.8,556584.224814997
10.81,556792.275588311
10.82,557000.326361626
10.83,557208.377134941
10.84,557416.427908255
10.85,557624.47868157
10.86,557832.546316916
10.87,558040.676120049
10.88,558248.805923181
10.89,558456.935726313
10.9,558665.065529446
10.91,558873.195332578
10.92,559081.32513571
10.93,559289.454938843
10.94,559497.584741975
10.95,559705.714545107
10.96,559913.84434824
10.97,560121.979903375
10.98,560330.187476738
10.99,560538.3950501
11,560746.602623462
11.01,560954.810196824
11.02,561163.017770187
11.03,561371.225343549
11.04,561579.432916911
11.05,561787.640490274
11.06,561995.848063636
11.07,562204.055636998
11.08,562412.263210361
11.09,562620.542286176
11.1,562828.826368747
11.11,563037.110451317
11.12,563245.394533887
11.13,563453.678616458
11.14,563661.962699028
11.15,563870.246781598
11.16,564078.530864168
11.17,564286.814946739
11.18,564495.099029309
11.19,564703.383111879
11.2,564911.727027577
11.21,565120.086356922
11.22,565328.445686267
11.23,565536.805015612
11.24,565745.164344958
11.25,565953.523674303
11.26,566161.883003648
11.27,566370.242332993
11.28,566578.601662338
11.29,566786.960991683
11.3,566995.320321028
11.31,567203.728165234
11.32,567412.161477532
11.33,567620.59478983
11.34,567829.028102128
11.35,568037.461414427
11.36,568245.894726725
11.37,568454.328039023
11.38,568662.761351321
11.39,568871.194663619
11.4,569079.627975917
11.41,569288.061288216
11.42,569496.53214876
11.43,569705.038178825
11.44,569913.544208889
11.45,570122.050238953
11.46,570330.556269017
11.47,570539.062299081
11.48,570747.568329145
11.49,570956.07435921
11.5,571164.580389274
11.51,571373.086419338
11.52,571581.592449402
11.53,571790.125413331
11.54,571998.702894631
11.55,572207.280375932
11.56,572415.857857233
11.57,572624.435338534
11.58,572833.012819835
11.59,573041.590301135
11.6,573250.167782436
11.61,573458.745263737
11.62,573667.322745038
11.63,573875.900226339
11.64,574084.494379919
11.65,574293.142044608
11.66,574501.789709297
11.67,574710.437373986
11.68,574919.085038675
11.69,575127.732703363
11.7,575336.380368052
11.71,575545.028032741
11.72,575753.67569743
11.73,575962.323362119
11.74,576170.971026807
11.75,576379.625455544
11.76,576588.342034476
11.77,576797.058613408
11.78,577005.77519234
11.79,577214.491771272
11.8,577423.208350204
11.81,577631.924929136
11.82,577840.641508068
11.83,578049.358087
11.84,578258.074665931
11.85,578466.791244863
11.86,578675.507823795
11.87,578884.289256263
11.88,579093.07347902
11.89,579301.857701777
11.9,579510.641924534
11.91,579719.426147291
11.92,579928.210370048
11.93,580136.994592806
11.94,580345.778815563
11.95,580554.56303832
11.96,580763.347261077
11.97,580972.131483834
11.98,581180.970088543
11.99,581389.820683458
12,581598.671278373
12.01,581807.521873287
12.02,582016.372468202
12.03,582225.223063117
12.04,582434.073658032
12.05,582642.924252946
12.06,582851.774847861
12.07,583060.625442776
12.08,583269.476037691
12.09,583478.370896684
12.1,583687.286590862
12.11,583896.20228504
12.12,584105.117979218
12.13,584314.033673396
12.14,584522.949367574
12.15,584731.865061752
12.16,584940.78075593
12.17,585149.696450108
12.18,585358.612144286
12.19,585567.527838464
12.2,585776.478033084
12.21,585985.457552427
12.22,586194.437071771
12.23,586403.416591115
12.24,586612.396110459
12.25,586821.375629802
12.26,587030.355149146
12.27,587239.33466849
12.28,587448.314187834
12.29,587657.293707178
12.3,587866.273226521
12.31,588075.277837418
12.32,588284.31990665
12.33,588493.361975882
12.34,588702.404045114
12.35,588911.446114346
12.36,589120.488183578
12.37,589329.53025281
12.38,589538.572322042
12.39,589747.614391274
12.4,589956.656460506
12.41,590165.698529738
12.42,590374.756636882
12.43,590583.859979568
12.44,590792.963322254
12.45,591002.06666494
12.46,591211.170007626
12.47,591420.273350311
12.48,591629.376692997
12.49,591838.480035683
12.5,592047.583378369
12.51,592256.686721055
12.52,592465.790063741
12.53,592674.900746434
12.54,592884.064085006
12.55,593093.227423578
12.56,593302.39076215
12.57,593511.554100722
12.58,593720.717439295
12.59,593929.880777867
12.6,594139.044116439
12.61,594348.207455011
12.62,594557.370793584
12.63,594766.534132156
12.64,594975.697470728
12.65,595184.918524819
12.66,595394.1405806
12.67,595603.362636381
12.68,595812.584692162
12.69,596021.806747944
12.7,596231.028803725
12.71,596440.250859506
12.72,596649.472915287
12.73,596858.694971068
12.74,597067.917026849
12.75,597277.139082631
12.76,597486.409589138
12.77,597695.689082364
12.78,597904.968575591
12.79,598114.248068817
12.8,598323.527562043
12.81,598532.80705527
12.82,598742.086548496
12.83,598951.366041722
12.84,599160.645534948
12.85,599369.925028175
12.86,599579.204521401
12.87,599788.523556615
12.88,599997.85920646
12.89,600207.194856304
12.9,600416.530506149
12.91,600625.866155993
12.92,600835.201805838
12.93,601044.537455683
12.94,601253.873105527
12.95,601463.208755372
12.96,601672.544405216
12.97,601881.880055061
12.98,602091.246694665
12.99,602300.637219262
13,602510.027743859
13.01,602719.418268456
13.02,602928.808793052
13.03,603138.199317649
13.04,603347.589842246
13.05,603556.980366843
13.06,603766.370891439
13.07,603975.761416036
13.08,604185.151940633
13.09,604394.565259717
13.1,604604.009376184
13.11,604813.453492651
13.12,605022.897609118
13.13,605232.341725585
13.14,605441.785842051
13.15,605651.229958518
13.16,605860.674074985
13.17,606070.118191452
13.18,606279.562307918
13.19,606489.006424385
13.2,606698.465497455
13.21,606907.961921918
13.22,607117.45834638
13.23,607326.954770842
13.24,607536.451195305
13.25,607745.947619767
13.26,607955.444044229
13.27,608164.940468692
13.28,608374.436893154
13.29,608583.933317616
13.3,608793.429742079
13.31,609002.933643066
13.32,609212.481090681
13.33,609422.028538295
13.34,609631.57598591
13.35,609841.123433525
13.36,610050.67088114
13.37,610260.218328755
13.38,610469.76577637
13.39,610679.313223985
13.4,610888.8606716
13.41,611098.408119215
13.42,611307.955921487
13.43,611517.553106466
13.44,611727.150291445
13.45,611936.747476425
13.46,612146.344661404
13.47,612355.941846383
13.48,612565.539031363
13.49,612775.136216342
13.5,612984.733401321
13.51,613194.3305863
13.52,613403.92777128
13.53,613613.524956259
13.54,613823.164183286
13.55,614032.80981892
13.56,614242.455454554
13.57,614452.101090188
13.58,614661.746725822
13.59,614871.392361456
13.6,615081.03799709
13.61,615290.683632724
13.62,615500.329268359
13.63,615709.974903993
13.64,615919.620539627
13.65,616129.300525419
13.66,616338.993324101
13.67,616548.686122782
13.68,616758.378921464
13.69,616968.071720146
13.7,617177.764518827
13.71,617387.457317509
13.72,617597.150116191
13.73,617806.842914872
13.74,618016.535713554
13.75,618226.228512236
13.76,618435.94832766
13.77,618645.687000908
13.78,618855.425674156
13.79,619065.164347404
13.8,619274.903020652
13.81,619484.6416939
13.82,619694.380367148
13.83,619904.119040396
13.84,620113.857713644
13.85,620323.596386893
13.86,620533.335060141
13.87,620743.093775565
13.88,620952.877034048
13.89,621162.660292531
13.9,621372.443551014
13.91,621582.226809497
13.92,621792.01006798
13.93,622001.793326463
13.94,622211.576584946
13.95,622421.35984343
13.96,622631.143101912
13.97,622840.926360396
13.98,623050.723045702
13.99,623260.549599262
14,623470.376152823
14.01,623680.202706383
14.02,623890.029259943
14.03,624099.855813503
14.04,624309.682367063
14.05,624519.508920623
14.06,624729.335474183
14.07,624939.162027743
14.08,625148.988581303
14.09,625358.822305897
14.1,625568.690863574
14.11,625778.55942125
14.12,625988.427978927
14.13,626198.296536604
14.14,626408.16509428
14.15,626618.033651957
14.16,626827.902209633
14.17,627037.77076731
14.18,627247.639324987
14.19,627457.507882663
14.2,627667.377715482
14.21,627877.286985536
14.22,628087.19625559
14.23,628297.105525644
14.24,628507.014795698
14.25,628716.924065752
14.26,628926.833335805
14.27,629136.742605859
14.28,629346.651875913
14.29,629556.561145967
14.3,629766.470416021
14.31,629976.379686074
14.32,630186.324115485
14.33,630396.272805421
14.34,630606.221495358
14.35,630816.170185295
14.36,631026.118875232
14.37,631236.067565168
14.38,631446.016255105
14.39,631655.964945042
14.4,631865.913634979
14.41,632075.862324915
14.42,632285.811014852
14.43,632495.788395783
14.44,632705.775212377
14.45,632915.762028972
14.46,633125.748845566
14.47,633335.73566216
14.48,633545.722478754
14.49,633755.709295349
14.5,633965.696111943
14.51,634175.682928537
14.52,634385.669745131
14.53,634595.656561726
14.54,634805.665961073
14.55,635015.689610392
14.56,635225.713259711
14.57,635435.736909031
14.58,635645.76055835
14.59,635855.784207669
14.6,636065.807856988
14.61,636275.831506307
14.62,636485.855155627
14.63,636695.878804946
14.64,636905.902454265
14.65,637115.942938525
14.66,637326.002125953
14.67,637536.061313381
14.68,637746.12050081
14.69,637956.179688238
14.7,638166.238875666
14.71,638376.298063094
14.72,638586.357250523
14.73,638796.416437951
14.74,639006.475625379
14.75,639216.534812807
14.76,639426.605448085
14.77,639636.698878348
14.78,639846.79230861
14.79,640056.885738872
14.8,640266.979169134
14.81,640477.072599396
14.82,640687.166029659
14.83,640897.259459921
14.84,641107.352890183
14.85,641317.446320445
14.86,641527.539750707
14.87,641737.639602731
14.88,641947.765979917
14.89,642157.892357102
14.9,642368.018734288
14.91,642578.145111473
14.92,642788.271488659
14.93,642998.397865844
14.94,643208.52424303
14.95,643418.650620216
14.96,643628.776997401
14.97,643838.903374587
14.98,644049.031508715
14.99,644259.189536302
15,644469.347563889
15.01,644679.505591476
15.02,644889.663619063
15.03,645099.82164665
15.04,645309.979674237
15.05,645520.137701824
15.06,645730.295729411
15.07,645940.453756998
15.08,646150.611784585
15.09,646360.769812172
15.1,646570.955646699
15.11,646781.144027578
15.12,646991.332408457
15.13,647201.520789336
15.14,647411.709170215
15.15,647621.897551094
15.16,647832.085931973
15.17,648042.274312852
15.18,648252.462693731
15.19,648462.65107461
15.2,648672.839455489
15.21,648883.050404103
15.22,649093.267840602
15.23,649303.4852771
15.24,649513.702713599
15.25,649723.920150097
15.26,649934.137586595
15.27,650144.355023094
15.28,650354.572459592
15.29,650564.78989609
15.3,650775.007332589
15.31,650985.224769087
15.32,651195.459895568
15.33,651405.705089473
15.34,651615.950283379
15.35,651826.195477284
15.36,652036.44067119
15.37,652246.685865096
15.38,652456.931059002
15.39,652667.176252907
15.4,652877.421446813
15.41,653087.666640718
15.42,653297.911834624
15.43,653508.170202447
15.44,653718.441855032
15.45,653928.713507618
15.46,654138.985160204
15.47,654349.256812789
15.48,654559.528465375
15.49,654769.800117961
15.5,654980.071770546
15.51,655190.343423132
15.52,655400.615075718
15.53,655610.886728303
15.54,655821.167400654
15.55,656031.464212701
15.56,656241.761024748
15.57,656452.057836795
15.58,656662.354648842
15.59,656872.651460889
15.6,657082.948272936
15.61,657293.245084983
15.62,657503.54189703
15.63,657713.838709077
15.64,657924.135521124
15.65,658134.437560907
15.66,658344.75823273
15.67,658555.078904553
15.68,658765.399576375
15.69,658975.720248198
15.7,659186.040920021
15.71,659396.361591843
15.72,659606.682263666
15.73,659817.002935488
15.74,660027.323607311
15.75,660237.644279134
15.76,660447.966748985
15.77,660658.309980455
15.78,660868.653211924
15.79,661078.996443394
15.8,661289.339674863
15.81,661499.682906333
15.82,661710.026137803
15.83,661920.369369272
15.84,662130.712600742
15.85,662341.055832212
15.86,662551.399063681
15.87,662761.742295151
15.88,662972.105516545
15.89,663182.470007114
15.9,663392.834497683
15.91,663603.198988252
15.92,663813.56347882
15.93,664023.927969389
15.94,664234.292459958
15.95,664444.656950527
15.96,664655.021441096
15.97,664865.385931665
15.98,665075.750422233
15.99,665286.130897256
16,665496.515345981
16.01,665706.899794707
16.02,665917.284243433
16.03,666127.668692158
16.04,666338.053140884
16.05,666548.43758961
16.06,666758.822038335
16.07,666969.206487061
16.08,667179.590935786
16.09,667389.975384512
16.1,667600.372174681
16.11,667810.775280251
16.12,668021.17838582
16.13,668231.581491389
16.14,668441.984596958
16.15,668652.387702528
16.16,668862.790808097
16.17,669073.193913666
16.18,669283.597019236
16.19,669494.000124805
16.2,669704.403230374
16.21,669914.815397006
16.22,670125.235857759
16.23,670335.656318512
16.24,670546.076779266
16.25,670756.497240019
16.26,670966.917700772
16.27,671177.338161525
16.28,671387.758622278
16.29,671598.179083031
16.3,671808.599543784
16.31,672019.020004538
16.32,672229.446608756
16.33,672439.883122711
16.34,672650.319636666
16.35,672860.756150621
16.36,673071.192664576
16.37,673281.629178531
16.38,673492.065692486
16.39,673702.502206441
16.4,673912.938720396
16.41,674123.375234351
16.42,674333.811748306
16.43,674544.251851052
16.44,674754.703115929
16.45,674965.154380806
16.46,675175.605645682
16.47,675386.056910559
16.48,675596.508175436
16.49,675806.959440312
16.5,676017.410705189
16.51,676227.861970066
16.52,676438.313234942
16.53,676648.764499819
16.54,676859.217161863
16.55,677069.681875107
16.56,677280.146588352
16.57,677490.611301595
16.58,677701.076014839
16.59,677911.540728083
16.6,678122.005441327
16.61,678332.470154571
16.62,678542.934867815
16.63,678753.399581059
16.64,678963.864294303
16.65,679174.329007547
16.66,679384.805435064
16.67,679595.282293871
16.68,679805.759152678
16.69,680016.236011485
16.7,680226.712870293
16.71,680437.1897291
16.72,680647.666587907
16.73,680858.143446715
16.74,681068.620305522
16.75,681279.097164329
16.76,681489.574023136
16.77,681700.059827993
16.78,681910.547529334
16.79,682121.035230674
16.8,682331.522932015
16.81,682542.010633356
16.82,682752.498334696
16.83,682962.986036037
16.84,683173.473737378
16.85,683383.961438719
16.86,683594.449140059
16.87,683804.9368414
16.88,684015.431083717
16.89,684225.92832436
16.9,684436.425565003
16.91,684646.922805646
16.92,684857.420046289
16.93,685067.917286932
16.94,685278.414527575
16.95,685488.911768219
16.96,685699.409008862
16.97,685909.906249505
16.98,686120.403490148
16.99,686330.905229941
17,686541.410706478
17.01,686751.916183015
17.02,686962.421659552
17.03,687172.927136089
17.04,687383.432612626
17.05,687593.938089163
17.06,687804.4435657
17.07,688014.949042237
17.08,688225.454518774
17.09,688435.959995311
17.1,688646.468292504
17.11,688856.980701374
17.12,689067.493110243
17.13,689278.005519113
17.14,689488.517927982
17.15,689699.030336851
17.16,689909.542745721
17.17,690120.05515459
17.18,690330.56756346
17.19,690541.079972329
17.2,690751.592381199
17.21,690962.106295633
17.22,691172.624333145
17.23,691383.142370656
17.24,691593.660408168
17.25,691804.178445679
17.26,692014.696483191
17.27,692225.214520703
17.28,692435.732558214
17.29,692646.250595726
17.3,692856.768633237
17.31,693067.286670749
17.32,693277.805262193
17.33,693488.327624552
17.34,693698.849986911
17.35,693909.37234927
17.36,694119.894711629
17.37,694330.417073988
17.38,694540.939436347
17.39,694751.461798706
17.4,694961.984161065
17.41,695172.506523423
17.42,695383.028885783
17.43,695593.551248141
17.44,695804.076597275
17.45,696014.601980606
17.46,696225.127363938
17.47,696435.652747269
17.48,696646.1781306
17.49,696856.703513931
17.5,697067.228897262
17.51,697277.754280593
17.52,697488.279663924
17.53,697698.805047255
17.54,697909.330430586
17.55,698119.857272163
17.56,698330.384372536
17.57,698540.911472907
17.58,698751.438573279
17.59,698961.965673651
17.6,699172.492774024
17.61,699383.019874395
17.62,699593.546974767
17.63,699804.074075139
17.64,700014.601175511
17.65,700225.128275883
17.66,700435.65566949
17.67,700646.183182939
17.68,700856.710696389
17.69,701067.238209838
17.7,701277.765723288
17.71,701488.293236737
17.72,701698.820750187
17.73,701909.348263636
17.74,702119.875777086
17.75,702330.403290535
17.76,702540.930803985
17.77,702751.457809202
17.78,702961.984431758
17.79,703172.511054314
17.8,703383.03767687
17.81,703593.564299427
17.82,703804.090921983
17.83,704014.617544539
17.84,704225.144167096
17.85,704435.670789652
17.86,704646.197412208
17.87,704856.724034764
17.88,705067.249711178
17.89,705277.774138886
17.9,705488.298566595
17.91,705698.822994303
17.92,705909.347422012
17.93,706119.871849721
17.94,706330.396277429
17.95,706540.920705138
17.96,706751.445132847
17.97,706961.969560555
17.98,707172.493988264
17.99,707383.017395478
18,707593.538324426
18.01,707804.059253373
18.02,708014.58018232
18.03,708225.101111268
18.04,708435.622040215
18.05,708646.142969162
18.06,708856.66389811
18.07,709067.184827057
18.08,709277.705756004
18.09,709488.226684952
18.1,709698.746882598
18.11,709909.263008936
18.12,710119.779135274
18.13,710330.295261611
18.14,710540.811387948
18.15,710751.327514286
18.16,710961.843640624
18.17,711172.359766961
18.18,711382.875893299
18.19,711593.392019636
18.2,711803.908145974
18.21,712014.424193721
18.22,712224.93421369
18.23,712435.444233658
18.24,712645.954253627
18.25,712856.464273595
18.26,713066.974293564
18.27,713277.484313532
18.28,713487.994333501
18.29,713698.504353469
18.3,713909.014373437
18.31,714119.524393406
18.32,714330.034413374
18.33,714540.537960926
18.34,714751.04057088
18.35,714961.543180833
18.36,715172.045790787
18.37,715382.54840074
18.38,715593.051010693
18.39,715803.553620647
18.4,716014.056230601
18.41,716224.558840554
18.42,716435.061450507
18.43,716645.564060461
18.44,716856.060274101
18.45,717066.554170532
18.46,717277.048066962
18.47,717487.541963392
18.48,717698.035859823
18.49,717908.529756253
18.5,718119.023652683
18.51,718329.517549114
18.52,718540.011445544
18.53,718750.505341974
18.54,718960.999238405
18.55,719171.487178143
18.56,719381.971057704
18.57,719592.454937265
18.58,719802.938816826
18.59,720013.422696387
18.6,720223.906575948
18.61,720434.390455508
18.62,720644.87433507
18.63,720855.35821463
18.64,721065.842094191
18.65,721276.325973752
18.66,721486.804699705
18.67,721697.277259236
18.68,721907.749818767
18.69,722118.222378298
18.7,722328.694937829
18.71,722539.16749736
18.72,722749.640056892
18.73,722960.112616423
18.74,723170.585175954
18.75,723381.057735485
18.76,723591.530295017
18.77,723801.998867414
18.78,724012.458803966
18.79,724222.918740517
18.8,724433.378677069
18.81,724643.838613621
18.82,724854.298550172
18.83,725064.758486724
18.84,725275.218423276
18.85,725485.678359828
18.86,725696.138296379
18.87,725906.598232931
18.88,726117.05571213
18.89,726327.501722987
18.9,726537.947733844
18.91,726748.393744701
18.92,726958.839755558
18.93,727169.285766415
18.94,727379.731777271
18.95,727590.177788128
18.96,727800.623798985
18.97,728011.069809842
18.98,728221.515820699
18.99,728431.961267195
19,728642.3920499
19.01,728852.822832606
19.02,729063.253615311
19.03,729273.684398016
19.04,729484.115180722
19.05,729694.545963427
19.06,729904.976746132
19.07,730115.407528837
19.08,730325.838311543
19.09,730536.269094248
19.1,730746.699876953
19.11,730957.115821064
19.12,731167.530073444
19.13,731377.944325824
19.14,731588.358578204
19.15,731798.772830584
19.16,732009.187082964
19.17,732219.601335344
19.18,732430.015587724
19.19,732640.429840104
19.2,732850.844092484
19.21,733061.258344864
19.22,733271.65907585
19.23,733482.055496038
19.24,733692.451916226
19.25,733902.848336414
19.26,734113.244756602
19.27,734323.64117679
19.28,734534.037596978
19.29,734744.434017166
19.3,734954.830437353
19.31,735165.226857541
19.32,735375.623277729
19.33,735586.007856893
19.34,735796.385143353
19.35,736006.762429813
19.36,736217.139716274
19.37,736427.517002734
19.38,736637.894289194
19.39,736848.271575655
19.4,737058.648862116
19.41,737269.026148576
19.42,737479.403435036
19.43,737689.780721496
19.44,737900.148210344
19.45,738110.505061897
19.46,738320.861913449
19.47,738531.218765002
19.48,738741.575616555
19.49,738951.932468107
19.5,739162.28931966
19.51,739372.646171213
19.52,739583.003022765
19.53,739793.359874318
19.54,740003.716725871
19.55,740214.066186124
