"Time","P_D1D2"
-18.82,9783.35421344091
-18.81,9934.28323382838
-18.8,10085.212254216
-18.79,10236.1412746034
-18.78,10387.070294991
-18.77,10538.0894082274
-18.76,10689.3247244844
-18.75,10840.5600407415
-18.74,10991.7953569986
-18.73,11143.0306732556
-18.72,11294.2659895127
-18.71,11445.5013057698
-18.7,11596.7366220268
-18.69,11747.971938284
-18.68,11899.207254541
-18.67,12050.4425707981
-18.66,12201.7252327741
-18.65,12353.2665278736
-18.64,12504.8078229731
-18.63,12656.3491180725
-18.62,12807.890413172
-18.61,12959.4317082714
-18.6,13110.9730033709
-18.59,13262.5142984704
-18.58,13414.0555935698
-18.57,13565.5968886693
-18.56,13717.1381837687
-18.55,13868.6841657773
-18.54,14020.5311182563
-18.53,14172.3780707354
-18.52,14324.2250232145
-18.51,14476.0719756936
-18.5,14627.9189281726
-18.49,14779.7658806517
-18.48,14931.6128331308
-18.47,15083.4597856098
-18.46,15235.3067380888
-18.45,15387.1536905678
-18.44,15539.0006430469
-18.43,15691.115045279
-18.42,15843.2673292363
-18.41,15995.4196131936
-18.4,16147.5718971509
-18.39,16299.7241811082
-18.38,16451.8764650655
-18.37,16604.0287490229
-18.36,16756.1810329803
-18.35,16908.3333169376
-18.34,17060.4856008949
-18.33,17212.6378848522
-18.32,17365.0148116176
-18.31,17517.4720967104
-18.3,17669.9293818032
-18.29,17822.3866668959
-18.28,17974.8439519887
-18.27,18127.3012370815
-18.26,18279.7585221743
-18.25,18432.2158072671
-18.24,18584.6730923599
-18.23,18737.1303774527
-18.22,18889.5876625454
-18.21,19042.2268729482
-18.2,19194.9888243894
-18.19,19347.7507758306
-18.18,19500.5127272718
-18.17,19653.2746787129
-18.16,19806.0366301542
-18.15,19958.7985815954
-18.14,20111.5605330366
-18.13,20264.3224844778
-18.12,20417.084435919
-18.11,20569.8463873602
-18.1,20722.7476379173
-18.09,20875.813916473
-18.08,21028.8801950287
-18.07,21181.9464735844
-18.06,21335.0127521401
-18.05,21488.0790306958
-18.04,21641.1453092514
-18.03,21794.2115878072
-18.02,21947.2778663629
-18.01,22100.3441449185
-18,22253.4104234743
-17.99,22406.5734681149
-17.98,22559.9437301017
-17.97,22713.3139920885
-17.96,22866.6842540753
-17.95,23020.0545160621
-17.94,23173.4247780489
-17.93,23326.7950400357
-17.92,23480.1653020225
-17.91,23633.5355640093
-17.9,23786.9058259961
-17.89,23940.2760879829
-17.88,24093.7006780469
-17.87,24247.3745753295
-17.86,24401.0484726122
-17.85,24554.7223698947
-17.84,24708.3962671774
-17.83,24862.0701644599
-17.82,25015.7440617426
-17.81,25169.4179590251
-17.8,25323.0918563077
-17.79,25476.7657535903
-17.78,25630.4396508729
-17.77,25784.1255351102
-17.76,25938.1027150989
-17.75,26092.0798950878
-17.74,26246.0570750766
-17.73,26400.0342550655
-17.72,26554.0114350542
-17.71,26707.9886150431
-17.7,26861.9657950319
-17.69,27015.9429750207
-17.68,27169.9201550095
-17.67,27323.8973349984
-17.66,27477.8745149872
-17.65,27632.1243652162
-17.64,27786.4044708652
-17.63,27940.6845765141
-17.62,28094.9646821631
-17.61,28249.2447878121
-17.6,28403.524893461
-17.59,28557.8049991101
-17.58,28712.085104759
-17.57,28866.3652104079
-17.56,29020.6453160568
-17.55,29174.9254217058
-17.54,29329.4356943279
-17.53,29484.0183641324
-17.52,29638.6010339367
-17.51,29793.1837037411
-17.5,29947.7663735455
-17.49,30102.3490433498
-17.48,30256.9317131541
-17.47,30411.5143829585
-17.46,30566.0970527629
-17.45,30720.6797225672
-17.44,30875.2623923716
-17.43,31030.0328238992
-17.42,31184.9176918935
-17.41,31339.8025598878
-17.4,31494.687427882
-17.39,31649.5722958765
-17.38,31804.4571638707
-17.37,31959.3420318651
-17.36,32114.2268998594
-17.35,32269.1117678537
-17.34,32423.996635848
-17.33,32578.8815038423
-17.32,32733.9118281914
-17.31,32889.0985239476
-17.3,33044.2852197039
-17.29,33199.4719154601
-17.28,33354.6586112163
-17.27,33509.8453069726
-17.26,33665.0320027287
-17.25,33820.2186984851
-17.24,33975.4053942412
-17.23,34130.5920899975
-17.22,34285.7787857536
-17.21,34441.0687342435
-17.2,34596.5568828692
-17.19,34752.0450314949
-17.18,34907.5331801205
-17.17,35063.0213287461
-17.16,35218.5094773718
-17.15,35373.9976259975
-17.14,35529.4857746231
-17.13,35684.9739232487
-17.12,35840.4620718745
-17.11,35995.9502205001
-17.1,36151.4995218521
-17.09,36307.2887439886
-17.08,36463.0779661249
-17.07,36618.8671882614
-17.06,36774.6564103978
-17.05,36930.4456325342
-17.04,37086.2348546706
-17.03,37242.0240768071
-17.02,37397.8132989435
-17.01,37553.6025210799
-17,37709.3917432164
-16.99,37865.2001235535
-16.98,38021.2900353743
-16.97,38177.3799471952
-16.96,38333.469859016
-16.95,38489.5597708368
-16.94,38645.6496826576
-16.93,38801.7395944785
-16.92,38957.8295062993
-16.91,39113.9194181201
-16.9,39270.0093299409
-16.89,39426.0992417617
-16.88,39582.1891535826
-16.87,39738.5566378174
-16.86,39894.9468510269
-16.85,40051.3370642364
-16.84,40207.727277446
-16.83,40364.1174906556
-16.82,40520.5077038651
-16.81,40676.8979170746
-16.8,40833.2881302842
-16.79,40989.6783434937
-16.78,41146.0685567033
-16.77,41302.4587699128
-16.76,41459.0843848141
-16.75,41615.774506646
-16.74,41772.464628478
-16.73,41929.15475031
-16.72,42085.844872142
-16.71,42242.534993974
-16.7,42399.225115806
-16.69,42555.915237638
-16.68,42712.60535947
-16.67,42869.295481302
-16.66,43025.9856031339
-16.65,43182.869062553
-16.64,43339.8586957692
-16.63,43496.8483289853
-16.62,43653.8379622016
-16.61,43810.8275954179
-16.6,43967.817228634
-16.59,44124.8068618502
-16.58,44281.7964950664
-16.57,44438.7861282826
-16.56,44595.7757614988
-16.55,44752.765394715
-16.54,44909.9064099009
-16.53,45067.1951527901
-16.52,45224.4838956791
-16.51,45381.7726385682
-16.5,45539.0613814574
-16.49,45696.3501243464
-16.48,45853.6388672355
-16.47,46010.9276101246
-16.46,46168.2163530136
-16.45,46325.5050959028
-16.44,46482.7938387919
-16.43,46640.1921183909
-16.42,46797.7795647674
-16.41,46955.3670111439
-16.4,47112.9544575203
-16.39,47270.5419038969
-16.38,47428.1293502733
-16.37,47585.7167966499
-16.36,47743.3042430264
-16.35,47900.8916894028
-16.34,48058.4791357794
-16.33,48216.0665821558
-16.32,48373.7218322109
-16.31,48531.6075714141
-16.3,48689.4933106174
-16.29,48847.3790498207
-16.28,49005.264789024
-16.27,49163.1505282273
-16.26,49321.0362674306
-16.25,49478.9220066339
-16.24,49636.8077458371
-16.23,49794.6934850405
-16.22,49952.5792242437
-16.21,50110.491148194
-16.2,50268.6747650875
-16.19,50426.858381981
-16.18,50585.0419988746
-16.17,50743.225615768
-16.16,50901.4092326615
-16.15,51059.592849555
-16.14,51217.7764664485
-16.13,51375.960083342
-16.12,51534.1437002355
-16.11,51692.3273171291
-16.1,51850.5109340225
-16.09,52008.9766907803
-16.08,52167.4577657506
-16.07,52325.9388407212
-16.06,52484.4199156916
-16.05,52642.900990662
-16.04,52801.3820656324
-16.03,52959.8631406029
-16.02,53118.3442155733
-16.01,53276.8252905438
-16,53435.3063655142
-15.99,53593.7874404846
-15.98,53752.5088461131
-15.97,53911.2869550698
-15.96,54070.0650640266
-15.95,54228.8431729833
-15.94,54387.6212819401
-15.93,54546.3993908968
-15.92,54705.1774998536
-15.91,54863.9556088103
-15.9,55022.7337177671
-15.89,55181.5118267238
-15.88,55340.2899356806
-15.87,55499.2666813278
-15.86,55658.3413957025
-15.85,55817.4161100771
-15.84,55976.4908244517
-15.83,56135.5655388262
-15.82,56294.6402532008
-15.81,56453.7149675754
-15.8,56612.78968195
-15.79,56771.8643963246
-15.78,56930.9391106992
-15.77,57090.0138250738
-15.76,57249.2455992827
-15.75,57408.6164860285
-15.74,57567.9873727741
-15.73,57727.3582595199
-15.72,57886.7291462655
-15.71,58046.1000330113
-15.7,58205.470919757
-15.69,58364.8418065027
-15.68,58524.2126932484
-15.67,58683.583579994
-15.66,58842.9544667398
-15.65,59002.4409554477
-15.64,59162.1075770393
-15.63,59321.7741986308
-15.62,59481.4408202224
-15.61,59641.1074418139
-15.6,59800.7740634054
-15.59,59960.440684997
-15.58,60120.1073065885
-15.57,60279.7739281801
-15.56,60439.4405497716
-15.55,60599.1071713631
-15.54,60758.8480579016
-15.53,60918.809972335
-15.52,61078.7718867684
-15.51,61238.7338012017
-15.5,61398.695715635
-15.49,61558.6576300683
-15.48,61718.6195445017
-15.47,61878.581458935
-15.46,62038.5433733684
-15.45,62198.5052878017
-15.44,62358.4672022351
-15.43,62518.46216733
-15.42,62678.7189281223
-15.41,62838.9756889147
-15.4,62999.2324497069
-15.39,63159.4892104992
-15.38,63319.7459712915
-15.37,63480.0027320838
-15.36,63640.2594928761
-15.35,63800.5162536684
-15.34,63960.7730144607
-15.33,64121.029775253
-15.32,64281.2865360453
-15.31,64441.8296532141
-15.3,64602.3808094038
-15.29,64762.9319655934
-15.28,64923.483121783
-15.27,65084.0342779727
-15.26,65244.5854341622
-15.25,65405.1365903519
-15.24,65565.6877465415
-15.23,65726.2389027311
-15.22,65886.7900589207
-15.21,66047.3412151103
-15.2,66208.1373090299
-15.19,66368.9824051765
-15.18,66529.8275013232
-15.17,66690.6725974699
-15.16,66851.5176936166
-15.15,67012.3627897632
-15.14,67173.2078859099
-15.13,67334.0529820565
-15.12,67494.8980782031
-15.11,67655.7431743498
-15.1,67816.5882704965
-15.09,67977.637009597
-15.08,68138.775585782
-15.07,68299.9141619671
-15.06,68461.0527381521
-15.05,68622.1913143372
-15.04,68783.3298905222
-15.03,68944.4684667073
-15.02,69105.6070428924
-15.01,69266.7456190774
-15,69427.8841952624
-14.99,69589.0227714475
-14.98,69750.3238215538
-14.97,69911.7554133806
-14.96,70073.1870052074
-14.95,70234.6185970341
-14.94,70396.0501888609
-14.93,70557.4817806876
-14.92,70718.9133725144
-14.91,70880.3449643412
-14.9,71041.7765561679
-14.89,71203.2081479947
-14.88,71364.6397398214
-14.87,71526.1927641535
-14.86,71687.9169027478
-14.85,71849.641041342
-14.84,72011.3651799363
-14.83,72173.0893185306
-14.82,72334.8134571249
-14.81,72496.5375957192
-14.8,72658.2617343134
-14.79,72819.9858729077
-14.78,72981.710011502
-14.77,73143.4341500963
-14.76,73305.238809269
-14.75,73467.2550212797
-14.74,73629.2712332903
-14.73,73791.287445301
-14.72,73953.3036573116
-14.71,74115.3198693224
-14.7,74277.336081333
-14.69,74439.3522933436
-14.68,74601.3685053543
-14.67,74763.3847173649
-14.66,74925.4009293756
-14.65,75087.4568813995
-14.64,75249.7646889991
-14.63,75412.0724965988
-14.62,75574.3803041984
-14.61,75736.688111798
-14.6,75898.9959193976
-14.59,76061.3037269972
-14.58,76223.6115345969
-14.57,76385.9193421965
-14.56,76548.2271497961
-14.55,76710.5349573958
-14.54,76872.8427649953
-14.53,77035.4407785628
-14.52,77198.0396994486
-14.51,77360.6386203344
-14.5,77523.2375412203
-14.49,77685.836462106
-14.48,77848.4353829918
-14.47,78011.0343038776
-14.46,78173.6332247634
-14.45,78336.2321456493
-14.44,78498.831066535
-14.43,78661.4299874209
-14.42,78824.2781152706
-14.41,78987.1676626653
-14.4,79150.05721006
-14.39,79312.9467574547
-14.38,79475.8363048493
-14.37,79638.725852244
-14.36,79801.6153996387
-14.35,79964.5049470334
-14.34,80127.3944944281
-14.33,80290.2840418227
-14.32,80453.1735892174
-14.31,80616.2714770748
-14.3,80779.4511597276
-14.29,80942.6308423804
-14.28,81105.8105250332
-14.27,81268.990207686
-14.26,81432.1698903389
-14.25,81595.3495729917
-14.24,81758.5292556445
-14.23,81921.7089382973
-14.22,82084.88862095
-14.21,82248.0683036029
-14.2,82411.4155945912
-14.19,82574.8849167791
-14.18,82738.3542389671
-14.17,82901.8235611549
-14.16,83065.2928833428
-14.15,83228.7622055308
-14.14,83392.2315277186
-14.13,83555.7008499065
-14.12,83719.1701720943
-14.11,83882.6394942823
-14.1,84046.1088164702
-14.09,84209.7051511113
-14.08,84373.4636126403
-14.07,84537.2220741691
-14.06,84700.980535698
-14.05,84864.7389972269
-14.04,85028.4974587559
-14.03,85192.2559202847
-14.02,85356.0143818136
-14.01,85519.7728433426
-14,85683.5313048715
-13.99,85847.2897664004
-13.98,86011.1347826154
-13.97,86175.1818788216
-13.96,86339.2289750279
-13.95,86503.276071234
-13.94,86667.3231674402
-13.93,86831.3702636464
-13.92,86995.4173598526
-13.91,87159.4644560587
-13.9,87323.511552265
-13.89,87487.5586484713
-13.88,87651.6057446774
-13.87,87815.6990777873
-13.86,87980.0342995389
-13.85,88144.3695212906
-13.84,88308.7047430421
-13.83,88473.0399647938
-13.82,88637.3751865454
-13.81,88801.710408297
-13.8,88966.0456300486
-13.79,89130.3808518003
-13.78,89294.7160735519
-13.77,89459.0512953034
-13.76,89623.3925780297
-13.75,89788.0154117282
-13.74,89952.6382454268
-13.73,90117.2610791254
-13.72,90281.8839128241
-13.71,90446.5067465227
-13.7,90611.1295802213
-13.69,90775.75241392
-13.68,90940.3752476185
-13.67,91104.9980813171
-13.66,91269.6209150157
-13.65,91434.2437487143
-13.64,91599.1197050631
-13.63,91764.0296326454
-13.62,91928.9395602277
-13.61,92093.8494878102
-13.6,92258.7594153925
-13.59,92423.6693429748
-13.58,92588.5792705573
-13.57,92753.4891981396
-13.56,92918.3991257219
-13.55,93083.3090533043
-13.54,93248.2189808867
-13.53,93413.3416219724
-13.52,93578.5381209123
-13.51,93743.7346198522
-13.5,93908.9311187921
-13.49,94074.1276177319
-13.48,94239.3241166717
-13.47,94404.5206156117
-13.46,94569.7171145515
-13.45,94734.9136134913
-13.44,94900.1101124313
-13.43,95065.3066113711
-13.42,95230.6755576601
-13.41,95396.1581009701
-13.4,95561.6406442803
-13.39,95727.1231875904
-13.38,95892.6057309004
-13.37,96058.0882742105
-13.36,96223.5708175207
-13.35,96389.0533608307
-13.34,96554.5359041408
-13.33,96720.0184474509
-13.32,96885.500990761
-13.31,97051.1158601248
-13.3,97216.8839163588
-13.29,97382.651972593
-13.28,97548.420028827
-13.27,97714.188085061
-13.26,97879.9561412951
-13.25,98045.7241975291
-13.24,98211.4922537631
-13.23,98377.2603099971
-13.22,98543.0283662313
-13.21,98708.7964224654
-13.2,98874.6568301821
-13.19,99040.7098634371
-13.18,99206.762896692
-13.17,99372.8159299469
-13.16,99538.8689632018
-13.15,99704.9219964568
-13.14,99870.9750297117
-13.13,100037.028062967
-13.12,100203.081096222
-13.11,100369.134129477
-13.1,100535.187162731
-13.09,100701.292721487
-13.08,100867.630191405
-13.07,101033.967661323
-13.06,101200.305131242
-13.05,101366.64260116
-13.04,101532.980071078
-13.03,101699.317540996
-13.02,101865.655010914
-13.01,102031.992480833
-13,102198.329950751
-12.99,102364.667420669
-12.98,102531.017740557
-12.97,102697.639102329
-12.96,102864.260464101
-12.95,103030.881825873
-12.94,103197.503187645
-12.93,103364.124549417
-12.92,103530.745911188
-12.91,103697.36727296
-12.9,103863.988634732
-12.89,104030.609996504
-12.88,104197.231358276
-12.87,104363.852720048
-12.86,104530.730751167
-12.85,104697.635455533
-12.84,104864.540159899
-12.83,105031.444864265
-12.82,105198.349568631
-12.81,105365.254272997
-12.8,105532.158977363
-12.79,105699.06368173
-12.78,105865.968386096
-12.77,106032.873090462
-12.76,106199.777794828
-12.75,106366.899245792
-12.74,106534.086739046
-12.73,106701.2742323
-12.72,106868.461725554
-12.71,107035.649218809
-12.7,107202.836712063
-12.69,107370.024205317
-12.68,107537.211698572
-12.67,107704.399191826
-12.66,107871.58668508
-12.65,108038.774178334
-12.64,108206.138647024
-12.63,108373.608371016
-12.62,108541.078095008
-12.61,108708.547819
-12.6,108876.017542992
-12.59,109043.487266984
-12.58,109210.956990976
-12.57,109378.426714967
-12.56,109545.896438959
-12.55,109713.366162951
-12.54,109880.835886943
-12.53,110048.442968657
-12.52,110216.194360794
-12.51,110383.945752932
-12.5,110551.69714507
-12.49,110719.448537208
-12.48,110887.199929346
-12.47,111054.951321484
-12.46,111222.702713621
-12.45,111390.454105759
-12.44,111558.205497897
-12.43,111725.956890035
-12.42,111893.806177487
-12.41,112061.83867074
-12.4,112229.871163994
-12.39,112397.903657247
-12.38,112565.936150501
-12.37,112733.968643754
-12.36,112902.001137008
-12.35,113070.033630261
-12.34,113238.066123515
-12.33,113406.098616769
-12.32,113574.131110022
-12.31,113742.222193346
-12.3,113910.53521625
-12.29,114078.848239153
-12.28,114247.161262057
-12.27,114415.474284961
-12.26,114583.787307865
-12.25,114752.100330769
-12.24,114920.413353673
-12.23,115088.726376576
-12.22,115257.03939948
-12.21,115425.352422384
-12.2,115593.684889132
-12.19,115762.277865789
-12.18,115930.870842446
-12.17,116099.463819103
-12.16,116268.056795759
-12.15,116436.649772416
-12.14,116605.242749073
-12.13,116773.835725729
-12.12,116942.428702386
-12.11,117111.021679043
-12.1,117279.614655699
-12.09,117448.207632356
-12.08,117617.06044093
-12.07,117785.932791013
-12.06,117954.805141096
-12.05,118123.677491179
-12.04,118292.549841263
-12.03,118461.422191346
-12.02,118630.294541429
-12.01,118799.166891513
-12,118968.039241596
-11.99,119136.911591679
-11.98,119305.783941763
-11.97,119474.876716381
-11.96,119644.027855139
-11.95,119813.178993897
-11.94,119982.330132656
-11.93,120151.481271414
-11.92,120320.632410173
-11.91,120489.783548931
-11.9,120658.93468769
-11.89,120828.085826448
-11.88,120997.236965206
-11.87,121166.388103965
-11.86,121335.720420026
-11.85,121505.149758286
-11.84,121674.579096547
-11.83,121844.008434807
-11.82,122013.437773067
-11.81,122182.867111328
-11.8,122352.296449588
-11.79,122521.725787848
-11.78,122691.155126108
-11.77,122860.584464369
-11.76,123030.013802629
-11.75,123199.585232962
-11.74,123369.292177133
-11.73,123538.999121304
-11.72,123708.706065475
-11.71,123878.413009645
-11.7,124048.119953816
-11.69,124217.826897987
-11.68,124387.533842158
-11.67,124557.240786329
-11.66,124726.9477305
-11.65,124896.654674671
-11.64,125066.464789535
-11.63,125236.448741611
-11.62,125406.432693687
-11.61,125576.416645763
-11.6,125746.400597838
-11.59,125916.384549914
-11.58,126086.36850199
-11.57,126256.352454066
-11.56,126426.336406142
-11.55,126596.320358217
-11.54,126766.304310293
-11.53,126936.352677381
-11.52,127106.613034946
-11.51,127276.873392511
-11.5,127447.133750076
-11.49,127617.39410764
-11.48,127787.654465205
-11.47,127957.91482277
-11.46,128128.175180335
-11.45,128298.4355379
-11.44,128468.695895465
-11.43,128638.956253029
-11.42,128809.242437467
-11.41,128979.778593699
-11.4,129150.31474993
-11.39,129320.850906162
-11.38,129491.387062393
-11.37,129661.923218625
-11.36,129832.459374856
-11.35,130002.995531088
-11.34,130173.531687319
-11.33,130344.067843551
-11.32,130514.603999782
-11.31,130685.140156013
-11.3,130855.938907806
-11.29,131026.75025148
-11.28,131197.561595154
-11.27,131368.372938827
-11.26,131539.184282501
-11.25,131709.995626174
-11.24,131880.806969848
-11.23,132051.618313521
-11.22,132222.429657195
-11.21,132393.241000868
-11.2,132564.052344542
-11.19,132735.087420626
-11.18,132906.173336119
-11.17,133077.259251612
-11.16,133248.345167105
-11.15,133419.431082599
-11.14,133590.516998092
-11.13,133761.602913585
-11.12,133932.688829078
-11.11,134103.774744571
-11.1,134274.860660064
-11.09,134445.946575557
-11.08,134617.21752898
-11.07,134788.577396276
-11.06,134959.937263573
-11.05,135131.297130869
-11.04,135302.656998165
-11.03,135474.016865462
-11.02,135645.376732758
-11.01,135816.736600054
-11,135988.096467351
-10.99,136159.456334647
-10.98,136330.816201944
-10.97,136502.322583198
-10.96,136673.955777893
-10.95,136845.588972587
-10.94,137017.222167282
-10.93,137188.855361976
-10.92,137360.488556671
-10.91,137532.121751365
-10.9,137703.754946059
-10.89,137875.388140754
-10.88,138047.021335448
-10.87,138218.654530143
-10.86,138390.395887171
-10.85,138562.301780473
-10.84,138734.207673776
-10.83,138906.113567079
-10.82,139078.019460381
-10.81,139249.925353684
-10.8,139421.831246986
-10.79,139593.737140289
-10.78,139765.643033592
-10.77,139937.548926894
-10.76,140109.454820197
-10.75,140281.43069839
-10.74,140453.608657132
-10.73,140625.786615873
-10.72,140797.964574614
-10.71,140970.142533355
-10.7,141142.320492096
-10.69,141314.498450837
-10.68,141486.676409578
-10.67,141658.854368319
-10.66,141831.03232706
-10.65,142003.210285802
-10.64,142175.420228005
-10.63,142347.86961464
-10.62,142520.319001275
-10.61,142692.76838791
-10.6,142865.217774545
-10.59,143037.66716118
-10.58,143210.116547815
-10.57,143382.565934449
-10.56,143555.015321084
-10.55,143727.464707719
-10.54,143899.914094354
-10.53,144072.363480989
-10.52,144245.07781348
-10.51,144417.797986094
-10.5,144590.518158708
-10.49,144763.238331322
-10.48,144935.958503936
-10.47,145108.678676551
-10.46,145281.398849165
-10.45,145454.119021779
-10.44,145626.839194393
-10.43,145799.559367007
-10.42,145972.279539621
-10.41,146145.226367896
-10.4,146318.21668021
-10.39,146491.206992523
-10.38,146664.197304837
-10.37,146837.18761715
-10.36,147010.177929464
-10.35,147183.168241777
-10.34,147356.158554091
-10.33,147529.148866404
-10.32,147702.139178718
-10.31,147875.129491031
-10.3,148048.308345945
-10.29,148221.568147319
-10.28,148394.827948692
-10.27,148568.087750065
-10.26,148741.347551439
-10.25,148914.607352812
-10.24,149087.867154186
-10.23,149261.126955559
-10.22,149434.386756933
-10.21,149607.646558306
-10.2,149780.90635968
-10.19,149954.316769554
-10.18,150127.845404993
-10.17,150301.374040432
-10.16,150474.902675871
-10.15,150648.431311311
-10.14,150821.95994675
-10.13,150995.488582189
-10.12,151169.017217629
-10.11,151342.545853068
-10.1,151516.074488507
-10.09,151689.603123947
-10.08,151863.244614571
-10.07,152037.041424733
-10.06,152210.838234895
-10.05,152384.635045057
-10.04,152558.431855219
-10.03,152732.228665381
-10.02,152906.025475543
-10.01,153079.822285705
-10,153253.619095867
-9.99,153427.415906029
-9.98,153601.212716191
-9.97,153775.084810826
-9.96,153949.149132024
-9.95,154123.213453222
-9.94,154297.277774421
-9.93,154471.342095619
-9.92,154645.406416817
-9.91,154819.470738015
-9.9,154993.535059213
-9.89,155167.599380411
-9.88,155341.663701609
-9.87,155515.728022807
-9.86,155689.830242188
-9.85,155864.161406398
-9.84,156038.492570607
-9.83,156212.823734817
-9.82,156387.154899026
-9.81,156561.486063235
-9.8,156735.817227445
-9.79,156910.148391654
-9.78,157084.479555864
-9.77,157258.810720073
-9.76,157433.141884283
-9.75,157607.473746621
-9.74,157782.071081485
-9.73,157956.668416349
-9.72,158131.265751213
-9.71,158305.863086077
-9.7,158480.460420941
-9.69,158655.057755805
-9.68,158829.655090669
-9.67,159004.252425533
-9.66,159178.849760397
-9.65,159353.447095261
-9.64,159528.044430125
-9.63,159702.870945081
-9.62,159877.733773917
-9.61,160052.596602752
-9.6,160227.459431588
-9.59,160402.322260423
-9.58,160577.185089258
-9.57,160752.047918094
-9.56,160926.910746929
-9.55,161101.773575765
-9.54,161276.6364046
-9.53,161451.499233435
-9.52,161626.553739207
-9.51,161801.68138101
-9.5,161976.809022813
-9.49,162151.936664617
-9.48,162327.06430642
-9.47,162502.191948223
-9.46,162677.319590027
-9.45,162852.44723183
-9.44,163027.574873633
-9.43,163202.702515437
-9.42,163377.83015724
-9.41,163553.112160167
-9.4,163728.503929621
-9.39,163903.895699074
-9.38,164079.287468528
-9.37,164254.679237981
-9.36,164430.071007435
-9.35,164605.462776889
-9.34,164780.854546342
-9.33,164956.246315796
-9.32,165131.638085249
-9.31,165307.029854703
-9.3,165482.538858619
-9.29,165658.194066098
-9.28,165833.849273576
-9.27,166009.504481054
-9.26,166185.159688533
-9.25,166360.814896011
-9.24,166536.470103489
-9.23,166712.125310967
-9.22,166887.780518446
-9.21,167063.435725924
-9.2,167239.090933402
-9.19,167414.826439637
-9.18,167590.744391213
-9.17,167766.662342788
-9.16,167942.580294364
-9.15,168118.49824594
-9.14,168294.416197515
-9.13,168470.334149091
-9.12,168646.252100667
-9.11,168822.170052242
-9.1,168998.088003818
-9.09,169174.005955393
-9.08,169349.967462775
-9.07,169526.147460225
-9.06,169702.327457676
-9.05,169878.507455126
-9.04,170054.687452577
-9.03,170230.867450027
-9.02,170407.047447478
-9.01,170583.227444929
-9,170759.407442379
-8.99,170935.58743983
-8.98,171111.76743728
-8.97,171287.954442137
-8.96,171464.395782951
-8.95,171640.837123766
-8.94,171817.27846458
-8.93,171993.719805394
-8.92,172170.161146209
-8.91,172346.602487023
-8.9,172523.043827837
-8.89,172699.485168652
-8.88,172875.926509466
-8.87,173052.367850281
-8.86,173228.809191095
-8.85,173405.481823831
-8.84,173582.183801216
-8.83,173758.885778601
-8.82,173935.587755986
-8.81,174112.289733371
-8.8,174288.991710756
-8.79,174465.693688142
-8.78,174642.395665527
-8.77,174819.097642912
-8.76,174995.799620297
-8.75,175172.501597683
-8.74,175349.398001999
-8.73,175526.359904887
-8.72,175703.321807774
-8.71,175880.283710662
-8.7,176057.24561355
-8.69,176234.207516438
-8.68,176411.169419326
-8.67,176588.131322214
-8.66,176765.093225102
-8.65,176942.05512799
-8.64,177119.017030878
-8.63,177296.136691356
-8.62,177473.35780441
-8.61,177650.578917465
-8.6,177827.800030519
-8.59,178005.021143573
-8.58,178182.242256627
-8.57,178359.463369682
-8.56,178536.684482736
-8.55,178713.90559579
-8.54,178891.126708844
-8.53,179068.347821899
-8.52,179245.690220642
-8.51,179423.169824265
-8.5,179600.649427888
-8.49,179778.129031511
-8.48,179955.608635134
-8.47,180133.088238757
-8.46,180310.56784238
-8.45,180488.047446004
-8.44,180665.527049627
-8.43,180843.00665325
-8.42,181020.486256873
-8.41,181198.050873506
-8.4,181375.788243847
-8.39,181553.525614187
-8.38,181731.262984528
-8.37,181909.000354868
-8.36,182086.737725209
-8.35,182264.475095549
-8.34,182442.21246589
-8.33,182619.94983623
-8.32,182797.687206571
-8.31,182975.424576911
-8.3,183153.210888586
-8.29,183331.205297545
-8.28,183509.199706505
-8.27,183687.194115465
-8.26,183865.188524425
-8.25,184043.182933384
-8.24,184221.177342344
-8.23,184399.171751303
-8.22,184577.166160263
-8.21,184755.160569223
-8.2,184933.154978183
-8.19,185111.16245958
-8.18,185289.413174821
-8.17,185467.663890062
-8.16,185645.914605304
-8.15,185824.165320545
-8.14,186002.416035786
-8.13,186180.666751027
-8.12,186358.917466269
-8.11,186537.16818151
-8.1,186715.418896751
-8.09,186893.669611992
-8.08,187071.920327234
-8.07,187250.40402028
-8.06,187428.910305233
-8.05,187607.416590187
-8.04,187785.92287514
-8.03,187964.429160093
-8.02,188142.935445047
-8.01,188321.44173
-8,188499.948014953
-7.99,188678.454299907
-7.98,188856.96058486
-7.97,189035.466869814
-7.96,189214.169933754
-7.95,189392.931047626
-7.94,189571.692161498
-7.93,189750.45327537
-7.92,189929.214389241
-7.91,190107.975503113
-7.9,190286.736616985
-7.89,190465.497730857
-7.88,190644.258844728
-7.87,190823.0199586
-7.86,191001.781072472
-7.85,191180.70297038
-7.84,191359.71816816
-7.83,191538.73336594
-7.82,191717.74856372
-7.81,191896.7637615
-7.8,192075.77895928
-7.79,192254.79415706
-7.78,192433.809354839
-7.77,192612.824552619
-7.76,192791.839750399
-7.75,192970.854948179
-7.74,193149.995140679
-7.73,193329.263673148
-7.72,193508.532205618
-7.71,193687.800738087
-7.7,193867.069270556
-7.69,194046.337803025
-7.68,194225.606335495
-7.67,194404.874867964
-7.66,194584.143400433
-7.65,194763.411932902
-7.64,194942.680465372
-7.63,195122.038410641
-7.62,195301.559524381
-7.61,195481.080638119
-7.6,195660.601751859
-7.59,195840.122865598
-7.58,196019.643979337
