"Time","Left.Lateral.Ventricle"
-27.61,25268.8203340124
-27.6,25269.8950012058
-27.59,25270.9696683993
-27.58,25272.0443355927
-27.57,25273.1190027862
-27.56,25274.1936699796
-27.55,25275.2683371731
-27.54,25276.3430043665
-27.53,25277.4177042956
-27.52,25278.4931853066
-27.51,25279.5686663176
-27.5,25280.6441473286
-27.49,25281.7196283397
-27.48,25282.7951093507
-27.47,25283.8705903617
-27.46,25284.9460713727
-27.45,25286.0215523838
-27.44,25287.0970333948
-27.43,25288.1728848818
-27.42,25289.2491811464
-27.41,25290.3254774111
-27.4,25291.4017736757
-27.39,25292.4780699403
-27.38,25293.5543662049
-27.37,25294.6306624696
-27.36,25295.7069587342
-27.35,25296.7832549988
-27.34,25297.8595512634
-27.33,25298.9365569361
-27.32,25300.0136698927
-27.31,25301.0907828493
-27.3,25302.1678958059
-27.29,25303.2450087625
-27.28,25304.3221217191
-27.27,25305.3992346757
-27.26,25306.4763476323
-27.25,25307.5534605889
-27.24,25308.6308049475
-27.23,25309.7087360368
-27.22,25310.7866671261
-27.21,25311.8645982154
-27.2,25312.9425293047
-27.19,25314.0204603939
-27.18,25315.0983914832
-27.17,25316.1763225725
-27.16,25317.2542536618
-27.15,25318.332184751
-27.14,25319.4106871234
-27.13,25320.4894377884
-27.12,25321.5681884534
-27.11,25322.6469391184
-27.1,25323.7256897834
-27.09,25324.8044404484
-27.08,25325.8831911133
-27.07,25326.9619417783
-27.06,25328.0406924433
-27.05,25329.1195344494
-27.04,25330.1991061355
-27.03,25331.2786778216
-27.02,25332.3582495077
-27.01,25333.4378211938
-27,25334.5173928799
-26.99,25335.596964566
-26.98,25336.6765362521
-26.97,25337.7561079382
-26.96,25338.8356796244
-26.95,25339.9156834838
-26.94,25340.9960776388
-26.93,25342.0764717937
-26.92,25343.1568659487
-26.91,25344.2372601037
-26.9,25345.3176542586
-26.89,25346.3980484136
-26.88,25347.4784425685
-26.87,25348.5588367235
-26.86,25349.6392308785
-26.85,25350.7203992406
-26.84,25351.8016173146
-26.83,25352.8828353885
-26.82,25353.9640534624
-26.81,25355.0452715363
-26.8,25356.1264896102
-26.79,25357.2077076841
-26.78,25358.288925758
-26.77,25359.3701438319
-26.76,25360.45165398
-26.75,25361.5336974253
-26.74,25362.6157408706
-26.73,25363.6977843159
-26.72,25364.7798277613
-26.71,25365.8618712066
-26.7,25366.9439146519
-26.69,25368.0259580972
-26.68,25369.1080015425
-26.67,25370.1900449879
-26.66,25371.2727234982
-26.65,25372.3555937698
-26.64,25373.4384640414
-26.63,25374.5213343129
-26.62,25375.6042045845
-26.61,25376.687074856
-26.6,25377.7699451276
-26.59,25378.8528153991
-26.58,25379.9356856707
-26.57,25381.0187069228
-26.56,25382.1024054778
-26.55,25383.1861040328
-26.54,25384.2698025878
-26.53,25385.3535011428
-26.52,25386.4371996978
-26.51,25387.5208982527
-26.5,25388.6045968077
-26.49,25389.6882953627
-26.48,25390.7719939177
-26.47,25391.8561874035
-26.46,25392.9407157015
-26.45,25394.0252439995
-26.44,25395.1097722975
-26.43,25396.1943005955
-26.42,25397.2788288935
-26.41,25398.3633571915
-26.4,25399.4478854895
-26.39,25400.5324137875
-26.38,25401.6169509732
-26.37,25402.7023104762
-26.36,25403.7876699792
-26.35,25404.8730294821
-26.34,25405.9583889851
-26.33,25407.0437484881
-26.32,25408.129107991
-26.31,25409.214467494
-26.3,25410.299826997
-26.29,25411.3851864999
-26.28,25412.4708998026
-26.27,25413.5570919748
-26.26,25414.6432841471
-26.25,25415.7294763194
-26.24,25416.8156684917
-26.23,25417.9018606639
-26.22,25418.9880528362
-26.21,25420.0742450085
-26.2,25421.1604371807
-26.19,25422.246629353
-26.18,25423.3335214521
-26.17,25424.4205477604
-26.16,25425.5075740687
-26.15,25426.594600377
-26.14,25427.6816266853
-26.13,25428.7686529936
-26.12,25429.855679302
-26.11,25430.9427056103
-26.1,25432.0297319186
-26.09,25433.1169698936
-26.08,25434.2048318071
-26.07,25435.2926937206
-26.06,25436.3805556341
-26.05,25437.4684175476
-26.04,25438.5562794611
-26.03,25439.6441413746
-26.02,25440.7320032881
-26.01,25441.8198652016
-26,25442.9077271151
-25.99,25443.9961477899
-25.98,25445.0848467802
-25.97,25446.1735457704
-25.96,25447.2622447606
-25.95,25448.3509437508
-25.94,25449.439642741
-25.93,25450.5283417312
-25.92,25451.6170407214
-25.91,25452.7057397116
-25.9,25453.7945072288
-25.89,25454.8840447697
-25.88,25455.9735823106
-25.87,25457.0631198514
-25.86,25458.1526573923
-25.85,25459.2421949332
-25.84,25460.331732474
-25.83,25461.4212700149
-25.82,25462.5108075557
-25.81,25463.6003450966
-25.8,25464.6902992291
-25.79,25465.780676797
-25.78,25466.8710543648
-25.77,25467.9614319327
-25.76,25469.0518095006
-25.75,25470.1421870685
-25.74,25471.2325646363
-25.73,25472.3229422042
-25.72,25473.4133197721
-25.71,25474.50369734
-25.7,25475.5948407893
-25.69,25476.686059863
-25.68,25477.7772789366
-25.67,25478.8684980103
-25.66,25479.9597170839
-25.65,25481.0509361576
-25.64,25482.1421552313
-25.63,25483.2333743049
-25.62,25484.3245933786
-25.61,25485.4160858648
-25.6,25486.5081479254
-25.59,25487.6002099861
-25.58,25488.6922720467
-25.57,25489.7843341074
-25.56,25490.8763961681
-25.55,25491.9684582287
-25.54,25493.0605202894
-25.53,25494.15258235
-25.52,25495.2446444107
-25.51,25496.3373301495
-25.5,25497.4302366808
-25.49,25498.5231432121
-25.48,25499.6160497433
-25.47,25500.7089562746
-25.46,25501.8018628059
-25.45,25502.8947693371
-25.44,25503.9876758684
-25.43,25505.0805823997
-25.42,25506.17361815
-25.41,25507.267370638
-25.4,25508.3611231259
-25.39,25509.4548756139
-25.38,25510.5486281018
-25.37,25511.6423805898
-25.36,25512.7361330777
-25.35,25513.8298855657
-25.34,25514.9236380536
-25.33,25516.0173905416
-25.32,25517.1116234925
-25.31,25518.2062234257
-25.3,25519.3008233588
-25.29,25520.3954232919
-25.28,25521.490023225
-25.27,25522.5846231582
-25.26,25523.6792230913
-25.25,25524.7738230244
-25.24,25525.8684229576
-25.23,25526.9630228907
-25.22,25528.0584557663
-25.21,25529.1539046355
-25.2,25530.2493535048
-25.19,25531.344802374
-25.18,25532.4402512433
-25.17,25533.5357001125
-25.16,25534.6311489818
-25.15,25535.726597851
-25.14,25536.8220467203
-25.13,25537.9178318205
-25.12,25539.0141311192
-25.11,25540.110430418
-25.1,25541.2067297168
-25.09,25542.3030290156
-25.08,25543.3993283143
-25.07,25544.4956276131
-25.06,25545.5919269119
-25.05,25546.6882262106
-25.04,25547.7845255094
-25.03,25548.8815145028
-25.02,25549.978665727
-25.01,25551.0758169511
-25,25552.1729681753
-24.99,25553.2701193994
-24.98,25554.3672706236
-24.97,25555.4644218477
-24.96,25556.5615730718
-24.95,25557.658724296
-24.94,25558.756066497
-24.93,25559.8540711448
-24.92,25560.9520757927
-24.91,25562.0500804405
-24.9,25563.1480850883
-24.89,25564.2460897361
-24.88,25565.344094384
-24.87,25566.4420990318
-24.86,25567.5401036796
-24.85,25568.6381083275
-24.84,25569.7366584025
-24.83,25570.8355179748
-24.82,25571.9343775471
-24.81,25573.0332371194
-24.8,25574.1320966917
-24.79,25575.230956264
-24.78,25576.3298158363
-24.77,25577.4286754086
-24.76,25578.5275349809
-24.75,25579.6264392489
-24.74,25580.7261552489
-24.73,25581.8258712489
-24.72,25582.9255872489
-24.71,25584.0253032489
-24.7,25585.1250192489
-24.69,25586.224735249
-24.68,25587.324451249
-24.67,25588.424167249
-24.66,25589.523883249
-24.65,25590.6239993842
-24.64,25591.7245733176
-24.63,25592.8251472511
-24.62,25593.9257211845
-24.61,25595.026295118
-24.6,25596.1268690514
-24.59,25597.2274429848
-24.58,25598.3280169183
-24.57,25599.4285908517
-24.56,25600.5291647852
-24.55,25601.6304955429
-24.54,25602.7319289179
-24.53,25603.833362293
-24.52,25604.9347956681
-24.51,25606.0362290432
-24.5,25607.1376624183
-24.49,25608.2390957934
-24.48,25609.3405291685
-24.47,25610.4419625435
-24.46,25611.5436497322
-24.45,25612.6459440596
-24.44,25613.748238387
-24.43,25614.8505327145
-24.42,25615.9528270419
-24.41,25617.0551213693
-24.4,25618.1574156967
-24.39,25619.2597100242
-24.38,25620.3620043516
-24.37,25621.464298679
-24.36,25622.5672045042
-24.35,25623.6703612972
-24.34,25624.7735180901
-24.33,25625.8766748831
-24.32,25626.979831676
-24.31,25628.082988469
-24.3,25629.1861452619
-24.29,25630.2893020549
-24.28,25631.3924588479
-24.27,25632.4957220979
-24.26,25633.5997428721
-24.25,25634.7037636462
-24.24,25635.8077844204
-24.23,25636.9118051946
-24.22,25638.0158259688
-24.21,25639.1198467429
-24.2,25640.2238675171
-24.19,25641.3278882913
-24.18,25642.4319090654
-24.17,25643.5363949785
-24.16,25644.6412812521
-24.15,25645.7461675257
-24.14,25646.8510537992
-24.13,25647.9559400728
-24.12,25649.0608263464
-24.11,25650.16571262
-24.1,25651.2705988936
-24.09,25652.3754851671
-24.08,25653.4803714407
-24.07,25654.5860827951
-24.06,25655.6918360888
-24.05,25656.7975893824
-24.04,25657.9033426761
-24.03,25659.0090959698
-24.02,25660.1148492635
-24.01,25661.2206025572
-24,25662.3263558509
-23.99,25663.4321091446
-23.98,25664.5381801808
-23.97,25665.6448020178
-23.96,25666.7514238548
-23.95,25667.8580456918
-23.94,25668.9646675288
-23.93,25670.0712893658
-23.92,25671.1779112028
-23.91,25672.2845330398
-23.9,25673.3911548768
-23.89,25674.4977767138
-23.88,25675.6050772391
-23.87,25676.7125691451
-23.86,25677.8200610512
-23.85,25678.9275529572
-23.84,25680.0350448633
-23.83,25681.1425367693
-23.82,25682.2500286754
-23.81,25683.3575205815
-23.8,25684.4650124875
-23.79,25685.5726736971
-23.78,25686.6810372005
-23.77,25687.7894007039
-23.76,25688.8977642072
-23.75,25690.0061277106
-23.74,25691.114491214
-23.73,25692.2228547174
-23.72,25693.3312182207
-23.71,25694.4395817241
-23.7,25695.5479452275
-23.69,25696.6568399863
-23.68,25697.7660766178
-23.67,25698.8753132493
-23.66,25699.9845498808
-23.65,25701.0937865123
-23.64,25702.2030231437
-23.63,25703.3122597752
-23.62,25704.4214964067
-23.61,25705.5307330382
-23.6,25706.6399894864
-23.59,25707.7501007793
-23.58,25708.8602120722
-23.57,25709.9703233651
-23.56,25711.080434658
-23.55,25712.1905459509
-23.54,25713.3006572438
-23.53,25714.4107685367
-23.52,25715.5208798296
-23.51,25716.6309911225
-23.5,25717.7414851928
-23.49,25718.852472683
-23.48,25719.9634601732
-23.47,25721.0744476634
-23.46,25722.1854351536
-23.45,25723.2964226439
-23.44,25724.4074101341
-23.43,25725.5183976243
-23.42,25726.6293851145
-23.41,25727.7403726047
-23.4,25728.8521071074
-23.39,25729.9639723334
-23.38,25731.0758375593
-23.37,25732.1877027852
-23.36,25733.2995680111
-23.35,25734.4114332371
-23.34,25735.523298463
-23.33,25736.6351636889
-23.32,25737.7470289148
-23.31,25738.8591273895
-23.3,25739.9718718921
-23.29,25741.0846163947
-23.28,25742.1973608973
-23.27,25743.3101053999
-23.26,25744.4228499025
-23.25,25745.5355944051
-23.24,25746.6483389077
-23.23,25747.7610834103
-23.22,25748.8738279129
-23.21,25749.9871709144
-23.2,25751.1007962372
-23.19,25752.2144215601
-23.18,25753.3280468829
-23.17,25754.4416722057
-23.16,25755.5552975285
-23.15,25756.6689228513
-23.14,25757.7825481742
-23.13,25758.896173497
-23.12,25760.009881484
-23.11,25761.1243891732
-23.1,25762.2388968623
-23.09,25763.3534045514
-23.08,25764.4679122405
-23.07,25765.5824199297
-23.06,25766.6969276188
-23.05,25767.8114353079
-23.04,25768.925942997
-23.03,25770.0404506862
-23.02,25771.1554073072
-23.01,25772.2707989113
-23,25773.3861905154
-22.99,25774.5015821195
-22.98,25775.6169737235
-22.97,25776.7323653276
-22.96,25777.8477569317
-22.95,25778.9631485358
-22.94,25780.0785401399
-22.93,25781.193931744
-22.92,25782.3101398329
-22.91,25783.4264169032
-22.9,25784.5426939735
-22.89,25785.6589710438
-22.88,25786.7752481141
-22.87,25787.8915251844
-22.86,25789.0078022547
-22.85,25790.124079325
-22.84,25791.2403563953
-22.83,25792.3569317719
-22.82,25793.4740958622
-22.81,25794.5912599525
-22.8,25795.7084240428
-22.79,25796.8255881332
-22.78,25797.9427522235
-22.77,25799.0599163138
-22.76,25800.1770804041
-22.75,25801.2942444944
-22.74,25802.4114085847
-22.73,25803.5292395582
-22.72,25804.6472922249
-22.71,25805.7653448916
-22.7,25806.8833975584
-22.69,25808.0014502251
-22.68,25809.1195028919
-22.67,25810.2375555586
-22.66,25811.3556082253
-22.65,25812.4736608921
-22.64,25813.5918601757
-22.63,25814.7108029778
-22.62,25815.82974578
-22.61,25816.9486885822
-22.6,25818.0676313843
-22.59,25819.1865741865
-22.58,25820.3055169886
-22.57,25821.4244597908
-22.56,25822.543402593
-22.55,25823.6623453951
-22.54,25824.7818044173
-22.53,25825.9016389165
-22.52,25827.0214734156
-22.51,25828.1413079148
-22.5,25829.261142414
-22.49,25830.3809769132
-22.48,25831.5008114123
-22.47,25832.6206459115
-22.46,25833.7404804107
-22.45,25834.8603149099
-22.44,25835.9810365284
-22.43,25837.1017642888
-22.42,25838.2224920492
-22.41,25839.3432198096
-22.4,25840.46394757
-22.39,25841.5846753304
-22.38,25842.7054030908
-22.37,25843.8261308511
-22.36,25844.9468586115
-22.35,25846.0679508621
-22.34,25847.1895734505
-22.33,25848.311196039
-22.32,25849.4328186274
-22.31,25850.5544412158
-22.3,25851.6760638042
-22.29,25852.7976863926
-22.28,25853.919308981
-22.27,25855.0409315694
-22.26,25856.1625541578
-22.25,25857.2849131686
-22.24,25858.4074321544
-22.23,25859.5299511403
-22.22,25860.6524701261
-22.21,25861.774989112
-22.2,25862.8975080978
-22.19,25864.0200270836
-22.18,25865.1425460695
-22.17,25866.2650650553
-22.16,25867.3877957296
-22.15,25868.5112126849
-22.14,25869.6346296402
-22.13,25870.7580465956
-22.12,25871.8814635509
-22.11,25873.0048805062
-22.1,25874.1282974615
-22.09,25875.2517144169
-22.08,25876.3751313722
-22.07,25877.4985483275
-22.06,25878.6225499387
-22.05,25879.7468664382
-22.04,25880.8711829377
-22.03,25881.9954994371
-22.02,25883.1198159366
-22.01,25884.2441324361
-22,25885.3684489355
-21.99,25886.492765435
-21.98,25887.6170819345
-21.97,25888.7414562432
-21.96,25889.8666738641
-21.95,25890.991891485
-21.94,25892.1171091059
-21.93,25893.2423267268
-21.92,25894.3675443477
-21.91,25895.4927619687
-21.9,25896.6179795896
-21.89,25897.7431972105
-21.88,25898.8684148314
-21.87,25899.9940642669
-21.86,25901.1201845892
-21.85,25902.2463049115
-21.84,25903.3724252338
-21.83,25904.4985455561
-21.82,25905.6246658784
-21.81,25906.7507862007
-21.8,25907.876906523
-21.79,25909.0030268453
-21.78,25910.1291471675
-21.77,25911.256074621
-21.76,25912.3830992272
-21.75,25913.5101238335
-21.74,25914.6371484398
-21.73,25915.764173046
-21.72,25916.8911976523
-21.71,25918.0182222585
-21.7,25919.1452468648
-21.69,25920.272271471
-21.68,25921.3995739703
-21.67,25922.5275044457
-21.66,25923.6554349212
-21.65,25924.7833653966
-21.64,25925.9112958721
-21.63,25927.0392263475
-21.62,25928.167156823
-21.61,25929.2950872984
-21.6,25930.4230177738
-21.59,25931.5509482493
-21.58,25932.6795329787
-21.57,25933.8083709112
-21.56,25934.9372088437
-21.55,25936.0660467762
-21.54,25937.1948847088
-21.53,25938.3237226413
-21.52,25939.4525605738
-21.51,25940.5813985063
-21.5,25941.7102364388
-21.49,25942.8391972571
-21.48,25943.9689442372
-21.47,25945.0986912173
-21.46,25946.2284381975
-21.45,25947.3581851776
-21.44,25948.4879321577
-21.43,25949.6176791378
-21.42,25950.747426118
-21.41,25951.8771730981
-21.4,25953.0069200782
-21.39,25954.1371673521
-21.38,25955.267824973
-21.37,25956.3984825939
-21.36,25957.5291402149
-21.35,25958.6597978358
-21.34,25959.7904554568
-21.33,25960.9211130777
-21.32,25962.0517706987
-21.31,25963.1824283196
-21.3,25964.3130859406
-21.29,25965.4446225856
-21.28,25966.5761924433
-21.27,25967.7077623009
-21.26,25968.8393321586
-21.25,25969.9709020162
-21.24,25971.1024718739
-21.23,25972.2340417315
-21.22,25973.3656115892
-21.21,25974.4971814468
-21.2,25975.6290965494
-21.19,25976.7615802423
-21.18,25977.8940639352
-21.17,25979.0265476281
-21.16,25980.159031321
-21.15,25981.2915150139
-21.14,25982.4239987068
-21.13,25983.5564823998
-21.12,25984.6889660927
-21.11,25985.8214497856
-21.1,25986.9546585073
-21.09,25988.0880576367
-21.08,25989.2214567661
-21.07,25990.3548558956
-21.06,25991.488255025
-21.05,25992.6216541544
-21.04,25993.7550532838
-21.03,25994.8884524132
-21.02,25996.0218515427
-21.01,25997.1554397741
-21,25998.289755944
-20.99,25999.4240721138
-20.98,26000.5583882837
-20.97,26001.6927044535
-20.96,26002.8270206234
-20.95,26003.9613367932
-20.94,26005.0956529631
-20.93,26006.2299691329
-20.92,26007.3642853028
-20.91,26008.4991714148
-20.9,26009.6344062317
-20.89,26010.7696410486
-20.88,26011.9048758655
-20.87,26013.0401106825
-20.86,26014.1753454994
-20.85,26015.3105803163
-20.84,26016.4458151332
-20.83,26017.5810499501
-20.82,26018.7163166266
-20.81,26019.8524716999
-20.8,26020.9886267733
-20.79,26022.1247818466
-20.78,26023.2609369199
-20.77,26024.3970919932
-20.76,26025.5332470665
-20.75,26026.6694021398
-20.74,26027.8055572131
-20.73,26028.9417122864
-20.72,26030.0782811182
-20.71,26031.21535806
-20.7,26032.3524350017
-20.69,26033.4895119434
-20.68,26034.6265888852
-20.67,26035.7636658269
-20.66,26036.9007427687
-20.65,26038.0378197104
-20.64,26039.1748966521
-20.63,26040.3119735939
-20.62,26041.4498475308
-20.61,26042.5878479557
-20.6,26043.7258483806
-20.59,26044.8638488055
-20.58,26046.0018492304
-20.57,26047.1398496554
-20.56,26048.2778500803
-20.55,26049.4158505052
-20.54,26050.5538509301
-20.53,26051.6921078274
-20.52,26052.8310333529
-20.51,26053.9699588785
-20.5,26055.108884404
-20.49,26056.2478099296
-20.48,26057.3867354551
-20.47,26058.5256609807
-20.46,26059.6645865062
-20.45,26060.8035120318
-20.44,26061.9424375574
-20.43,26063.0820038575
-20.42,26064.2218561039
-20.41,26065.3617083503
-20.4,26066.5015605966
-20.39,26067.641412843
-20.38,26068.7812650894
-20.37,26069.9211173358
-20.36,26071.0609695822
-20.35,26072.2008218285
-20.34,26073.3407721531
-20.33,26074.4815527433
-20.32,26075.6223333334
-20.31,26076.7631139236
-20.3,26077.9038945137
-20.29,26079.0446751038
-20.28,26080.185455694
-20.27,26081.3262362841
-20.26,26082.4670168742
-20.25,26083.6077974644
-20.24,26084.7490615031
-20.23,26085.8907720626
-20.22,26087.0324826222
-20.21,26088.1741931817
-20.2,26089.3159037413
-20.19,26090.4576143008
-20.18,26091.5993248604
-20.17,26092.7410354199
-20.16,26093.8827459795
-20.15,26095.024456539
-20.14,26096.1670372667
-20.13,26097.3096794241
-20.12,26098.4523215814
-20.11,26099.5949637388
-20.1,26100.7376058962
-20.09,26101.8802480535
-20.08,26103.0228902109
-20.07,26104.1655323682
-20.06,26105.3081745256
-20.05,26106.4511416945
-20.04,26107.5947170808
-20.03,26108.7382924671
-20.02,26109.8818678534
-20.01,26111.0254432398
-20,26112.1690186261
-19.99,26113.3125940124
-19.98,26114.4561693987
-19.97,26115.5997447851
-19.96,26116.7433201714
-19.95,26117.8876083637
-19.94,26119.0321186129
-19.93,26120.1766288621
-19.92,26121.3211391113
-19.91,26122.4656493605
-19.9,26123.6101596097
-19.89,26124.7546698588
-19.88,26125.899180108
-19.87,26127.0436903572
-19.86,26128.1883660642
-19.85,26129.3338128129
-19.84,26130.4792595616
-19.83,26131.6247063104
-19.82,26132.7701530591
-19.81,26133.9155998078
-19.8,26135.0610465565
-19.79,26136.2064933052
-19.78,26137.3519400539
-19.77,26138.4973868027
-19.76,26139.6433878813
-19.75,26140.789772769
-19.74,26141.9361576566
-19.73,26143.0825425443
-19.72,26144.228927432
-19.71,26145.3753123197
-19.7,26146.5216972073
-19.69,26147.668082095
-19.68,26148.8144669827
-19.67,26149.9608566521
-19.66,26151.108181321
-19.65,26152.2555059898
-19.64,26153.4028306586
-19.63,26154.5501553275
-19.62,26155.6974799963
-19.61,26156.8448046652
-19.6,26157.992129334
-19.59,26159.1394540028
-19.58,26160.2867786717
-19.57,26161.4344980747
-19.56,26162.5827641696
-19.55,26163.7310302646
-19.54,26164.8792963596
-19.53,26166.0275624546
-19.52,26167.1758285496
-19.51,26168.3240946445
-19.5,26169.4723607395
-19.49,26170.6206268345
-19.48,26171.7688929295
-19.47,26172.9179450761
-19.46,26174.067154245
-19.45,26175.2163634138
-19.44,26176.3655725827
-19.43,26177.5147817516
-19.42,26178.6639909205
-19.41,26179.8132000894
-19.4,26180.9624092583
-19.39,26182.1116184272
-19.38,26183.2610616091
-19.37,26184.4112155025
-19.36,26185.5613693959
-19.35,26186.7115232892
-19.34,26187.8616771826
-19.33,26189.0118310759
-19.32,26190.1619849693
-19.31,26191.3121388626
-19.3,26192.462292756
-19.29,26193.6124466493
-19.28,26194.7632269603
-19.27,26195.9143272315
-19.26,26197.0654275027
-19.25,26198.2165277738
-19.24,26199.367628045
-19.23,26200.5187283162
-19.22,26201.6698285873
-19.21,26202.8209288585
-19.2,26203.9720291297
-19.19,26205.1232015618
-19.18,26206.2752498669
-19.17,26207.4272981721
-19.16,26208.5793464772
-19.15,26209.7313947824
-19.14,26210.8834430875
-19.13,26212.0354913926
-19.12,26213.1875396978
-19.11,26214.3395880029
-19.1,26215.4916363081
-19.09,26216.6441502686
-19.08,26217.7971482667
-19.07,26218.9501462647
-19.06,26220.1031442628
-19.05,26221.2561422609
-19.04,26222.409140259
-19.03,26223.562138257
-19.02,26224.7151362551
-19.01,26225.8681342532
-19,26227.0211322513
-18.99,26228.174990776
-18.98,26229.3289401288
-18.97,26230.4828894816
-18.96,26231.6368388344
-18.95,26232.7907881872
-18.94,26233.94473754
-18.93,26235.0986868928
-18.92,26236.2526362456
-18.91,26237.4065855983
-18.9,26238.5608387102
-18.89,26239.7157410823
-18.88,26240.8706434544
-18.87,26242.0255458265
-18.86,26243.1804481986
-18.85,26244.3353505707
-18.84,26245.4902529428
-18.83,26246.6451553149
-18.82,26247.800057687
-18.81,26248.9549600591
-18.8,26250.1105621583
-18.79,26251.2664192172
-18.78,26252.422276276
-18.77,26253.5781333349
-18.76,26254.7339903937
-18.75,26255.8898474525
-18.74,26257.0457045114
-18.73,26258.2015615702
-18.72,26259.3574186291
-18.71,26260.5134164107
-18.7,26261.6702298266
-18.69,26262.8270432424
-18.68,26263.9838566582
-18.67,26265.1406700741
-18.66,26266.2974834899
-18.65,26267.4542969058
-18.64,26268.6111103216
-18.63,26269.7679237374
-18.62,26270.9247371533
-18.61,26272.0820883596
-18.6,26273.2398598055
-18.59,26274.3976312515
-18.58,26275.5554026974
-18.57,26276.7131741434
-18.56,26277.8709455893
-18.55,26279.0287170352
-18.54,26280.1864884812
-18.53,26281.3442599271
-18.52,26282.502031373
-18.51,26283.6607390659
-18.5,26284.8194702179
-18.49,26285.9782013699
-18.48,26287.1369325219
-18.47,26288.2956636738
-18.46,26289.4543948258
-18.45,26290.6131259778
-18.44,26291.7718571298
-18.43,26292.9305882817
-18.42,26294.0896941446
-18.41,26295.2493866815
-18.4,26296.4090792183
-18.39,26297.5687717551
-18.38,26298.7284642919
-18.37,26299.8881568287
-18.36,26301.0478493655
-18.35,26302.2075419024
-18.34,26303.3672344392
-18.33,26304.526926976
-18.32,26305.6873937868
-18.31,26306.8480493901
-18.3,26308.0087049934
-18.29,26309.1693605967
-18.28,26310.3300162
-18.27,26311.4906718033
-18.26,26312.6513274066
-18.25,26313.8119830099
-18.24,26314.9726386132
-18.23,26316.1335046991
-18.22,26317.2951250534
-18.21,26318.4567454077
-18.2,26319.6183657621
-18.19,26320.7799861164
-18.18,26321.9416064707
-18.17,26323.103226825
-18.16,26324.2648471793
-18.15,26325.4264675337
-18.14,26326.588087888
-18.13,26327.7503193973
-18.12,26328.91290619
-18.11,26330.0754929827
-18.1,26331.2380797754
-18.09,26332.4006665681
-18.08,26333.5632533609
-18.07,26334.7258401536
-18.06,26335.8884269463
-18.05,26337.051013739
-18.04,26338.2136456313
-18.03,26339.3772005527
-18.02,26340.5407554741
-18.01,26341.7043103955
-18,26342.8678653168
-17.99,26344.0314202382
-17.98,26345.1949751596
-17.97,26346.358530081
-17.96,26347.5220850024
-17.95,26348.6856399238
-17.94,26349.8496417293
-17.93,26351.0141664725
-17.92,26352.1786912157
-17.91,26353.3432159589
-17.9,26354.5077407021
-17.89,26355.6722654453
-17.88,26356.8367901885
-17.87,26358.0013149317
-17.86,26359.1658396749
-17.85,26360.3303644181
-17.84,26361.4957392351
-17.83,26362.6612354961
-17.82,26363.8267317572
-17.81,26364.9922280182
-17.8,26366.1577242793
-17.79,26367.3232205403
-17.78,26368.4887168014
-17.77,26369.6542130625
-17.76,26370.8197093235
-17.75,26371.98548704
-17.74,26373.1519565179
-17.73,26374.3184259957
-17.72,26375.4848954735
-17.71,26376.6513649514
-17.7,26377.8178344292
-17.69,26378.9843039071
-17.68,26380.1507733849
-17.67,26381.3172428627
-17.66,26382.4837123406
-17.65,26383.6508675828
-17.64,26384.8183119793
-17.63,26385.9857563758
-17.62,26387.1532007722
-17.61,26388.3206451687
-17.6,26389.4880895651
-17.59,26390.6555339616
-17.58,26391.8229783581
-17.57,26392.9904227545
-17.56,26394.1579820141
-17.55,26395.3264030339
-17.54,26396.4948240537
-17.53,26397.6632450736
-17.52,26398.8316660934
-17.51,26400.0000871132
-17.5,26401.168508133
-17.49,26402.3369291529
-17.48,26403.5053501727
-17.47,26404.6737711925
-17.46,26405.8427125065
-17.45,26407.0121118574
-17.44,26408.1815112082
-17.43,26409.3509105591
-17.42,26410.5203099099
-17.41,26411.6897092607
-17.4,26412.8591086116
-17.39,26414.0285079624
-17.38,26415.1979073133
-17.37,26416.3673066641
-17.36,26417.5376331576
-17.35,26418.7080125501
-17.34,26419.8783919425
-17.33,26421.048771335
-17.32,26422.2191507274
-17.31,26423.3895301199
-17.3,26424.5599095123
-17.29,26425.7302889047
-17.28,26426.9006682972
-17.27,26428.0714013467
-17.26,26429.2427624943
-17.25,26430.4141236418
-17.24,26431.5854847894
-17.23,26432.7568459369
-17.22,26433.9282070845
-17.21,26435.099568232
-17.2,26436.2709293795
-17.19,26437.4422905271
-17.18,26438.6136516746
-17.17,26439.7857744571
-17.16,26440.9581190762
-17.15,26442.1304636952
-17.14,26443.3028083143
-17.13,26444.4751529334
-17.12,26445.6474975525
-17.11,26446.8198421716
-17.1,26447.9921867907
-17.09,26449.1645314098
-17.08,26450.337061876
-17.07,26451.510391686
-17.06,26452.683721496
-17.05,26453.8570513061
-17.04,26455.0303811161
-17.03,26456.2037109261
-17.02,26457.3770407361
-17.01,26458.5503705461
-17,26459.7237003561
-16.99,26460.8970301661
-16.98,26462.0709549332
-16.97,26463.2452716565
-16.96,26464.4195883797
-16.95,26465.593905103
-16.94,26466.7682218262
-16.93,26467.9425385495
-16.92,26469.1168552727
-16.91,26470.291171996
-16.9,26471.4654887193
-16.89,26472.6398223008
-16.88,26473.8151276626
-16.87,26474.9904330244
-16.86,26476.1657383862
-16.85,26477.3410437479
-16.84,26478.5163491097
-16.83,26479.6916544715
-16.82,26480.8669598333
-16.81,26482.0422651951
-16.8,26483.2175705568
-16.79,26484.3933030219
-16.78,26485.5695987504
-16.77,26486.745894479
