"Time","MMSE"
59.64,13.2738126793641
59.65,13.2720798778965
59.66,13.270347076429
59.67,13.2686142749614
59.68,13.2668814734938
59.69,13.2651486720262
59.7,13.2634158705586
59.71,13.2616830690911
59.72,13.2599502676235
59.73,13.2582174661559
59.74,13.2564846646883
59.75,13.2547536085293
59.76,13.2530244340395
59.77,13.2512952595496
59.78,13.2495660850598
59.79,13.2478369105699
59.8,13.2461077360801
59.81,13.2443785615902
59.82,13.2426493871004
59.83,13.2409202126105
59.84,13.2391910381207
59.85,13.2374618636309
59.86,13.235732689141
59.87,13.2340035146512
59.88,13.2322778024903
59.89,13.2305522663623
59.9,13.2288267302342
59.91,13.2271011941062
59.92,13.2253756579781
59.93,13.2236501218501
59.94,13.221924585722
59.95,13.220199049594
59.96,13.218473513466
59.97,13.2167479773379
59.98,13.2150224412099
59.99,13.2132969050818
60,13.211572909224
60.01,13.2098510227379
60.02,13.2081291362519
60.03,13.2064072497658
60.04,13.2046853632797
60.05,13.2029634767936
60.06,13.2012415903076
60.07,13.1995197038215
60.08,13.1977978173354
60.09,13.1960759308494
60.1,13.1943540443633
60.11,13.1926321578772
60.12,13.1909102713911
60.13,13.1891916519982
60.14,13.1874734263302
60.15,13.1857552006623
60.16,13.1840369749943
60.17,13.1823187493263
60.18,13.1806005236584
60.19,13.1788822979904
60.2,13.1771640723224
60.21,13.1754458466545
60.22,13.1737276209865
60.23,13.1720093953185
60.24,13.1702911696506
60.25,13.1685742763815
60.26,13.1668597226036
60.27,13.1651451688256
60.28,13.1634306150477
60.29,13.1617160612698
60.3,13.1600015074919
60.31,13.158286953714
60.32,13.156572399936
60.33,13.1548578461581
60.34,13.1531432923802
60.35,13.1514287386023
60.36,13.1497141848244
60.37,13.1479996310464
60.38,13.1462881461211
60.39,13.1445772752008
60.4,13.1428664042806
60.41,13.1411555333603
60.42,13.13944466244
60.43,13.1377337915198
60.44,13.1360229205995
60.45,13.1343120496792
60.46,13.132601178759
60.47,13.1308903078387
60.48,13.1291794369184
60.49,13.1274685659982
60.5,13.1257588168459
60.51,13.1240516396464
60.52,13.1223444624469
60.53,13.1206372852474
60.54,13.1189301080479
60.55,13.1172229308485
60.56,13.115515753649
60.57,13.1138085764495
60.58,13.11210139925
60.59,13.1103942220505
60.6,13.1086870448511
60.61,13.1069798676516
60.62,13.1052726904521
60.63,13.1035683809331
60.64,13.1018649082129
60.65,13.1001614354927
60.66,13.0984579627726
60.67,13.0967544900524
60.68,13.0950510173323
60.69,13.0933475446121
60.7,13.0916440718919
60.71,13.0899405991718
60.72,13.0882371264516
60.73,13.0865336537315
60.74,13.0848301810113
60.75,13.0831276167425
60.76,13.0814278591555
60.77,13.0797281015684
60.78,13.0780283439814
60.79,13.0763285863944
