"Time","Right.Cerebral.White.Matter"
-2.36,224312.562178679
-2.35,224312.834978872
-2.34,224313.107779066
-2.33,224313.380579259
-2.32,224313.653379453
-2.31,224313.923790025
-2.3,224314.194142616
-2.29,224314.464495208
-2.28,224314.734847799
-2.27,224315.005200391
-2.26,224315.275552982
-2.25,224315.545905573
-2.24,224315.816258165
-2.23,224316.086610756
-2.22,224316.356012073
-2.21,224316.623928726
-2.2,224316.891845379
-2.19,224317.159762033
-2.18,224317.427678686
-2.17,224317.695595339
-2.16,224317.963511992
-2.15,224318.231428646
-2.14,224318.499345299
-2.13,224318.767261952
-2.12,224319.033227803
-2.11,224319.298720264
-2.1,224319.564212724
-2.09,224319.829705184
-2.08,224320.095197645
-2.07,224320.360690105
-2.06,224320.626182566
-2.05,224320.891675026
-2.04,224321.157167486
-2.03,224321.422131812
-2.02,224321.685211904
-2.01,224321.948291995
-2,224322.211372087
-1.99,224322.474452179
-1.98,224322.737532271
-1.97,224323.000612363
-1.96,224323.263692455
-1.95,224323.526772547
-1.94,224323.789852639
-1.93,224324.051412914
-1.92,224324.312092539
-1.91,224324.572772164
-1.9,224324.833451789
-1.89,224325.094131414
-1.88,224325.354811039
-1.87,224325.615490664
-1.86,224325.876170289
-1.85,224326.136849914
-1.84,224326.397416469
-1.83,224326.655707604
-1.82,224326.913998739
-1.81,224327.172289873
-1.8,224327.430581008
-1.79,224327.688872142
-1.78,224327.947163277
-1.77,224328.205454412
-1.76,224328.463745546
-1.75,224328.722036681
-1.74,224328.979230981
-1.73,224329.235145675
-1.72,224329.491060369
-1.71,224329.746975063
-1.7,224330.002889757
-1.69,224330.25880445
-1.68,224330.514719144
-1.67,224330.770633838
-1.66,224331.026548532
-1.65,224331.282463226
-1.64,224331.536307365
-1.63,224331.789857739
-1.62,224332.043408112
-1.61,224332.296958486
-1.6,224332.55050886
-1.59,224332.804059233
-1.58,224333.057609607
-1.57,224333.311159981
-1.56,224333.564710354
-1.55,224333.817578713
-1.54,224334.068776956
-1.53,224334.319975199
-1.52,224334.571173441
-1.51,224334.822371684
-1.5,224335.073569927
-1.49,224335.32476817
-1.48,224335.575966413
-1.47,224335.827164656
-1.46,224336.078362899
-1.45,224336.327913491
-1.44,224336.57677186
-1.43,224336.825630228
-1.42,224337.074488597
-1.41,224337.323346965
-1.4,224337.572205334
-1.39,224337.821063702
-1.38,224338.06992207
-1.37,224338.318780439
-1.36,224338.567363301
-1.35,224338.813894116
-1.34,224339.060424931
-1.33,224339.306955746
-1.32,224339.553486561
-1.31,224339.800017376
-1.3,224340.046548192
-1.29,224340.293079007
-1.28,224340.539609822
-1.27,224340.786140637
-1.26,224341.031438455
-1.25,224341.275654101
-1.24,224341.519869747
-1.23,224341.764085393
-1.22,224342.008301038
-1.21,224342.252516684
-1.2,224342.49673233
-1.19,224342.740947976
-1.18,224342.985163622
-1.17,224343.229379268
-1.16,224343.471414742
-1.15,224343.713327664
-1.14,224343.955240585
-1.13,224344.197153506
-1.12,224344.439066428
-1.11,224344.680979349
-1.1,224344.92289227
-1.09,224345.164805192
-1.08,224345.406718113
-1.07,224345.6478043
-1.06,224345.887427
-1.05,224346.1270497
-1.04,224346.366672401
-1.03,224346.606295101
-1.02,224346.845917801
-1.01,224347.085540502
-1,224347.325163202
-0.990000000000002,224347.564785902
-0.979999999999997,224347.804408603
-0.969999999999999,224348.042265683
-0.960000000000001,224348.279610723
-0.950000000000003,224348.516955762
-0.939999999999998,224348.754300802
-0.93,224348.991645842
-0.920000000000002,224349.228990882
-0.909999999999997,224349.466335922
-0.899999999999999,224349.703680961
-0.890000000000001,224349.941026001
-0.880000000000003,224350.177942051
-0.869999999999997,224350.413022045
-0.859999999999999,224350.64810204
-0.850000000000001,224350.883182034
-0.839999999999996,224351.118262029
-0.829999999999998,224351.353342023
-0.82,224351.588422017
-0.810000000000002,224351.823502012
-0.799999999999997,224352.058582006
-0.789999999999999,224352.293662001
-0.780000000000001,224352.527382457
-0.769999999999996,224352.760210074
-0.759999999999998,224352.993037692
-0.75,224353.225865309
-0.740000000000002,224353.458692926
-0.729999999999997,224353.691520543
-0.719999999999999,224353.924348161
-0.710000000000001,224354.157175778
-0.700000000000003,224354.390003395
-0.689999999999998,224354.62279113
-0.68,224354.853379089
-0.670000000000002,224355.083967048
-0.659999999999997,224355.314555008
-0.649999999999999,224355.545142967
-0.640000000000001,224355.775730926
-0.630000000000003,224356.006318885
-0.619999999999997,224356.236906844
-0.609999999999999,224356.467494803
-0.600000000000001,224356.698082762
-0.589999999999996,224356.927708676
-0.579999999999998,224357.156069745
-0.57,224357.384430814
-0.560000000000002,224357.612791882
-0.549999999999997,224357.841152951
-0.539999999999999,224358.06951402
-0.530000000000001,224358.297875089
-0.519999999999996,224358.526236158
-0.509999999999998,224358.754597227
-0.5,224358.982958296
-0.490000000000002,224359.209445773
-0.479999999999997,224359.435592767
-0.469999999999999,224359.66173976
-0.460000000000001,224359.887886754
-0.450000000000003,224360.114033748
-0.439999999999998,224360.340180741
-0.43,224360.566327735
-0.420000000000002,224360.792474729
-0.409999999999997,224361.018621722
-0.399999999999999,224361.244195466
-0.390000000000001,224361.468141245
-0.380000000000003,224361.692087023
-0.369999999999997,224361.916032802
-0.359999999999999,224362.13997858
-0.350000000000001,224362.363924359
-0.339999999999996,224362.587870138
-0.329999999999998,224362.811815916
-0.32,224363.035761695
-0.310000000000002,224363.259707473
-0.299999999999997,224363.482176951
-0.289999999999999,224363.703934418
-0.280000000000001,224363.925691885
-0.269999999999996,224364.147449352
-0.259999999999998,224364.369206818
-0.25,224364.590964285
-0.240000000000002,224364.812721752
-0.229999999999997,224365.034479218
-0.219999999999999,224365.256236685
-0.210000000000001,224365.477800902
-0.200000000000003,224365.697383002
-0.189999999999998,224365.916965101
-0.18,224366.136547201
-0.170000000000002,224366.3561293
-0.159999999999997,224366.5757114
-0.149999999999999,224366.795293499
-0.140000000000001,224367.014875599
-0.130000000000003,224367.234457698
-0.119999999999997,224367.454039798
-0.109999999999999,224367.672534129
-0.100000000000001,224367.889953846
-0.0899999999999963,224368.107373562
-0.0799999999999983,224368.324793278
-0.0700000000000003,224368.542212994
-0.0600000000000023,224368.75963271
-0.0499999999999972,224368.977052427
-0.0399999999999991,224369.194472143
-0.0300000000000011,224369.411891859
-0.019999999999996,224369.629311575
-0.00999999999999801,224369.844759796
0,224370.060030151
0.00999999999999801,224370.275300505
0.0200000000000031,224370.49057086
0.0300000000000011,224370.705841214
0.0399999999999991,224370.921111569
0.0499999999999972,224371.136381923
0.0600000000000023,224371.351652277
0.0700000000000003,224371.566922632
0.0799999999999983,224371.781484903
0.0900000000000034,224371.994618953
0.100000000000001,224372.207753002
0.109999999999999,224372.420887052
0.119999999999997,224372.634021102
0.130000000000003,224372.847155152
0.140000000000001,224373.060289202
0.149999999999999,224373.273423251
0.160000000000004,224373.486557301
0.170000000000002,224373.699691351
0.18,224373.911242209
0.189999999999998,224374.122253045
0.200000000000003,224374.333263881
0.210000000000001,224374.544274717
0.219999999999999,224374.755285553
0.230000000000004,224374.966296389
0.240000000000002,224375.177307226
0.25,224375.388318062
0.259999999999998,224375.599328898
0.270000000000003,224375.810002407
0.280000000000001,224376.018903152
0.289999999999999,224376.227803897
0.299999999999997,224376.436704643
0.310000000000002,224376.645605388
0.32,224376.854506133
0.329999999999998,224377.063406878
0.340000000000003,224377.272307624
0.350000000000001,224377.481208369
0.359999999999999,224377.690109114
0.369999999999997,224377.897806072
0.380000000000003,224378.104609879
0.390000000000001,224378.311413687
0.399999999999999,224378.518217494
0.410000000000004,224378.725021302
0.420000000000002,224378.931825109
0.43,224379.138628917
0.439999999999998,224379.345432724
0.450000000000003,224379.552236532
0.460000000000001,224379.759040339
0.469999999999999,224379.963784822
0.480000000000004,224380.168504873
0.490000000000002,224380.373224925
0.5,224380.577944976
0.509999999999998,224380.782665027
0.520000000000003,224380.987385078
0.530000000000001,224381.192105129
0.539999999999999,224381.39682518
0.549999999999997,224381.601545231
0.560000000000002,224381.805431927
0.57,224382.008081429
0.579999999999998,224382.210730932
0.590000000000003,224382.413380435
0.600000000000001,224382.616029937
0.609999999999999,224382.81867944
0.619999999999997,224383.021328943
0.630000000000003,224383.223978445
0.640000000000001,224383.426627948
0.649999999999999,224383.629277451
0.660000000000004,224383.830246772
0.670000000000002,224384.030838959
0.68,224384.231431146
0.689999999999998,224384.432023332
0.700000000000003,224384.632615519
0.710000000000001,224384.833207706
0.719999999999999,224385.033799893
0.730000000000004,224385.23439208
0.740000000000002,224385.434984267
0.75,224385.635104496
0.759999999999998,224385.833652623
0.770000000000003,224386.03220075
0.780000000000001,224386.230748877
0.789999999999999,224386.429297003
0.799999999999997,224386.62784513
0.810000000000002,224386.826393257
0.82,224387.024941383
0.829999999999998,224387.22348951
0.840000000000003,224387.422037637
0.850000000000001,224387.61927571
0.859999999999999,224387.815793054
0.869999999999997,224388.012310397
0.880000000000003,224388.20882774
0.890000000000001,224388.405345084
0.899999999999999,224388.601862427
0.910000000000004,224388.798379771
0.920000000000002,224388.994897114
0.93,224389.191414457
0.939999999999998,224389.387812157
0.950000000000003,224389.582312014
0.960000000000001,224389.77681187
0.969999999999999,224389.971311727
0.980000000000004,224390.165811583
0.990000000000002,224390.36031144
1,224390.554811296
1.01,224390.749311153
1.02,224390.943811009
1.03,224391.138310866
1.04,224391.331861729
1.05,224391.524357412
1.06,224391.716853096
1.07,224391.90934878
1.08,224392.101844463
1.09,224392.294340147
1.1,224392.486835831
1.11,224392.679331514
1.12,224392.871827198
1.13,224393.064322882
1.14,224393.255051265
1.15,224393.445556106
1.16,224393.636060947
1.17,224393.826565789
1.18,224394.01707063
1.19,224394.207575471
1.2,224394.398080312
1.21,224394.588585153
1.22,224394.779089994
1.23,224394.968997788
1.24,224395.157525131
1.25,224395.346052474
1.26,224395.534579817
1.27,224395.72310716
1.28,224395.911634503
1.29,224396.100161846
1.3,224396.288689189
1.31,224396.477216532
1.32,224396.665743875
1.33,224396.852864646
1.34,224397.039427848
1.35,224397.22599105
1.36,224397.412554252
1.37,224397.599117454
1.38,224397.785680656
1.39,224397.972243858
1.4,224398.15880706
1.41,224398.345370262
1.42,224398.531679217
1.43,224398.716291647
1.44,224398.900904076
1.45,224399.085516505
1.46,224399.270128935
1.47,224399.454741364
1.48,224399.639353794
1.49,224399.823966223
1.5,224400.008578653
1.51,224400.193191082
1.52,224400.376748528
1.53,224400.559423562
1.54,224400.742098596
1.55,224400.924773631
1.56,224401.107448665
1.57,224401.2901237
1.58,224401.472798734
1.59,224401.655473768
1.6,224401.838148803
1.61,224402.020823837
1.62,224402.201654241
1.63,224402.382405266
1.64,224402.56315629
1.65,224402.743907315
1.66,224402.924658339
1.67,224403.105409364
1.68,224403.286160389
1.69,224403.466911413
1.7,224403.647662438
1.71,224403.827700901
1.72,224404.006541307
1.73,224404.185381713
1.74,224404.36422212
1.75,224404.543062526
1.76,224404.721902932
1.77,224404.900743339
1.78,224405.079583745
1.79,224405.258424152
1.8,224405.437264558
1.81,224405.614611558
1.82,224405.791554742
1.83,224405.968497926
1.84,224406.14544111
1.85,224406.322384294
1.86,224406.499327478
1.87,224406.676270662
1.88,224406.853213846
1.89,224407.030157031
1.9,224407.206720888
1.91,224407.381780249
1.92,224407.55683961
1.93,224407.73189897
1.94,224407.906958331
1.95,224408.082017692
1.96,224408.257077052
1.97,224408.432136413
1.98,224408.607195774
1.99,224408.782255134
2,224408.956163127
2.01,224409.129352065
2.02,224409.302541002
2.03,224409.47572994
2.04,224409.648918878
2.05,224409.822107815
2.06,224409.995296753
2.07,224410.16848569
2.08,224410.341674628
2.09,224410.51480828
2.1,224410.686140194
2.11,224410.857472109
2.12,224411.028804023
2.13,224411.200135938
2.14,224411.371467852
2.15,224411.542799767
2.16,224411.714131682
2.17,224411.885463596
2.18,224412.056795511
2.19,224412.227308899
2.2,224412.396797188
2.21,224412.566285478
2.22,224412.735773768
2.23,224412.905262058
2.24,224413.074750348
2.25,224413.244238638
2.26,224413.413726928
2.27,224413.583215218
2.28,224413.752703507
2.29,224413.920621127
2.3,224414.088279187
2.31,224414.255937247
2.32,224414.423595308
2.33,224414.591253368
2.34,224414.758911428
2.35,224414.926569489
2.36,224415.094227549
2.37,224415.261885609
2.38,224415.429048784
2.39,224415.594890005
2.4,224415.760731227
2.41,224415.926572448
2.42,224416.092413669
2.43,224416.25825489
2.44,224416.424096111
2.45,224416.589937333
2.46,224416.755778554
2.47,224416.921619775
2.48,224417.086222755
2.49,224417.250260522
2.5,224417.414298288
2.51,224417.578336054
2.52,224417.74237382
2.53,224417.906411587
2.54,224418.070449353
2.55,224418.234487119
2.56,224418.398524885
2.57,224418.562382213
2.58,224418.7246299
2.59,224418.886877588
2.6,224419.049125276
2.61,224419.211372964
2.62,224419.373620651
2.63,224419.535868339
2.64,224419.698116027
2.65,224419.860363715
2.66,224420.022611402
2.67,224420.183944075
2.68,224420.344415052
2.69,224420.504886028
2.7,224420.665357005
2.71,224420.825827981
2.72,224420.986298958
2.73,224421.146769935
2.74,224421.307240911
2.75,224421.467711888
2.76,224421.628182865
2.77,224421.787015314
2.78,224421.945722936
2.79,224422.104430558
2.8,224422.26313818
2.81,224422.421845802
2.82,224422.580553425
2.83,224422.739261047
2.84,224422.897968669
2.85,224423.056676291
2.86,224423.214782932
2.87,224423.371740545
2.88,224423.528698157
2.89,224423.68565577
2.9,224423.842613383
2.91,224423.999570995
2.92,224424.156528608
2.93,224424.313486221
2.94,224424.470443833
2.95,224424.627401446
2.96,224424.783043313
2.97,224424.938264248
2.98,224425.093485182
2.99,224425.248706116
3,224425.403927051
3.01,224425.559147985
3.02,224425.71436892
3.03,224425.869589854
3.04,224426.024810789
3.05,224426.179735602
3.06,224426.333233175
3.07,224426.486730748
3.08,224426.640228321
3.09,224426.793725894
3.1,224426.947223467
3.11,224427.10072104
3.12,224427.254218613
3.13,224427.407716186
3.14,224427.561213759
3.15,224427.713709179
3.16,224427.865496691
3.17,224428.017284203
3.18,224428.169071715
3.19,224428.320859227
3.2,224428.472646739
3.21,224428.624434251
3.22,224428.776221762
3.23,224428.928009274
3.24,224429.079796381
3.25,224429.229887115
3.26,224429.379977849
3.27,224429.530068583
3.28,224429.680159316
3.29,224429.83025005
3.3,224429.980340784
3.31,224430.130431518
3.32,224430.280522252
3.33,224430.430612986
3.34,224430.580005997
3.35,224430.728413217
3.36,224430.876820437
3.37,224431.025227657
3.38,224431.173634877
3.39,224431.322042097
3.4,224431.470449317
3.41,224431.618856537
3.42,224431.767263758
3.43,224431.915670978
3.44,224432.062694128
3.45,224432.209431079
3.46,224432.356168029
3.47,224432.50290498
3.48,224432.64964193
3.49,224432.796378881
3.5,224432.943115831
3.51,224433.089852782
3.52,224433.236589732
3.53,224433.382924259
3.54,224433.528004162
3.55,224433.673084066
3.56,224433.818163969
3.57,224433.963243873
3.58,224434.108323776
3.59,224434.25340368
3.6,224434.398483583
3.61,224434.543563487
3.62,224434.68864339
3.63,224434.832643185
3.64,224434.976079242
3.65,224435.119515298
3.66,224435.262951355
3.67,224435.406387412
3.68,224435.549823468
3.69,224435.693259525
3.7,224435.836695581
3.71,224435.980131638
3.72,224436.123451481
3.73,224436.265256867
3.74,224436.407062253
3.75,224436.548867638
3.76,224436.690673024
3.77,224436.83247841
3.78,224436.974283796
3.79,224437.116089181
3.8,224437.257894567
3.81,224437.399699953
3.82,224437.540720077
3.83,224437.680907942
3.84,224437.821095808
3.85,224437.961283674
3.86,224438.10147154
3.87,224438.241659406
3.88,224438.381847272
3.89,224438.522035137
3.9,224438.662223003
3.91,224438.802410869
3.92,224438.941155295
3.93,224439.079738765
3.94,224439.218322236
3.95,224439.356905706
3.96,224439.495489177
3.97,224439.634072647
3.98,224439.772656118
3.99,224439.911239588
4,224440.049823059
4.01,224440.187907046
4.02,224440.324899218
4.03,224440.46189139
4.04,224440.598883562
4.05,224440.735875734
4.06,224440.872867906
4.07,224441.009860078
4.08,224441.14685225
4.09,224441.283844422
4.1,224441.420836594
4.11,224441.556679673
4.12,224441.692093614
4.13,224441.827507556
4.14,224441.962921498
4.15,224442.098335439
4.16,224442.233749381
4.17,224442.369163323
4.18,224442.504577265
4.19,224442.639991206
4.2,224442.775182428
4.21,224442.909031178
4.22,224443.042879927
4.23,224443.176728677
4.24,224443.310577427
4.25,224443.444426176
4.26,224443.578274926
4.27,224443.712123675
4.28,224443.845972425
4.29,224443.979821175
4.3,224444.112806132
4.31,224444.245102696
4.32,224444.377399261
4.33,224444.509695825
4.34,224444.64199239
4.35,224444.774288954
4.36,224444.906585519
4.37,224445.038882084
4.38,224445.171178648
4.39,224445.303475213
4.4,224445.434277656
4.41,224445.56503501
4.42,224445.695792365
4.43,224445.826549719
4.44,224445.957307073
4.45,224446.088064428
4.46,224446.218821782
4.47,224446.349579137
4.48,224446.480336491
4.49,224446.610506366
4.5,224446.739737452
4.51,224446.868968537
4.52,224446.998199623
4.53,224447.127430709
4.54,224447.256661795
4.55,224447.385892881
4.56,224447.515123966
4.57,224447.644355052
4.58,224447.773586138
4.59,224447.901607869
4.6,224448.029325594
4.61,224448.157043318
4.62,224448.284761042
4.63,224448.412478766
4.64,224448.540196491
4.65,224448.667914215
4.66,224448.795631939
4.67,224448.923349663
4.68,224449.050747298
4.69,224449.176964532
4.7,224449.303181766
4.71,224449.429399001
4.72,224449.555616235
4.73,224449.681833469
4.74,224449.808050703
4.75,224449.934267938
4.76,224450.060485172
4.77,224450.186702406
4.78,224450.311986093
4.79,224450.436715673
4.8,224450.561445252
4.81,224450.686174831
4.82,224450.810904411
4.83,224450.93563399
4.84,224451.060363569
4.85,224451.185093149
4.86,224451.309822728
4.87,224451.434490754
4.88,224451.557745476
4.89,224451.681000198
4.9,224451.804254919
4.91,224451.927509641
4.92,224452.050764363
4.93,224452.174019085
4.94,224452.297273806
4.95,224452.420528528
4.96,224452.54378325
4.97,224452.666371341
4.98,224452.788163964
4.99,224452.909956587
5,224453.03174921
5.01,224453.153541833
5.02,224453.275334456
5.03,224453.397127079
5.04,224453.518919702
5.05,224453.640712325
5.06,224453.762504948
5.07,224453.883036398
5.08,224454.003379641
5.09,224454.123722884
5.1,224454.244066128
5.11,224454.364409371
5.12,224454.484752614
5.13,224454.605095857
5.14,224454.7254391
5.15,224454.845782344
5.16,224454.965717058
5.17,224455.0846236
5.18,224455.203530142
5.19,224455.322436684
5.2,224455.441343226
5.21,224455.560249768
5.22,224455.67915631
5.23,224455.798062852
5.24,224455.916969394
5.25,224456.035875935
5.26,224456.153787686
5.27,224456.271270164
5.28,224456.388752642
5.29,224456.506235119
5.3,224456.623717597
5.31,224456.741200074
5.32,224456.858682552
5.33,224456.97616503
5.34,224457.093647507
5.35,224457.210970823
5.36,224457.32704183
5.37,224457.443112838
5.38,224457.559183846
5.39,224457.675254853
5.4,224457.791325861
5.41,224457.907396868
5.42,224458.023467876
5.43,224458.139538884
5.44,224458.255609891
5.45,224458.370943712
5.46,224458.4856158
5.47,224458.600287889
5.48,224458.714959977
5.49,224458.829632066
5.5,224458.944304154
5.51,224459.058976242
5.52,224459.173648331
5.53,224459.288320419
5.54,224459.402992508
5.55,224459.51635974
5.56,224459.629645416
5.57,224459.742931091
5.58,224459.856216767
5.59,224459.969502443
5.6,224460.082788119
5.61,224460.196073794
5.62,224460.30935947
5.63,224460.422645146
5.64,224460.535442546
5.65,224460.647354271
5.66,224460.759265995
5.67,224460.871177719
5.68,224460.983089443
5.69,224461.095001168
5.7,224461.206912892
5.71,224461.318824616
5.72,224461.43073634
5.73,224461.542648065
5.74,224461.65351197
5.75,224461.764062157
5.76,224461.874612345
5.77,224461.985162533
5.78,224462.09571272
5.79,224462.206262908
5.8,224462.316813096
5.81,224462.427363284
5.82,224462.537913471
5.83,224462.648215693
5.84,224462.757416713
5.85,224462.866617732
5.86,224462.975818751
5.87,224463.08501977
5.88,224463.194220789
5.89,224463.303421808
5.9,224463.412622828
5.91,224463.521823847
5.92,224463.631024866
5.93,224463.739426454
5.94,224463.847290624
5.95,224463.955154795
5.96,224464.063018966
5.97,224464.170883137
5.98,224464.278747307
5.99,224464.386611478
6,224464.494475649
6.01,224464.60233982
6.02,224464.710187827
6.03,224464.816727421
6.04,224464.923267014
6.05,224465.029806608
6.06,224465.136346202
6.07,224465.242885795
6.08,224465.349425389
6.09,224465.455964983
6.1,224465.562504576
6.11,224465.66904417
6.12,224465.775024164
6.13,224465.880251403
6.14,224465.985478641
6.15,224466.09070588
6.16,224466.195933118
6.17,224466.301160357
6.18,224466.406387595
6.19,224466.511614834
6.2,224466.616842072
6.21,224466.722069311
6.22,224466.826203597
6.23,224466.930130652
6.24,224467.034057707
6.25,224467.137984761
6.26,224467.241911816
6.27,224467.345838871
6.28,224467.449765926
6.29,224467.553692981
6.3,224467.657620036
6.31,224467.761218867
6.32,224467.863857859
6.33,224467.96649685
6.34,224468.069135842
6.35,224468.171774834
6.36,224468.274413826
6.37,224468.377052818
6.38,224468.479691809
6.39,224468.582330801
6.4,224468.684969793
6.41,224468.786755112
6.42,224468.888118109
6.43,224468.989481107
6.44,224469.090844104
6.45,224469.192207101
6.46,224469.293570099
6.47,224469.394933096
6.48,224469.496296093
6.49,224469.597659091
6.5,224469.698916886
6.51,224469.799015905
6.52,224469.899114924
6.53,224469.999213943
6.54,224470.099312962
6.55,224470.199411981
6.56,224470.299511
6.57,224470.399610019
6.58,224470.499709038
6.59,224470.599808056
6.6,224470.699284277
6.61,224470.79813128
6.62,224470.896978284
6.63,224470.995825287
6.64,224471.094672291
6.65,224471.193519294
6.66,224471.292366297
6.67,224471.391213301
6.68,224471.490060304
6.69,224471.588907307
6.7,224471.686623777
6.71,224471.784230674
6.72,224471.88183757
6.73,224471.979444467
6.74,224472.077051363
6.75,224472.17465826
6.76,224472.272265157
6.77,224472.369872053
6.78,224472.46747895
6.79,224472.564685623
6.8,224472.661064267
6.81,224472.757442911
6.82,224472.853821555
6.83,224472.950200198
6.84,224473.046578842
6.85,224473.142957486
6.86,224473.23933613
6.87,224473.335714774
6.88,224473.432093418
6.89,224473.527571821
6.9,224473.622734011
6.91,224473.717896201
6.92,224473.813058391
6.93,224473.908220581
6.94,224474.003382771
6.95,224474.098544961
6.96,224474.193707151
6.97,224474.288869341
6.98,224474.383845693
6.99,224474.477803171
7,224474.57176065
7.01,224474.665718129
7.02,224474.759675608
7.03,224474.853633087
7.04,224474.947590565
7.05,224475.041548044
7.06,224475.135505523
7.07,224475.229463002
7.08,224475.322742287
7.09,224475.415506741
7.1,224475.508271195
7.11,224475.601035648
7.12,224475.693800102
7.13,224475.786564555
7.14,224475.879329009
7.15,224475.972093463
7.16,224476.064857916
7.17,224476.15762237
7.18,224476.2492259
7.19,224476.340808957
7.2,224476.432392015
7.21,224476.523975072
7.22,224476.615558129
7.23,224476.707141187
7.24,224476.798724244
7.25,224476.890307301
7.26,224476.981890358
7.27,224477.07300914
7.28,224477.163422372
7.29,224477.253835604
7.3,224477.344248836
7.31,224477.434662067
7.32,224477.525075299
7.33,224477.615488531
7.34,224477.705901763
7.35,224477.796314995
7.36,224477.886728227
7.37,224477.976201972
7.38,224478.065456891
7.39,224478.15471181
7.4,224478.243966729
7.41,224478.333221648
7.42,224478.422476567
7.43,224478.511731486
7.44,224478.600986405
7.45,224478.690241324
7.46,224478.77923787
7.47,224478.867345929
7.48,224478.955453988
7.49,224479.043562048
7.5,224479.131670107
7.51,224479.219778167
7.52,224479.307886226
7.53,224479.395994286
7.54,224479.484102345
7.55,224479.572210405
7.56,224479.659592342
7.57,224479.746564935
7.58,224479.833537529
7.59,224479.920510123
7.6,224480.007482717
7.61,224480.094455311
7.62,224480.181427904
7.63,224480.268400498
7.64,224480.355373092
7.65,224480.442285321
7.66,224480.528133783
7.67,224480.613982245
7.68,224480.699830707
7.69,224480.785679169
7.7,224480.871527631
7.71,224480.957376093
7.72,224481.043224554
7.73,224481.129073016
7.74,224481.214921478
7.75,224481.300249228
7.76,224481.384984831
7.77,224481.469720434
7.78,224481.554456037
7.79,224481.63919164
7.8,224481.723927243
7.81,224481.808662846
7.82,224481.893398449
7.83,224481.978134053
7.84,224482.062869656
7.85,224482.146633485
7.86,224482.230267441
7.87,224482.313901397
7.88,224482.397535353
7.89,224482.481169309
7.9,224482.564803265
7.91,224482.648437221
7.92,224482.732071177
7.93,224482.815705133
7.94,224482.899015958
7.95,224482.981559417
7.96,224483.064102877
7.97,224483.146646336
7.98,224483.229189796
7.99,224483.311733255
8,224483.394276714
8.01,224483.476820174
8.02,224483.559363633
8.03,224483.641907093
8.04,224483.723683609
8.05,224483.80514766
8.06,224483.886611711
8.07,224483.968075762
8.08,224484.049539813
8.09,224484.131003864
8.1,224484.212467915
8.11,224484.293931965
8.12,224484.375396016
8.13,224484.456726811
8.14,224484.537122479
8.15,224484.617518147
8.16,224484.697913815
8.17,224484.778309483
8.18,224484.858705151
8.19,224484.939100819
8.2,224485.019496487
8.21,224485.099892155
8.22,224485.180287823
8.23,224485.260113612
8.24,224485.33945186
8.25,224485.418790107
8.26,224485.498128355
8.27,224485.577466602
8.28,224485.65680485
8.29,224485.736143098
8.3,224485.815481345
8.31,224485.894819593
8.32,224485.97415784
8.33,224486.052498608
8.34,224486.130790335
8.35,224486.209082061
8.36,224486.287373787
8.37,224486.365665513
8.38,224486.44395724
8.39,224486.522248966
8.4,224486.600540692
8.41,224486.678832419
8.42,224486.756743692
8.43,224486.833999732
8.44,224486.911255772
8.45,224486.988511813
8.46,224487.065767853
8.47,224487.143023893
8.48,224487.220279933
8.49,224487.297535974
8.5,224487.374792014
8.51,224487.452048054
8.52,224487.528503072
8.53,224487.604734198
8.54,224487.680965323
8.55,224487.757196448
8.56,224487.833427573
8.57,224487.909658699
8.58,224487.985889824
8.59,224488.062120949
8.6,224488.138352074
8.61,224488.214384663
8.62,224488.289601579
8.63,224488.364818496
8.64,224488.440035412
8.65,224488.515252329
8.66,224488.590469245
8.67,224488.665686162
8.68,224488.740903078
8.69,224488.816119995
8.7,224488.891336911
8.71,224488.965941691
8.72,224489.04015504
8.73,224489.114368389
8.74,224489.188581738
8.75,224489.262795087
8.76,224489.337008436
8.77,224489.411221785
8.78,224489.485435135
8.79,224489.559648484
8.8,224489.633837836
8.81,224489.707058193
8.82,224489.780278551
8.83,224489.853498909
8.84,224489.926719266
8.85,224489.999939624
8.86,224490.073159982
8.87,224490.14638034
8.88,224490.219600697
8.89,224490.292821055
8.9,224490.36561072
8.91,224490.437848597
8.92,224490.510086473
8.93,224490.58232435
8.94,224490.654562227
8.95,224490.726800103
8.96,224490.79903798
8.97,224490.871275856
8.98,224490.943513733
8.99,224491.01575161
9,224491.087160749
9.01,224491.158426589
9.02,224491.229692428
9.03,224491.300958268
9.04,224491.372224108
9.05,224491.443489948
9.06,224491.514755787
9.07,224491.586021627
9.08,224491.657287467
9.09,224491.728296752
9.1,224491.798600932
9.11,224491.868905113
9.12,224491.939209294
9.13,224492.009513475
9.14,224492.079817655
9.15,224492.150121836
9.16,224492.220426017
9.17,224492.290730198
9.18,224492.361034378
9.19,224492.430690702
9.2,224492.500043535
9.21,224492.569396368
9.22,224492.638749201
9.23,224492.708102034
9.24,224492.777454867
9.25,224492.8468077
9.26,224492.916160533
9.27,224492.985513366
9.28,224493.054776611
9.29,224493.123188341
9.3,224493.191600071
9.31,224493.260011801
9.32,224493.328423531
9.33,224493.39683526
9.34,224493.46524699
9.35,224493.53365872
9.36,224493.60207045
9.37,224493.67048218
9.38,224493.738419695
9.39,224493.805900499
9.4,224493.873381303
9.41,224493.940862106
9.42,224494.00834291
9.43,224494.075823714
9.44,224494.143304518
9.45,224494.210785322
9.46,224494.278266125
9.47,224494.345746929
9.48,224494.412377261
