"Time","Right.Cerebral.White.Matter"
-31.12,222540.042285452
-31.11,222540.760955216
-31.1,222541.47962498
-31.09,222542.198294744
-31.08,222542.916964508
-31.07,222543.636928281
-31.06,222544.357408823
-31.05,222545.077889364
-31.04,222545.798369905
-31.03,222546.518850446
-31.02,222547.239330988
-31.01,222547.959811529
-31,222548.68029207
-30.99,222549.400772611
-30.98,222550.121483431
-30.97,222550.843751555
-30.96,222551.566019678
-30.95,222552.288287802
-30.94,222553.010555925
-30.93,222553.732824049
-30.92,222554.455092172
-30.91,222555.177360296
-30.9,222555.899628419
-30.89,222556.621896543
-30.88,222557.34512267
-30.87,222558.069154986
-30.86,222558.793187302
-30.85,222559.517219618
-30.84,222560.241251933
-30.83,222560.965284249
-30.82,222561.689316565
-30.81,222562.413348881
-30.8,222563.137381196
-30.79,222563.861413512
-30.78,222564.587111995
-30.77,222565.31288492
-30.76,222566.038657845
-30.75,222566.76443077
-30.74,222567.490203695
-30.73,222568.21597662
-30.72,222568.941749545
-30.71,222569.667522469
-30.7,222570.393295394
-30.69,222571.119706017
-30.68,222571.847195778
-30.67,222572.574685538
-30.66,222573.302175298
-30.65,222574.029665059
-30.64,222574.757154819
-30.63,222575.484644579
-30.62,222576.21213434
-30.61,222576.9396241
-30.6,222577.66711386
-30.59,222578.395933616
-30.58,222579.12511625
-30.57,222579.854298884
-30.56,222580.583481518
-30.55,222581.312664151
-30.54,222582.041846785
-30.53,222582.771029419
-30.52,222583.500212053
-30.51,222584.229394686
-30.5,222584.958910814
-30.49,222585.689762173
-30.48,222586.420613533
-30.47,222587.151464892
-30.46,222587.882316251
-30.45,222588.61316761
-30.44,222589.344018969
-30.43,222590.074870328
-30.42,222590.805721688
-30.41,222591.536573047
-30.4,222592.268434154
-30.39,222593.000929907
-30.38,222593.73342566
-30.37,222594.465921413
-30.36,222595.198417166
-30.35,222595.930912919
-30.34,222596.663408671
-30.33,222597.395904424
-30.32,222598.128400177
-30.31,222598.860941709
-30.3,222599.595057343
-30.29,222600.329172976
-30.28,222601.06328861
-30.27,222601.797404243
-30.26,222602.531519877
-30.25,222603.26563551
-30.24,222603.999751144
-30.23,222604.733866777
-30.22,222605.467982411
-30.21,222606.202803862
-30.2,222606.938514685
-30.19,222607.674225507
-30.18,222608.409936329
-30.17,222609.145647152
-30.16,222609.881357974
-30.15,222610.617068797
-30.14,222611.352779619
-30.13,222612.088490441
-30.12,222612.824201264
-30.11,222613.561257336
-30.1,222614.298538479
-30.09,222615.035819622
-30.08,222615.773100765
-30.07,222616.510381908
-30.06,222617.247663051
-30.05,222617.984944194
-30.04,222618.722225337
-30.03,222619.45950648
-30.02,222620.197206205
-30.01,222620.936032627
-30,222621.674859048
-29.99,222622.41368547
-29.98,222623.152511891
-29.97,222623.891338313
-29.96,222624.630164734
-29.95,222625.368991156
-29.94,222626.107817578
-29.93,222626.846643999
-29.92,222627.586511792
-29.91,222628.326858278
-29.9,222629.067204765
-29.89,222629.807551252
-29.88,222630.547897738
-29.87,222631.288244225
-29.86,222632.028590711
-29.85,222632.768937198
-29.84,222633.509283684
-29.83,222634.249778577
-29.82,222634.991619746
-29.81,222635.733460915
-29.8,222636.475302084
-29.79,222637.217143253
-29.78,222637.958984423
-29.77,222638.700825592
-29.76,222639.442666761
-29.75,222640.18450793
-29.74,222640.926349099
-29.73,222641.668944661
-29.72,222642.412254965
-29.71,222643.155565268
-29.7,222643.898875571
-29.69,222644.642185874
-29.68,222645.385496178
-29.67,222646.128806481
-29.66,222646.872116784
-29.65,222647.615427088
-29.64,222648.358737391
-29.63,222649.103386757
-29.62,222649.848140482
-29.61,222650.592894208
-29.6,222651.337647933
-29.59,222652.082401658
-29.58,222652.827155383
-29.57,222653.571909108
-29.56,222654.316662834
-29.55,222655.061416559
-29.54,222655.806654952
-29.53,222656.552826226
-29.52,222657.2989975
-29.51,222658.045168774
-29.5,222658.791340048
-29.49,222659.537511322
-29.48,222660.283682596
-29.47,222661.02985387
-29.46,222661.776025144
-29.45,222662.522196418
-29.44,222663.269419834
-29.43,222664.016982625
-29.42,222664.764545416
-29.41,222665.512108207
-29.4,222666.259670998
-29.39,222667.00723379
-29.38,222667.754796581
-29.37,222668.502359372
-29.36,222669.249922163
-29.35,222669.997717494
-29.34,222670.746645615
-29.33,222671.495573736
-29.32,222672.244501857
-29.31,222672.993429979
-29.3,222673.7423581
-29.29,222674.491286221
-29.28,222675.240214343
-29.27,222675.989142464
-29.26,222676.738070585
-29.25,222677.487781377
-29.24,222678.238048489
-29.23,222678.9883156
-29.22,222679.738582712
-29.21,222680.488849823
-29.2,222681.239116935
-29.19,222681.989384046
-29.18,222682.739651158
-29.17,222683.489918269
-29.16,222684.240185381
-29.15,222684.991763324
-29.14,222685.743342936
-29.13,222686.494922547
-29.12,222687.246502159
-29.11,222687.998081771
-29.1,222688.749661382
-29.09,222689.501240994
-29.08,222690.252820606
-29.07,222691.004400218
-29.06,222691.756510806
-29.05,222692.509376281
-29.04,222693.262241755
-29.03,222694.01510723
-29.02,222694.767972705
-29.01,222695.520838179
-29,222696.273703654
-28.99,222697.026569128
-28.98,222697.779434603
-28.97,222698.532300077
-28.96,222699.286206988
-28.95,222700.040331544
-28.94,222700.794456099
-28.93,222701.548580655
-28.92,222702.302705211
-28.91,222703.056829766
-28.9,222703.810954322
-28.89,222704.565078877
-28.88,222705.319203433
-28.87,222706.073625364
-28.86,222706.828982077
-28.85,222707.584338791
-28.84,222708.339695504
-28.83,222709.095052217
-28.82,222709.85040893
-28.81,222710.605765643
-28.8,222711.361122356
-28.79,222712.116479069
-28.78,222712.871835783
-28.77,222713.627982498
-28.76,222714.384544306
-28.75,222715.141106114
-28.74,222715.897667923
-28.73,222716.654229731
-28.72,222717.41079154
-28.71,222718.167353348
-28.7,222718.923915157
-28.69,222719.680476965
-28.68,222720.43712094
-28.67,222721.194860646
-28.66,222721.952600351
-28.65,222722.710340057
-28.64,222723.468079763
-28.63,222724.225819468
-28.62,222724.983559174
-28.61,222725.74129888
-28.6,222726.499038585
-28.59,222727.256778291
-28.58,222728.015074828
-28.57,222728.773965099
-28.56,222729.532855371
-28.55,222730.291745643
-28.54,222731.050635915
-28.53,222731.809526187
-28.52,222732.568416458
-28.51,222733.32730673
-28.5,222734.086197002
-28.49,222734.845087274
-28.48,222735.604986283
-28.47,222736.36499966
-28.46,222737.125013037
-28.45,222737.885026414
-28.44,222738.64503979
-28.43,222739.405053167
-28.42,222740.165066544
-28.41,222740.925079921
-28.4,222741.685093298
-28.39,222742.445448886
-28.38,222743.20655778
-28.37,222743.967666673
-28.36,222744.728775567
-28.35,222745.489884461
-28.34,222746.250993355
-28.33,222747.012102249
-28.32,222747.773211143
-28.31,222748.534320037
-28.3,222749.295428931
-28.29,222750.05731367
-28.28,222750.819490368
-28.27,222751.581667067
-28.26,222752.343843766
-28.25,222753.106020465
-28.24,222753.868197163
-28.23,222754.630373862
-28.22,222755.392550561
-28.21,222756.15472726
-28.2,222756.917050371
-28.19,222757.680267042
-28.18,222758.443483712
-28.17,222759.206700383
-28.16,222759.969917053
-28.15,222760.733133724
-28.14,222761.496350394
-28.13,222762.259567065
-28.12,222763.022783735
-28.11,222763.786000406
-28.1,222764.549778738
-28.09,222765.31400743
-28.08,222766.078236121
-28.07,222766.842464812
-28.06,222767.606693503
-28.05,222768.370922195
-28.04,222769.135150886
-28.03,222769.899379577
-28.02,222770.663608268
-28.01,222771.427836959
-28,222772.193019296
-27.99,222772.958231942
-27.98,222773.723444588
-27.97,222774.488657234
-27.96,222775.25386988
-27.95,222776.019082526
-27.94,222776.784295172
-27.93,222777.549507817
-27.92,222778.314720463
-27.91,222779.080299556
-27.9,222779.846467979
-27.89,222780.612636402
-27.88,222781.378804825
-27.87,222782.144973248
-27.86,222782.91114167
-27.85,222783.677310093
-27.84,222784.443478516
-27.83,222785.209646939
-27.82,222785.975815362
-27.81,222786.742723558
-27.8,222787.509819471
-27.79,222788.276915385
-27.78,222789.044011298
-27.77,222789.811107211
-27.76,222790.578203124
-27.75,222791.345299038
-27.74,222792.112394951
-27.73,222792.879490864
-27.72,222793.646777219
-27.71,222794.41477223
-27.7,222795.182767242
-27.69,222795.950762253
-27.68,222796.718757265
-27.67,222797.486752277
-27.66,222798.254747288
-27.65,222799.0227423
-27.64,222799.790737312
-27.63,222800.558732323
-27.62,222801.327272349
-27.61,222802.096137965
-27.6,222802.86500358
-27.59,222803.633869196
-27.58,222804.402734811
-27.57,222805.171600427
-27.56,222805.940466042
-27.55,222806.709331658
-27.54,222807.478197273
-27.53,222808.247096759
-27.52,222809.016804384
-27.51,222809.78651201
-27.5,222810.556219635
-27.49,222811.325927261
-27.48,222812.095634887
-27.47,222812.865342512
-27.46,222813.635050138
-27.45,222814.404757764
-27.44,222815.174465389
-27.43,222815.944542612
-27.42,222816.715063558
-27.41,222817.485584504
-27.4,222818.25610545
-27.39,222819.026626396
-27.38,222819.797147342
-27.37,222820.567668288
-27.36,222821.338189234
-27.35,222822.10871018
-27.34,222822.879231126
-27.33,222823.65043355
-27.32,222824.421739034
-27.31,222825.193044517
-27.3,222825.964350001
-27.29,222826.735655484
-27.28,222827.506960968
-27.27,222828.278266452
-27.26,222829.049571935
-27.25,222829.820877419
-27.24,222830.592396636
-27.23,222831.364457785
-27.22,222832.136518934
-27.21,222832.908580083
-27.2,222833.680641232
-27.19,222834.452702382
-27.18,222835.224763531
-27.17,222835.99682468
-27.16,222836.768885829
-27.15,222837.540946978
-27.14,222838.313514676
-27.13,222839.086302531
-27.12,222839.859090387
-27.11,222840.631878243
-27.1,222841.404666098
-27.09,222842.177453954
-27.08,222842.95024181
-27.07,222843.723029666
-27.06,222844.495817521
-27.05,222845.268682994
-27.04,222846.042168515
-27.03,222846.815654035
-27.02,222847.589139556
-27.01,222848.362625076
-27,222849.136110597
-26.99,222849.909596118
-26.98,222850.683081638
-26.97,222851.456567159
-26.96,222852.230052679
-26.95,222853.003889492
-26.94,222853.778043555
-26.93,222854.552197619
-26.92,222855.326351683
-26.91,222856.100505746
-26.9,222856.87465981
-26.89,222857.648813874
-26.88,222858.422967938
-26.87,222859.197122001
-26.86,222859.971276065
-26.85,222860.746030898
-26.84,222861.520824307
-26.83,222862.295617716
-26.82,222863.070411124
-26.81,222863.845204533
-26.8,222864.619997941
-26.79,222865.39479135
-26.78,222866.169584758
-26.77,222866.944378167
-26.76,222867.719387462
-26.75,222868.494790944
-26.74,222869.270194426
-26.73,222870.045597908
-26.72,222870.82100139
-26.71,222871.596404872
-26.7,222872.371808354
-26.69,222873.147211836
-26.68,222873.922615318
-26.67,222874.6980188
-26.66,222875.473868328
-26.65,222876.249852541
-26.64,222877.025836755
-26.63,222877.801820969
-26.62,222878.577805183
-26.61,222879.353789396
-26.6,222880.12977361
-26.59,222880.905757824
-26.58,222881.681742038
-26.57,222882.457826747
-26.56,222883.234362285
-26.55,222884.010897822
-26.54,222884.78743336
-26.53,222885.563968897
-26.52,222886.340504435
-26.51,222887.117039972
-26.5,222887.89357551
-26.49,222888.670111047
-26.48,222889.446646584
-26.47,222890.2234934
-26.46,222891.00055079
-26.45,222891.77760818
-26.44,222892.554665569
-26.43,222893.331722959
-26.42,222894.108780349
-26.41,222894.885837739
-26.4,222895.662895128
-26.39,222896.439952518
-26.38,222897.217015172
-26.37,222897.994564883
-26.36,222898.772114593
-26.35,222899.549664304
-26.34,222900.327214015
-26.33,222901.104763725
-26.32,222901.882313436
-26.31,222902.659863147
-26.3,222903.437412858
-26.29,222904.214962568
-26.28,222904.992708893
-26.27,222905.770721337
-26.26,222906.548733781
-26.25,222907.326746225
-26.24,222908.104758668
-26.23,222908.882771112
-26.22,222909.660783556
-26.21,222910.438796
-26.2,222911.216808443
-26.19,222911.994820887
-26.18,222912.77319674
-26.17,222913.551642276
-26.16,222914.330087811
-26.15,222915.108533347
-26.14,222915.886978883
-26.13,222916.665424419
-26.12,222917.443869954
-26.11,222918.22231549
-26.1,222919.000761026
-26.09,222919.779308747
-26.08,222920.558157684
-26.07,222921.33700662
-26.06,222922.115855557
-26.05,222922.894704494
-26.04,222923.673553431
-26.03,222924.452402368
-26.02,222925.231251304
-26.01,222926.010100241
-26,222926.788949178
-25.99,222927.568047541
-25.98,222928.347270142
-25.97,222929.126492742
-25.96,222929.905715343
-25.95,222930.684937943
-25.94,222931.464160544
-25.93,222932.243383144
-25.92,222933.022605745
-25.91,222933.801828346
-25.9,222934.581079049
-25.89,222935.360645533
-25.88,222936.140212017
-25.87,222936.919778501
-25.86,222937.699344985
-25.85,222938.478911469
-25.84,222939.258477953
-25.83,222940.038044437
-25.82,222940.817610921
-25.81,222941.597177406
-25.8,222942.376899642
-25.79,222943.15678019
-25.78,222943.936660738
-25.77,222944.716541286
-25.76,222945.496421833
-25.75,222946.276302381
-25.74,222947.056182929
-25.73,222947.836063477
-25.72,222948.615944024
-25.71,222949.395824572
-25.7,222950.175963786
-25.69,222950.956128542
-25.68,222951.736293297
-25.67,222952.516458053
-25.66,222953.296622808
-25.65,222954.076787564
-25.64,222954.856952319
-25.63,222955.637117074
-25.62,222956.41728183
-25.61,222957.197529071
-25.6,222957.977948145
-25.59,222958.758367219
-25.58,222959.538786294
-25.57,222960.319205368
-25.56,222961.099624442
-25.55,222961.880043517
-25.54,222962.660462591
-25.53,222963.440881665
-25.52,222964.22130074
-25.51,222965.001885544
-25.5,222965.782529019
-25.49,222966.563172494
-25.48,222967.343815969
-25.47,222968.124459445
-25.46,222968.90510292
-25.45,222969.685746395
-25.44,222970.46638987
-25.43,222971.247033346
-25.42,222972.027706524
-25.41,222972.808544456
-25.4,222973.589382388
-25.39,222974.370220321
-25.38,222975.151058253
-25.37,222975.931896185
-25.36,222976.712734117
-25.35,222977.493572049
-25.34,222978.274409982
-25.33,222979.055247914
-25.32,222979.836179105
-25.31,222980.617181528
-25.3,222981.398183951
-25.29,222982.179186374
-25.28,222982.960188797
-25.27,222983.74119122
-25.26,222984.522193643
-25.25,222985.303196065
-25.24,222986.084198488
-25.23,222986.865200911
-25.22,222987.646335306
-25.21,222988.427472234
-25.2,222989.208609162
-25.19,222989.989746091
-25.18,222990.770883019
-25.17,222991.552019948
-25.16,222992.333156876
-25.15,222993.114293804
-25.14,222993.895430733
-25.13,222994.676608979
-25.12,222995.457850412
-25.11,222996.239091845
-25.1,222997.020333278
-25.09,222997.801574711
-25.08,222998.582816144
-25.07,222999.364057577
-25.06,223000.145299011
-25.05,223000.926540444
-25.04,223001.707781877
-25.03,223002.489083616
-25.02,223003.270399541
-25.01,223004.051715466
-25,223004.833031391
-24.99,223005.614347316
-24.98,223006.395663241
-24.97,223007.176979166
-24.96,223007.958295091
-24.95,223008.739611016
-24.94,223009.520936893
-24.93,223010.302297288
-24.92,223011.083657684
-24.91,223011.865018079
-24.9,223012.646378475
-24.89,223013.427738871
-24.88,223014.209099266
-24.87,223014.990459662
-24.86,223015.771820057
-24.85,223016.553180453
-24.84,223017.334550063
-24.83,223018.115924903
-24.82,223018.897299742
-24.81,223019.678674582
-24.8,223020.460049421
-24.79,223021.241424261
-24.78,223022.022799101
-24.77,223022.80417394
-24.76,223023.58554878
-24.75,223024.366922806
-24.74,223025.148282061
-24.73,223025.929641317
-24.72,223026.711000572
-24.71,223027.492359827
-24.7,223028.273719083
-24.69,223029.055078338
-24.68,223029.836437594
-24.67,223030.617796849
-24.66,223031.399156104
-24.65,223032.180494087
-24.64,223032.961807732
-24.63,223033.743121377
-24.62,223034.524435022
-24.61,223035.305748667
-24.6,223036.087062311
-24.59,223036.868375956
-24.58,223037.649689601
-24.57,223038.431003246
-24.56,223039.212316891
-24.55,223039.993563934
-24.54,223040.774801948
-24.53,223041.556039961
-24.52,223042.337277974
-24.51,223043.118515987
-24.5,223043.899754
-24.49,223044.680992013
-24.48,223045.462230027
-24.47,223046.24346804
-24.46,223047.024674908
-24.45,223047.805807278
-24.44,223048.586939647
-24.43,223049.368072016
-24.42,223050.149204385
-24.41,223050.930336754
-24.4,223051.711469123
-24.39,223052.492601492
-24.38,223053.273733861
-24.37,223054.05486623
-24.36,223054.835902426
-24.35,223055.616899151
-24.34,223056.397895876
-24.33,223057.178892601
-24.32,223057.959889325
-24.31,223058.74088605
-24.3,223059.521882775
-24.29,223060.3028795
-24.28,223061.083876225
-24.27,223061.864852541
-24.26,223062.645683637
-24.25,223063.426514733
-24.24,223064.207345829
-24.23,223064.988176925
-24.22,223065.769008021
-24.21,223066.549839117
-24.2,223067.330670213
-24.19,223068.111501309
-24.18,223068.892332405
-24.17,223069.673058384
-24.16,223070.453693885
-24.15,223071.234329387
-24.14,223072.014964888
-24.13,223072.79560039
-24.12,223073.576235891
-24.11,223074.356871393
-24.1,223075.137506894
-24.09,223075.918142396
-24.08,223076.698777898
-24.07,223077.479198771
-24.06,223078.259608736
-24.05,223079.0400187
-24.04,223079.820428664
-24.03,223080.600838628
-24.02,223081.381248592
-24.01,223082.161658556
-24,223082.942068521
-23.99,223083.722478485
-23.98,223084.502794995
-23.97,223085.282949505
-23.96,223086.063104015
-23.95,223086.843258525
-23.94,223087.623413035
-23.93,223088.403567544
-23.92,223089.183722054
-23.91,223089.963876564
-23.9,223090.744031074
-23.89,223091.524185584
-23.88,223092.304117516
-23.87,223093.083986684
-23.86,223093.863855852
-23.85,223094.643725019
-23.84,223095.423594187
-23.83,223096.203463355
-23.82,223096.983332523
-23.81,223097.763201691
-23.8,223098.543070859
-23.79,223099.322878802
-23.78,223100.102432773
-23.77,223100.881986744
-23.76,223101.661540716
-23.75,223102.441094687
-23.74,223103.220648658
-23.73,223104.00020263
-23.72,223104.779756601
-23.71,223105.559310572
-23.7,223106.338864544
-23.69,223107.118208591
-23.68,223107.897417547
-23.67,223108.676626503
-23.66,223109.45583546
-23.65,223110.235044416
-23.64,223111.014253372
-23.63,223111.793462329
-23.62,223112.572671285
-23.61,223113.351880241
-23.6,223114.131080706
-23.59,223114.909914869
-23.58,223115.688749031
-23.57,223116.467583194
-23.56,223117.246417356
-23.55,223118.025251519
-23.54,223118.804085682
-23.53,223119.582919844
-23.52,223120.361754007
-23.51,223121.14058817
-23.5,223121.919245609
-23.49,223122.697675242
-23.48,223123.476104875
-23.47,223124.254534509
-23.46,223125.032964142
-23.45,223125.811393775
-23.44,223126.589823409
-23.43,223127.368253042
-23.42,223128.146682675
-23.41,223128.925112308
-23.4,223129.703172393
-23.39,223130.481167808
-23.38,223131.259163222
-23.37,223132.037158637
-23.36,223132.815154052
-23.35,223133.593149467
-23.34,223134.371144882
-23.33,223135.149140297
-23.32,223135.927135712
-23.31,223136.705008078
-23.3,223137.482539636
-23.29,223138.260071193
-23.28,223139.037602751
-23.27,223139.815134308
-23.26,223140.592665865
-23.25,223141.370197423
-23.24,223142.14772898
-23.23,223142.925260538
-23.22,223143.702792095
-23.21,223144.479988368
-23.2,223145.257026483
-23.19,223146.034064597
-23.18,223146.811102711
-23.17,223147.588140825
-23.16,223148.365178939
-23.15,223149.142217054
-23.14,223149.919255168
-23.13,223150.696293282
-23.12,223151.473282402
-23.11,223152.249797543
-23.1,223153.026312685
-23.09,223153.802827827
-23.08,223154.579342969
-23.07,223155.35585811
-23.06,223156.132373252
-23.05,223156.908888394
-23.04,223157.685403536
-23.03,223158.461918677
-23.02,223159.238153239
-23.01,223160.01411594
-23,223160.79007864
-22.99,223161.56604134
-22.98,223162.34200404
-22.97,223163.117966741
-22.96,223163.893929441
-22.95,223164.669892141
-22.94,223165.445854841
-22.93,223166.221817542
-22.92,223166.997243723
-22.91,223167.772624576
-22.9,223168.548005429
-22.89,223169.323386282
-22.88,223170.098767135
-22.87,223170.874147988
-22.86,223171.649528841
-22.85,223172.424909695
-22.84,223173.200290548
-22.83,223173.975465858
-22.82,223174.750235525
-22.81,223175.525005192
-22.8,223176.299774859
-22.79,223177.074544526
-22.78,223177.849314193
-22.77,223178.62408386
-22.76,223179.398853527
-22.75,223180.173623194
-22.74,223180.948392861
-22.73,223181.722681862
-22.72,223182.496811074
-22.71,223183.270940286
-22.7,223184.045069499
-22.69,223184.819198711
-22.68,223185.593327923
-22.67,223186.367457135
-22.66,223187.141586347
-22.65,223187.915715559
-22.64,223188.689734471
-22.63,223189.463194033
-22.62,223190.236653595
-22.61,223191.010113157
-22.6,223191.783572719
-22.59,223192.55703228
-22.58,223193.330491842
-22.57,223194.103951404
-22.56,223194.877410966
-22.55,223195.650870528
-22.54,223196.423925559
-22.53,223197.196686352
-22.52,223197.969447145
-22.51,223198.742207937
-22.5,223199.51496873
-22.49,223200.287729523
-22.48,223201.060490316
-22.47,223201.833251109
-22.46,223202.606011901
-22.45,223203.378772694
-22.44,223204.150810683
-22.43,223204.922843668
-22.42,223205.694876653
-22.41,223206.466909638
-22.4,223207.238942623
-22.39,223208.010975608
-22.38,223208.783008593
-22.37,223209.555041578
-22.36,223210.327074564
-22.35,223211.098799296
-22.34,223211.870075518
-22.33,223212.64135174
-22.32,223213.412627961
-22.31,223214.183904183
-22.3,223214.955180405
-22.29,223215.726456627
-22.28,223216.497732849
-22.27,223217.26900907
-22.26,223218.040285292
-22.25,223218.810916089
-22.24,223219.581406679
-22.23,223220.351897268
-22.22,223221.122387858
-22.21,223221.892878447
-22.2,223222.663369037
-22.19,223223.433859626
-22.18,223224.204350216
-22.17,223224.974840806
-22.16,223225.745139405
-22.15,223226.514815583
-22.14,223227.284491761
-22.13,223228.054167939
-22.12,223228.823844117
-22.11,223229.593520296
-22.1,223230.363196474
-22.09,223231.132872652
-22.08,223231.90254883
-22.07,223232.672225008
-22.06,223233.441353218
-22.05,223234.210186298
-22.04,223234.979019379
-22.03,223235.74785246
-22.02,223236.51668554
-22.01,223237.285518621
-22,223238.054351701
-21.99,223238.823184782
-21.98,223239.592017862
-21.97,223240.360795022
-21.96,223241.128756415
-21.95,223241.896717808
-21.94,223242.664679201
-21.93,223243.432640594
-21.92,223244.200601986
-21.91,223244.968563379
-21.9,223245.736524772
-21.89,223246.504486165
-21.88,223247.272447558
-21.87,223248.039978343
-21.86,223248.807039558
-21.85,223249.574100773
-21.84,223250.341161987
-21.83,223251.108223202
-21.82,223251.875284417
-21.81,223252.642345631
-21.8,223253.409406846
-21.79,223254.17646806
-21.78,223254.943529275
-21.77,223255.709761685
-21.76,223256.475894333
-21.75,223257.242026981
-21.74,223258.00815963
-21.73,223258.774292278
-21.72,223259.540424926
-21.71,223260.306557574
-21.7,223261.072690223
-21.69,223261.838822871
-21.68,223262.604661987
-21.67,223263.369837786
-21.66,223264.135013586
-21.65,223264.900189385
-21.64,223265.665365185
-21.63,223266.430540984
-21.62,223267.195716783
-21.61,223267.960892583
-21.6,223268.726068382
-21.59,223269.491244182
-21.58,223270.255709804
-21.57,223271.019900581
-21.56,223271.784091358
-21.55,223272.548282135
-21.54,223273.312472912
-21.53,223274.076663689
-21.52,223274.840854466
-21.51,223275.605045243
-21.5,223276.36923602
-21.49,223277.133289848
-21.48,223277.896467541
-21.47,223278.659645233
-21.46,223279.422822926
-21.45,223280.186000619
-21.44,223280.949178312
-21.43,223281.712356005
-21.42,223282.475533698
-21.41,223283.238711391
-21.4,223284.001889084
-21.39,223284.764494848
-21.38,223285.526631511
-21.37,223286.288768173
-21.36,223287.050904835
-21.35,223287.813041497
-21.34,223288.575178159
-21.33,223289.337314821
-21.32,223290.099451483
-21.31,223290.861588145
-21.3,223291.623724808
-21.29,223292.384831525
-21.28,223293.145899328
-21.27,223293.906967131
-21.26,223294.668034934
-21.25,223295.429102736
-21.24,223296.190170539
-21.23,223296.951238342
-21.22,223297.712306145
-21.21,223298.473373948
-21.2,223299.23402747
-21.19,223299.993998706
-21.18,223300.753969942
-21.17,223301.513941178
-21.16,223302.273912414
-21.15,223303.03388365
-21.14,223303.793854886
-21.13,223304.553826122
-21.12,223305.313797358
-21.11,223306.073768594
-21.1,223306.832849499
-21.09,223307.591696585
-21.08,223308.350543671
-21.07,223309.109390757
-21.06,223309.868237843
-21.05,223310.627084929
-21.04,223311.385932015
-21.03,223312.144779101
-21.02,223312.903626186
-21.01,223313.662235801
-21,223314.41993128
-20.99,223315.17762676
-20.98,223315.93532224
-20.97,223316.693017719
-20.96,223317.450713199
-20.95,223318.208408678
-20.94,223318.966104158
-20.93,223319.723799638
-20.92,223320.481495117
-20.91,223321.23845917
-20.9,223321.994975717
-20.89,223322.751492264
-20.88,223323.508008812
-20.87,223324.264525359
-20.86,223325.021041906
-20.85,223325.777558453
-20.84,223326.534075001
-20.83,223327.290591548
-20.82,223328.047066339
-20.81,223328.802376761
-20.8,223329.557687183
-20.79,223330.312997604
-20.78,223331.068308026
-20.77,223331.823618448
-20.76,223332.57892887
-20.75,223333.334239292
-20.74,223334.089549714
-20.73,223334.844860136
-20.72,223335.599617073
-20.71,223336.353694313
-20.7,223337.107771552
-20.69,223337.861848792
-20.68,223338.615926031
-20.67,223339.370003271
-20.66,223340.124080511
-20.65,223340.87815775
-20.64,223341.63223499
-20.63,223342.386312229
-20.62,223343.139301962
-20.61,223343.892119101
-20.6,223344.64493624
-20.59,223345.397753379
-20.58,223346.150570518
-20.57,223346.903387657
-20.56,223347.656204796
-20.55,223348.409021935
-20.54,223349.161839074
-20.53,223349.914299443
-20.52,223350.665829705
-20.51,223351.417359967
-20.5,223352.168890229
-20.49,223352.920420491
-20.48,223353.671950753
-20.47,223354.423481015
-20.46,223355.175011277
-20.45,223355.926541539
-20.44,223356.678071801
-20.43,223357.428693847
-20.42,223358.1789106
-20.41,223358.929127354
-20.4,223359.679344107
-20.39,223360.42956086
-20.38,223361.179777614
-20.37,223361.929994367
-20.36,223362.680211121
-20.35,223363.430427874
-20.34,223364.180503059
-20.33,223364.929379819
-20.32,223365.678256579
-20.31,223366.42713334
-20.3,223367.1760101
-20.29,223367.92488686
-20.28,223368.67376362
-20.27,223369.422640381
-20.26,223370.171517141
-20.25,223370.920393901
-20.24,223371.66856037
-20.23,223372.416070803
-20.22,223373.163581236
-20.21,223373.911091669
-20.2,223374.658602102
-20.19,223375.406112535
-20.18,223376.153622968
-20.17,223376.901133401
-20.16,223377.648643834
-20.15,223378.396154267
-20.14,223379.142364014
-20.13,223379.888481938
-20.12,223380.634599863
-20.11,223381.380717787
-20.1,223382.126835711
-20.09,223382.872953636
-20.08,223383.61907156
-20.07,223384.365189485
-20.06,223385.111307409
-20.05,223385.856931307
-20.04,223386.601630698
-20.03,223387.346330088
-20.02,223388.091029479
-20.01,223388.835728869
-20,223389.580428259
-19.99,223390.32512765
-19.98,223391.06982704
-19.97,223391.814526431
-19.96,223392.559225821
-19.95,223393.302823897
-19.94,223394.046078887
-19.93,223394.789333876
-19.92,223395.532588865
-19.91,223396.275843855
-19.9,223397.019098844
-19.89,223397.762353833
-19.88,223398.505608823
-19.87,223399.248863812
-19.86,223399.991859067
-19.85,223400.733643949
-19.84,223401.475428832
-19.83,223402.217213714
-19.82,223402.958998596
-19.81,223403.700783478
-19.8,223404.44256836
-19.79,223405.184353242
-19.78,223405.926138124
-19.77,223406.667923007
-19.76,223407.408824136
-19.75,223408.149113368
-19.74,223408.889402601
-19.73,223409.629691834
-19.72,223410.369981066
-19.71,223411.110270299
-19.7,223411.850559532
-19.69,223412.590848764
-19.68,223413.331137997
-19.67,223414.07141949
-19.66,223414.810187698
-19.65,223415.548955905
-19.64,223416.287724112
-19.63,223417.026492319
-19.62,223417.765260527
-19.61,223418.504028734
-19.6,223419.242796941
-19.59,223419.981565148
-19.58,223420.720333355
-19.57,223421.458453237
-19.56,223422.195675212
-19.55,223422.932897186
-19.54,223423.670119161
-19.53,223424.407341136
-19.52,223425.144563111
-19.51,223425.881785085
-19.5,223426.61900706
-19.49,223427.356229035
-19.48,223428.09345101
-19.47,223428.829363333
-19.46,223429.56501404
