"Time","Right.Cerebellum.Exterior"
-31.17,49146.0440980881
-31.16,49145.9865930072
-31.15,49145.9290879263
-31.14,49145.8715828454
-31.13,49145.8140777646
-31.12,49145.7565726837
-31.11,49145.6990676028
-31.1,49145.6415625219
-31.09,49145.584057441
-31.08,49145.5265523601
-31.07,49145.4694360223
-31.06,49145.4124749303
-31.05,49145.3555138384
-31.04,49145.2985527465
-31.03,49145.2415916546
-31.02,49145.1846305627
-31.01,49145.1276694707
-31,49145.0707083788
-30.99,49145.0137472869
-30.98,49144.9568553345
-30.97,49144.9004309511
-30.96,49144.8440065678
-30.95,49144.7875821844
-30.94,49144.7311578011
-30.93,49144.6747334177
-30.92,49144.6183090344
-30.91,49144.5618846511
-30.9,49144.5054602677
-30.89,49144.4490358844
-30.88,49144.392899054
-30.87,49144.3370042079
-30.86,49144.2811093617
-30.85,49144.2252145156
-30.84,49144.1693196695
-30.83,49144.1134248234
-30.82,49144.0575299772
-30.81,49144.0016351311
-30.8,49143.945740285
-30.79,49143.8898454388
-30.78,49143.8344507209
-30.77,49143.7790783478
-30.76,49143.7237059747
-30.75,49143.6683336016
-30.74,49143.6129612285
-30.73,49143.5575888554
-30.72,49143.5022164823
-30.71,49143.4468441091
-30.7,49143.391471736
-30.69,49143.3362908446
-30.68,49143.2814339857
-30.67,49143.2265771268
-30.66,49143.1717202679
-30.65,49143.116863409
-30.64,49143.0620065501
-30.63,49143.0071496911
-30.62,49142.9522928322
-30.61,49142.8974359733
-30.6,49142.8425791144
-30.59,49142.7881218803
-30.58,49142.7337736804
-30.57,49142.6794254805
-30.56,49142.6250772806
-30.55,49142.5707290807
-30.54,49142.5163808807
-30.53,49142.4620326808
-30.52,49142.4076844809
-30.51,49142.353336281
-30.5,49142.2990883867
-30.49,49142.2452420924
-30.48,49142.1913957981
-30.47,49142.1375495039
-30.46,49142.0837032096
-30.45,49142.0298569153
-30.44,49141.9760106211
-30.43,49141.9221643268
-30.42,49141.8683180325
-30.41,49141.8144717383
-30.4,49141.7609295563
-30.39,49141.7075785145
-30.38,49141.6542274727
-30.37,49141.6008764309
-30.36,49141.5475253891
-30.35,49141.4941743473
-30.34,49141.4408233056
-30.33,49141.3874722638
-30.32,49141.334121222
-30.31,49141.2807839912
-30.3,49141.2279216472
-30.29,49141.1750593031
-30.28,49141.1221969591
-30.27,49141.0693346151
-30.26,49141.0164722711
-30.25,49140.9636099271
-30.24,49140.9107475831
-30.23,49140.857885239
-30.22,49140.805022895
-30.21,49140.752373926
-30.2,49140.6999938219
-30.19,49140.6476137179
-30.18,49140.5952336138
-30.17,49140.5428535097
-30.16,49140.4904734056
-30.15,49140.4380933016
-30.14,49140.3857131975
-30.13,49140.3333330934
-30.12,49140.2809529893
-30.11,49140.2289805561
-30.1,49140.1770763294
-30.09,49140.1251721026
-30.08,49140.0732678759
-30.07,49140.0213636491
-30.06,49139.9694594223
-30.05,49139.9175551956
-30.04,49139.8656509688
-30.03,49139.8137467421
-30.02,49139.7619697218
-30.01,49139.7105351034
-30,49139.659100485
-29.99,49139.6076658666
-29.98,49139.5562312482
-29.97,49139.5047966298
-29.96,49139.4533620114
-29.95,49139.401927393
-29.94,49139.3504927746
-29.93,49139.2990581562
-29.92,49139.2479410271
-29.91,49139.1969698401
-29.9,49139.1459986532
-29.89,49139.0950274663
-29.88,49139.0440562794
-29.87,49138.9930850924
-29.86,49138.9421139055
-29.85,49138.8911427186
-29.84,49138.8401715317
-29.83,49138.7892457541
-29.82,49138.7387319123
-29.81,49138.6882180705
-29.8,49138.6377042288
-29.79,49138.587190387
-29.78,49138.5366765452
-29.77,49138.4861627034
-29.76,49138.4356488616
-29.75,49138.3851350199
-29.74,49138.3346211781
-29.73,49138.2843391011
-29.72,49138.2342766072
-29.71,49138.1842141133
-29.7,49138.1341516193
-29.69,49138.0840891254
-29.68,49138.0340266315
-29.67,49137.9839641376
-29.66,49137.9339016437
-29.65,49137.8838391498
-29.64,49137.8337766559
-29.63,49137.7841273952
-29.62,49137.7345103395
-29.61,49137.6848932838
-29.6,49137.6352762281
-29.59,49137.5856591723
-29.58,49137.5360421166
-29.57,49137.4864250609
-29.56,49137.4368080052
-29.55,49137.3871909495
-29.54,49137.3377242007
-29.53,49137.2885467596
-29.52,49137.2393693185
-29.51,49137.1901918774
-29.5,49137.1410144363
-29.49,49137.0918369952
-29.48,49137.0426595541
-29.47,49136.9934821131
-29.46,49136.944304672
-29.45,49136.8951272309
-29.44,49136.8462778484
-29.43,49136.7975342831
-29.42,49136.7487907178
-29.41,49136.7000471525
-29.4,49136.6513035872
-29.39,49136.6025600219
-29.38,49136.5538164566
-29.37,49136.5050728913
-29.36,49136.4563293259
-29.35,49136.407658694
-29.34,49136.3593433489
-29.33,49136.3110280039
-29.32,49136.2627126588
-29.31,49136.2143973138
-29.3,49136.1660819687
-29.29,49136.1177666237
-29.28,49136.0694512786
-29.27,49136.0211359336
-29.26,49135.9728205885
-29.25,49135.9247522902
-29.24,49135.8768595918
-29.23,49135.8289668934
-29.22,49135.781074195
-29.21,49135.7331814966
-29.2,49135.6852887982
-29.19,49135.6373960998
-29.18,49135.5895034014
-29.17,49135.541610703
-29.16,49135.4937180046
-29.15,49135.4462419295
-29.14,49135.3987663848
-29.13,49135.35129084
-29.12,49135.3038152953
-29.11,49135.2563397505
-29.1,49135.2088642058
-29.09,49135.161388661
-29.08,49135.1139131163
-29.07,49135.0664375716
-29.06,49135.0191320483
-29.05,49134.9720682435
-29.04,49134.9250044387
-29.03,49134.8779406339
-29.02,49134.830876829
-29.01,49134.7838130242
-29,49134.7367492194
-28.99,49134.6896854146
-28.98,49134.6426216097
-28.97,49134.5955578049
-28.96,49134.5488301532
-28.95,49134.5021727525
-28.94,49134.4555153518
-28.93,49134.4088579511
-28.92,49134.3622005505
-28.91,49134.3155431498
-28.9,49134.2688857491
-28.89,49134.2222283484
-28.88,49134.1755709478
-28.87,49134.1290103617
-28.86,49134.0827541061
-28.85,49134.0364978505
-28.84,49133.9902415948
-28.83,49133.9439853392
-28.82,49133.8977290836
-28.81,49133.851472828
-28.8,49133.8052165724
-28.79,49133.7589603168
-28.78,49133.7127040612
-28.77,49133.6667073786
-28.76,49133.6208470844
-28.75,49133.5749867902
-28.74,49133.529126496
-28.73,49133.4832662018
-28.72,49133.4374059077
-28.71,49133.3915456135
-28.7,49133.3456853193
-28.69,49133.2998250251
-28.68,49133.2539919955
-28.67,49133.2085225533
-28.66,49133.1630531111
-28.65,49133.1175836689
-28.64,49133.0721142267
-28.63,49133.0266447845
-28.62,49132.9811753423
-28.61,49132.9357059001
-28.6,49132.8902364579
-28.59,49132.8447670157
-28.58,49132.7994842937
-28.57,49132.7544006671
-28.56,49132.7093170404
-28.55,49132.6642334137
-28.54,49132.619149787
-28.53,49132.5740661604
-28.52,49132.5289825337
-28.51,49132.483898907
-28.5,49132.4388152803
-28.49,49132.3937316537
-28.48,49132.3489900951
-28.47,49132.3042873193
-28.46,49132.2595845435
-28.45,49132.2148817677
-28.44,49132.1701789919
-28.43,49132.1254762161
-28.42,49132.0807734403
-28.41,49132.0360706645
-28.4,49131.9913678887
-28.39,49131.946782552
-28.38,49131.902455733
-28.37,49131.8581289141
-28.36,49131.8138020952
-28.35,49131.7694752762
-28.34,49131.7251484573
-28.33,49131.6808216383
-28.32,49131.6364948194
-28.31,49131.5921680004
-28.3,49131.5478411815
-28.29,49131.5037840196
-28.28,49131.459828333
-28.27,49131.4158726464
-28.26,49131.3719169597
-28.25,49131.3279612731
-28.24,49131.2840055865
-28.23,49131.2400498998
-28.22,49131.1960942132
-28.21,49131.1521385266
-28.2,49131.1082344203
-28.19,49131.0646451098
-28.18,49131.0210557993
-28.17,49130.9774664888
-28.16,49130.9338771783
-28.15,49130.8902878678
-28.14,49130.8466985573
-28.13,49130.8031092468
-28.12,49130.7595199363
-28.11,49130.7159306258
-28.1,49130.6725420483
-28.09,49130.629314425
-28.08,49130.5860868017
-28.07,49130.5428591784
-28.06,49130.4996315551
-28.05,49130.4564039318
-28.04,49130.4131763085
-28.03,49130.3699486852
-28.02,49130.3267210619
-28.01,49130.2834934386
-28,49130.2406118809
-27.99,49130.197741322
-27.98,49130.1548707631
-27.97,49130.1120002042
-27.96,49130.0691296453
-27.95,49130.0262590864
-27.94,49129.9833885275
-27.93,49129.9405179686
-27.92,49129.8976474097
-27.91,49129.8549120027
-27.9,49129.8123939505
-27.89,49129.7698758983
-27.88,49129.7273578462
-27.87,49129.684839794
-27.86,49129.6423217418
-27.85,49129.5998036897
-27.84,49129.5572856375
-27.83,49129.5147675853
-27.82,49129.4722495332
-27.81,49129.4300090589
-27.8,49129.3878390198
-27.79,49129.3456689807
-27.78,49129.3034989416
-27.77,49129.2613289025
-27.76,49129.2191588634
-27.75,49129.1769888243
-27.74,49129.1348187852
-27.73,49129.0926487461
-27.72,49129.0505514824
-27.71,49129.0087250257
-27.7,49128.966898569
-27.69,49128.9250721123
-27.68,49128.8832456556
-27.67,49128.8414191989
-27.66,49128.7995927422
-27.65,49128.7577662855
-27.64,49128.7159398288
-27.63,49128.6741133721
-27.62,49128.6324992697
-27.61,49128.5910120267
-27.6,49128.5495247838
-27.59,49128.5080375408
-27.58,49128.4665502979
-27.57,49128.4250630549
-27.56,49128.383575812
-27.55,49128.342088569
-27.54,49128.3006013261
-27.53,49128.2591275547
-27.52,49128.2179752178
-27.51,49128.1768228809
-27.5,49128.135670544
-27.49,49128.0945182071
-27.48,49128.0533658702
-27.47,49128.0122135333
-27.46,49127.9710611964
-27.45,49127.9299088596
-27.44,49127.8887565227
-27.43,49127.847754447
-27.42,49127.8069327685
-27.41,49127.76611109
-27.4,49127.7252894115
-27.39,49127.684467733
-27.38,49127.6436460545
-27.37,49127.602824376
-27.36,49127.5620026976
-27.35,49127.5211810191
-27.34,49127.4803593406
-27.33,49127.4398212455
-27.32,49127.3993260368
-27.31,49127.358830828
-27.3,49127.3183356193
-27.29,49127.2778404106
-27.28,49127.2373452019
-27.27,49127.1968499931
-27.26,49127.1563547844
-27.25,49127.1158595757
-27.24,49127.0754555379
-27.23,49127.0352826685
-27.22,49126.995109799
-27.21,49126.9549369295
-27.2,49126.91476406
-27.19,49126.8745911906
-27.18,49126.8344183211
-27.17,49126.7942454516
-27.16,49126.7540725821
-27.15,49126.7138997127
-27.14,49126.6739486896
-27.13,49126.634094086
-27.12,49126.5942394824
-27.11,49126.5543848788
-27.1,49126.5145302752
-27.09,49126.4746756716
-27.08,49126.434821068
-27.07,49126.3949664644
-27.06,49126.3551118609
-27.05,49126.3152922184
-27.04,49126.2757518636
-27.03,49126.2362115088
-27.02,49126.196671154
-27.01,49126.1571307992
-27,49126.1175904444
-26.99,49126.0780500896
-26.98,49126.0385097348
-26.97,49125.99896938
-26.96,49125.9594290252
-26.95,49125.9200517134
-26.94,49125.8808216456
-26.93,49125.8415915778
-26.92,49125.8023615101
-26.91,49125.7631314423
-26.9,49125.7239013745
-26.89,49125.6846713068
-26.88,49125.645441239
-26.87,49125.6062111713
-26.86,49125.5669811035
-26.85,49125.5280389298
-26.84,49125.4891152418
-26.83,49125.4501915538
-26.82,49125.4112678658
-26.81,49125.3723441779
-26.8,49125.3334204899
-26.79,49125.2944968019
-26.78,49125.2555731139
-26.77,49125.2166494259
-26.76,49125.1778327927
-26.75,49125.1392116308
-26.74,49125.1005904689
-26.73,49125.061969307
-26.72,49125.0233481451
-26.71,49124.9847269832
-26.7,49124.9461058213
-26.69,49124.9074846594
-26.68,49124.8688634975
-26.67,49124.8302423356
-26.66,49124.7918506172
-26.65,49124.7535281805
-26.64,49124.7152057437
-26.63,49124.676883307
-26.62,49124.6385608703
-26.61,49124.6002384335
-26.6,49124.5619159968
-26.59,49124.5235935601
-26.58,49124.4852711233
-26.57,49124.4470024552
-26.56,49124.4089749946
-26.55,49124.3709475341
-26.54,49124.3329200735
-26.53,49124.2948926129
-26.52,49124.2568651524
-26.51,49124.2188376918
-26.5,49124.1808102312
-26.49,49124.1427827707
-26.48,49124.1047553101
-26.47,49124.0669015932
-26.46,49124.0291654108
-26.45,49123.9914292285
-26.44,49123.9536930462
-26.43,49123.9159568639
-26.42,49123.8782206815
-26.41,49123.8404844992
-26.4,49123.8027483169
-26.39,49123.7650121346
-26.38,49123.7272790277
-26.37,49123.689830476
-26.36,49123.6523819243
-26.35,49123.6149333726
-26.34,49123.5774848208
-26.33,49123.5400362691
-26.32,49123.5025877174
-26.31,49123.4651391657
-26.3,49123.4276906139
-26.29,49123.3902420622
-26.28,49123.3529141953
-26.27,49123.3157496761
-26.26,49123.2785851568
-26.25,49123.2414206375
-26.24,49123.2042561182
-26.23,49123.1670915989
-26.22,49123.1299270796
-26.21,49123.0927625603
-26.2,49123.055598041
-26.19,49123.0184335218
-26.18,49122.9815043568
-26.17,49122.9446203205
-26.16,49122.9077362842
-26.15,49122.8708522479
-26.14,49122.8339682116
-26.13,49122.7970841752
-26.12,49122.7602001389
-26.11,49122.7233161026
-26.1,49122.6864320663
-26.09,49122.649618192
-26.08,49122.6130111371
-26.07,49122.5764040823
-26.06,49122.5397970274
-26.05,49122.5031899725
-26.04,49122.4665829176
-26.03,49122.4299758627
-26.02,49122.3933688079
-26.01,49122.356761753
-26,49122.3201546981
-25.99,49122.2837302267
-25.98,49122.2473966989
-25.97,49122.2110631711
-25.96,49122.1747296433
-25.95,49122.1383961155
-25.94,49122.1020625877
-25.93,49122.0657290599
-25.92,49122.0293955321
-25.91,49121.9930620043
-25.9,49121.9567505508
-25.89,49121.9206871421
-25.88,49121.8846237335
-25.87,49121.8485603248
-25.86,49121.8124969161
-25.85,49121.7764335074
-25.84,49121.7403700988
-25.83,49121.7043066901
-25.82,49121.6682432814
-25.81,49121.6321798728
-25.8,49121.5962487559
-25.79,49121.5604521041
-25.78,49121.5246554523
-25.77,49121.4888588005
-25.76,49121.4530621488
-25.75,49121.417265497
-25.74,49121.3814688452
-25.73,49121.3456721934
-25.72,49121.3098755416
-25.71,49121.2740788899
-25.7,49121.238522003
-25.69,49121.2029887908
-25.68,49121.1674555786
-25.67,49121.1319223665
-25.66,49121.0963891543
-25.65,49121.0608559422
-25.64,49121.02532273
-25.63,49120.9897895179
-25.62,49120.9542563057
-25.61,49120.9188074754
-25.6,49120.8835344299
-25.59,49120.8482613844
-25.58,49120.8129883389
-25.57,49120.7777152934
-25.56,49120.7424422479
-25.55,49120.7071692024
-25.54,49120.6718961568
-25.53,49120.6366231113
-25.52,49120.6013500658
-25.51,49120.5662667796
-25.5,49120.5312506713
-25.49,49120.496234563
-25.48,49120.4612184547
-25.47,49120.4262023464
-25.46,49120.3911862381
-25.45,49120.3561701298
-25.44,49120.3211540215
-25.43,49120.2861379132
-25.42,49120.251160565
-25.41,49120.2163982074
-25.4,49120.1816358498
-25.39,49120.1468734922
-25.38,49120.1121111346
-25.37,49120.077348777
-25.36,49120.0425864194
-25.35,49120.0078240617
-25.34,49119.9730617041
-25.33,49119.9382993465
-25.32,49119.9036790714
-25.31,49119.8691673201
-25.3,49119.8346555689
-25.29,49119.8001438177
-25.28,49119.7656320664
-25.27,49119.7311203152
-25.26,49119.696608564
-25.25,49119.6620968127
-25.24,49119.6275850615
-25.23,49119.5930733103
-25.22,49119.5588043998
-25.21,49119.5245401522
-25.2,49119.4902759046
-25.19,49119.456011657
-25.18,49119.4217474094
-25.17,49119.3874831618
-25.16,49119.3532189142
-25.15,49119.3189546666
-25.14,49119.284690419
-25.13,49119.2505228154
-25.12,49119.2165030096
-25.11,49119.1824832038
-25.1,49119.148463398
-25.09,49119.1144435922
-25.08,49119.0804237864
-25.07,49119.0464039806
-25.06,49119.0123841748
-25.05,49118.978364369
-25.04,49118.9443445631
-25.03,49118.9105202043
-25.02,49118.8767418187
-25.01,49118.8429634332
-25,49118.8091850476
-24.99,49118.775406662
-24.98,49118.7416282764
-24.97,49118.7078498909
-24.96,49118.6740715053
-24.95,49118.6402931197
-24.94,49118.6065680912
-24.93,49118.5730281439
-24.92,49118.5394881966
-24.91,49118.5059482494
-24.9,49118.4724083021
-24.89,49118.4388683548
-24.88,49118.4053284075
-24.87,49118.3717884603
-24.86,49118.338248513
-24.85,49118.3047085657
-24.84,49118.2713188605
-24.83,49118.2380144086
-24.82,49118.2047099567
-24.81,49118.1714055049
-24.8,49118.138101053
-24.79,49118.1047966011
-24.78,49118.0714921492
-24.77,49118.0381876974
-24.76,49118.0048832455
-24.75,49117.9715909322
-24.74,49117.9385190713
-24.73,49117.9054472103
-24.72,49117.8723753493
-24.71,49117.8393034884
-24.7,49117.8062316274
-24.69,49117.7731597665
-24.68,49117.7400879055
-24.67,49117.7070160446
-24.66,49117.6739441836
-24.65,49117.6409794647
-24.64,49117.608137328
-24.63,49117.5752951913
-24.62,49117.5424530546
-24.61,49117.5096109179
-24.6,49117.4767687812
-24.59,49117.4439266445
-24.58,49117.4110845078
-24.57,49117.3782423711
-24.56,49117.3454002344
-24.55,49117.3127579012
-24.54,49117.2801426593
-24.53,49117.2475274175
-24.52,49117.2149121756
-24.51,49117.1822969337
-24.5,49117.1496816918
-24.49,49117.1170664499
-24.48,49117.084451208
-24.47,49117.0518359662
-24.46,49117.0192867908
-24.45,49116.986895651
-24.44,49116.9545045111
-24.43,49116.9221133713
-24.42,49116.8897222314
-24.41,49116.8573310916
-24.4,49116.8249399518
-24.39,49116.7925488119
-24.38,49116.7601576721
-24.37,49116.7277665322
-24.36,49116.6955323287
-24.35,49116.6633625343
-24.34,49116.6311927398
-24.33,49116.5990229453
-24.32,49116.5668531508
-24.31,49116.5346833563
-24.3,49116.5025135618
-24.29,49116.4703437673
-24.28,49116.4381739728
-24.27,49116.4060311165
-24.26,49116.3740799462
-24.25,49116.3421287759
-24.24,49116.3101776056
-24.23,49116.2782264353
-24.22,49116.246275265
-24.21,49116.2143240947
-24.2,49116.1823729244
-24.19,49116.1504217541
-24.18,49116.1184705838
-24.17,49116.0866354635
-24.16,49116.0549002312
-24.15,49116.0231649989
-24.14,49115.9914297666
-24.13,49115.9596945343
-24.12,49115.927959302
-24.11,49115.8962240697
-24.1,49115.8644888374
-24.09,49115.832753605
-24.08,49115.8010183727
-24.07,49115.7694861096
-24.06,49115.7379641636
-24.05,49115.7064422175
-24.04,49115.6749202715
-24.03,49115.6433983254
-24.02,49115.6118763794
-24.01,49115.5803544333
-24,49115.5488324872
-23.99,49115.5173105412
-23.98,49115.4858656648
-23.97,49115.4545543871
-23.96,49115.4232431094
-23.95,49115.3919318318
-23.94,49115.3606205541
-23.93,49115.3293092765
-23.92,49115.2979979988
-23.91,49115.2666867211
-23.9,49115.2353754435
-23.89,49115.2040641658
-23.88,49115.1729152018
-23.87,49115.1418120081
-23.86,49115.1107088144
-23.85,49115.0796056206
-23.84,49115.0485024269
-23.83,49115.0173992332
-23.82,49114.9862960395
-23.81,49114.9551928457
-23.8,49114.924089652
-23.79,49114.8930263819
-23.78,49114.8621287205
-23.77,49114.8312310591
-23.76,49114.8003333977
-23.75,49114.7694357363
-23.74,49114.7385380749
-23.73,49114.7076404135
-23.72,49114.6767427521
-23.71,49114.6458450907
-23.7,49114.6149474293
-23.69,49114.5841732914
-23.68,49114.553478643
-23.67,49114.5227839947
-23.66,49114.4920893464
-23.65,49114.4613946981
-23.64,49114.4307000498
-23.63,49114.4000054015
-23.62,49114.3693107531
-23.61,49114.3386161048
-23.6,49114.3079259997
-23.59,49114.2774318771
-23.58,49114.2469377545
-23.57,49114.2164436319
-23.56,49114.1859495093
-23.55,49114.1554553866
-23.54,49114.124961264
-23.53,49114.0944671414
-23.52,49114.0639730188
-23.51,49114.0334788962
-23.5,49114.0030713027
-23.49,49113.9727752498
-23.48,49113.9424791969
-23.47,49113.912183144
-23.46,49113.8818870911
-23.45,49113.8515910381
-23.44,49113.8212949852
-23.43,49113.7909989323
-23.42,49113.7607028794
-23.41,49113.7304068265
-23.4,49113.7002772803
-23.39,49113.670176872
-23.38,49113.6400764636
-23.37,49113.6099760553
-23.36,49113.579875647
-23.35,49113.5497752386
-23.34,49113.5196748303
-23.33,49113.4895744219
-23.32,49113.4594740136
-23.31,49113.4294248693
-23.3,49113.3995177108
-23.29,49113.3696105523
-23.28,49113.3397033939
-23.27,49113.3097962354
-23.26,49113.2798890769
-23.25,49113.2499819184
-23.24,49113.22007476
-23.23,49113.1901676015
-23.22,49113.160260443
-23.21,49113.130482987
-23.2,49113.1007667136
-23.19,49113.0710504402
-23.18,49113.0413341669
-23.17,49113.0116178935
-23.16,49112.9819016201
-23.15,49112.9521853468
-23.14,49112.9224690734
-23.13,49112.8927528
-23.12,49112.8630541909
-23.11,49112.8335264674
-23.1,49112.8039987439
-23.09,49112.7744710203
-23.08,49112.7449432968
-23.07,49112.7154155733
-23.06,49112.6858878498
-23.05,49112.6563601262
-23.04,49112.6268324027
-23.03,49112.5973046792
-23.02,49112.567871547
-23.01,49112.5385300671
-23,49112.5091885872
-22.99,49112.4798471072
-22.98,49112.4505056273
-22.97,49112.4211641474
-22.96,49112.3918226675
-22.95,49112.3624811876
-22.94,49112.3331397077
-22.93,49112.3037982278
-22.92,49112.2746263821
-22.91,49112.2454688682
-22.9,49112.2163113542
-22.89,49112.1871538403
-22.88,49112.1579963263
-22.87,49112.1288388124
-22.86,49112.0996812984
-22.85,49112.0705237845
-22.84,49112.0413662705
-22.83,49112.0122698681
-22.82,49111.9832940707
-22.81,49111.9543182732
-22.8,49111.9253424757
-22.79,49111.8963666783
-22.78,49111.8673908808
-22.77,49111.8384150834
-22.76,49111.8094392859
-22.75,49111.7804634884
-22.74,49111.751487691
-22.73,49111.7226466056
-22.72,49111.6938503029
-22.71,49111.6650540001
-22.7,49111.6362576974
-22.69,49111.6074613946
-22.68,49111.5786650919
-22.67,49111.5498687891
-22.66,49111.5210724864
-22.65,49111.4922761836
-22.64,49111.4635090846
-22.63,49111.4348900821
-22.62,49111.4062710796
-22.61,49111.3776520771
-22.6,49111.3490330746
-22.59,49111.3204140722
-22.58,49111.2917950697
-22.57,49111.2631760672
-22.56,49111.2345570647
-22.55,49111.2059380622
-22.54,49111.1774204473
-22.53,49111.1489765775
-22.52,49111.1205327077
-22.51,49111.0920888379
-22.5,49111.0636449681
-22.49,49111.0352010983
-22.48,49111.0067572285
-22.47,49110.9783133587
-22.46,49110.9498694889
-22.45,49110.9214256191
-22.44,49110.8931535515
-22.43,49110.8648826733
-22.42,49110.8366117951
-22.41,49110.8083409169
-22.4,49110.7800700386
-22.39,49110.7517991604
-22.38,49110.7235282822
-22.37,49110.695257404
-22.36,49110.6669865258
-22.35,49110.6387852507
-22.34,49110.610685249
-22.33,49110.5825852474
-22.32,49110.5544852457
-22.31,49110.5263852441
-22.3,49110.4982852424
-22.29,49110.4701852407
-22.28,49110.4420852391
-22.27,49110.4139852374
-22.26,49110.3858852358
-22.25,49110.3579238988
-22.24,49110.3299926843
-22.23,49110.3020614698
-22.22,49110.2741302554
-22.21,49110.2461990409
-22.2,49110.2182678264
-22.19,49110.1903366119
-22.18,49110.1624053975
-22.17,49110.134474183
-22.16,49110.106582272
-22.15,49110.0788177807
-22.14,49110.0510532893
-22.13,49110.0232887979
-22.12,49109.9955243066
-22.11,49109.9677598152
-22.1,49109.9399953239
-22.09,49109.9122308325
-22.08,49109.8844663411
-22.07,49109.8567018498
-22.06,49109.8290443942
-22.05,49109.8014445868
-22.04,49109.7738447794
-22.03,49109.7462449719
-22.02,49109.7186451645
-22.01,49109.6910453571
-22,49109.6634455496
-21.99,49109.6358457422
-21.98,49109.6082459348
-21.97,49109.580656563
-21.96,49109.5532194248
-21.95,49109.5257822866
-21.94,49109.4983451485
-21.93,49109.4709080103
-21.92,49109.4434708721
-21.91,49109.416033734
-21.9,49109.3885965958
-21.89,49109.3611594576
-21.88,49109.3337223195
-21.87,49109.3063620433
-21.86,49109.2790855839
-21.85,49109.2518091245
-21.84,49109.224532665
-21.83,49109.1972562056
-21.82,49109.1699797462
-21.81,49109.1427032868
-21.8,49109.1154268273
-21.79,49109.0881503679
-21.78,49109.0608739085
-21.77,49109.0337391097
-21.76,49109.0066213622
-21.75,49108.9795036148
-21.74,49108.9523858674
-21.73,49108.92526812
-21.72,49108.8981503726
-21.71,49108.8710326251
-21.7,49108.8439148777
-21.69,49108.8167971303
-21.68,49108.7897274747
-21.67,49108.762766496
-21.66,49108.7358055172
-21.65,49108.7088445385
-21.64,49108.6818835598
-21.63,49108.654922581
-21.62,49108.6279616023
-21.61,49108.6010006235
-21.6,49108.5740396448
-21.59,49108.547078666
-21.58,49108.5202293291
-21.57,49108.4934231988
-21.56,49108.4666170685
-21.55,49108.4398109381
-21.54,49108.4130048078
-21.53,49108.3861986775
-21.52,49108.3593925471
-21.51,49108.3325864168
-21.5,49108.3057802865
-21.49,49108.2789948322
-21.48,49108.2523416527
-21.47,49108.2256884732
-21.46,49108.1990352937
-21.45,49108.1723821143
-21.44,49108.1457289348
-21.43,49108.1190757553
-21.42,49108.0924225758
-21.41,49108.0657693963
-21.4,49108.0391162169
-21.39,49108.0125460363
-21.38,49107.9860439325
-21.37,49107.9595418287
-21.36,49107.9330397249
-21.35,49107.9065376211
-21.34,49107.8800355173
-21.33,49107.8535334135
-21.32,49107.8270313097
-21.31,49107.8005292058
-21.3,49107.774027102
-21.29,49107.7476687878
-21.28,49107.7213159065
-21.27,49107.6949630252
-21.26,49107.6686101439
-21.25,49107.6422572626
-21.24,49107.6159043813
-21.23,49107.5895515
-21.22,49107.5631986187
-21.21,49107.5368457374
-21.2,49107.5105485401
-21.19,49107.4843430498
-21.18,49107.4581375595
-21.17,49107.4319320693
-21.16,49107.405726579
-21.15,49107.3795210887
-21.14,49107.3533155985
-21.13,49107.3271101082
-21.12,49107.3009046179
-21.11,49107.2746991276
-21.1,49107.248608938
-21.09,49107.2225490286
-21.08,49107.1964891193
-21.07,49107.1704292099
-21.06,49107.1443693006
-21.05,49107.1183093912
-21.04,49107.0922494819
-21.03,49107.0661895725
-21.02,49107.0401296632
-21.01,49107.014099405
-21,49106.9881832875
-20.99,49106.96226717
-20.98,49106.9363510526
-20.97,49106.9104349351
-20.96,49106.8845188176
-20.95,49106.8586027001
-20.94,49106.8326865826
-20.93,49106.8067704651
-20.92,49106.7808543476
-20.91,49106.7550263436
-20.9,49106.7292522496
-20.89,49106.7034781556
-20.88,49106.6777040617
-20.87,49106.6519299677
-20.86,49106.6261558737
-20.85,49106.6003817797
-20.84,49106.5746076857
-20.83,49106.5488335918
-20.82,49106.5230643542
-20.81,49106.4974305358
-20.8,49106.4717967174
-20.79,49106.4461628989
-20.78,49106.4205290805
-20.77,49106.3948952621
-20.76,49106.3692614437
-20.75,49106.3436276253
-20.74,49106.3179938069
-20.73,49106.2923599885
-20.72,49106.2667883539
-20.71,49106.2412930832
-20.7,49106.2157978125
-20.69,49106.1903025418
-20.68,49106.1648072711
-20.67,49106.1393120004
-20.66,49106.1138167297
-20.65,49106.0883214591
-20.64,49106.0628261884
-20.63,49106.0373309177
-20.62,49106.011953744
-20.61,49105.9865953129
-20.6,49105.9612368819
-20.59,49105.9358784509
-20.58,49105.9105200199
-20.57,49105.8851615889
-20.56,49105.8598031578
-20.55,49105.8344447268
-20.54,49105.8090862958
-20.53,49105.7837653337
-20.52,49105.7585420538
-20.51,49105.7333187739
-20.5,49105.708095494
-20.49,49105.6828722141
-20.48,49105.6576489342
-20.47,49105.6324256543
-20.46,49105.6072023743
-20.45,49105.5819790944
-20.44,49105.5567558145
-20.43,49105.5316248296
-20.42,49105.5065350315
-20.41,49105.4814452333
-20.4,49105.4563554351
-20.39,49105.431265637
-20.38,49105.4061758388
-20.37,49105.3810860407
-20.36,49105.3559962425
-20.35,49105.3309064443
-20.34,49105.305830574
-20.33,49105.2808726071
