"Time","Right.Basal.Forebrain"
-50.73,417.899791637409
-50.72,417.899791637409
-50.71,417.899791637409
-50.7,417.899791637409
-50.69,417.899791637409
-50.68,417.899791637409
-50.67,417.899791637409
-50.66,417.899791637409
-50.65,417.899791637409
-50.64,417.899791637409
-50.63,417.899791637409
-50.62,417.899791637409
-50.61,417.899791637409
-50.6,417.899791637409
-50.59,417.899791637409
-50.58,417.899791637409
-50.57,417.899791637409
-50.56,417.899791637409
-50.55,417.899791637409
-50.54,417.899791637409
-50.53,417.899791637409
-50.52,417.899791637409
-50.51,417.899791637409
-50.5,417.899791637409
-50.49,417.899791637409
-50.48,417.899791637409
-50.47,417.899791637409
-50.46,417.899791637409
-50.45,417.899791637409
-50.44,417.899791637409
-50.43,417.899791637409
-50.42,417.899791637409
-50.41,417.899791637409
-50.4,417.899791637409
-50.39,417.899791637409
-50.38,417.899791637409
-50.37,417.899791637409
-50.36,417.899791637409
-50.35,417.899791637409
-50.34,417.899791637409
-50.33,417.899791637409
-50.32,417.899791637409
-50.31,417.899791637409
-50.3,417.899791637409
-50.29,417.899791637409
-50.28,417.899791637409
-50.27,417.899791637409
-50.26,417.899791637409
-50.25,417.899791637409
-50.24,417.899791637409
-50.23,417.899791637409
-50.22,417.899791637409
-50.21,417.899791637409
-50.2,417.899791637409
-50.19,417.899791637409
-50.18,417.899791637409
-50.17,417.899791637409
-50.16,417.899791637409
-50.15,417.899791637409
-50.14,417.899791637409
-50.13,417.899791637409
-50.12,417.899791637409
-50.11,417.899791637409
-50.1,417.899791637409
-50.09,417.899791637409
-50.08,417.899791637409
-50.07,417.899791637409
-50.06,417.899791637409
-50.05,417.899791637409
-50.04,417.899791637409
-50.03,417.899791637409
-50.02,417.899791637409
-50.01,417.899791637409
-50,417.899791637409
-49.99,417.899791637409
-49.98,417.899791637409
-49.97,417.899791637409
-49.96,417.899791637409
-49.95,417.899791637409
-49.94,417.899791637409
-49.93,417.899791637409
-49.92,417.899791637409
-49.91,417.899791637409
-49.9,417.899791637409
-49.89,417.899791637409
-49.88,417.899791637409
-49.87,417.899791637409
-49.86,417.899791637409
-49.85,417.899791637409
-49.84,417.899791637409
-49.83,417.899791637409
-49.82,417.899791637409
-49.81,417.899791637409
-49.8,417.899791637409
-49.79,417.899791637409
-49.78,417.899791637409
-49.77,417.899791637409
-49.76,417.899791637409
-49.75,417.899791637409
-49.74,417.899791637409
-49.73,417.899791637409
-49.72,417.899791637409
-49.71,417.899791637409
-49.7,417.899791637409
-49.69,417.899791637409
-49.68,417.899791637409
-49.67,417.899791637409
-49.66,417.899791637409
-49.65,417.899791637409
-49.64,417.899791637409
-49.63,417.899791637409
-49.62,417.899791637409
-49.61,417.899791637409
-49.6,417.899791637409
-49.59,417.899791637409
-49.58,417.899791637409
-49.57,417.899791637409
-49.56,417.899791637409
-49.55,417.899791637409
-49.54,417.899791637409
-49.53,417.899791637409
-49.52,417.899791637409
-49.51,417.899791637409
-49.5,417.899791637409
-49.49,417.899791637409
-49.48,417.899791637409
-49.47,417.899791637409
-49.46,417.899791637409
-49.45,417.899791637409
-49.44,417.899791637409
-49.43,417.899791637409
-49.42,417.899791637409
-49.41,417.899791637409
-49.4,417.899791637409
-49.39,417.899791637409
-49.38,417.899791637409
-49.37,417.899791637409
-49.36,417.899791637409
-49.35,417.899791637409
-49.34,417.899791637409
-49.33,417.899791637409
-49.32,417.899791637409
-49.31,417.899791637409
-49.3,417.899791637409
-49.29,417.899791637409
-49.28,417.899791637409
-49.27,417.899791637409
-49.26,417.899791637409
-49.25,417.899791637409
-49.24,417.899791637409
-49.23,417.899791637409
-49.22,417.899791637409
-49.21,417.899791637409
-49.2,417.899791637409
-49.19,417.899791637409
-49.18,417.899791637409
-49.17,417.899791637409
-49.16,417.899791637409
-49.15,417.899791637409
-49.14,417.899791637409
-49.13,417.899791637409
-49.12,417.899791637409
-49.11,417.899791637409
-49.1,417.899791637409
-49.09,417.899791637409
-49.08,417.899791637409
-49.07,417.899791637409
-49.06,417.899791637409
-49.05,417.899791637409
-49.04,417.899791637409
-49.03,417.899791637409
-49.02,417.899791637409
-49.01,417.899791637409
-49,417.899791637409
-48.99,417.899791637409
-48.98,417.899791637409
-48.97,417.899791637409
-48.96,417.899791637409
-48.95,417.899791637409
-48.94,417.899791637409
-48.93,417.899791637409
-48.92,417.899791637409
-48.91,417.899791637409
-48.9,417.899791637409
-48.89,417.899791637409
-48.88,417.899791637409
-48.87,417.899791637409
-48.86,417.899791637409
-48.85,417.899791637409
-48.84,417.899791637409
-48.83,417.899791637409
-48.82,417.899791637409
-48.81,417.899791637409
-48.8,417.899791637409
-48.79,417.899791637409
-48.78,417.899791637409
-48.77,417.899791637409
-48.76,417.899791637409
-48.75,417.899791637409
-48.74,417.899791637409
-48.73,417.899791637409
-48.72,417.899791637409
-48.71,417.899791637409
-48.7,417.899791637409
-48.69,417.899791637409
-48.68,417.899791637409
-48.67,417.899791637409
-48.66,417.899791637409
-48.65,417.899791637409
-48.64,417.899791637409
-48.63,417.899791637409
-48.62,417.899791637409
-48.61,417.899791637409
-48.6,417.899791637409
-48.59,417.899791637409
-48.58,417.899791637409
-48.57,417.899791637409
-48.56,417.899791637409
-48.55,417.899791637409
-48.54,417.899791637409
-48.53,417.899791637409
-48.52,417.899791637409
-48.51,417.899791637409
-48.5,417.899791637409
-48.49,417.899791637409
-48.48,417.899791637409
-48.47,417.899791637409
-48.46,417.899791637409
-48.45,417.899791637409
-48.44,417.899791637409
-48.43,417.899791637409
-48.42,417.899791637409
-48.41,417.899791637409
-48.4,417.899791637409
-48.39,417.899791637409
-48.38,417.899791637409
-48.37,417.899791637409
-48.36,417.899791637409
-48.35,417.899791637409
-48.34,417.899791637409
-48.33,417.899791637409
-48.32,417.899791637409
-48.31,417.899791637409
-48.3,417.899791637409
-48.29,417.899791637409
-48.28,417.899791637409
-48.27,417.899791637409
-48.26,417.899791637409
-48.25,417.899791637409
-48.24,417.899791637409
-48.23,417.899791637409
-48.22,417.899791637409
-48.21,417.899791637409
-48.2,417.899791637409
-48.19,417.899791637409
-48.18,417.899791637409
-48.17,417.899791637409
-48.16,417.899791637409
-48.15,417.899791637409
-48.14,417.899791637409
-48.13,417.899791637409
-48.12,417.899791637409
-48.11,417.899791637409
-48.1,417.899791637409
-48.09,417.899791637409
-48.08,417.899791637409
-48.07,417.899791637409
-48.06,417.899791637409
-48.05,417.899791637409
-48.04,417.899791637409
-48.03,417.899791637409
-48.02,417.899791637409
-48.01,417.899791637409
-48,417.899791637409
-47.99,417.899791637409
-47.98,417.899791637409
-47.97,417.899791637409
-47.96,417.899791637409
-47.95,417.899791637409
-47.94,417.899791637409
-47.93,417.899791637409
-47.92,417.899791637409
-47.91,417.899791637409
-47.9,417.899791637409
-47.89,417.899791637409
-47.88,417.899791637409
-47.87,417.899791637409
-47.86,417.899791637409
-47.85,417.899791637409
-47.84,417.899791637409
-47.83,417.899791637409
-47.82,417.899791637409
-47.81,417.899791637409
-47.8,417.899791637409
-47.79,417.899791637409
-47.78,417.899791637409
-47.77,417.899791637409
-47.76,417.899791637409
-47.75,417.899791637409
-47.74,417.899791637409
-47.73,417.899791637409
-47.72,417.899791637409
-47.71,417.899791637409
-47.7,417.899791637409
-47.69,417.899791637409
-47.68,417.899791637409
-47.67,417.899791637409
-47.66,417.899791637409
-47.65,417.899791637409
-47.64,417.899791637409
-47.63,417.899791637409
-47.62,417.899791637409
-47.61,417.899791637409
-47.6,417.899791637409
-47.59,417.899791637409
-47.58,417.899791637409
-47.57,417.899791637409
-47.56,417.899791637409
-47.55,417.899791637409
-47.54,417.899791637409
-47.53,417.899791637409
-47.52,417.899791637409
-47.51,417.899791637409
-47.5,417.899791637409
-47.49,417.899791637409
-47.48,417.899791637409
-47.47,417.899791637409
-47.46,417.899791637409
-47.45,417.899791637409
-47.44,417.899791637409
-47.43,417.899791637409
-47.42,417.899791637409
-47.41,417.899791637409
-47.4,417.899791637409
-47.39,417.899791637409
-47.38,417.899791637409
-47.37,417.899791637409
-47.36,417.899791637409
-47.35,417.899791637409
-47.34,417.899791637409
-47.33,417.899791637409
-47.32,417.899791637409
-47.31,417.899791637409
-47.3,417.899791637409
-47.29,417.899791637409
-47.28,417.899791637409
-47.27,417.899791637409
-47.26,417.899791637409
-47.25,417.899791637409
-47.24,417.899791637409
-47.23,417.899791637409
-47.22,417.899791637409
-47.21,417.899791637409
-47.2,417.899791637409
-47.19,417.899791637409
-47.18,417.899791637409
-47.17,417.899791637409
-47.16,417.899791637409
-47.15,417.899791637409
-47.14,417.899791637409
-47.13,417.899791637409
-47.12,417.899791637409
-47.11,417.899791637409
-47.1,417.899791637409
-47.09,417.899791637409
-47.08,417.899791637409
-47.07,417.899791637409
-47.06,417.899791637409
-47.05,417.899791637409
-47.04,417.899791637409
-47.03,417.899791637409
-47.02,417.899791637409
-47.01,417.899791637409
-47,417.899791637409
-46.99,417.899791637409
-46.98,417.899791637409
-46.97,417.899791637409
-46.96,417.899791637409
-46.95,417.899791637409
-46.94,417.899791637409
-46.93,417.899791637409
-46.92,417.899791637409
-46.91,417.899791637409
-46.9,417.899791637409
-46.89,417.899791637409
-46.88,417.899791637409
-46.87,417.899791637409
-46.86,417.899791637409
-46.85,417.899791637409
-46.84,417.899791637409
-46.83,417.899791637409
-46.82,417.899791637409
-46.81,417.899791637409
-46.8,417.899791637409
-46.79,417.899791637409
-46.78,417.899791637409
-46.77,417.899791637409
-46.76,417.899791637409
-46.75,417.899791637409
-46.74,417.899791637409
-46.73,417.899791637409
-46.72,417.899791637409
-46.71,417.899791637409
-46.7,417.899791637409
-46.69,417.899791637409
-46.68,417.899791637409
-46.67,417.899791637409
-46.66,417.899791637409
-46.65,417.899791637409
-46.64,417.899791637409
-46.63,417.899791637409
-46.62,417.899791637409
-46.61,417.899791637409
-46.6,417.899791637409
-46.59,417.899791637409
-46.58,417.899791637409
-46.57,417.899791637409
-46.56,417.899791637409
-46.55,417.899791637409
-46.54,417.899791637409
-46.53,417.899791637409
-46.52,417.899791637409
-46.51,417.899791637409
-46.5,417.899791637409
-46.49,417.899791637409
-46.48,417.899791637409
-46.47,417.899791637409
-46.46,417.899791637409
-46.45,417.899791637409
-46.44,417.899791637409
-46.43,417.899791637409
-46.42,417.899791637409
-46.41,417.899791637409
-46.4,417.899791637409
-46.39,417.899791637409
-46.38,417.899791637409
-46.37,417.899791637409
-46.36,417.899791637409
-46.35,417.899791637409
-46.34,417.899791637409
-46.33,417.899791637409
-46.32,417.899791637409
-46.31,417.899791637409
-46.3,417.899791637409
-46.29,417.899791637409
-46.28,417.899791637409
-46.27,417.899791637409
-46.26,417.899791637409
-46.25,417.899791637409
-46.24,417.899791637409
-46.23,417.899791637409
-46.22,417.899791637409
-46.21,417.899791637409
-46.2,417.899791637409
-46.19,417.899791637409
-46.18,417.899791637409
-46.17,417.899791637409
-46.16,417.899791637409
-46.15,417.899791637409
-46.14,417.899791637409
-46.13,417.899791637409
-46.12,417.899791637409
-46.11,417.899791637409
-46.1,417.899791637409
-46.09,417.899791637409
-46.08,417.899791637409
-46.07,417.899791637409
-46.06,417.899791637409
-46.05,417.899791637409
-46.04,417.899791637409
-46.03,417.899791637409
-46.02,417.899791637409
-46.01,417.899791637409
-46,417.899791637409
-45.99,417.899791637409
-45.98,417.899791637409
-45.97,417.899791637409
-45.96,417.899791637409
-45.95,417.899791637409
-45.94,417.899791637409
-45.93,417.899791637409
-45.92,417.899791637409
-45.91,417.899791637409
-45.9,417.899791637409
-45.89,417.899791637409
-45.88,417.899791637409
-45.87,417.899791637409
-45.86,417.899791637409
-45.85,417.899791637409
-45.84,417.899791637409
-45.83,417.899791637409
-45.82,417.899791637409
-45.81,417.899791637409
-45.8,417.899791637409
-45.79,417.899791637409
-45.78,417.899791637409
-45.77,417.899791637409
-45.76,417.899791637409
-45.75,417.899791637409
-45.74,417.899791637409
-45.73,417.899791637409
-45.72,417.899791637409
-45.71,417.899791637409
-45.7,417.899791637409
-45.69,417.899791637409
-45.68,417.899791637409
-45.67,417.899791637409
-45.66,417.899791637409
-45.65,417.899791637409
-45.64,417.899791637409
-45.63,417.899791637409
-45.62,417.899791637409
-45.61,417.899791637409
-45.6,417.899791637409
-45.59,417.899791637409
-45.58,417.899791637409
-45.57,417.899791637409
-45.56,417.899791637409
-45.55,417.899791637409
-45.54,417.899791637409
-45.53,417.899791637409
-45.52,417.899791637409
-45.51,417.899791637409
-45.5,417.899791637409
-45.49,417.899791637409
-45.48,417.899791637409
-45.47,417.899791637409
-45.46,417.899791637409
-45.45,417.899791637409
-45.44,417.899791637409
-45.43,417.899791637409
-45.42,417.899791637409
-45.41,417.899791637409
-45.4,417.899791637409
-45.39,417.899791637409
-45.38,417.899791637409
-45.37,417.899791637409
-45.36,417.899791637409
-45.35,417.899791637409
-45.34,417.899791637409
-45.33,417.899791637409
-45.32,417.899791637409
-45.31,417.899791637409
-45.3,417.899791637409
-45.29,417.899791637409
-45.28,417.899791637409
-45.27,417.899791637409
-45.26,417.899791637409
-45.25,417.899791637409
-45.24,417.899791637409
-45.23,417.899791637409
-45.22,417.899791637409
-45.21,417.899791637409
-45.2,417.899791637409
-45.19,417.899791637409
-45.18,417.899791637409
-45.17,417.899791637409
-45.16,417.899791637409
-45.15,417.899791637409
-45.14,417.899791637409
-45.13,417.899791637409
-45.12,417.899791637409
-45.11,417.899791637409
-45.1,417.899791637409
-45.09,417.899791637409
-45.08,417.899791637409
-45.07,417.899791637409
-45.06,417.899791637409
-45.05,417.899791637409
-45.04,417.899791637409
-45.03,417.899791637409
-45.02,417.899791637409
-45.01,417.899791637409
-45,417.899791637409
-44.99,417.899791637409
-44.98,417.899791637409
-44.97,417.899791637409
-44.96,417.899791637409
-44.95,417.899791637409
-44.94,417.899791637409
-44.93,417.899791637409
-44.92,417.899791637409
-44.91,417.899791637409
-44.9,417.899791637409
-44.89,417.899791637409
-44.88,417.899791637409
-44.87,417.899791637409
-44.86,417.899791637409
-44.85,417.899791637409
-44.84,417.899791637409
-44.83,417.899791637409
-44.82,417.899791637409
-44.81,417.899791637409
-44.8,417.899791637409
-44.79,417.899791637409
-44.78,417.899791637409
-44.77,417.899791637409
-44.76,417.899791637409
-44.75,417.899791637409
-44.74,417.899791637409
-44.73,417.899791637409
-44.72,417.899791637409
-44.71,417.899791637409
-44.7,417.899791637409
-44.69,417.899791637409
-44.68,417.899791637409
-44.67,417.899791637409
-44.66,417.899791637409
-44.65,417.899791637409
-44.64,417.899791637409
-44.63,417.899791637409
-44.62,417.899791637409
-44.61,417.899791637409
-44.6,417.899791637409
-44.59,417.899791637409
-44.58,417.899791637409
-44.57,417.899791637409
-44.56,417.899791637409
-44.55,417.899791637409
-44.54,417.899791637409
-44.53,417.899791637409
-44.52,417.899791637409
-44.51,417.899791637409
-44.5,417.899791637409
-44.49,417.899791637409
-44.48,417.899791637409
-44.47,417.899791637409
-44.46,417.899791637409
-44.45,417.899791637409
-44.44,417.899791637409
-44.43,417.899791637409
-44.42,417.899791637409
-44.41,417.899791637409
-44.4,417.899791637409
-44.39,417.899791637409
-44.38,417.899791637409
-44.37,417.899791637409
-44.36,417.899791637409
-44.35,417.899791637409
-44.34,417.899791637409
-44.33,417.899791637409
-44.32,417.899791637409
-44.31,417.899791637409
-44.3,417.899791637409
-44.29,417.899791637409
-44.28,417.899791637409
-44.27,417.899791637409
-44.26,417.899791637409
-44.25,417.899791637409
-44.24,417.899791637409
-44.23,417.899791637409
-44.22,417.899791637409
-44.21,417.899791637409
-44.2,417.899791637409
-44.19,417.899791637409
-44.18,417.899791637409
-44.17,417.899791637409
-44.16,417.899791637409
-44.15,417.899791637409
-44.14,417.899791637409
-44.13,417.899791637409
-44.12,417.899791637409
-44.11,417.899791637409
-44.1,417.899791637409
-44.09,417.899791637409
-44.08,417.899791637409
-44.07,417.899791637409
-44.06,417.899791637409
-44.05,417.899791637409
-44.04,417.899791637409
-44.03,417.899791637409
-44.02,417.899791637409
-44.01,417.899791637409
-44,417.899791637409
-43.99,417.899791637409
-43.98,417.899791637409
-43.97,417.899791637409
-43.96,417.899791637409
-43.95,417.899791637409
-43.94,417.899791637409
-43.93,417.899791637409
-43.92,417.899791637409
-43.91,417.899791637409
-43.9,417.899791637409
-43.89,417.899791637409
-43.88,417.899791637409
-43.87,417.899791637409
-43.86,417.899791637409
-43.85,417.899791637409
-43.84,417.899791637409
-43.83,417.899791637409
-43.82,417.899791637409
-43.81,417.899791637409
-43.8,417.899791637409
-43.79,417.899791637409
-43.78,417.899791637409
-43.77,417.899791637409
-43.76,417.899791637409
-43.75,417.899791637409
-43.74,417.899791637409
-43.73,417.899791637409
-43.72,417.899791637409
-43.71,417.899791637409
-43.7,417.899791637409
-43.69,417.899791637409
-43.68,417.899791637409
-43.67,417.899791637409
-43.66,417.899791637409
-43.65,417.899791637409
-43.64,417.899791637409
-43.63,417.899791637409
-43.62,417.899791637409
-43.61,417.899791637409
-43.6,417.899791637409
-43.59,417.899791637409
-43.58,417.899791637409
-43.57,417.899791637409
-43.56,417.899791637409
-43.55,417.899791637409
-43.54,417.899791637409
-43.53,417.899791637409
-43.52,417.899791637409
-43.51,417.899791637409
-43.5,417.899791637409
-43.49,417.899791637409
-43.48,417.899791637409
-43.47,417.899791637409
-43.46,417.899791637409
-43.45,417.899791637409
-43.44,417.899791637409
-43.43,417.899791637408
-43.42,417.899791637408
-43.41,417.899791637408
-43.4,417.899791637408
-43.39,417.899791637408
-43.38,417.899791637408
-43.37,417.899791637408
-43.36,417.899791637408
-43.35,417.899791637408
-43.34,417.899791637408
-43.33,417.899791637408
-43.32,417.899791637408
-43.31,417.899791637408
-43.3,417.899791637408
-43.29,417.899791637408
-43.28,417.899791637408
-43.27,417.899791637408
-43.26,417.899791637408
-43.25,417.899791637408
-43.24,417.899791637408
-43.23,417.899791637408
-43.22,417.899791637408
-43.21,417.899791637408
-43.2,417.899791637408
-43.19,417.899791637408
-43.18,417.899791637408
-43.17,417.899791637408
-43.16,417.899791637408
-43.15,417.899791637408
-43.14,417.899791637408
-43.13,417.899791637408
-43.12,417.899791637408
-43.11,417.899791637408
-43.1,417.899791637408
-43.09,417.899791637408
-43.08,417.899791637408
-43.07,417.899791637408
-43.06,417.899791637408
-43.05,417.899791637408
-43.04,417.899791637408
-43.03,417.899791637408
-43.02,417.899791637408
-43.01,417.899791637408
-43,417.899791637408
-42.99,417.899791637408
-42.98,417.899791637408
-42.97,417.899791637408
-42.96,417.899791637408
-42.95,417.899791637408
-42.94,417.899791637408
-42.93,417.899791637408
-42.92,417.899791637408
-42.91,417.899791637408
-42.9,417.899791637408
-42.89,417.899791637408
-42.88,417.899791637408
-42.87,417.899791637408
-42.86,417.899791637408
-42.85,417.899791637408
-42.84,417.899791637408
-42.83,417.899791637408
-42.82,417.899791637408
-42.81,417.899791637408
-42.8,417.899791637408
-42.79,417.899791637408
-42.78,417.899791637408
-42.77,417.899791637408
-42.76,417.899791637408
-42.75,417.899791637408
-42.74,417.899791637408
-42.73,417.899791637408
-42.72,417.899791637408
-42.71,417.899791637408
-42.7,417.899791637408
-42.69,417.899791637408
-42.68,417.899791637408
-42.67,417.899791637408
-42.66,417.899791637408
-42.65,417.899791637408
-42.64,417.899791637408
-42.63,417.899791637408
-42.62,417.899791637408
-42.61,417.899791637408
-42.6,417.899791637408
-42.59,417.899791637408
-42.58,417.899791637408
-42.57,417.899791637408
-42.56,417.899791637408
-42.55,417.899791637408
-42.54,417.899791637408
-42.53,417.899791637408
-42.52,417.899791637408
-42.51,417.899791637408
-42.5,417.899791637408
-42.49,417.899791637408
-42.48,417.899791637408
-42.47,417.899791637408
-42.46,417.899791637408
-42.45,417.899791637408
-42.44,417.899791637408
-42.43,417.899791637408
-42.42,417.899791637408
-42.41,417.899791637408
-42.4,417.899791637408
-42.39,417.899791637408
-42.38,417.899791637408
-42.37,417.899791637408
-42.36,417.899791637408
-42.35,417.899791637408
-42.34,417.899791637408
-42.33,417.899791637408
-42.32,417.899791637408
-42.31,417.899791637408
-42.3,417.899791637407
-42.29,417.899791637407
-42.28,417.899791637407
-42.27,417.899791637407
-42.26,417.899791637407
-42.25,417.899791637407
-42.24,417.899791637407
-42.23,417.899791637407
-42.22,417.899791637407
-42.21,417.899791637407
-42.2,417.899791637407
-42.19,417.899791637407
-42.18,417.899791637407
-42.17,417.899791637407
-42.16,417.899791637407
-42.15,417.899791637407
-42.14,417.899791637407
-42.13,417.899791637407
-42.12,417.899791637407
-42.11,417.899791637407
-42.1,417.899791637407
-42.09,417.899791637407
-42.08,417.899791637407
-42.07,417.899791637407
-42.06,417.899791637407
-42.05,417.899791637407
-42.04,417.899791637407
-42.03,417.899791637407
-42.02,417.899791637407
-42.01,417.899791637407
-42,417.899791637406
-41.99,417.899791637406
-41.98,417.899791637406
-41.97,417.899791637406
-41.96,417.899791637406
-41.95,417.899791637406
-41.94,417.899791637406
-41.93,417.899791637406
-41.92,417.899791637406
-41.91,417.899791637406
-41.9,417.899791637406
-41.89,417.899791637406
-41.88,417.899791637406
-41.87,417.899791637406
-41.86,417.899791637406
-41.85,417.899791637406
-41.84,417.899791637406
-41.83,417.899791637405
-41.82,417.899791637405
-41.81,417.899791637405
-41.8,417.899791637405
-41.79,417.899791637405
-41.78,417.899791637405
-41.77,417.899791637405
-41.76,417.899791637405
-41.75,417.899791637405
-41.74,417.899791637405
-41.73,417.899791637405
-41.72,417.899791637405
-41.71,417.899791637405
-41.7,417.899791637404
-41.69,417.899791637404
-41.68,417.899791637404
-41.67,417.899791637404
-41.66,417.899791637404
-41.65,417.899791637404
-41.64,417.899791637404
-41.63,417.899791637404
-41.62,417.899791637404
-41.61,417.899791637404
-41.6,417.899791637403
-41.59,417.899791637403
-41.58,417.899791637403
-41.57,417.899791637403
-41.56,417.899791637403
-41.55,417.899791637403
-41.54,417.899791637403
-41.53,417.899791637403
-41.52,417.899791637402
-41.51,417.899791637402
-41.5,417.899791637402
-41.49,417.899791637402
-41.48,417.899791637402
-41.47,417.899791637402
-41.46,417.899791637402
-41.45,417.899791637402
-41.44,417.899791637401
-41.43,417.899791637401
-41.42,417.899791637401
-41.41,417.899791637401
-41.4,417.899791637401
-41.39,417.8997916374
-41.38,417.8997916374
-41.37,417.8997916374
-41.36,417.8997916374
-41.35,417.8997916374
-41.34,417.8997916374
-41.33,417.899791637399
-41.32,417.899791637399
-41.31,417.899791637399
-41.3,417.899791637399
-41.29,417.899791637399
-41.28,417.899791637398
-41.27,417.899791637398
-41.26,417.899791637398
-41.25,417.899791637398
-41.24,417.899791637397
-41.23,417.899791637397
-41.22,417.899791637397
-41.21,417.899791637397
-41.2,417.899791637396
-41.19,417.899791637396
-41.18,417.899791637396
-41.17,417.899791637396
-41.16,417.899791637395
-41.15,417.899791637395
-41.14,417.899791637395
-41.13,417.899791637395
-41.12,417.899791637394
-41.11,417.899791637394
-41.1,417.899791637394
-41.09,417.899791637393
-41.08,417.899791637393
-41.07,417.899791637393
-41.06,417.899791637392
-41.05,417.899791637392
-41.04,417.899791637392
-41.03,417.899791637391
-41.02,417.899791637391
-41.01,417.89979163739
-41,417.89979163739
