"Time","Left.Inf.Lat.Vent"
-19.43,1424.48919640379
-19.42,1424.57042190659
-19.41,1424.65164740939
-19.4,1424.7328729122
-19.39,1424.814098415
-19.38,1424.89535647635
-19.37,1424.97671341991
-19.36,1425.05807036347
-19.35,1425.13942730703
-19.34,1425.22078425059
-19.33,1425.30214119415
-19.32,1425.38349813771
-19.31,1425.46485508127
-19.3,1425.54621202483
-19.29,1425.6275689684
-19.28,1425.70901295892
-19.27,1425.79050141109
-19.26,1425.87198986325
-19.25,1425.95347831542
-19.24,1426.03496676759
-19.23,1426.11645521976
-19.22,1426.19794367193
-19.21,1426.27943212409
-19.2,1426.36092057626
-19.19,1426.44241904353
-19.18,1426.5240390718
-19.17,1426.60565910006
-19.16,1426.68727912833
-19.15,1426.76889915659
-19.14,1426.85051918486
-19.13,1426.93213921312
-19.12,1427.01375924139
-19.11,1427.09537926966
-19.1,1427.17699929792
-19.09,1427.25868387377
-19.08,1427.34043554526
-19.07,1427.42218721675
-19.06,1427.50393888825
-19.05,1427.58569055974
-19.04,1427.66744223124
-19.03,1427.74919390273
-19.02,1427.83094557423
-19.01,1427.91269724572
-19,1427.99444891721
-18.99,1428.07631972405
-18.98,1428.15820310555
-18.97,1428.24008648704
-18.96,1428.32196986854
-18.95,1428.40385325003
-18.94,1428.48573663152
-18.93,1428.56762001302
-18.92,1428.64950339451
-18.91,1428.731386776
-18.9,1428.81331215904
-18.89,1428.89532731694
-18.88,1428.97734247484
-18.87,1429.05935763275
-18.86,1429.14137279065
-18.85,1429.22338794856
-18.84,1429.30540310646
-18.83,1429.38741826436
-18.82,1429.46943342227
-18.81,1429.55144858017
-18.8,1429.63356037055
-18.79,1429.71570737092
-18.78,1429.79785437128
-18.77,1429.88000137164
-18.76,1429.962148372
-18.75,1430.04429537236
-18.74,1430.12644237272
-18.73,1430.20858937308
-18.72,1430.29073637344
-18.71,1430.37290278339
-18.7,1430.45518169189
-18.69,1430.53746060039
-18.68,1430.6197395089
-18.67,1430.7020184174
-18.66,1430.78429732591
-18.65,1430.86657623441
-18.64,1430.94885514291
-18.63,1431.03113405142
-18.62,1431.11341295992
-18.61,1431.19576595177
-18.6,1431.27817683374
-18.59,1431.36058771571
-18.58,1431.44299859768
-18.57,1431.52540947965
-18.56,1431.60782036161
-18.55,1431.69023124358
-18.54,1431.77264212555
-18.53,1431.85505300752
-18.52,1431.93746388949
-18.51,1432.02000358232
-18.5,1432.10254650271
-18.49,1432.1850894231
-18.48,1432.26763234349
-18.47,1432.35017526388
-18.46,1432.43271818427
-18.45,1432.51526110465
-18.44,1432.59780402504
-18.43,1432.68034694543
-18.42,1432.7629413545
-18.41,1432.8456163779
-18.4,1432.9282914013
-18.39,1433.0109664247
-18.38,1433.0936414481
-18.37,1433.1763164715
-18.36,1433.2589914949
-18.35,1433.3416665183
-18.34,1433.4243415417
-18.33,1433.5070165651
-18.32,1433.58979784663
-18.31,1433.67260503727
-18.3,1433.7554122279
-18.29,1433.83821941854
-18.28,1433.92102660917
-18.27,1434.00383379981
-18.26,1434.08664099044
-18.25,1434.16944818108
-18.24,1434.25225537171
-18.23,1434.33509141159
-18.22,1434.41803083332
-18.21,1434.50097025505
