"Time","Right.Lateral.Ventricle"
-48.99,20917.9772162763
-48.98,20918.8226181924
-48.97,20919.6680201085
-48.96,20920.5134220246
-48.95,20921.3588239407
-48.94,20922.2042258568
-48.93,20923.0496277729
-48.92,20923.895029689
-48.91,20924.7404316051
-48.9,20925.5860404235
-48.89,20926.4317500631
-48.88,20927.2774597027
-48.87,20928.1231693422
-48.86,20928.9688789818
-48.85,20929.8145886214
-48.84,20930.6602982609
-48.83,20931.5060079005
-48.82,20932.3517175401
-48.81,20933.197453909
-48.8,20934.0434723083
-48.79,20934.8894907077
-48.78,20935.735509107
-48.77,20936.5815275063
-48.76,20937.4275459056
-48.75,20938.273564305
-48.74,20939.1195827043
-48.73,20939.9656011036
-48.72,20940.8116195029
-48.71,20941.6577930411
-48.7,20942.5041212376
-48.69,20943.350449434
-48.68,20944.1967776304
-48.67,20945.0431058269
-48.66,20945.8894340233
-48.65,20946.7357622197
-48.64,20947.5820904161
-48.63,20948.4284186126
-48.62,20949.274746809
-48.61,20950.1213594141
-48.6,20950.9679984461
-48.59,20951.814637478
-48.58,20952.66127651
-48.57,20953.5079155419
-48.56,20954.3545545739
-48.55,20955.2011936058
-48.54,20956.0478326378
-48.53,20956.8944716697
-48.52,20957.7412133668
-48.51,20958.5881642738
-48.5,20959.4351151807
-48.49,20960.2820660876
-48.48,20961.1290169945
-48.47,20961.9759679015
-48.46,20962.8229188084
-48.45,20963.6698697153
-48.44,20964.5168206223
-48.43,20965.3637715292
-48.42,20966.2109550552
-48.41,20967.0582188776
-48.4,20967.9054827001
-48.39,20968.7527465225
-48.38,20969.600010345
-48.37,20970.4472741674
-48.36,20971.2945379898
-48.35,20972.1418018123
-48.34,20972.9890656347
-48.33,20973.8363789363
-48.32,20974.6839567158
-48.31,20975.5315344954
-48.3,20976.3791122749
-48.29,20977.2266900545
-48.28,20978.074267834
-48.27,20978.9218456136
-48.26,20979.7694233931
-48.25,20980.6170011727
-48.24,20981.4645789522
-48.23,20982.3123368499
-48.22,20983.1602296293
-48.21,20984.0081224086
-48.2,20984.8560151879
-48.19,20985.7039079673
-48.18,20986.5518007466
-48.17,20987.3996935259
-48.16,20988.2475863053
-48.15,20989.0954790846
-48.14,20989.943371864
-48.13,20990.7915762653
-48.12,20991.6397850881
-48.11,20992.487993911
-48.1,20993.3362027339
-48.09,20994.1844115568
-48.08,20995.0326203796
-48.07,20995.8808292025
-48.06,20996.7290380254
-48.05,20997.5772468482
-48.04,20998.4255825747
-48.03,20999.2741084859
-48.02,21000.1226343972
-48.01,21000.9711603084
-48,21001.8196862196
-47.99,21002.6682121309
-47.98,21003.5167380421
-47.97,21004.3652639533
-47.96,21005.2137898646
-47.95,21006.0623157758
-47.94,21006.9111007823
-47.93,21007.7599448278
-47.92,21008.6087888733
-47.91,21009.4576329188
-47.9,21010.3064769643
-47.89,21011.1553210098
-47.88,21012.0041650553
-47.87,21012.8530091008
-47.86,21013.7018531463
-47.85,21014.5507701651
-47.84,21015.3999333919
-47.83,21016.2490966187
-47.82,21017.0982598455
-47.81,21017.9474230723
-47.8,21018.796586299
-47.79,21019.6457495258
-47.78,21020.4949127526
-47.77,21021.3440759794
-47.76,21022.1932392062
-47.75,21023.0426082867
-47.74,21023.8920917428
-47.73,21024.741575199
-47.72,21025.5910586551
-47.71,21026.4405421113
-47.7,21027.2900255674
-47.69,21028.1395090235
-47.68,21028.9889924797
-47.67,21029.8384759358
-47.66,21030.687977717
-47.65,21031.5377824517
-47.64,21032.3875871864
-47.63,21033.2373919211
-47.62,21034.0871966558
-47.61,21034.9370013905
-47.6,21035.7868061252
-47.59,21036.6366108599
-47.58,21037.4864155945
-47.57,21038.3362203292
-47.56,21039.1861769593
-47.55,21040.0363040228
-47.54,21040.8864310863
-47.53,21041.7365581499
-47.52,21042.5866852134
-47.51,21043.4368122769
-47.5,21044.2869393404
-47.49,21045.137066404
-47.48,21045.9871934675
-47.47,21046.837320531
-47.46,21047.6877339313
-47.45,21048.538184375
-47.44,21049.3886348188
-47.43,21050.2390852625
-47.42,21051.0895357062
-47.41,21051.93998615
-47.4,21052.7904365937
-47.39,21053.6408870375
-47.38,21054.4913374812
-47.37,21055.3418851428
-47.36,21056.1926600192
-47.35,21057.0434348957
-47.34,21057.8942097722
-47.33,21058.7449846486
-47.32,21059.5957595251
-47.31,21060.4465344015
-47.3,21061.297309278
-47.29,21062.1480841544
-47.28,21062.9988590309
-47.27,21063.8498662592
-47.26,21064.7009666219
-47.25,21065.5520669847
-47.24,21066.4031673475
-47.23,21067.2542677103
-47.22,21068.105368073
-47.21,21068.9564684358
-47.2,21069.8075687986
-47.19,21070.6586691613
-47.18,21071.509811343
-47.17,21072.3612382468
-47.16,21073.2126651506
-47.15,21074.0640920544
-47.14,21074.9155189582
-47.13,21075.766945862
-47.12,21076.6183727658
-47.11,21077.4697996696
-47.1,21078.3212265734
-47.09,21079.1726534773
-47.08,21080.0242580276
-47.07,21080.8760125283
-47.06,21081.727767029
-47.05,21082.5795215297
-47.04,21083.4312760303
-47.03,21084.283030531
-47.02,21085.1347850317
-47.01,21085.9865395324
-47,21086.8382940331
-46.99,21087.6900485337
-46.98,21088.5421173844
-46.97,21089.3942005389
-46.96,21090.2462836934
-46.95,21091.0983668479
-46.94,21091.9504500025
-46.93,21092.802533157
-46.92,21093.6546163115
-46.91,21094.506699466
-46.9,21095.3587826205
-46.89,21096.2109879937
-46.88,21097.0634008601
-46.87,21097.9158137265
-46.86,21098.768226593
-46.85,21099.6206394594
-46.84,21100.4730523258
-46.83,21101.3254651923
-46.82,21102.1778780587
-46.81,21103.0302909251
-46.8,21103.8827037916
-46.79,21104.7353762765
-46.78,21105.5881199141
-46.77,21106.4408635517
-46.76,21107.2936071892
-46.75,21108.1463508268
-46.74,21108.9990944644
-46.73,21109.8518381019
-46.72,21110.7045817395
-46.71,21111.5573253771
-46.7,21112.4101350804
-46.69,21113.2632105495
-46.68,21114.1162860185
-46.67,21114.9693614876
-46.66,21115.8224369566
-46.65,21116.6755124257
-46.64,21117.5285878947
-46.63,21118.3816633637
-46.62,21119.2347388328
-46.61,21120.0878143018
-46.6,21120.9410939342
-46.59,21121.7945022962
-46.58,21122.6479106582
-46.57,21123.5013190202
-46.56,21124.3547273822
-46.55,21125.2081357442
-46.54,21126.0615441063
-46.53,21126.9149524683
-46.52,21127.7683608303
-46.51,21128.621778378
-46.5,21129.4755206956
-46.49,21130.3292630132
-46.48,21131.1830053308
-46.47,21132.0367476485
-46.46,21132.8904899661
-46.45,21133.7442322837
-46.44,21134.5979746013
-46.43,21135.4517169189
-46.42,21136.3054592365
-46.41,21137.159349536
-46.4,21138.013426873
-46.39,21138.86750421
-46.38,21139.721581547
-46.37,21140.575658884
-46.36,21141.4297362209
-46.35,21142.2838135579
-46.34,21143.1378908949
-46.33,21143.9919682319
-46.32,21144.8460455689
-46.31,21145.7004105661
-46.3,21146.5548239874
-46.29,21147.4092374087
-46.28,21148.26365083
-46.27,21149.1180642513
-46.26,21149.9724776726
-46.25,21150.8268910938
-46.24,21151.6813045151
-46.23,21152.5357179364
-46.22,21153.3902224297
-46.21,21154.2449730013
-46.2,21155.099723573
-46.19,21155.9544741446
-46.18,21156.8092247163
-46.17,21157.6639752879
-46.16,21158.5187258596
-46.15,21159.3734764313
-46.14,21160.2282270029
-46.13,21161.0829775746
-46.12,21161.9379595981
-46.11,21162.7930483874
-46.1,21163.6481371766
-46.09,21164.5032259659
-46.08,21165.3583147552
-46.07,21166.2134035444
-46.06,21167.0684923337
-46.05,21167.923581123
-46.04,21168.7786699122
-46.03,21169.6337921327
-46.02,21170.489220208
-46.01,21171.3446482833
-46,21172.2000763585
-45.99,21173.0555044338
-45.98,21173.9109325091
-45.97,21174.7663605843
-45.96,21175.6217886596
-45.95,21176.4772167349
-45.94,21177.3326448102
-45.93,21178.1882473992
-45.92,21179.0440158301
-45.91,21179.8997842609
-45.9,21180.7555526917
-45.89,21181.6113211226
-45.88,21182.4670895534
-45.87,21183.3228579843
-45.86,21184.1786264151
-45.85,21185.0343948459
-45.84,21185.8901632768
-45.83,21186.7462481911
-45.82,21187.6023580482
-45.81,21188.4584679054
-45.8,21189.3145777625
-45.79,21190.1706876197
-45.78,21191.0267974768
-45.77,21191.8829073339
-45.76,21192.7390171911
-45.75,21193.5951270482
-45.74,21194.4513537489
-45.73,21195.3078061043
-45.72,21196.1642584596
-45.71,21197.020710815
-45.7,21197.8771631703
-45.69,21198.7336155256
-45.68,21199.590067881
-45.67,21200.4465202363
-45.66,21201.3029725917
-45.65,21202.159424947
-45.64,21203.0161368212
-45.63,21203.8729327478
-45.62,21204.7297286744
-45.61,21205.5865246011
-45.6,21206.4433205277
-45.59,21207.3001164543
-45.58,21208.156912381
-45.57,21209.0137083076
-45.56,21209.8705042342
-45.55,21210.7273585997
-45.54,21211.5844991719
-45.53,21212.4416397441
-45.52,21213.2987803162
-45.51,21214.1559208884
-45.5,21215.0130614606
-45.49,21215.8702020328
-45.48,21216.727342605
-45.47,21217.5844831771
-45.46,21218.4416237493
-45.45,21219.2989661423
-45.44,21220.1564524355
-45.43,21221.0139387286
-45.42,21221.8714250218
-45.41,21222.728911315
-45.4,21223.5863976082
-45.39,21224.4438839013
-45.38,21225.3013701945
-45.37,21226.1588564877
-45.36,21227.0163427809
-45.35,21227.8741751689
-45.34,21228.7320082597
-45.33,21229.5898413505
-45.32,21230.4476744413
-45.31,21231.3055075322
-45.3,21232.163340623
-45.29,21233.0211737138
-45.28,21233.8790068046
-45.27,21234.7368398954
-45.26,21235.5948163732
-45.25,21236.4529973395
-45.24,21237.3111783058
-45.23,21238.1693592721
-45.22,21239.0275402384
-45.21,21239.8857212046
-45.2,21240.7439021709
-45.19,21241.6020831372
-45.18,21242.4602641035
-45.17,21243.3184450698
-45.16,21244.1769144067
-45.15,21245.0354443275
-45.14,21245.8939742483
-45.13,21246.7525041691
-45.12,21247.6110340898
-45.11,21248.4695640106
-45.1,21249.3280939314
-45.09,21250.1866238522
-45.08,21251.0451537729
-45.07,21251.9037679087
-45.06,21252.7626478642
-45.05,21253.6215278197
-45.04,21254.4804077752
-45.03,21255.3392877307
-45.02,21256.1981676862
-45.01,21257.0570476417
-45,21257.9159275972
-44.99,21258.7748075527
-44.98,21259.6336875082
-44.97,21260.4927973733
-44.96,21261.3520284449
-44.95,21262.2112595166
-44.94,21263.0704905882
-44.93,21263.9297216599
-44.92,21264.7889527316
-44.91,21265.6481838032
-44.9,21266.5074148749
-44.89,21267.3666459466
-44.88,21268.2259013206
-44.87,21269.085484591
-44.86,21269.9450678615
-44.85,21270.804651132
-44.84,21271.6642344025
-44.83,21272.5238176729
-44.82,21273.3834009434
-44.81,21274.2429842139
-44.8,21275.1025674843
-44.79,21275.9621507548
-44.78,21276.8219047341
-44.77,21277.6818412872
-44.76,21278.5417778404
-44.75,21279.4017143935
-44.74,21280.2616509466
-44.73,21281.1215874998
-44.72,21281.9815240529
-44.71,21282.841460606
-44.7,21283.7013971592
-44.69,21284.5613337123
-44.68,21285.4215882797
-44.67,21286.2818792006
-44.66,21287.1421701215
-44.65,21288.0024610423
-44.64,21288.8627519632
-44.63,21289.7230428841
-44.62,21290.583333805
-44.61,21291.4436247259
-44.6,21292.3039156467
-44.59,21293.1643173337
-44.58,21294.0249637087
-44.57,21294.8856100836
-44.56,21295.7462564585
-44.55,21296.6069028334
-44.54,21297.4675492083
-44.53,21298.3281955832
-44.52,21299.1888419582
-44.51,21300.0494883331
-44.5,21300.910134708
-44.49,21301.7710398695
-44.48,21302.632042786
-44.47,21303.4930457024
-44.46,21304.3540486189
-44.45,21305.2150515354
-44.44,21306.0760544519
-44.43,21306.9370573684
-44.42,21307.7980602848
-44.41,21308.6590632013
-44.4,21309.5201161968
-44.39,21310.3814767436
-44.38,21311.2428372904
-44.37,21312.1041978372
-44.36,21312.965558384
-44.35,21313.8269189308
-44.34,21314.6882794776
-44.33,21315.5496400244
-44.32,21316.4110005712
-44.31,21317.272361118
-44.3,21318.1339204804
-44.29,21318.9956397474
-44.28,21319.8573590145
-44.27,21320.7190782816
-44.26,21321.5807975487
-44.25,21322.4425168158
-44.24,21323.3042360829
-44.23,21324.16595535
-44.22,21325.0276746171
-44.21,21325.8893938842
-44.2,21326.7514616077
-44.19,21327.6135406863
-44.18,21328.475619765
-44.17,21329.3376988436
-44.16,21330.1997779222
-44.15,21331.0618570008
-44.14,21331.9239360795
-44.13,21332.7860151581
-44.12,21333.6480942367
-44.11,21334.5103114142
-44.1,21335.3727513968
-44.09,21336.2351913794
-44.08,21337.097631362
-44.07,21337.9600713447
-44.06,21338.8225113273
-44.05,21339.6849513099
-44.04,21340.5473912925
-44.03,21341.4098312751
-44.02,21342.2722712578
-44.01,21343.1349996992
-44,21343.9978016795
-43.99,21344.8606036599
-43.98,21345.7234056402
-43.97,21346.5862076205
-43.96,21347.4490096009
-43.95,21348.3118115812
-43.94,21349.1746135615
-43.93,21350.0374155418
-43.92,21350.9002941559
-43.91,21351.7634592289
-43.9,21352.6266243019
-43.89,21353.4897893749
-43.88,21354.3529544479
-43.87,21355.2161195209
-43.86,21356.0792845939
-43.85,21356.9424496669
-43.84,21357.8056147399
-43.83,21358.6687798129
-43.82,21359.5321726001
-43.81,21360.395701862
-43.8,21361.2592311239
-43.79,21362.1227603857
-43.78,21362.9862896476
-43.77,21363.8498189095
-43.76,21364.7133481714
-43.75,21365.5768774333
-43.74,21366.4404066952
-43.73,21367.3039503748
-43.72,21368.167844923
-43.71,21369.0317394713
-43.7,21369.8956340195
-43.69,21370.7595285678
-43.68,21371.623423116
-43.67,21372.4873176643
-43.66,21373.3512122125
-43.65,21374.2151067608
-43.64,21375.079001309
-43.63,21375.9430620771
-43.62,21376.8073230105
-43.61,21377.6715839439
-43.6,21378.5358448772
-43.59,21379.4001058106
-43.58,21380.2643667439
-43.57,21381.1286276773
-43.56,21381.9928886106
-43.55,21382.857149544
-43.54,21383.7214104773
-43.53,21384.585990344
-43.52,21385.4506187625
-43.51,21386.3152471809
-43.5,21387.1798755994
-43.49,21388.0445040179
-43.48,21388.9091324363
-43.47,21389.7737608548
-43.46,21390.6383892732
-43.45,21391.5030176917
-43.44,21392.3677500834
-43.43,21393.2327470883
-43.42,21394.0977440931
-43.41,21394.962741098
-43.4,21395.8277381028
-43.39,21396.6927351077
-43.38,21397.5577321125
-43.37,21398.4227291174
-43.36,21399.2877261222
-43.35,21400.1527231271
-43.34,21401.0179775434
-43.33,21401.8833442372
-43.32,21402.748710931
-43.31,21403.6140776248
-43.3,21404.4794443186
-43.29,21405.3448110123
-43.28,21406.2101777061
-43.27,21407.0755443999
-43.26,21407.9409110937
-43.25,21408.8063187593
-43.24,21409.6720562458
-43.23,21410.5377937324
-43.22,21411.4035312189
-43.21,21412.2692687055
-43.2,21413.135006192
-43.19,21414.0007436786
-43.18,21414.8664811651
-43.17,21415.7322186517
-43.16,21416.5979561382
-43.15,21417.4638887609
-43.14,21418.3299981453
-43.13,21419.1961075297
-43.12,21420.0622169142
-43.11,21420.9283262986
-43.1,21421.794435683
-43.09,21422.6605450674
-43.08,21423.5266544519
-43.07,21424.3927638363
-43.06,21425.2588732207
-43.05,21426.1253328223
-43.04,21426.991815211
-43.03,21427.8582975997
-43.02,21428.7247799884
-43.01,21429.5912623771
-43,21430.4577447658
-42.99,21431.3242271545
-42.98,21432.1907095432
-42.97,21433.0571919319
-42.96,21433.9238064251
-42.95,21434.7906629258
-42.94,21435.6575194265
-42.93,21436.5243759272
-42.92,21437.3912324278
-42.91,21438.2580889285
-42.9,21439.1249454292
-42.89,21439.9918019299
-42.88,21440.8586584306
-42.87,21441.7255149313
-42.86,21442.5926593467
-42.85,21443.4598910683
-42.84,21444.3271227899
-42.83,21445.1943545116
-42.82,21446.0615862332
-42.81,21446.9288179549
-42.8,21447.7960496765
-42.79,21448.6632813982
-42.78,21449.5305131198
-42.77,21450.3978131554
-42.76,21451.2654212083
-42.75,21452.1330292612
-42.74,21453.0006373141
-42.73,21453.868245367
-42.72,21454.7358534199
-42.71,21455.6034614727
-42.7,21456.4710695256
-42.69,21457.3386775785
-42.68,21458.2062856314
-42.67,21459.074118539
-42.66,21459.9421040347
-42.65,21460.8100895305
-42.64,21461.6780750262
-42.63,21462.546060522
-42.62,21463.4140460177
-42.61,21464.2820315134
-42.6,21465.1500170092
-42.59,21466.0180025049
-42.58,21466.8859917625
-42.57,21467.754355814
-42.56,21468.6227198655
-42.55,21469.491083917
-42.54,21470.3594479684
-42.53,21471.2278120199
-42.52,21472.0961760714
-42.51,21472.9645401229
-42.5,21473.8329041744
-42.49,21474.7012682258
-42.48,21475.5697933117
-42.47,21476.4385370332
-42.46,21477.3072807546
-42.45,21478.176024476
-42.44,21479.0447681975
-42.43,21479.9135119189
-42.42,21480.7822556404
-42.41,21481.6509993618
-42.4,21482.5197430832
-42.39,21483.3884868047
-42.38,21484.2575497572
-42.37,21485.1266742641
-42.36,21485.995798771
-42.35,21486.864923278
-42.34,21487.7340477849
-42.33,21488.6031722918
-42.32,21489.4722967988
-42.31,21490.3414213057
-42.3,21491.2105458126
-42.29,21492.0797667707
-42.28,21492.9492731799
-42.27,21493.8187795892
-42.26,21494.6882859985
-42.25,21495.5577924078
-42.24,21496.427298817
-42.23,21497.2968052263
-42.22,21498.1663116356
-42.21,21499.0358180449
-42.2,21499.9053244541
-42.19,21500.7750862462
-42.18,21501.644975676
-42.17,21502.5148651058
-42.16,21503.3847545356
-42.15,21504.2546439654
-42.14,21505.1245333952
-42.13,21505.994422825
-42.12,21506.8643122548
-42.11,21507.7342016846
-42.1,21508.6041222165
-42.09,21509.4743957863
-42.08,21510.3446693562
-42.07,21511.214942926
-42.06,21512.0852164958
-42.05,21512.9554900656
-42.04,21513.8257636355
-42.03,21514.6960372053
-42.02,21515.5663107751
-42.01,21516.4365843449
-42,21517.3070486849
-41.99,21518.1777075156
-41.98,21519.0483663463
-41.97,21519.919025177
-41.96,21520.7896840077
-41.95,21521.6603428384
-41.94,21522.5310016691
-41.93,21523.4016604998
-41.92,21524.2723193304
-41.91,21525.1429781611
-41.9,21526.0139883597
-41.89,21526.8850335734
-41.88,21527.7560787872
-41.87,21528.6271240009
-41.86,21529.4981692147
-41.85,21530.3692144284
-41.84,21531.2402596421
-41.83,21532.1113048559
-41.82,21532.9823500696
-41.81,21533.8535206738
