"Time","Right.Lateral.Ventricle"
-29.88,22605.6299199445
-29.87,22606.5585940967
-29.86,22607.487268249
-29.85,22608.4159424013
-29.84,22609.3446165536
-29.83,22610.2733443252
-29.82,22611.2025585106
-29.81,22612.1317726959
-29.8,22613.0609868812
-29.79,22613.9902010665
-29.78,22614.9194152518
-29.77,22615.8486294372
-29.76,22616.7778436225
-29.75,22617.7070578078
-29.74,22618.6362719931
-29.73,22619.5657641654
-29.72,22620.4955197136
-29.71,22621.4252752618
-29.7,22622.35503081
-29.69,22623.2847863581
-29.68,22624.2145419063
-29.67,22625.1442974545
-29.66,22626.0740530027
-29.65,22627.0038085508
-29.64,22627.933564099
-29.63,22628.8638231052
-29.62,22629.794121348
-29.61,22630.7244195908
-29.6,22631.6547178336
-29.59,22632.5850160764
-29.58,22633.5153143191
-29.57,22634.4456125619
-29.56,22635.3759108047
-29.55,22636.3062090475
-29.54,22637.2366932969
-29.53,22638.167535568
-29.52,22639.0983778392
-29.51,22640.0292201103
-29.5,22640.9600623814
-29.49,22641.8909046526
-29.48,22642.8217469237
-29.47,22643.7525891948
-29.46,22644.683431466
-29.45,22645.6142737371
-29.44,22646.5455283643
-29.43,22647.4769159995
-29.42,22648.4083036347
-29.41,22649.3396912699
-29.4,22650.271078905
-29.39,22651.2024665402
-29.38,22652.1338541754
-29.37,22653.0652418105
-29.36,22653.9966294457
-29.35,22654.9281101937
-29.34,22655.8600445305
-29.33,22656.7919788674
-29.32,22657.7239132043
-29.31,22658.6558475412
-29.3,22659.587781878
-29.29,22660.5197162149
-29.28,22661.4516505518
-29.27,22662.3835848887
-29.26,22663.3155192256
-29.25,22664.2477739052
-29.24,22665.1802562834
-29.23,22666.1127386617
-29.22,22667.0452210399
-29.21,22667.9777034181
-29.2,22668.9101857964
-29.19,22669.8426681746
-29.18,22670.7751505529
-29.17,22671.7076329311
-29.16,22672.6401153093
-29.15,22673.5731463721
-29.14,22674.5061781333
-29.13,22675.4392098945
-29.12,22676.3722416558
-29.11,22677.305273417
-29.1,22678.2383051782
-29.09,22679.1713369395
-29.08,22680.1043687007
-29.07,22681.0374004619
-29.06,22681.970659637
-29.05,22682.9042421249
-29.04,22683.8378246127
-29.03,22684.7714071006
-29.02,22685.7049895884
-29.01,22686.6385720763
-29,22687.5721545641
-28.99,22688.505737052
-28.98,22689.4393195398
-28.97,22690.3729020277
-28.96,22691.3069411565
-28.95,22692.2410757166
-28.94,22693.1752102767
-28.93,22694.1093448368
-28.92,22695.0434793969
-28.91,22695.977613957
-28.9,22696.9117485171
-28.89,22697.8458830772
-28.88,22698.7800176373
-28.87,22699.7142857628
-28.86,22700.6489737428
-28.85,22701.5836617227
-28.84,22702.5183497027
-28.83,22703.4530376826
-28.82,22704.3877256626
-28.81,22705.3224136426
-28.8,22706.2571016225
-28.79,22707.1917896025
-28.78,22708.1264775825
-28.77,22709.0615292423
-28.76,22709.9967719917
-28.75,22710.9320147412
-28.74,22711.8672574907
-28.73,22712.8025002401
-28.72,22713.7377429896
-28.71,22714.672985739
-28.7,22715.6082284885
-28.69,22716.543471238
-28.68,22717.4787527807
-28.67,22718.4145516513
-28.66,22719.350350522
-28.65,22720.2861493926
-28.64,22721.2219482632
-28.63,22722.1577471338
-28.62,22723.0935460044
-28.61,22724.029344875
-28.6,22724.9651437457
-28.59,22725.9009426163
-28.58,22726.8370112838
-28.57,22727.7733676293
-28.56,22728.7097239747
-28.55,22729.6460803201
-28.54,22730.5824366656
-28.53,22731.518793011
-28.52,22732.4551493564
-28.51,22733.3915057019
-28.5,22734.3278620473
-28.49,22735.2642183927
-28.48,22736.201076662
-28.47,22737.1379918379
-28.46,22738.0749070139
-28.45,22739.0118221898
-28.44,22739.9487373658
-28.43,22740.8856525417
-28.42,22741.8225677176
-28.41,22742.7594828936
-28.4,22743.6963980695
-28.39,22744.6334882336
-28.38,22745.5709635978
-28.37,22746.508438962
-28.36,22747.4459143262
-28.35,22748.3833896903
-28.34,22749.3208650545
-28.33,22750.2583404187
-28.32,22751.1958157829
-28.31,22752.133291147
-28.3,22753.0707665112
-28.29,22754.0086498847
-28.28,22754.9466867968
-28.27,22755.884723709
-28.26,22756.8227606212
-28.25,22757.7607975333
-28.24,22758.6988344455
-28.23,22759.6368713577
-28.22,22760.5749082698
-28.21,22761.512945182
-28.2,22762.4510613435
-28.19,22763.3896611655
-28.18,22764.3282609874
-28.17,22765.2668608094
-28.16,22766.2054606314
-28.15,22767.1440604533
-28.14,22768.0826602753
-28.13,22769.0212600972
-28.12,22769.9598599192
-28.11,22770.8984597412
-28.1,22771.8373727298
-28.09,22772.7765368254
-28.08,22773.715700921
-28.07,22774.6548650166
-28.06,22775.5940291122
-28.05,22776.5331932078
-28.04,22777.4723573034
-28.03,22778.411521399
-28.02,22779.3506854946
-28.01,22780.2898495902
-28,22781.2295619016
-27.99,22782.1692916368
-27.98,22783.1090213719
-27.97,22784.048751107
-27.96,22784.9884808422
-27.95,22785.9282105773
-27.94,22786.8679403125
-27.93,22787.8076700476
-27.92,22788.7473997827
-27.91,22789.6873469097
-27.9,22790.6276436524
-27.89,22791.567940395
-27.88,22792.5082371377
-27.87,22793.4485338803
-27.86,22794.3888306229
-27.85,22795.3291273656
-27.84,22796.2694241082
-27.83,22797.2097208508
-27.82,22798.1500175935
-27.81,22799.0907676785
-27.8,22800.0316327986
-27.79,22800.9724979188
-27.78,22801.9133630389
-27.77,22802.8542281591
-27.76,22803.7950932793
-27.75,22804.7359583994
-27.74,22805.6768235196
-27.73,22806.6176886398
-27.72,22807.5586744405
-27.71,22808.5001093103
-27.7,22809.4415441801
-27.69,22810.3829790499
-27.68,22811.3244139197
-27.67,22812.2658487895
-27.66,22813.2072836592
-27.65,22814.148718529
-27.64,22815.0901533988
-27.63,22816.0315882686
-27.62,22816.9733806728
-27.61,22817.9153866663
-27.6,22818.8573926599
-27.59,22819.7993986535
-27.58,22820.7414046471
-27.57,22821.6834106406
-27.56,22822.6254166342
-27.55,22823.5674226278
-27.54,22824.5094286214
-27.53,22825.4514576436
-27.52,22826.3940361372
-27.51,22827.3366146309
-27.5,22828.2791931245
-27.49,22829.2217716181
-27.48,22830.1643501117
-27.47,22831.1069286053
-27.46,22832.049507099
-27.45,22832.9920855926
-27.44,22833.9346640862
-27.43,22834.8775033676
-27.42,22835.8206557396
-27.41,22836.7638081116
-27.4,22837.7069604836
-27.39,22838.6501128556
-27.38,22839.5932652276
-27.37,22840.5364175996
-27.36,22841.4795699716
-27.35,22842.4227223436
-27.34,22843.3658747156
-27.33,22844.3095267782
-27.32,22845.253254409
-27.31,22846.1969820398
-27.3,22847.1407096707
-27.29,22848.0844373015
-27.28,22849.0281649323
-27.27,22849.9718925632
-27.26,22850.915620194
-27.25,22851.8593478248
-27.24,22852.8032385538
-27.23,22853.747542826
-27.22,22854.6918470982
-27.21,22855.6361513704
-27.2,22856.5804556426
-27.19,22857.5247599148
-27.18,22858.4690641869
-27.17,22859.4133684591
-27.16,22860.3576727313
-27.15,22861.3019770035
-27.14,22862.2466841872
-27.13,22863.1915664853
-27.12,22864.1364487835
-27.11,22865.0813310817
-27.1,22866.0262133799
-27.09,22866.971095678
-27.08,22867.9159779762
-27.07,22868.8608602744
-27.06,22869.8057425726
-27.05,22870.7506893321
-27.04,22871.696151043
-27.03,22872.641612754
-27.02,22873.5870744649
-27.01,22874.5325361758
-27,22875.4779978867
-26.99,22876.4234595976
-26.98,22877.3689213086
-26.97,22878.3143830195
-26.96,22879.2598447304
-26.95,22880.2056116285
-26.94,22881.1516541411
-26.93,22882.0976966536
-26.92,22883.0437391661
-26.91,22883.9897816787
-26.9,22884.9358241912
-26.89,22885.8818667037
-26.88,22886.8279092163
-26.87,22887.7739517288
-26.86,22888.7199942413
-26.85,22889.6665838194
-26.84,22890.6132085246
-26.83,22891.5598332297
-26.82,22892.5064579348
-26.81,22893.45308264
-26.8,22894.3997073451
-26.79,22895.3463320502
-26.78,22896.2929567553
-26.77,22897.2395814605
-26.76,22898.186412679
-26.75,22899.1336209699
-26.74,22900.0808292607
-26.73,22901.0280375516
-26.72,22901.9752458424
-26.71,22902.9224541333
-26.7,22903.8696624241
-26.69,22904.816870715
-26.68,22905.7640790058
-26.67,22906.7112872967
-26.66,22907.6589448971
-26.65,22908.6067381689
-26.64,22909.5545314408
-26.63,22910.5023247126
-26.62,22911.4501179844
-26.61,22912.3979112562
-26.6,22913.345704528
-26.59,22914.2934977998
-26.58,22915.2412910717
-26.57,22916.1891912293
-26.56,22917.1375708794
-26.55,22918.0859505296
-26.54,22919.0343301798
-26.53,22919.98270983
-26.52,22920.9310894802
-26.51,22921.8794691303
-26.5,22922.8278487805
-26.49,22923.7762284307
-26.48,22924.7246080809
-26.47,22925.6733383329
-26.46,22926.622305761
-26.45,22927.571273189
-26.44,22928.5202406171
-26.43,22929.4692080452
-26.42,22930.4181754733
-26.41,22931.3671429014
-26.4,22932.3161103294
-26.39,22933.2650777575
-26.38,22934.2140514854
-26.37,22935.1636080931
-26.36,22936.1131647008
-26.35,22937.0627213085
-26.34,22938.0122779161
-26.33,22938.9618345238
-26.32,22939.9113911315
-26.31,22940.8609477392
-26.3,22941.8105043468
-26.29,22942.7600609545
-26.28,22943.7098685
-26.27,22944.6600156911
-26.26,22945.6101628823
-26.25,22946.5603100734
-26.24,22947.5104572645
-26.23,22948.4606044556
-26.22,22949.4107516467
-26.21,22950.3608988378
-26.2,22951.3110460289
-26.19,22952.2611932201
-26.18,22953.2118371518
-26.17,22954.1625763324
-26.16,22955.1133155129
-26.15,22956.0640546935
-26.14,22957.0147938741
-26.13,22957.9655330546
-26.12,22958.9162722352
-26.11,22959.8670114158
-26.1,22960.8177505964
-26.09,22961.7686400902
-26.08,22962.7199726684
-26.07,22963.6713052466
-26.06,22964.6226378248
-26.05,22965.573970403
-26.04,22966.5253029812
-26.03,22967.4766355594
-26.02,22968.4279681376
-26.01,22969.3793007158
-26,22970.330633294
-25.99,22971.2823629156
-25.98,22972.2342903018
-25.97,22973.186217688
-25.96,22974.1381450742
-25.95,22975.0900724604
-25.94,22976.0419998466
-25.93,22976.9939272328
-25.92,22977.945854619
-25.91,22978.8977820052
-25.9,22979.849758115
-25.89,22980.8022817218
-25.88,22981.7548053285
-25.87,22982.7073289353
-25.86,22983.659852542
-25.85,22984.6123761487
-25.84,22985.5648997555
-25.83,22986.5174233622
-25.82,22987.4699469689
-25.81,22988.4224705757
-25.8,22989.3752905656
-25.79,22990.3284118076
-25.78,22991.2815330496
-25.77,22992.2346542916
-25.76,22993.1877755336
-25.75,22994.1408967756
-25.74,22995.0940180176
-25.73,22996.0471392596
-25.72,22997.0002605016
-25.71,22997.9533817436
-25.7,22998.9070482022
-25.69,22999.8607684964
-25.68,23000.8144887906
-25.67,23001.7682090848
-25.66,23002.721929379
-25.65,23003.6756496732
-25.64,23004.6293699674
-25.63,23005.5830902616
-25.62,23006.5368105557
-25.61,23007.4907256055
-25.6,23008.445046371
-25.59,23009.3993671365
-25.58,23010.353687902
-25.57,23011.3080086675
-25.56,23012.262329433
-25.55,23013.2166501985
-25.54,23014.170970964
-25.53,23015.1252917295
-25.52,23016.079612495
-25.51,23017.0343777843
-25.5,23017.9893004424
-25.49,23018.9442231006
-25.48,23019.8991457587
-25.47,23020.8540684168
-25.46,23021.808991075
-25.45,23022.7639137331
-25.44,23023.7188363913
-25.43,23024.6737590494
-25.42,23025.6287738635
-25.41,23026.5842998378
-25.4,23027.5398258121
-25.39,23028.4953517865
-25.38,23029.4508777608
-25.37,23030.4064037351
-25.36,23031.3619297094
-25.35,23032.3174556837
-25.34,23033.272981658
-25.33,23034.2285076324
-25.32,23035.184376468
-25.31,23036.1405071842
-25.3,23037.0966379005
-25.29,23038.0527686167
-25.28,23039.008899333
-25.27,23039.9650300492
-25.26,23040.9211607655
-25.25,23041.8772914817
-25.24,23042.833422198
-25.23,23043.7895529142
-25.22,23044.7462783804
-25.21,23045.7030152666
-25.2,23046.6597521527
-25.19,23047.6164890389
-25.18,23048.5732259251
-25.17,23049.5299628112
-25.16,23050.4866996974
-25.15,23051.4434365836
-25.14,23052.4001734698
-25.13,23053.3571505804
-25.12,23054.3144950667
-25.11,23055.271839553
-25.1,23056.2291840393
-25.09,23057.1865285256
-25.08,23058.1438730119
-25.07,23059.1012174982
-25.06,23060.0585619845
-25.05,23061.0159064708
-25.04,23061.9732509571
-25.03,23062.9310884989
-25.02,23063.8890420178
-25.01,23064.8469955367
-25,23065.8049490556
-24.99,23066.7629025745
-24.98,23067.7208560933
-24.97,23068.6788096122
-24.96,23069.6367631311
-24.95,23070.59471665
-24.94,23071.5528067776
-24.93,23072.5113707638
-24.92,23073.4699347499
-24.91,23074.4284987361
-24.9,23075.3870627222
-24.89,23076.3456267084
-24.88,23077.3041906945
-24.87,23078.2627546807
-24.86,23079.2213186669
-24.85,23080.179882653
-24.84,23081.1388370236
-24.83,23082.098012914
-24.82,23083.0571888044
-24.81,23084.0163646947
-24.8,23084.9755405851
-24.79,23085.9347164755
-24.78,23086.8938923658
-24.77,23087.8530682562
-24.76,23088.8122441466
-24.75,23089.7714520465
-24.74,23090.7312412803
-24.73,23091.691030514
-24.72,23092.6508197478
-24.71,23093.6106089816
-24.7,23094.5703982154
-24.69,23095.5301874491
-24.68,23096.4899766829
-24.67,23097.4497659167
-24.66,23098.4095551505
-24.65,23099.3696311164
-24.64,23100.330035135
-24.63,23101.2904391537
-24.62,23102.2508431723
-24.61,23103.2112471909
-24.6,23104.1716512096
-24.59,23105.1320552282
-24.58,23106.0924592469
-24.57,23107.0528632655
-24.56,23108.0132672841
-24.55,23108.9742139536
-24.54,23109.9352342008
-24.53,23110.8962544481
-24.52,23111.8572746953
-24.51,23112.8182949425
-24.5,23113.7793151897
-24.49,23114.740335437
-24.48,23115.7013556842
-24.47,23116.6623759314
-24.46,23117.6235782725
-24.45,23118.5852161943
-24.44,23119.5468541161
-24.43,23120.508492038
-24.42,23121.4701299598
-24.41,23122.4317678816
-24.4,23123.3934058034
-24.39,23124.3550437252
-24.38,23125.316681647
-24.37,23126.2783195688
-24.36,23127.2403964556
-24.35,23128.2026535003
-24.34,23129.164910545
-24.33,23130.1271675896
-24.32,23131.0894246343
-24.31,23132.051681679
-24.3,23133.0139387236
-24.29,23133.9761957683
-24.28,23134.9384528129
-24.27,23135.9007863227
-24.26,23136.8636639408
-24.25,23137.8265415589
-24.24,23138.789419177
-24.23,23139.7522967951
-24.22,23140.7151744131
-24.21,23141.6780520312
-24.2,23142.6409296493
-24.19,23143.6038072674
-24.18,23144.5666848855
-24.17,23145.5298967945
-24.16,23146.4933964388
-24.15,23147.4568960832
-24.14,23148.4203957275
-24.13,23149.3838953719
-24.12,23150.3473950162
-24.11,23151.3108946606
-24.1,23152.2743943049
-24.09,23153.2378939493
-24.08,23154.2013935936
-24.07,23155.1654865605
-24.06,23156.1296096863
-24.05,23157.093732812
-24.04,23158.0578559378
-24.03,23159.0219790636
-24.02,23159.9861021894
-24.01,23160.9502253151
-24,23161.9143484409
-23.99,23162.8784715667
-23.98,23163.8428233163
-23.97,23164.8075713809
-23.96,23165.7723194456
-23.95,23166.7370675102
-23.94,23167.7018155749
-23.93,23168.6665636395
-23.92,23169.6313117042
-23.91,23170.5960597688
-23.9,23171.5608078335
-23.89,23172.5255558981
-23.88,23173.4907925785
-23.87,23174.4561670418
-23.86,23175.4215415051
-23.85,23176.3869159684
-23.84,23177.3522904317
-23.83,23178.317664895
-23.82,23179.2830393583
-23.81,23180.2484138216
-23.8,23181.2137882848
-23.79,23182.179284707
-23.78,23183.1452870311
-23.77,23184.1112893551
-23.76,23185.0772916791
-23.75,23186.0432940031
-23.74,23187.0092963272
-23.73,23187.9752986512
-23.72,23188.9413009752
-23.71,23189.9073032992
-23.7,23190.8733056233
-23.69,23191.8396908607
-23.68,23192.8063225098
-23.67,23193.772954159
-23.66,23194.7395858081
-23.65,23195.7062174573
-23.64,23196.6728491065
-23.63,23197.6394807556
-23.62,23198.6061124048
-23.61,23199.5727440539
-23.6,23200.5393899946
-23.59,23201.5066524356
-23.58,23202.4739148767
-23.57,23203.4411773177
-23.56,23204.4084397587
-23.55,23205.3757021998
-23.54,23206.3429646408
-23.53,23207.3102270818
-23.52,23208.2774895228
-23.51,23209.2447519639
-23.5,23210.2122906157
-23.49,23211.1801853177
-23.48,23212.1480800197
-23.47,23213.1159747217
-23.46,23214.0838694236
-23.45,23215.0517641256
-23.44,23216.0196588276
-23.43,23216.9875535295
-23.42,23217.9554482315
-23.41,23218.9233429335
-23.4,23219.8917769846
-23.39,23220.860305419
-23.38,23221.8288338533
-23.37,23222.7973622876
-23.36,23223.7658907219
-23.35,23224.7344191563
-23.34,23225.7029475906
-23.33,23226.6714760249
-23.32,23227.6400044593
-23.31,23228.6087013969
-23.3,23229.5778650373
-23.29,23230.5470286778
-23.28,23231.5161923182
-23.27,23232.4853559587
-23.26,23233.4545195991
-23.25,23234.4236832395
-23.24,23235.39284688
-23.23,23236.3620105204
-23.22,23237.3311741609
-23.21,23238.3007704136
-23.2,23239.2705707363
-23.19,23240.2403710589
-23.18,23241.2101713816
-23.17,23242.1799717043
-23.16,23243.149772027
-23.15,23244.1195723497
-23.14,23245.0893726724
-23.13,23246.059172995
-23.12,23247.0290331036
-23.11,23247.999471587
-23.1,23248.9699100704
-23.09,23249.9403485538
-23.08,23250.9107870372
-23.07,23251.8812255206
-23.06,23252.851664004
-23.05,23253.8221024874
-23.04,23254.7925409708
-23.03,23255.7629794542
-23.02,23256.7337428054
-23.01,23257.7048209304
-23,23258.6758990553
-22.99,23259.6469771803
-22.98,23260.6180553052
-22.97,23261.5891334302
-22.96,23262.5602115552
-22.95,23263.5312896801
-22.94,23264.5023678051
-22.93,23265.4734459301
-22.92,23266.4451152336
-22.91,23267.4168344834
-22.9,23268.3885537331
-22.89,23269.3602729829
-22.88,23270.3319922326
-22.87,23271.3037114823
-22.86,23272.2754307321
-22.85,23273.2471499818
-22.84,23274.2188692316
-22.83,23275.1908045923
-22.82,23276.1631664524
-22.81,23277.1355283125
-22.8,23278.1078901727
-22.79,23279.0802520328
-22.78,23280.0526138929
-22.77,23281.0249757531
-22.76,23281.9973376132
-22.75,23282.9696994733
-22.74,23283.9420613334
-22.73,23284.9149065941
-22.72,23285.8879125526
-22.71,23286.8609185111
-22.7,23287.8339244696
-22.69,23288.8069304281
-22.68,23289.7799363866
-22.67,23290.7529423451
-22.66,23291.7259483036
-22.65,23292.6989542621
-22.64,23293.6720665575
-22.63,23294.6457181047
-22.62,23295.619369652
-22.61,23296.5930211993
-22.6,23297.5666727465
-22.59,23298.5403242938
-22.58,23299.513975841
-22.57,23300.4876273883
-22.56,23301.4612789356
-22.55,23302.4349304828
-22.54,23303.4089566376
-22.53,23304.3832552664
-22.52,23305.3575538952
-22.51,23306.331852524
-22.5,23307.3061511528
-22.49,23308.2804497816
-22.48,23309.2547484104
-22.47,23310.2290470392
-22.46,23311.203345668
-22.45,23312.1776442968
-22.44,23313.1525870429
-22.43,23314.1275342484
-22.42,23315.1024814539
-22.41,23316.0774286595
-22.4,23317.052375865
-22.39,23318.0273230705
-22.38,23319.002270276
-22.37,23319.9772174816
-22.36,23320.9521646871
-22.35,23321.9273766873
-22.34,23322.9029739672
-22.33,23323.878571247
-22.32,23324.8541685269
-22.31,23325.8297658067
-22.3,23326.8053630866
-22.29,23327.7809603664
-22.28,23328.7565576463
-22.27,23329.7321549261
-22.26,23330.707752206
-22.25,23331.6838847773
-22.24,23332.6601336315
-22.23,23333.6363824857
-22.22,23334.6126313399
-22.21,23335.5888801941
-22.2,23336.5651290483
-22.19,23337.5413779025
-22.18,23338.5176267567
-22.17,23339.4938756109
-22.16,23340.4702784223
-22.15,23341.4471803533
-22.14,23342.4240822843
-22.13,23343.4009842152
-22.12,23344.3778861462
-22.11,23345.3547880772
-22.1,23346.3316900082
-22.09,23347.3085919392
-22.08,23348.2854938702
-22.07,23349.2623958012
-22.06,23350.2397231755
-22.05,23351.2172796882
-22.04,23352.1948362009
-22.03,23353.1723927135
-22.02,23354.1499492262
-22.01,23355.1275057389
-22,23356.1050622516
-21.99,23357.0826187642
-21.98,23358.0601752769
-21.97,23359.0377738793
-21.96,23360.015986481
-21.95,23360.9941990827
-21.94,23361.9724116843
-21.93,23362.950624286
-21.92,23363.9288368877
-21.91,23364.9070494893
-21.9,23365.885262091
-21.89,23366.8634746926
-21.88,23367.8416872943
-21.87,23368.8202144637
-21.86,23369.7990846641
-21.85,23370.7779548646
-21.84,23371.756825065
-21.83,23372.7356952654
-21.82,23373.7145654658
-21.81,23374.6934356663
-21.8,23375.6723058667
-21.79,23376.6511760671
-21.78,23377.6300462675
-21.77,23378.6095047666
-21.76,23379.589034078
-21.75,23380.5685633894
-21.74,23381.5480927007
-21.73,23382.5276220121
-21.72,23383.5071513235
-21.71,23384.4866806349
-21.7,23385.4662099463
-21.69,23386.4457392577
-21.68,23387.4254712289
-21.67,23388.405661166
-21.66,23389.385851103
-21.65,23390.3660410401
-21.64,23391.3462309771
-21.63,23392.3264209141
-21.62,23393.3066108512
-21.61,23394.2868007882
-21.6,23395.2669907253
-21.59,23396.2471806623
-21.58,23397.2278479879
-21.57,23398.2087000677
-21.56,23399.1895521475
-21.55,23400.1704042274
-21.54,23401.1512563072
-21.53,23402.1321083871
-21.52,23403.1129604669
-21.51,23404.0938125467
-21.5,23405.0746646266
-21.49,23406.0556064208
-21.48,23407.0371221631
-21.47,23408.0186379053
-21.46,23409.0001536475
-21.45,23409.9816693898
-21.44,23410.963185132
-21.43,23411.9447008743
-21.42,23412.9262166165
-21.41,23413.9077323588
-21.4,23414.889248101
-21.39,23415.8711292866
-21.38,23416.8533102133
-21.37,23417.8354911401
-21.36,23418.8176720668
-21.35,23419.7998529935
-21.34,23420.7820339203
-21.33,23421.764214847
-21.32,23422.7463957737
-21.31,23423.7285767005
-21.3,23424.7107576272
-21.29,23425.6935809895
-21.28,23426.6764286254
-21.27,23427.6592762612
-21.26,23428.642123897
-21.25,23429.6249715328
-21.24,23430.6078191686
-21.23,23431.5906668044
-21.22,23432.5735144402
-21.21,23433.556362076
-21.2,23434.53946217
-21.19,23435.5229780419
-21.18,23436.5064939139
-21.17,23437.4900097858
-21.16,23438.4735256578
-21.15,23439.4570415297
-21.14,23440.4405574017
-21.13,23441.4240732736
-21.12,23442.4075891456
-21.11,23443.3911050176
-21.1,23444.3751513462
-21.09,23445.3593369839
-21.08,23446.3435226216
-21.07,23447.3277082592
-21.06,23448.3118938969
-21.05,23449.2960795346
-21.04,23450.2802651722
-21.03,23451.2644508099
-21.02,23452.2486364476
-21.01,23453.2329605129
-21,23454.2178174484
-20.99,23455.2026743838
-20.98,23456.1875313193
-20.97,23457.1723882547
-20.96,23458.1572451902
-20.95,23459.1421021256
-20.94,23460.1269590611
-20.93,23461.1118159965
-20.92,23462.096672932
-20.91,23463.0819473025
-20.9,23464.0674770703
-20.89,23465.0530068382
-20.88,23466.038536606
-20.87,23467.0240663738
-20.86,23468.0095961416
-20.85,23468.9951259095
-20.84,23469.9806556773
-20.83,23470.9661854451
-20.82,23471.9517385598
-20.81,23472.9379426971
-20.8,23473.9241468344
-20.79,23474.9103509717
-20.78,23475.8965551091
-20.77,23476.8827592464
-20.76,23477.8689633837
-20.75,23478.855167521
-20.74,23479.8413716583
-20.73,23480.8275757956
-20.72,23481.8140832984
-20.71,23482.8009633449
-20.7,23483.7878433913
-20.69,23484.7747234377
-20.68,23485.7616034841
-20.67,23486.7484835305
-20.66,23487.7353635769
-20.65,23488.7222436233
-20.64,23489.7091236697
-20.63,23490.6960037161
-20.62,23491.6834684244
-20.61,23492.6710259221
-20.6,23493.6585834198
-20.59,23494.6461409175
-20.58,23495.6336984152
-20.57,23496.6212559129
-20.56,23497.6088134105
-20.55,23498.5963709082
-20.54,23499.5839284059
-20.53,23500.5716741466
-20.52,23501.5599106403
-20.51,23502.5481471339
-20.5,23503.5363836276
-20.49,23504.5246201212
-20.48,23505.5128566149
-20.47,23506.5010931086
-20.46,23507.4893296022
-20.45,23508.4775660959
-20.44,23509.4658025895
-20.43,23510.45450964
-20.42,23511.4434266769
-20.41,23512.4323437138
-20.4,23513.4212607507
-20.39,23514.4101777876
-20.38,23515.3990948244
-20.37,23516.3880118613
-20.36,23517.3769288982
-20.35,23518.3658459351
-20.34,23519.3548350342
-20.33,23520.3444341641
-20.32,23521.334033294
-20.31,23522.3236324239
-20.3,23523.3132315538
-20.29,23524.3028306837
-20.28,23525.2924298136
-20.27,23526.2820289435
-20.26,23527.2716280735
-20.25,23528.2612272034
-20.24,23529.2511817292
-20.23,23530.2414645046
-20.22,23531.2317472799
-20.21,23532.2220300552
-20.2,23533.2123128305
-20.19,23534.2025956058
-20.18,23535.1928783811
-20.17,23536.1831611564
-20.16,23537.1734439317
-20.15,23538.163726707
-20.14,23539.1546495004
-20.13,23540.145617476
-20.12,23541.1365854517
-20.11,23542.1275534273
-20.1,23543.1185214029
-20.09,23544.1094893785
-20.08,23545.1004573542
-20.07,23546.0914253298
-20.06,23547.0823933054
-20.05,23548.0736004551
-20.04,23549.0652551886
-20.03,23550.056909922
-20.02,23551.0485646554
-20.01,23552.0402193889
-20,23553.0318741223
-19.99,23554.0235288558
-19.98,23555.0151835892
-19.97,23556.0068383227
-19.96,23556.9984930561
-19.95,23557.9906726121
-19.94,23558.9830156635
-19.93,23559.9753587148
-19.92,23560.9677017662
-19.91,23561.9600448175
-19.9,23562.9523878689
-19.89,23563.9447309202
-19.88,23564.9370739716
-19.87,23565.9294170229
-19.86,23566.9218819602
-19.85,23567.9149148921
-19.84,23568.907947824
-19.83,23569.900980756
-19.82,23570.8940136879
-19.81,23571.8870466198
-19.8,23572.8800795517
-19.79,23573.8731124837
-19.78,23574.8661454156
-19.77,23575.8591783475
-19.76,23576.8526198427
-19.75,23577.8463442204
-19.74,23578.8400685982
-19.73,23579.833792976
-19.72,23580.8275173537
-19.71,23581.8212417315
-19.7,23582.8149661093
-19.69,23583.808690487
-19.68,23584.8024148648
-19.67,23585.7961427687
-19.66,23586.7905601602
-19.65,23587.7849775517
-19.64,23588.7793949431
-19.63,23589.7738123346
-19.62,23590.7682297261
-19.61,23591.7626471175
-19.6,23592.757064509
-19.59,23593.7514819005
-19.58,23594.7458992919
-19.57,23595.7406079183
-19.56,23596.7357198939
-19.55,23597.7308318696
-19.54,23598.7259438452
-19.53,23599.7210558209
-19.52,23600.7161677965
-19.51,23601.7112797722
-19.5,23602.7063917478
-19.49,23603.7015037235
-19.48,23604.6966156991
-19.47,23605.6923079215
-19.46,23606.6881160544
-19.45,23607.6839241873
-19.44,23608.6797323202
-19.43,23609.6755404532
-19.42,23610.6713485861
-19.41,23611.667156719
-19.4,23612.6629648519
-19.39,23613.6587729848
-19.38,23614.6547539498
-19.37,23615.6512598157
-19.36,23616.6477656816
-19.35,23617.6442715475
-19.34,23618.6407774134
-19.33,23619.6372832793
-19.32,23620.6337891452
-19.31,23621.6302950111
-19.3,23622.626800877
-19.29,23623.6233067429
-19.28,23624.6202754905
-19.27,23625.6174806677
-19.26,23626.6146858449
-19.25,23627.6118910222
-19.24,23628.6090961994
-19.23,23629.6063013766
-19.22,23630.6035065538
-19.21,23631.600711731
-19.2,23632.5979169083
-19.19,23633.5951754349
-19.18,23634.5930815044
-19.17,23635.5909875739
-19.16,23636.5888936435
-19.15,23637.586799713
-19.14,23638.5847057825
-19.13,23639.582611852
-19.12,23640.5805179216
-19.11,23641.5784239911
-19.1,23642.5763300606
-19.09,23643.5745805696
-19.08,23644.573189115
-19.07,23645.5717976605
-19.06,23646.5704062059
-19.05,23647.5690147513
-19.04,23648.5676232968
-19.03,23649.5662318422
