"Time","Left.Pallidum"
-51.6,1323.84289696482
-51.59,1323.84289696482
-51.58,1323.84289696482
-51.57,1323.84289696482
-51.56,1323.84289696482
-51.55,1323.84289696482
-51.54,1323.84289696482
-51.53,1323.84289696482
-51.52,1323.84289696482
-51.51,1323.84289696482
-51.5,1323.84289696482
-51.49,1323.84289696482
-51.48,1323.84289696482
-51.47,1323.84289696482
-51.46,1323.84289696482
-51.45,1323.84289696482
-51.44,1323.84289696482
-51.43,1323.84289696482
-51.42,1323.84289696482
-51.41,1323.84289696482
-51.4,1323.84289696482
-51.39,1323.84289696482
-51.38,1323.84289696482
-51.37,1323.84289696482
-51.36,1323.84289696482
-51.35,1323.84289696482
-51.34,1323.84289696482
-51.33,1323.84289696482
-51.32,1323.84289696482
-51.31,1323.84289696482
-51.3,1323.84289696482
-51.29,1323.84289696482
-51.28,1323.84289696482
-51.27,1323.84289696482
-51.26,1323.84289696482
-51.25,1323.84289696482
-51.24,1323.84289696482
-51.23,1323.84289696482
-51.22,1323.84289696482
-51.21,1323.84289696482
-51.2,1323.84289696482
-51.19,1323.84289696482
-51.18,1323.84289696482
-51.17,1323.84289696482
-51.16,1323.84289696482
-51.15,1323.84289696482
-51.14,1323.84289696482
-51.13,1323.84289696482
-51.12,1323.84289696482
-51.11,1323.84289696482
-51.1,1323.84289696482
-51.09,1323.84289696482
-51.08,1323.84289696482
-51.07,1323.84289696482
-51.06,1323.84289696482
-51.05,1323.84289696482
-51.04,1323.84289696482
-51.03,1323.84289696482
-51.02,1323.84289696482
-51.01,1323.84289696482
-51,1323.84289696482
-50.99,1323.84289696482
-50.98,1323.84289696482
-50.97,1323.84289696482
-50.96,1323.84289696482
-50.95,1323.84289696482
-50.94,1323.84289696482
-50.93,1323.84289696482
-50.92,1323.84289696482
-50.91,1323.84289696482
-50.9,1323.84289696482
-50.89,1323.84289696482
-50.88,1323.84289696482
-50.87,1323.84289696482
-50.86,1323.84289696482
-50.85,1323.84289696482
-50.84,1323.84289696482
-50.83,1323.84289696482
-50.82,1323.84289696482
-50.81,1323.84289696482
-50.8,1323.84289696482
-50.79,1323.84289696482
-50.78,1323.84289696482
-50.77,1323.84289696482
-50.76,1323.84289696482
-50.75,1323.84289696482
-50.74,1323.84289696482
-50.73,1323.84289696482
-50.72,1323.84289696482
-50.71,1323.84289696482
-50.7,1323.84289696482
-50.69,1323.84289696482
-50.68,1323.84289696482
-50.67,1323.84289696482
-50.66,1323.84289696482
-50.65,1323.84289696482
-50.64,1323.84289696482
-50.63,1323.84289696482
-50.62,1323.84289696482
-50.61,1323.84289696482
-50.6,1323.84289696482
-50.59,1323.84289696482
-50.58,1323.84289696482
-50.57,1323.84289696482
-50.56,1323.84289696482
-50.55,1323.84289696482
-50.54,1323.84289696482
-50.53,1323.84289696482
-50.52,1323.84289696482
-50.51,1323.84289696482
-50.5,1323.84289696482
-50.49,1323.84289696482
-50.48,1323.84289696482
-50.47,1323.84289696482
-50.46,1323.84289696482
-50.45,1323.84289696482
-50.44,1323.84289696482
-50.43,1323.84289696482
-50.42,1323.84289696482
-50.41,1323.84289696482
-50.4,1323.84289696482
-50.39,1323.84289696482
-50.38,1323.84289696482
-50.37,1323.84289696482
-50.36,1323.84289696482
-50.35,1323.84289696482
-50.34,1323.84289696482
-50.33,1323.84289696482
-50.32,1323.84289696482
-50.31,1323.84289696482
-50.3,1323.84289696482
-50.29,1323.84289696482
-50.28,1323.84289696482
-50.27,1323.84289696482
-50.26,1323.84289696482
-50.25,1323.84289696482
-50.24,1323.84289696482
-50.23,1323.84289696482
-50.22,1323.84289696482
-50.21,1323.84289696482
-50.2,1323.84289696482
-50.19,1323.84289696482
-50.18,1323.84289696482
-50.17,1323.84289696482
-50.16,1323.84289696482
-50.15,1323.84289696482
-50.14,1323.84289696482
-50.13,1323.84289696482
-50.12,1323.84289696482
-50.11,1323.84289696482
-50.1,1323.84289696482
-50.09,1323.84289696482
-50.08,1323.84289696482
-50.07,1323.84289696482
-50.06,1323.84289696482
-50.05,1323.84289696482
-50.04,1323.84289696482
-50.03,1323.84289696482
-50.02,1323.84289696482
-50.01,1323.84289696482
-50,1323.84289696482
-49.99,1323.84289696482
-49.98,1323.84289696482
-49.97,1323.84289696482
-49.96,1323.84289696482
-49.95,1323.84289696482
-49.94,1323.84289696482
-49.93,1323.84289696482
-49.92,1323.84289696482
-49.91,1323.84289696482
-49.9,1323.84289696482
-49.89,1323.84289696482
-49.88,1323.84289696482
-49.87,1323.84289696482
-49.86,1323.84289696482
-49.85,1323.84289696482
-49.84,1323.84289696482
-49.83,1323.84289696482
-49.82,1323.84289696482
-49.81,1323.84289696482
-49.8,1323.84289696482
-49.79,1323.84289696482
-49.78,1323.84289696482
-49.77,1323.84289696482
-49.76,1323.84289696482
-49.75,1323.84289696482
-49.74,1323.84289696482
-49.73,1323.84289696482
-49.72,1323.84289696482
-49.71,1323.84289696482
-49.7,1323.84289696482
-49.69,1323.84289696482
-49.68,1323.84289696482
-49.67,1323.84289696482
-49.66,1323.84289696482
-49.65,1323.84289696482
-49.64,1323.84289696482
-49.63,1323.84289696482
-49.62,1323.84289696482
-49.61,1323.84289696482
-49.6,1323.84289696482
-49.59,1323.84289696482
-49.58,1323.84289696482
-49.57,1323.84289696482
-49.56,1323.84289696482
-49.55,1323.84289696482
-49.54,1323.84289696482
-49.53,1323.84289696482
-49.52,1323.84289696482
-49.51,1323.84289696482
-49.5,1323.84289696482
-49.49,1323.84289696482
-49.48,1323.84289696482
-49.47,1323.84289696482
-49.46,1323.84289696482
-49.45,1323.84289696482
-49.44,1323.84289696482
-49.43,1323.84289696482
-49.42,1323.84289696482
-49.41,1323.84289696482
-49.4,1323.84289696482
-49.39,1323.84289696482
-49.38,1323.84289696482
-49.37,1323.84289696482
-49.36,1323.84289696482
-49.35,1323.84289696482
-49.34,1323.84289696482
-49.33,1323.84289696482
-49.32,1323.84289696482
-49.31,1323.84289696482
-49.3,1323.84289696482
-49.29,1323.84289696482
-49.28,1323.84289696482
-49.27,1323.84289696482
-49.26,1323.84289696482
-49.25,1323.84289696482
-49.24,1323.84289696482
-49.23,1323.84289696482
-49.22,1323.84289696482
-49.21,1323.84289696482
-49.2,1323.84289696482
-49.19,1323.84289696482
-49.18,1323.84289696482
-49.17,1323.84289696482
-49.16,1323.84289696482
-49.15,1323.84289696482
-49.14,1323.84289696482
-49.13,1323.84289696482
-49.12,1323.84289696482
-49.11,1323.84289696482
-49.1,1323.84289696482
-49.09,1323.84289696482
-49.08,1323.84289696482
-49.07,1323.84289696482
-49.06,1323.84289696482
-49.05,1323.84289696482
-49.04,1323.84289696482
-49.03,1323.84289696482
-49.02,1323.84289696482
-49.01,1323.84289696482
-49,1323.84289696482
-48.99,1323.84289696482
-48.98,1323.84289696482
-48.97,1323.84289696482
-48.96,1323.84289696482
-48.95,1323.84289696482
-48.94,1323.84289696482
-48.93,1323.84289696482
-48.92,1323.84289696482
-48.91,1323.84289696482
-48.9,1323.84289696482
-48.89,1323.84289696482
-48.88,1323.84289696482
-48.87,1323.84289696482
-48.86,1323.84289696482
-48.85,1323.84289696482
-48.84,1323.84289696482
-48.83,1323.84289696482
-48.82,1323.84289696482
-48.81,1323.84289696482
-48.8,1323.84289696482
-48.79,1323.84289696482
-48.78,1323.84289696482
-48.77,1323.84289696482
-48.76,1323.84289696482
-48.75,1323.84289696482
-48.74,1323.84289696482
-48.73,1323.84289696482
-48.72,1323.84289696482
-48.71,1323.84289696482
-48.7,1323.84289696482
-48.69,1323.84289696482
-48.68,1323.84289696482
-48.67,1323.84289696482
-48.66,1323.84289696482
-48.65,1323.84289696482
-48.64,1323.84289696482
-48.63,1323.84289696482
-48.62,1323.84289696482
-48.61,1323.84289696482
-48.6,1323.84289696482
-48.59,1323.84289696482
-48.58,1323.84289696482
-48.57,1323.84289696482
-48.56,1323.84289696482
-48.55,1323.84289696482
-48.54,1323.84289696482
-48.53,1323.84289696482
-48.52,1323.84289696482
-48.51,1323.84289696482
-48.5,1323.84289696482
-48.49,1323.84289696482
-48.48,1323.84289696482
-48.47,1323.84289696482
-48.46,1323.84289696482
-48.45,1323.84289696482
-48.44,1323.84289696482
-48.43,1323.84289696482
-48.42,1323.84289696482
-48.41,1323.84289696482
-48.4,1323.84289696482
-48.39,1323.84289696482
-48.38,1323.84289696482
-48.37,1323.84289696482
-48.36,1323.84289696482
-48.35,1323.84289696482
-48.34,1323.84289696482
-48.33,1323.84289696482
-48.32,1323.84289696482
-48.31,1323.84289696482
-48.3,1323.84289696482
-48.29,1323.84289696482
-48.28,1323.84289696482
-48.27,1323.84289696482
-48.26,1323.84289696482
-48.25,1323.84289696482
-48.24,1323.84289696482
-48.23,1323.84289696482
-48.22,1323.84289696482
-48.21,1323.84289696482
-48.2,1323.84289696482
-48.19,1323.84289696482
-48.18,1323.84289696482
-48.17,1323.84289696482
-48.16,1323.84289696482
-48.15,1323.84289696482
-48.14,1323.84289696482
-48.13,1323.84289696482
-48.12,1323.84289696482
-48.11,1323.84289696482
-48.1,1323.84289696482
-48.09,1323.84289696482
-48.08,1323.84289696482
-48.07,1323.84289696482
-48.06,1323.84289696482
-48.05,1323.84289696482
-48.04,1323.84289696482
-48.03,1323.84289696482
-48.02,1323.84289696482
-48.01,1323.84289696482
-48,1323.84289696482
-47.99,1323.84289696482
-47.98,1323.84289696482
-47.97,1323.84289696482
-47.96,1323.84289696482
-47.95,1323.84289696482
-47.94,1323.84289696482
-47.93,1323.84289696482
-47.92,1323.84289696482
-47.91,1323.84289696482
-47.9,1323.84289696482
-47.89,1323.84289696482
-47.88,1323.84289696482
-47.87,1323.84289696482
-47.86,1323.84289696482
-47.85,1323.84289696482
-47.84,1323.84289696482
-47.83,1323.84289696482
-47.82,1323.84289696482
-47.81,1323.84289696482
-47.8,1323.84289696482
-47.79,1323.84289696482
-47.78,1323.84289696482
-47.77,1323.84289696482
-47.76,1323.84289696482
-47.75,1323.84289696482
-47.74,1323.84289696482
-47.73,1323.84289696482
-47.72,1323.84289696482
-47.71,1323.84289696482
-47.7,1323.84289696482
-47.69,1323.84289696482
-47.68,1323.84289696482
-47.67,1323.84289696482
-47.66,1323.84289696482
-47.65,1323.84289696482
-47.64,1323.84289696482
-47.63,1323.84289696482
-47.62,1323.84289696482
-47.61,1323.84289696482
-47.6,1323.84289696482
-47.59,1323.84289696482
-47.58,1323.84289696482
-47.57,1323.84289696482
-47.56,1323.84289696482
-47.55,1323.84289696482
-47.54,1323.84289696482
-47.53,1323.84289696482
-47.52,1323.84289696482
-47.51,1323.84289696482
-47.5,1323.84289696482
-47.49,1323.84289696482
-47.48,1323.84289696482
-47.47,1323.84289696482
-47.46,1323.84289696482
-47.45,1323.84289696482
-47.44,1323.84289696482
-47.43,1323.84289696482
-47.42,1323.84289696482
-47.41,1323.84289696482
-47.4,1323.84289696482
-47.39,1323.84289696482
-47.38,1323.84289696482
-47.37,1323.84289696482
-47.36,1323.84289696482
-47.35,1323.84289696482
-47.34,1323.84289696482
-47.33,1323.84289696482
-47.32,1323.84289696482
-47.31,1323.84289696482
-47.3,1323.84289696482
-47.29,1323.84289696482
-47.28,1323.84289696482
-47.27,1323.84289696482
-47.26,1323.84289696482
-47.25,1323.84289696482
-47.24,1323.84289696482
-47.23,1323.84289696482
-47.22,1323.84289696482
-47.21,1323.84289696482
-47.2,1323.84289696482
-47.19,1323.84289696482
-47.18,1323.84289696482
-47.17,1323.84289696482
-47.16,1323.84289696482
-47.15,1323.84289696482
-47.14,1323.84289696482
-47.13,1323.84289696482
-47.12,1323.84289696482
-47.11,1323.84289696482
-47.1,1323.84289696482
-47.09,1323.84289696482
-47.08,1323.84289696482
-47.07,1323.84289696482
-47.06,1323.84289696482
-47.05,1323.84289696482
-47.04,1323.84289696482
-47.03,1323.84289696482
-47.02,1323.84289696482
-47.01,1323.84289696482
-47,1323.84289696482
-46.99,1323.84289696482
-46.98,1323.84289696482
-46.97,1323.84289696482
-46.96,1323.84289696482
-46.95,1323.84289696482
-46.94,1323.84289696482
-46.93,1323.84289696482
-46.92,1323.84289696482
-46.91,1323.84289696482
-46.9,1323.84289696482
-46.89,1323.84289696482
-46.88,1323.84289696482
-46.87,1323.84289696482
-46.86,1323.84289696482
-46.85,1323.84289696482
-46.84,1323.84289696482
-46.83,1323.84289696482
-46.82,1323.84289696482
-46.81,1323.84289696482
-46.8,1323.84289696482
-46.79,1323.84289696482
-46.78,1323.84289696482
-46.77,1323.84289696482
-46.76,1323.84289696482
-46.75,1323.84289696482
-46.74,1323.84289696482
-46.73,1323.84289696482
-46.72,1323.84289696482
-46.71,1323.84289696482
-46.7,1323.84289696482
-46.69,1323.84289696482
-46.68,1323.84289696482
-46.67,1323.84289696482
-46.66,1323.84289696482
-46.65,1323.84289696482
-46.64,1323.84289696482
-46.63,1323.84289696482
-46.62,1323.84289696482
-46.61,1323.84289696482
-46.6,1323.84289696482
-46.59,1323.84289696482
-46.58,1323.84289696482
-46.57,1323.84289696482
-46.56,1323.84289696482
-46.55,1323.84289696482
-46.54,1323.84289696482
-46.53,1323.84289696482
-46.52,1323.84289696482
-46.51,1323.84289696482
-46.5,1323.84289696482
-46.49,1323.84289696482
-46.48,1323.84289696482
-46.47,1323.84289696482
-46.46,1323.84289696482
-46.45,1323.84289696482
-46.44,1323.84289696482
-46.43,1323.84289696482
-46.42,1323.84289696482
-46.41,1323.84289696482
-46.4,1323.84289696482
-46.39,1323.84289696482
-46.38,1323.84289696482
-46.37,1323.84289696482
-46.36,1323.84289696482
-46.35,1323.84289696482
-46.34,1323.84289696482
-46.33,1323.84289696482
-46.32,1323.84289696482
-46.31,1323.84289696482
-46.3,1323.84289696482
-46.29,1323.84289696482
-46.28,1323.84289696482
-46.27,1323.84289696482
-46.26,1323.84289696482
-46.25,1323.84289696482
-46.24,1323.84289696482
-46.23,1323.84289696482
-46.22,1323.84289696482
-46.21,1323.84289696482
-46.2,1323.84289696482
-46.19,1323.84289696482
-46.18,1323.84289696482
-46.17,1323.84289696482
-46.16,1323.84289696482
-46.15,1323.84289696482
-46.14,1323.84289696482
-46.13,1323.84289696482
-46.12,1323.84289696482
-46.11,1323.84289696482
-46.1,1323.84289696482
-46.09,1323.84289696482
-46.08,1323.84289696482
-46.07,1323.84289696482
-46.06,1323.84289696482
-46.05,1323.84289696482
-46.04,1323.84289696482
-46.03,1323.84289696482
-46.02,1323.84289696482
-46.01,1323.84289696482
-46,1323.84289696482
-45.99,1323.84289696482
-45.98,1323.84289696482
-45.97,1323.84289696482
-45.96,1323.84289696482
-45.95,1323.84289696482
-45.94,1323.84289696482
-45.93,1323.84289696482
-45.92,1323.84289696482
-45.91,1323.84289696482
-45.9,1323.84289696482
-45.89,1323.84289696482
-45.88,1323.84289696482
-45.87,1323.84289696482
-45.86,1323.84289696482
-45.85,1323.84289696482
-45.84,1323.84289696482
-45.83,1323.84289696482
-45.82,1323.84289696482
-45.81,1323.84289696482
-45.8,1323.84289696482
-45.79,1323.84289696482
-45.78,1323.84289696482
-45.77,1323.84289696482
-45.76,1323.84289696482
-45.75,1323.84289696482
-45.74,1323.84289696482
-45.73,1323.84289696482
-45.72,1323.84289696482
-45.71,1323.84289696482
-45.7,1323.84289696482
-45.69,1323.84289696482
-45.68,1323.84289696482
-45.67,1323.84289696482
-45.66,1323.84289696482
-45.65,1323.84289696482
-45.64,1323.84289696482
-45.63,1323.84289696482
-45.62,1323.84289696482
-45.61,1323.84289696482
-45.6,1323.84289696482
-45.59,1323.84289696482
-45.58,1323.84289696482
-45.57,1323.84289696482
-45.56,1323.84289696482
-45.55,1323.84289696482
-45.54,1323.84289696482
-45.53,1323.84289696482
-45.52,1323.84289696482
-45.51,1323.84289696482
-45.5,1323.84289696482
-45.49,1323.84289696482
-45.48,1323.84289696482
-45.47,1323.84289696482
-45.46,1323.84289696482
-45.45,1323.84289696482
-45.44,1323.84289696482
-45.43,1323.84289696482
-45.42,1323.84289696482
-45.41,1323.84289696482
-45.4,1323.84289696482
-45.39,1323.84289696482
-45.38,1323.84289696482
-45.37,1323.84289696482
-45.36,1323.84289696482
-45.35,1323.84289696482
-45.34,1323.84289696482
-45.33,1323.84289696482
-45.32,1323.84289696482
-45.31,1323.84289696482
-45.3,1323.84289696482
-45.29,1323.84289696482
-45.28,1323.84289696482
-45.27,1323.84289696482
-45.26,1323.84289696482
-45.25,1323.84289696482
-45.24,1323.84289696482
-45.23,1323.84289696482
-45.22,1323.84289696482
-45.21,1323.84289696482
-45.2,1323.84289696482
-45.19,1323.84289696482
-45.18,1323.84289696482
-45.17,1323.84289696482
-45.16,1323.84289696482
-45.15,1323.84289696482
-45.14,1323.84289696482
-45.13,1323.84289696482
-45.12,1323.84289696482
-45.11,1323.84289696482
-45.1,1323.84289696482
-45.09,1323.84289696482
-45.08,1323.84289696482
-45.07,1323.84289696482
-45.06,1323.84289696482
-45.05,1323.84289696482
-45.04,1323.84289696482
-45.03,1323.84289696482
-45.02,1323.84289696482
-45.01,1323.84289696482
-45,1323.84289696482
-44.99,1323.84289696482
-44.98,1323.84289696482
-44.97,1323.84289696482
-44.96,1323.84289696482
-44.95,1323.84289696482
-44.94,1323.84289696482
-44.93,1323.84289696482
-44.92,1323.84289696482
-44.91,1323.84289696482
-44.9,1323.84289696482
-44.89,1323.84289696482
-44.88,1323.84289696482
-44.87,1323.84289696482
-44.86,1323.84289696482
-44.85,1323.84289696482
-44.84,1323.84289696482
-44.83,1323.84289696482
-44.82,1323.84289696482
-44.81,1323.84289696482
-44.8,1323.84289696482
-44.79,1323.84289696482
-44.78,1323.84289696482
-44.77,1323.84289696482
-44.76,1323.84289696482
-44.75,1323.84289696482
-44.74,1323.84289696482
-44.73,1323.84289696482
-44.72,1323.84289696482
-44.71,1323.84289696482
-44.7,1323.84289696482
-44.69,1323.84289696482
-44.68,1323.84289696482
-44.67,1323.84289696482
-44.66,1323.84289696482
-44.65,1323.84289696482
-44.64,1323.84289696482
-44.63,1323.84289696482
-44.62,1323.84289696482
-44.61,1323.84289696482
-44.6,1323.84289696482
-44.59,1323.84289696482
-44.58,1323.84289696482
-44.57,1323.84289696482
-44.56,1323.84289696482
-44.55,1323.84289696482
-44.54,1323.84289696482
-44.53,1323.84289696482
-44.52,1323.84289696482
-44.51,1323.84289696482
-44.5,1323.84289696482
-44.49,1323.84289696482
-44.48,1323.84289696482
-44.47,1323.84289696482
-44.46,1323.84289696482
-44.45,1323.84289696482
-44.44,1323.84289696482
-44.43,1323.84289696482
-44.42,1323.84289696482
-44.41,1323.84289696482
-44.4,1323.84289696482
-44.39,1323.84289696482
-44.38,1323.84289696482
-44.37,1323.84289696482
-44.36,1323.84289696482
-44.35,1323.84289696482
-44.34,1323.84289696482
-44.33,1323.84289696482
-44.32,1323.84289696482
-44.31,1323.84289696482
-44.3,1323.84289696482
-44.29,1323.84289696482
-44.28,1323.84289696482
-44.27,1323.84289696482
-44.26,1323.84289696482
-44.25,1323.84289696482
-44.24,1323.84289696482
-44.23,1323.84289696482
-44.22,1323.84289696482
-44.21,1323.84289696482
-44.2,1323.84289696482
-44.19,1323.84289696482
-44.18,1323.84289696482
-44.17,1323.84289696482
-44.16,1323.84289696482
-44.15,1323.84289696482
-44.14,1323.84289696482
-44.13,1323.84289696482
-44.12,1323.84289696482
-44.11,1323.84289696482
-44.1,1323.84289696482
-44.09,1323.84289696482
-44.08,1323.84289696482
-44.07,1323.84289696482
-44.06,1323.84289696482
-44.05,1323.84289696482
-44.04,1323.84289696482
-44.03,1323.84289696482
-44.02,1323.84289696482
-44.01,1323.84289696482
-44,1323.84289696482
-43.99,1323.84289696482
-43.98,1323.84289696482
-43.97,1323.84289696482
-43.96,1323.84289696482
-43.95,1323.84289696482
-43.94,1323.84289696482
-43.93,1323.84289696482
-43.92,1323.84289696482
-43.91,1323.84289696482
-43.9,1323.84289696482
-43.89,1323.84289696482
-43.88,1323.84289696482
-43.87,1323.84289696482
-43.86,1323.84289696482
-43.85,1323.84289696482
-43.84,1323.84289696482
-43.83,1323.84289696482
-43.82,1323.84289696482
-43.81,1323.84289696482
-43.8,1323.84289696482
-43.79,1323.84289696482
-43.78,1323.84289696482
-43.77,1323.84289696482
-43.76,1323.84289696482
-43.75,1323.84289696482
-43.74,1323.84289696482
-43.73,1323.84289696482
-43.72,1323.84289696482
-43.71,1323.84289696482
-43.7,1323.84289696482
-43.69,1323.84289696482
-43.68,1323.84289696482
-43.67,1323.84289696482
-43.66,1323.84289696482
-43.65,1323.84289696482
-43.64,1323.84289696482
-43.63,1323.84289696482
-43.62,1323.84289696482
-43.61,1323.84289696482
-43.6,1323.84289696482
-43.59,1323.84289696482
-43.58,1323.84289696482
-43.57,1323.84289696482
-43.56,1323.84289696482
-43.55,1323.84289696482
-43.54,1323.84289696482
-43.53,1323.84289696482
-43.52,1323.84289696482
-43.51,1323.84289696482
-43.5,1323.84289696482
-43.49,1323.84289696482
-43.48,1323.84289696482
-43.47,1323.84289696482
-43.46,1323.84289696482
-43.45,1323.84289696482
-43.44,1323.84289696482
-43.43,1323.84289696482
-43.42,1323.84289696482
-43.41,1323.84289696482
-43.4,1323.84289696482
-43.39,1323.84289696482
-43.38,1323.84289696482
-43.37,1323.84289696482
-43.36,1323.84289696482
-43.35,1323.84289696482
-43.34,1323.84289696482
-43.33,1323.84289696482
-43.32,1323.84289696482
-43.31,1323.84289696482
-43.3,1323.84289696482
-43.29,1323.84289696482
-43.28,1323.84289696482
-43.27,1323.84289696482
-43.26,1323.84289696482
-43.25,1323.84289696482
-43.24,1323.84289696482
-43.23,1323.84289696482
-43.22,1323.84289696482
-43.21,1323.84289696482
-43.2,1323.84289696482
-43.19,1323.84289696482
-43.18,1323.84289696482
-43.17,1323.84289696482
-43.16,1323.84289696482
-43.15,1323.84289696482
-43.14,1323.84289696482
-43.13,1323.84289696482
-43.12,1323.84289696482
-43.11,1323.84289696482
-43.1,1323.84289696482
-43.09,1323.84289696482
-43.08,1323.84289696482
-43.07,1323.84289696482
-43.06,1323.84289696482
-43.05,1323.84289696482
-43.04,1323.84289696482
-43.03,1323.84289696482
-43.02,1323.84289696482
-43.01,1323.84289696482
-43,1323.84289696482
-42.99,1323.84289696482
-42.98,1323.84289696482
-42.97,1323.84289696482
-42.96,1323.84289696482
-42.95,1323.84289696482
-42.94,1323.84289696482
-42.93,1323.84289696482
-42.92,1323.84289696482
-42.91,1323.84289696482
-42.9,1323.84289696482
-42.89,1323.84289696482
-42.88,1323.84289696482
-42.87,1323.84289696482
-42.86,1323.84289696482
-42.85,1323.84289696482
-42.84,1323.84289696482
-42.83,1323.84289696482
-42.82,1323.84289696482
-42.81,1323.84289696482
-42.8,1323.84289696482
-42.79,1323.84289696482
-42.78,1323.84289696482
-42.77,1323.84289696482
-42.76,1323.84289696482
-42.75,1323.84289696482
-42.74,1323.84289696482
-42.73,1323.84289696482
-42.72,1323.84289696482
-42.71,1323.84289696482
-42.7,1323.84289696482
-42.69,1323.84289696482
-42.68,1323.84289696482
-42.67,1323.84289696482
-42.66,1323.84289696482
-42.65,1323.84289696482
-42.64,1323.84289696482
-42.63,1323.84289696482
-42.62,1323.84289696482
-42.61,1323.84289696482
-42.6,1323.84289696482
-42.59,1323.84289696482
-42.58,1323.84289696482
-42.57,1323.84289696482
-42.56,1323.84289696482
-42.55,1323.84289696482
-42.54,1323.84289696482
-42.53,1323.84289696482
-42.52,1323.84289696482
-42.51,1323.84289696482
-42.5,1323.84289696482
-42.49,1323.84289696482
-42.48,1323.84289696482
-42.47,1323.84289696482
-42.46,1323.84289696482
-42.45,1323.84289696482
-42.44,1323.84289696482
-42.43,1323.84289696482
-42.42,1323.84289696482
-42.41,1323.84289696482
-42.4,1323.84289696482
-42.39,1323.84289696482
-42.38,1323.84289696482
-42.37,1323.84289696482
-42.36,1323.84289696482
-42.35,1323.84289696482
-42.34,1323.84289696482
-42.33,1323.84289696482
-42.32,1323.84289696482
-42.31,1323.84289696482
-42.3,1323.84289696482
-42.29,1323.84289696482
-42.28,1323.84289696482
-42.27,1323.84289696482
-42.26,1323.84289696482
-42.25,1323.84289696482
-42.24,1323.84289696482
-42.23,1323.84289696482
-42.22,1323.84289696482
-42.21,1323.84289696482
-42.2,1323.84289696482
-42.19,1323.84289696482
-42.18,1323.84289696482
-42.17,1323.84289696482
-42.16,1323.84289696482
-42.15,1323.84289696482
-42.14,1323.84289696482
-42.13,1323.84289696482
-42.12,1323.84289696482
-42.11,1323.84289696482
-42.1,1323.84289696482
-42.09,1323.84289696482
-42.08,1323.84289696482
-42.07,1323.84289696482
-42.06,1323.84289696482
-42.05,1323.84289696482
-42.04,1323.84289696482
-42.03,1323.84289696482
-42.02,1323.84289696482
-42.01,1323.84289696482
-42,1323.84289696482
-41.99,1323.84289696482
-41.98,1323.84289696482
-41.97,1323.84289696482
-41.96,1323.84289696482
-41.95,1323.84289696482
-41.94,1323.84289696482
-41.93,1323.84289696482
-41.92,1323.84289696482
-41.91,1323.84289696482
-41.9,1323.84289696482
-41.89,1323.84289696482
