"Time","Right.Pallidum"
-50.19,1342.62779445299
-50.18,1342.62779445299
-50.17,1342.62779445299
-50.16,1342.62779445299
-50.15,1342.62779445299
-50.14,1342.62779445299
-50.13,1342.62779445299
-50.12,1342.62779445299
-50.11,1342.62779445299
-50.1,1342.62779445299
-50.09,1342.62779445299
-50.08,1342.62779445299
-50.07,1342.62779445299
-50.06,1342.62779445299
-50.05,1342.62779445299
-50.04,1342.62779445299
-50.03,1342.62779445299
-50.02,1342.62779445299
-50.01,1342.62779445299
-50,1342.62779445299
-49.99,1342.62779445299
-49.98,1342.62779445299
-49.97,1342.62779445299
-49.96,1342.62779445299
-49.95,1342.62779445299
-49.94,1342.62779445299
-49.93,1342.62779445299
-49.92,1342.62779445299
-49.91,1342.62779445299
-49.9,1342.62779445299
-49.89,1342.62779445299
-49.88,1342.62779445299
-49.87,1342.62779445299
-49.86,1342.62779445299
-49.85,1342.62779445299
-49.84,1342.62779445299
-49.83,1342.62779445299
-49.82,1342.62779445299
-49.81,1342.62779445299
-49.8,1342.62779445299
-49.79,1342.62779445299
-49.78,1342.62779445299
-49.77,1342.62779445299
-49.76,1342.62779445299
-49.75,1342.62779445299
-49.74,1342.62779445299
-49.73,1342.62779445299
-49.72,1342.62779445299
-49.71,1342.62779445299
-49.7,1342.62779445299
-49.69,1342.62779445299
-49.68,1342.62779445299
-49.67,1342.62779445299
-49.66,1342.62779445299
-49.65,1342.62779445299
-49.64,1342.62779445299
-49.63,1342.62779445299
-49.62,1342.62779445299
-49.61,1342.62779445299
-49.6,1342.62779445299
-49.59,1342.62779445299
-49.58,1342.62779445299
-49.57,1342.62779445299
-49.56,1342.62779445299
-49.55,1342.62779445299
-49.54,1342.62779445299
-49.53,1342.62779445299
-49.52,1342.62779445299
-49.51,1342.62779445299
-49.5,1342.62779445299
-49.49,1342.62779445299
-49.48,1342.62779445299
-49.47,1342.62779445299
-49.46,1342.62779445299
-49.45,1342.62779445299
-49.44,1342.62779445299
-49.43,1342.62779445299
-49.42,1342.62779445299
-49.41,1342.62779445299
-49.4,1342.62779445299
-49.39,1342.62779445299
-49.38,1342.62779445299
-49.37,1342.62779445299
-49.36,1342.62779445299
-49.35,1342.62779445299
-49.34,1342.62779445299
-49.33,1342.62779445299
-49.32,1342.62779445299
-49.31,1342.62779445299
-49.3,1342.62779445299
-49.29,1342.62779445299
-49.28,1342.62779445299
-49.27,1342.62779445299
-49.26,1342.62779445299
-49.25,1342.62779445299
-49.24,1342.62779445299
-49.23,1342.62779445299
-49.22,1342.62779445299
-49.21,1342.62779445299
-49.2,1342.62779445299
-49.19,1342.62779445299
-49.18,1342.62779445299
-49.17,1342.62779445299
-49.16,1342.62779445299
-49.15,1342.62779445299
-49.14,1342.62779445299
-49.13,1342.62779445299
-49.12,1342.62779445299
-49.11,1342.62779445299
-49.1,1342.62779445299
-49.09,1342.62779445299
-49.08,1342.62779445299
-49.07,1342.62779445299
-49.06,1342.62779445299
-49.05,1342.62779445299
-49.04,1342.62779445299
-49.03,1342.62779445299
-49.02,1342.62779445299
-49.01,1342.62779445299
-49,1342.62779445299
-48.99,1342.62779445299
-48.98,1342.62779445299
-48.97,1342.62779445299
-48.96,1342.62779445299
-48.95,1342.62779445299
-48.94,1342.62779445299
-48.93,1342.62779445299
-48.92,1342.62779445299
-48.91,1342.62779445299
-48.9,1342.62779445299
-48.89,1342.62779445299
-48.88,1342.62779445299
-48.87,1342.62779445299
-48.86,1342.62779445299
-48.85,1342.62779445299
-48.84,1342.62779445299
-48.83,1342.62779445299
-48.82,1342.62779445299
-48.81,1342.62779445299
-48.8,1342.62779445299
-48.79,1342.62779445299
-48.78,1342.62779445299
-48.77,1342.62779445299
-48.76,1342.62779445299
-48.75,1342.62779445299
-48.74,1342.62779445299
-48.73,1342.62779445299
-48.72,1342.62779445299
-48.71,1342.62779445299
-48.7,1342.62779445299
-48.69,1342.62779445299
-48.68,1342.62779445299
-48.67,1342.62779445299
-48.66,1342.62779445299
-48.65,1342.62779445299
-48.64,1342.62779445299
-48.63,1342.62779445299
-48.62,1342.62779445299
-48.61,1342.62779445299
-48.6,1342.62779445299
-48.59,1342.62779445299
-48.58,1342.62779445299
-48.57,1342.62779445299
-48.56,1342.62779445299
-48.55,1342.62779445299
-48.54,1342.62779445299
-48.53,1342.62779445299
-48.52,1342.62779445299
-48.51,1342.62779445299
-48.5,1342.62779445299
-48.49,1342.62779445299
-48.48,1342.62779445299
-48.47,1342.62779445299
-48.46,1342.62779445299
-48.45,1342.62779445299
-48.44,1342.62779445299
-48.43,1342.62779445299
-48.42,1342.62779445299
-48.41,1342.62779445299
-48.4,1342.62779445299
-48.39,1342.62779445299
-48.38,1342.62779445299
-48.37,1342.62779445299
-48.36,1342.62779445299
-48.35,1342.62779445299
-48.34,1342.62779445299
-48.33,1342.62779445299
-48.32,1342.62779445299
-48.31,1342.62779445299
-48.3,1342.62779445299
-48.29,1342.62779445299
-48.28,1342.62779445299
-48.27,1342.62779445299
-48.26,1342.62779445299
-48.25,1342.62779445299
-48.24,1342.62779445299
-48.23,1342.62779445299
-48.22,1342.62779445299
-48.21,1342.62779445299
-48.2,1342.62779445299
-48.19,1342.62779445299
-48.18,1342.62779445299
-48.17,1342.62779445299
-48.16,1342.62779445299
-48.15,1342.62779445299
-48.14,1342.62779445299
-48.13,1342.62779445299
-48.12,1342.62779445299
-48.11,1342.62779445299
-48.1,1342.62779445299
-48.09,1342.62779445299
-48.08,1342.62779445299
-48.07,1342.62779445299
-48.06,1342.62779445299
-48.05,1342.62779445299
-48.04,1342.62779445299
-48.03,1342.62779445299
-48.02,1342.62779445299
-48.01,1342.62779445299
-48,1342.62779445299
-47.99,1342.62779445299
-47.98,1342.62779445299
-47.97,1342.62779445299
-47.96,1342.62779445299
-47.95,1342.62779445299
-47.94,1342.62779445299
-47.93,1342.62779445299
-47.92,1342.62779445299
-47.91,1342.62779445299
-47.9,1342.62779445299
-47.89,1342.62779445299
-47.88,1342.62779445299
-47.87,1342.62779445299
-47.86,1342.62779445299
-47.85,1342.62779445299
-47.84,1342.62779445299
-47.83,1342.62779445299
-47.82,1342.62779445299
-47.81,1342.62779445299
-47.8,1342.62779445299
-47.79,1342.62779445299
-47.78,1342.62779445299
-47.77,1342.62779445299
-47.76,1342.62779445299
-47.75,1342.62779445299
-47.74,1342.62779445299
-47.73,1342.62779445299
-47.72,1342.62779445299
-47.71,1342.62779445299
-47.7,1342.62779445299
-47.69,1342.62779445299
-47.68,1342.62779445299
-47.67,1342.62779445299
-47.66,1342.62779445299
-47.65,1342.62779445299
-47.64,1342.62779445299
-47.63,1342.62779445299
-47.62,1342.62779445299
-47.61,1342.62779445299
-47.6,1342.62779445299
-47.59,1342.62779445299
-47.58,1342.62779445299
-47.57,1342.62779445299
-47.56,1342.62779445299
-47.55,1342.62779445299
-47.54,1342.62779445299
-47.53,1342.62779445299
-47.52,1342.62779445299
-47.51,1342.62779445299
-47.5,1342.62779445299
-47.49,1342.62779445299
-47.48,1342.62779445299
-47.47,1342.62779445299
-47.46,1342.62779445299
-47.45,1342.62779445299
-47.44,1342.62779445299
-47.43,1342.62779445299
-47.42,1342.62779445299
-47.41,1342.62779445299
-47.4,1342.62779445299
-47.39,1342.62779445299
-47.38,1342.62779445299
-47.37,1342.62779445299
-47.36,1342.62779445299
-47.35,1342.62779445299
-47.34,1342.62779445299
-47.33,1342.62779445299
-47.32,1342.62779445299
-47.31,1342.62779445299
-47.3,1342.62779445299
-47.29,1342.62779445299
-47.28,1342.62779445299
-47.27,1342.62779445299
-47.26,1342.62779445299
-47.25,1342.62779445299
-47.24,1342.62779445299
-47.23,1342.62779445299
-47.22,1342.62779445299
-47.21,1342.62779445299
-47.2,1342.62779445299
-47.19,1342.62779445299
-47.18,1342.62779445299
-47.17,1342.62779445299
-47.16,1342.62779445299
-47.15,1342.62779445299
-47.14,1342.62779445299
-47.13,1342.62779445299
-47.12,1342.62779445299
-47.11,1342.62779445299
-47.1,1342.62779445299
-47.09,1342.62779445299
-47.08,1342.62779445299
-47.07,1342.62779445299
-47.06,1342.62779445299
-47.05,1342.62779445299
-47.04,1342.62779445299
-47.03,1342.62779445299
-47.02,1342.62779445299
-47.01,1342.62779445299
-47,1342.62779445299
-46.99,1342.62779445299
-46.98,1342.62779445299
-46.97,1342.62779445299
-46.96,1342.62779445299
-46.95,1342.62779445299
-46.94,1342.62779445299
-46.93,1342.62779445299
-46.92,1342.62779445299
-46.91,1342.62779445299
-46.9,1342.62779445299
-46.89,1342.62779445299
-46.88,1342.62779445299
-46.87,1342.62779445299
-46.86,1342.62779445299
-46.85,1342.62779445299
-46.84,1342.62779445299
-46.83,1342.62779445299
-46.82,1342.62779445299
-46.81,1342.62779445299
-46.8,1342.62779445299
-46.79,1342.62779445299
-46.78,1342.62779445299
-46.77,1342.62779445299
-46.76,1342.62779445299
-46.75,1342.62779445299
-46.74,1342.62779445299
-46.73,1342.62779445299
-46.72,1342.62779445299
-46.71,1342.62779445299
-46.7,1342.62779445299
-46.69,1342.62779445299
-46.68,1342.62779445299
-46.67,1342.62779445299
-46.66,1342.62779445299
-46.65,1342.62779445299
-46.64,1342.62779445299
-46.63,1342.62779445299
-46.62,1342.62779445299
-46.61,1342.62779445299
-46.6,1342.62779445299
-46.59,1342.62779445299
-46.58,1342.62779445299
-46.57,1342.62779445299
-46.56,1342.62779445299
-46.55,1342.62779445299
-46.54,1342.62779445299
-46.53,1342.62779445299
-46.52,1342.62779445299
-46.51,1342.62779445299
-46.5,1342.62779445299
-46.49,1342.62779445299
-46.48,1342.62779445299
-46.47,1342.62779445299
-46.46,1342.62779445299
-46.45,1342.62779445299
-46.44,1342.62779445299
-46.43,1342.62779445299
-46.42,1342.62779445299
-46.41,1342.62779445299
-46.4,1342.62779445299
-46.39,1342.62779445299
-46.38,1342.62779445299
-46.37,1342.62779445299
-46.36,1342.62779445299
-46.35,1342.62779445299
-46.34,1342.62779445299
-46.33,1342.62779445299
-46.32,1342.62779445299
-46.31,1342.62779445299
-46.3,1342.62779445299
-46.29,1342.62779445299
-46.28,1342.62779445299
-46.27,1342.62779445299
-46.26,1342.62779445299
-46.25,1342.62779445299
-46.24,1342.62779445299
-46.23,1342.62779445299
-46.22,1342.62779445299
-46.21,1342.62779445299
-46.2,1342.62779445299
-46.19,1342.62779445299
-46.18,1342.62779445299
-46.17,1342.62779445299
-46.16,1342.62779445299
-46.15,1342.62779445299
-46.14,1342.62779445299
-46.13,1342.62779445299
-46.12,1342.62779445299
-46.11,1342.62779445299
-46.1,1342.62779445299
-46.09,1342.62779445299
-46.08,1342.62779445299
-46.07,1342.62779445299
-46.06,1342.62779445299
-46.05,1342.62779445299
-46.04,1342.62779445299
-46.03,1342.62779445299
-46.02,1342.62779445299
-46.01,1342.62779445299
-46,1342.62779445299
-45.99,1342.62779445299
-45.98,1342.62779445299
-45.97,1342.62779445299
-45.96,1342.62779445299
-45.95,1342.62779445299
-45.94,1342.62779445299
-45.93,1342.62779445299
-45.92,1342.62779445299
-45.91,1342.62779445299
-45.9,1342.62779445299
-45.89,1342.62779445299
-45.88,1342.62779445299
-45.87,1342.62779445299
-45.86,1342.62779445299
-45.85,1342.62779445299
-45.84,1342.62779445299
-45.83,1342.62779445299
-45.82,1342.62779445299
-45.81,1342.62779445299
-45.8,1342.62779445299
-45.79,1342.62779445299
-45.78,1342.62779445299
-45.77,1342.62779445299
-45.76,1342.62779445299
-45.75,1342.62779445299
-45.74,1342.62779445299
-45.73,1342.62779445299
-45.72,1342.62779445299
-45.71,1342.62779445299
-45.7,1342.62779445299
-45.69,1342.62779445299
-45.68,1342.62779445299
-45.67,1342.62779445299
-45.66,1342.62779445299
-45.65,1342.62779445299
-45.64,1342.62779445299
-45.63,1342.62779445299
-45.62,1342.62779445299
-45.61,1342.62779445299
-45.6,1342.62779445299
-45.59,1342.62779445299
-45.58,1342.62779445299
-45.57,1342.62779445299
-45.56,1342.62779445299
-45.55,1342.62779445299
-45.54,1342.62779445299
-45.53,1342.62779445299
-45.52,1342.62779445299
-45.51,1342.62779445299
-45.5,1342.62779445299
-45.49,1342.62779445299
-45.48,1342.62779445299
-45.47,1342.62779445299
-45.46,1342.62779445299
-45.45,1342.62779445299
-45.44,1342.62779445299
-45.43,1342.62779445299
-45.42,1342.62779445299
-45.41,1342.62779445299
-45.4,1342.62779445299
-45.39,1342.62779445299
-45.38,1342.62779445299
-45.37,1342.62779445299
-45.36,1342.62779445299
-45.35,1342.62779445299
-45.34,1342.62779445299
-45.33,1342.62779445299
-45.32,1342.62779445299
-45.31,1342.62779445299
-45.3,1342.62779445299
-45.29,1342.62779445299
-45.28,1342.62779445299
-45.27,1342.62779445299
-45.26,1342.62779445299
-45.25,1342.62779445299
-45.24,1342.62779445299
-45.23,1342.62779445299
-45.22,1342.62779445299
-45.21,1342.62779445299
-45.2,1342.62779445299
-45.19,1342.62779445299
-45.18,1342.62779445299
-45.17,1342.62779445299
-45.16,1342.62779445299
-45.15,1342.62779445299
-45.14,1342.62779445299
-45.13,1342.62779445299
-45.12,1342.62779445299
-45.11,1342.62779445299
-45.1,1342.62779445299
-45.09,1342.62779445299
-45.08,1342.62779445299
-45.07,1342.62779445299
-45.06,1342.62779445299
-45.05,1342.62779445299
-45.04,1342.62779445299
-45.03,1342.62779445299
-45.02,1342.62779445299
-45.01,1342.62779445299
-45,1342.62779445299
-44.99,1342.62779445299
-44.98,1342.62779445299
-44.97,1342.62779445299
-44.96,1342.62779445299
-44.95,1342.62779445299
-44.94,1342.62779445299
-44.93,1342.62779445299
-44.92,1342.62779445299
-44.91,1342.62779445299
-44.9,1342.62779445299
-44.89,1342.62779445299
-44.88,1342.62779445299
-44.87,1342.62779445299
-44.86,1342.62779445299
-44.85,1342.62779445299
-44.84,1342.62779445299
-44.83,1342.62779445299
-44.82,1342.62779445299
-44.81,1342.62779445299
-44.8,1342.62779445299
-44.79,1342.62779445299
-44.78,1342.62779445299
-44.77,1342.62779445299
-44.76,1342.62779445299
-44.75,1342.62779445299
-44.74,1342.62779445299
-44.73,1342.62779445299
-44.72,1342.62779445299
-44.71,1342.62779445299
-44.7,1342.62779445299
-44.69,1342.62779445299
-44.68,1342.62779445299
-44.67,1342.62779445299
-44.66,1342.62779445299
-44.65,1342.62779445299
-44.64,1342.62779445299
-44.63,1342.62779445299
-44.62,1342.62779445299
-44.61,1342.62779445299
-44.6,1342.62779445299
-44.59,1342.62779445299
-44.58,1342.62779445299
-44.57,1342.62779445299
-44.56,1342.62779445299
-44.55,1342.62779445299
-44.54,1342.62779445299
-44.53,1342.62779445299
-44.52,1342.62779445299
-44.51,1342.62779445299
-44.5,1342.62779445299
-44.49,1342.62779445299
-44.48,1342.62779445299
-44.47,1342.62779445299
-44.46,1342.62779445299
-44.45,1342.62779445299
-44.44,1342.62779445299
-44.43,1342.62779445299
-44.42,1342.62779445299
-44.41,1342.62779445299
-44.4,1342.62779445299
-44.39,1342.62779445299
-44.38,1342.62779445299
-44.37,1342.62779445299
-44.36,1342.62779445299
-44.35,1342.62779445299
-44.34,1342.62779445299
-44.33,1342.62779445299
-44.32,1342.62779445299
-44.31,1342.62779445299
-44.3,1342.62779445299
-44.29,1342.62779445299
-44.28,1342.62779445299
-44.27,1342.62779445299
-44.26,1342.62779445299
-44.25,1342.62779445299
-44.24,1342.62779445299
-44.23,1342.62779445299
-44.22,1342.62779445299
-44.21,1342.62779445299
-44.2,1342.62779445299
-44.19,1342.62779445299
-44.18,1342.62779445299
-44.17,1342.62779445299
-44.16,1342.62779445299
-44.15,1342.62779445299
-44.14,1342.62779445299
-44.13,1342.62779445299
-44.12,1342.62779445299
-44.11,1342.62779445299
-44.1,1342.62779445299
-44.09,1342.62779445299
-44.08,1342.62779445299
-44.07,1342.62779445299
-44.06,1342.62779445299
-44.05,1342.62779445299
-44.04,1342.62779445299
-44.03,1342.62779445299
-44.02,1342.62779445299
-44.01,1342.62779445299
-44,1342.62779445299
-43.99,1342.62779445299
-43.98,1342.62779445299
-43.97,1342.62779445299
-43.96,1342.62779445299
-43.95,1342.62779445299
-43.94,1342.62779445299
-43.93,1342.62779445299
-43.92,1342.62779445299
-43.91,1342.62779445299
-43.9,1342.62779445299
-43.89,1342.62779445299
-43.88,1342.62779445299
-43.87,1342.62779445299
-43.86,1342.62779445299
-43.85,1342.62779445299
-43.84,1342.62779445299
-43.83,1342.62779445299
-43.82,1342.62779445299
-43.81,1342.62779445299
-43.8,1342.62779445299
-43.79,1342.62779445299
-43.78,1342.62779445299
-43.77,1342.62779445299
-43.76,1342.62779445299
-43.75,1342.62779445299
-43.74,1342.62779445299
-43.73,1342.62779445299
-43.72,1342.62779445299
-43.71,1342.62779445299
-43.7,1342.62779445299
-43.69,1342.62779445299
-43.68,1342.62779445299
-43.67,1342.62779445299
-43.66,1342.62779445299
-43.65,1342.62779445299
-43.64,1342.62779445299
-43.63,1342.62779445299
-43.62,1342.62779445299
-43.61,1342.62779445299
-43.6,1342.62779445299
-43.59,1342.62779445299
-43.58,1342.62779445299
-43.57,1342.62779445299
-43.56,1342.62779445299
-43.55,1342.62779445299
-43.54,1342.62779445299
-43.53,1342.62779445299
-43.52,1342.62779445299
-43.51,1342.62779445299
-43.5,1342.62779445299
-43.49,1342.62779445299
-43.48,1342.62779445299
-43.47,1342.62779445299
-43.46,1342.62779445299
-43.45,1342.62779445299
-43.44,1342.62779445299
-43.43,1342.62779445299
-43.42,1342.62779445299
-43.41,1342.62779445299
-43.4,1342.62779445299
-43.39,1342.62779445299
-43.38,1342.62779445299
-43.37,1342.62779445299
-43.36,1342.62779445299
-43.35,1342.62779445299
-43.34,1342.62779445299
-43.33,1342.62779445299
-43.32,1342.62779445299
-43.31,1342.62779445299
-43.3,1342.62779445299
-43.29,1342.62779445299
-43.28,1342.62779445299
-43.27,1342.62779445299
-43.26,1342.62779445299
-43.25,1342.62779445299
-43.24,1342.62779445299
-43.23,1342.62779445299
-43.22,1342.62779445299
-43.21,1342.62779445299
-43.2,1342.62779445299
-43.19,1342.62779445299
-43.18,1342.62779445299
-43.17,1342.62779445299
-43.16,1342.62779445299
-43.15,1342.62779445299
-43.14,1342.62779445299
-43.13,1342.62779445299
-43.12,1342.62779445299
-43.11,1342.62779445299
-43.1,1342.62779445299
-43.09,1342.62779445299
-43.08,1342.62779445299
-43.07,1342.62779445299
-43.06,1342.62779445299
-43.05,1342.62779445299
-43.04,1342.62779445299
-43.03,1342.62779445299
-43.02,1342.62779445299
-43.01,1342.62779445299
-43,1342.62779445299
-42.99,1342.62779445299
-42.98,1342.62779445299
-42.97,1342.62779445299
-42.96,1342.62779445299
-42.95,1342.62779445299
-42.94,1342.62779445299
-42.93,1342.62779445299
-42.92,1342.62779445299
-42.91,1342.62779445299
-42.9,1342.62779445299
-42.89,1342.62779445299
-42.88,1342.62779445299
-42.87,1342.62779445299
-42.86,1342.62779445299
-42.85,1342.62779445299
-42.84,1342.62779445299
-42.83,1342.62779445299
-42.82,1342.62779445299
-42.81,1342.62779445299
-42.8,1342.62779445299
-42.79,1342.62779445299
-42.78,1342.62779445299
-42.77,1342.62779445299
-42.76,1342.62779445299
-42.75,1342.62779445299
-42.74,1342.62779445299
-42.73,1342.62779445299
-42.72,1342.62779445299
-42.71,1342.62779445299
-42.7,1342.62779445299
-42.69,1342.62779445299
-42.68,1342.62779445299
-42.67,1342.62779445299
-42.66,1342.62779445299
-42.65,1342.62779445299
-42.64,1342.62779445299
-42.63,1342.62779445299
-42.62,1342.62779445299
-42.61,1342.62779445299
-42.6,1342.62779445299
-42.59,1342.62779445299
-42.58,1342.62779445299
-42.57,1342.62779445299
-42.56,1342.62779445299
-42.55,1342.62779445299
-42.54,1342.62779445299
-42.53,1342.62779445299
-42.52,1342.62779445299
-42.51,1342.62779445299
-42.5,1342.62779445299
-42.49,1342.62779445299
-42.48,1342.62779445299
-42.47,1342.62779445299
-42.46,1342.62779445299
-42.45,1342.62779445299
-42.44,1342.62779445299
-42.43,1342.62779445299
-42.42,1342.62779445299
-42.41,1342.62779445299
-42.4,1342.62779445299
-42.39,1342.62779445299
-42.38,1342.62779445299
-42.37,1342.62779445299
-42.36,1342.62779445299
-42.35,1342.62779445299
-42.34,1342.62779445299
-42.33,1342.62779445299
-42.32,1342.62779445299
-42.31,1342.62779445299
-42.3,1342.62779445299
-42.29,1342.62779445299
-42.28,1342.62779445299
-42.27,1342.62779445299
-42.26,1342.62779445299
-42.25,1342.62779445299
-42.24,1342.62779445299
-42.23,1342.62779445299
-42.22,1342.62779445299
-42.21,1342.62779445299
-42.2,1342.62779445299
-42.19,1342.62779445299
-42.18,1342.62779445299
-42.17,1342.62779445299
-42.16,1342.62779445299
-42.15,1342.62779445299
-42.14,1342.62779445299
-42.13,1342.62779445299
-42.12,1342.62779445299
-42.11,1342.62779445299
-42.1,1342.62779445299
-42.09,1342.62779445299
-42.08,1342.62779445299
-42.07,1342.62779445299
-42.06,1342.62779445299
-42.05,1342.62779445299
-42.04,1342.62779445299
-42.03,1342.62779445299
-42.02,1342.62779445299
-42.01,1342.62779445299
-42,1342.62779445299
-41.99,1342.62779445299
-41.98,1342.62779445299
-41.97,1342.62779445299
-41.96,1342.62779445299
-41.95,1342.62779445299
-41.94,1342.62779445299
-41.93,1342.62779445299
-41.92,1342.62779445299
-41.91,1342.62779445299
-41.9,1342.62779445299
