"Time","Right.Cerebellum.White.Matter"
-28,16131.7724575832
-27.99,16131.9441754313
-27.98,16132.1158932793
-27.97,16132.2876111274
-27.96,16132.4593289755
-27.95,16132.6310468236
-27.94,16132.8027646716
-27.93,16132.9744825197
-27.92,16133.1462003678
-27.91,16133.3179856926
-27.9,16133.4898795353
-27.89,16133.661773378
-27.88,16133.8336672207
-27.87,16134.0055610635
-27.86,16134.1774549062
-27.85,16134.3493487489
-27.84,16134.5212425917
-27.83,16134.6931364344
-27.82,16134.8650302771
-27.81,16135.0370653584
-27.8,16135.2091362787
-27.79,16135.3812071991
-27.78,16135.5532781195
-27.77,16135.7253490399
-27.76,16135.8974199603
-27.75,16136.0694908807
-27.74,16136.2415618011
-27.73,16136.4136327215
-27.72,16136.5857413793
-27.71,16136.7579904634
-27.7,16136.9302395474
-27.69,16137.1024886314
-27.68,16137.2747377155
-27.67,16137.4469867995
-27.66,16137.6192358836
-27.65,16137.7914849676
-27.64,16137.9637340516
-27.63,16138.1359831357
-27.62,16138.3083444353
-27.61,16138.4807727719
-27.6,16138.6532011086
-27.59,16138.8256294453
-27.58,16138.9980577819
-27.57,16139.1704861186
-27.56,16139.3429144553
-27.55,16139.5153427919
-27.54,16139.6877711286
-27.53,16139.8602067196
-27.52,16140.0328154009
-27.51,16140.2054240822
-27.5,16140.3780327635
-27.49,16140.5506414447
-27.48,16140.723250126
-27.47,16140.8958588073
-27.46,16141.0684674886
-27.45,16141.2410761699
-27.44,16141.4136848512
-27.43,16141.5863759842
-27.42,16141.7591661051
-27.41,16141.931956226
-27.4,16142.104746347
-27.39,16142.2775364679
-27.38,16142.4503265889
-27.37,16142.6231167098
-27.36,16142.7959068307
-27.35,16142.9686969517
-27.34,16143.1414870726
-27.33,16143.3144357524
-27.32,16143.4874084111
-27.31,16143.6603810697
-27.3,16143.8333537284
-27.29,16144.0063263871
-27.28,16144.1792990458
-27.27,16144.3522717044
-27.26,16144.5252443631
-27.25,16144.6982170218
-27.24,16144.8712416212
-27.23,16145.0443979187
-27.22,16145.2175542163
-27.21,16145.3907105139
-27.2,16145.5638668114
-27.19,16145.737023109
-27.18,16145.9101794066
-27.17,16146.0833357042
-27.16,16146.2564920017
-27.15,16146.4296482993
-27.14,16146.6029333716
-27.13,16146.7762744123
-27.12,16146.949615453
-27.11,16147.1229564937
-27.1,16147.2962975345
-27.09,16147.4696385752
-27.08,16147.6429796159
-27.07,16147.8163206566
-27.06,16147.9896616973
-27.05,16148.1630234145
-27.04,16148.3365503057
-27.03,16148.510077197
-27.02,16148.6836040882
-27.01,16148.8571309795
-27,16149.0306578707
-26.99,16149.204184762
-26.98,16149.3777116532
-26.97,16149.5512385445
-26.96,16149.7247654357
-26.95,16149.8983905673
-26.94,16150.0721044196
-26.93,16150.2458182718
-26.92,16150.4195321241
-26.91,16150.5932459764
-26.9,16150.7669598287
-26.89,16150.940673681
-26.88,16151.1143875333
-26.87,16151.2881013856
-26.86,16151.4618152379
-26.85,16151.6357058172
-26.84,16151.8096077442
-26.83,16151.9835096713
-26.82,16152.1574115983
-26.81,16152.3313135253
-26.8,16152.5052154523
-26.79,16152.6791173793
-26.78,16152.8530193063
-26.77,16153.0269212333
-26.76,16153.2008901095
-26.75,16153.374981228
-26.74,16153.5490723466
-26.73,16153.7231634652
-26.72,16153.8972545837
-26.71,16154.0713457023
-26.7,16154.2454368209
-26.69,16154.4195279394
-26.68,16154.593619058
-26.67,16154.7677101766
-26.66,16154.9419474688
-26.65,16155.116228899
-26.64,16155.2905103292
-26.63,16155.4647917594
-26.62,16155.6390731896
-26.61,16155.8133546198
-26.6,16155.9876360499
-26.59,16156.1619174801
-26.58,16156.3361989103
-26.57,16156.5105152355
-26.56,16156.6849881006
-26.55,16156.8594609656
-26.54,16157.0339338307
-26.53,16157.2084066958
-26.52,16157.3828795609
-26.51,16157.557352426
-26.5,16157.731825291
-26.49,16157.9062981561
-26.48,16158.0807710212
-26.47,16158.2553587466
-26.46,16158.4300241731
-26.45,16158.6046895996
-26.44,16158.7793550261
-26.43,16158.9540204526
-26.42,16159.1286858791
-26.41,16159.3033513055
-26.4,16159.478016732
-26.39,16159.6526821585
-26.38,16159.8273496561
-26.37,16160.0022087738
-26.36,16160.1770678914
-26.35,16160.3519270091
-26.34,16160.5267861268
-26.33,16160.7016452445
-26.32,16160.8765043622
-26.31,16161.0513634799
-26.3,16161.2262225975
-26.29,16161.4010817152
-26.28,16161.5760236134
-26.27,16161.7510775553
-26.26,16161.9261314973
-26.25,16162.1011854392
-26.24,16162.2762393812
-26.23,16162.4512933231
-26.22,16162.6263472651
-26.21,16162.801401207
-26.2,16162.976455149
-26.19,16163.1515090909
-26.18,16163.3267274642
-26.17,16163.5019773668
-26.16,16163.6772272694
-26.15,16163.8524771719
-26.14,16164.0277270745
-26.13,16164.2029769771
-26.12,16164.3782268797
-26.11,16164.5534767823
-26.1,16164.7287266849
-26.09,16164.9040265149
-26.08,16165.0794735178
-26.07,16165.2549205207
-26.06,16165.4303675237
-26.05,16165.6058145266
-26.04,16165.7812615295
-26.03,16165.9567085325
-26.02,16166.1321555354
-26.01,16166.3076025384
-26,16166.4830495413
-25.99,16166.6586288747
-25.98,16166.834274121
-25.97,16167.0099193674
-25.96,16167.1855646137
-25.95,16167.3612098601
-25.94,16167.5368551064
-25.93,16167.7125003527
-25.92,16167.8881455991
-25.91,16168.0637908454
-25.9,16168.2394523861
-25.89,16168.4152970222
-25.88,16168.5911416584
-25.87,16168.7669862946
-25.86,16168.9428309307
-25.85,16169.1186755669
-25.84,16169.2945202031
-25.83,16169.4703648393
-25.82,16169.6462094754
-25.81,16169.8220541116
-25.8,16169.9979982007
-25.79,16170.1740433765
-25.78,16170.3500885524
-25.77,16170.5261337282
-25.76,16170.702178904
-25.75,16170.8782240799
-25.74,16171.0542692557
-25.73,16171.2303144315
-25.72,16171.4063596073
-25.71,16171.5824047832
-25.7,16171.7586335262
-25.69,16171.9348803949
-25.68,16172.1111272636
-25.67,16172.2873741324
-25.66,16172.4636210011
-25.65,16172.6398678698
-25.64,16172.8161147386
-25.63,16172.9923616073
-25.62,16173.168608476
-25.61,16173.3449211365
-25.6,16173.5213708548
-25.59,16173.6978205731
-25.58,16173.8742702914
-25.57,16174.0507200097
-25.56,16174.227169728
-25.55,16174.4036194463
-25.54,16174.5800691646
-25.53,16174.756518883
-25.52,16174.9329686013
-25.51,16175.1095689896
-25.5,16175.2862227176
-25.49,16175.4628764456
-25.48,16175.6395301737
-25.47,16175.8161839017
-25.46,16175.9928376297
-25.45,16176.1694913577
-25.44,16176.3461450857
-25.43,16176.5227988138
-25.42,16176.6994838818
-25.41,16176.8763427832
-25.4,16177.0532016845
-25.39,16177.2300605859
-25.38,16177.4069194873
-25.37,16177.5837783886
-25.36,16177.76063729
-25.35,16177.9374961913
-25.34,16178.1143550927
-25.33,16178.2912139941
-25.32,16178.4681898811
-25.31,16178.6452551229
-25.3,16178.8223203648
-25.29,16178.9993856066
-25.28,16179.1764508484
-25.27,16179.3535160902
-25.26,16179.5305813321
-25.25,16179.7076465739
-25.24,16179.8847118157
-25.23,16180.0617770576
-25.22,16180.2390459011
-25.21,16180.416318654
-25.2,16180.593591407
-25.19,16180.7708641599
-25.18,16180.9481369129
-25.17,16181.1254096658
-25.16,16181.3026824188
-25.15,16181.4799551717
-25.14,16181.6572279247
-25.13,16181.8345831847
-25.12,16182.012064623
-25.11,16182.1895460613
-25.1,16182.3670274995
-25.09,16182.5445089378
-25.08,16182.7219903761
-25.07,16182.8994718144
-25.06,16183.0769532526
-25.05,16183.2544346909
-25.04,16183.4319161292
-25.03,16183.6095674667
-25.02,16183.7872587681
-25.01,16183.9649500695
-25,16184.1426413709
-24.99,16184.3203326722
-24.98,16184.4980239736
-24.97,16184.675715275
-24.96,16184.8534065764
-24.95,16185.0310978778
-24.94,16185.2088364061
-24.93,16185.386738752
-24.92,16185.5646410979
-24.91,16185.7425434437
-24.9,16185.9204457896
-24.89,16186.0983481355
-24.88,16186.2762504813
-24.87,16186.4541528272
-24.86,16186.6320551731
-24.85,16186.8099575189
-24.84,16186.9879952636
-24.83,16187.1661098389
-24.82,16187.3442244143
-24.81,16187.5223389896
-24.8,16187.700453565
-24.79,16187.8785681403
-24.78,16188.0566827156
-24.77,16188.234797291
-24.76,16188.4129118663
-24.75,16188.5910375797
-24.74,16188.7693655731
-24.73,16188.9476935666
-24.72,16189.12602156
-24.71,16189.3043495535
-24.7,16189.4826775469
-24.69,16189.6610055404
-24.68,16189.8393335338
-24.67,16190.0176615273
-24.66,16190.1959895207
-24.65,16190.3744176072
-24.64,16190.5529602111
-24.63,16190.731502815
-24.62,16190.9100454188
-24.61,16191.0885880227
-24.6,16191.2671306265
-24.59,16191.4456732304
-24.58,16191.6242158343
-24.57,16191.8027584381
-24.56,16191.981301042
-24.55,16192.1600336849
-24.54,16192.3387920952
-24.53,16192.5175505055
-24.52,16192.6963089157
-24.51,16192.875067326
-24.5,16193.0538257362
-24.49,16193.2325841465
-24.48,16193.4113425567
-24.47,16193.590100967
-24.46,16193.7689233519
-24.45,16193.9478987682
-24.44,16194.1268741846
-24.43,16194.3058496009
-24.42,16194.4848250173
-24.41,16194.6638004336
-24.4,16194.84277585
-24.39,16195.0217512663
-24.38,16195.2007266827
-24.37,16195.379702099
-24.36,16195.5588322284
-24.35,16195.7380258543
-24.34,16195.9172194802
-24.33,16196.096413106
-24.32,16196.2756067319
-24.31,16196.4548003578
-24.3,16196.6339939837
-24.29,16196.8131876096
-24.28,16196.9923812354
-24.27,16197.1716018972
-24.26,16197.3510149398
-24.25,16197.5304279824
-24.24,16197.709841025
-24.23,16197.8892540676
-24.22,16198.0686671102
-24.21,16198.2480801528
-24.2,16198.4274931954
-24.19,16198.606906238
-24.18,16198.7863192805
-24.17,16198.9658508934
-24.16,16199.1454845637
-24.15,16199.325118234
-24.14,16199.5047519043
-24.13,16199.6843855746
-24.12,16199.8640192449
-24.11,16200.0436529152
-24.1,16200.2232865855
-24.09,16200.4029202558
-24.08,16200.582553926
-24.07,16200.7623987079
-24.06,16200.9422542206
-24.05,16201.1221097334
-24.04,16201.3019652462
-24.03,16201.4818207589
-24.02,16201.6616762717
-24.01,16201.8415317844
-24,16202.0213872972
-23.99,16202.2012428099
-23.98,16202.381179926
-23.97,16202.5612584998
-23.96,16202.7413370737
-23.95,16202.9214156475
-23.94,16203.1014942213
-23.93,16203.2815727952
-23.92,16203.461651369
-23.91,16203.6417299428
-23.9,16203.8218085167
-23.89,16204.0018870905
-23.88,16204.1821406143
-23.87,16204.3624434717
-23.86,16204.5427463291
-23.85,16204.7230491865
-23.84,16204.9033520438
-23.83,16205.0836549012
-23.82,16205.2639577586
-23.81,16205.4442606159
-23.8,16205.6245634733
-23.79,16205.8049101349
-23.78,16205.9854385021
-23.77,16206.1659668693
-23.76,16206.3464952366
-23.75,16206.5270236038
-23.74,16206.7075519711
-23.73,16206.8880803383
-23.72,16207.0686087055
-23.71,16207.2491370728
-23.7,16207.42966544
-23.69,16207.6103317675
-23.68,16207.7910868748
-23.67,16207.9718419822
-23.66,16208.1525970895
-23.65,16208.3333521969
-23.64,16208.5141073042
-23.63,16208.6948624116
-23.62,16208.8756175189
-23.61,16209.0563726263
-23.6,16209.2371328987
-23.59,16209.4181159803
-23.58,16209.599099062
-23.57,16209.7800821436
-23.56,16209.9610652252
-23.55,16210.1420483068
-23.54,16210.3230313885
-23.53,16210.5040144701
-23.52,16210.6849975517
-23.51,16210.8659806333
-23.5,16211.0470638492
-23.49,16211.2282761432
-23.48,16211.4094884372
-23.47,16211.5907007312
-23.46,16211.7719130252
-23.45,16211.9531253192
-23.44,16212.1343376132
-23.43,16212.3155499072
-23.42,16212.4967622013
-23.41,16212.6779744953
-23.4,16212.8593829217
-23.39,16213.0408256701
-23.38,16213.2222684186
-23.37,16213.4037111671
-23.36,16213.5851539156
-23.35,16213.7665966641
-23.34,16213.9480394126
-23.33,16214.1294821611
-23.32,16214.3109249095
-23.31,16214.492429122
-23.3,16214.6741035711
-23.29,16214.8557780201
-23.28,16215.0374524692
-23.27,16215.2191269182
-23.26,16215.4008013673
-23.25,16215.5824758163
-23.24,16215.7641502654
-23.23,16215.9458247144
-23.22,16216.1274991635
-23.21,16216.3093318976
-23.2,16216.4912392973
-23.19,16216.673146697
-23.18,16216.8550540968
-23.17,16217.0369614965
-23.16,16217.2188688962
-23.15,16217.4007762959
-23.14,16217.5826836956
-23.13,16217.7645910954
-23.12,16217.9465204365
-23.11,16218.128662041
-23.1,16218.3108036456
-23.09,16218.4929452501
-23.08,16218.6750868547
-23.07,16218.8572284593
-23.06,16219.0393700638
-23.05,16219.2215116684
-23.04,16219.4036532729
-23.03,16219.5857948775
-23.02,16219.7680560714
-23.01,16219.950433139
-23,16220.1328102067
-22.99,16220.3151872743
-22.98,16220.4975643419
-22.97,16220.6799414095
-22.96,16220.8623184771
-22.95,16221.0446955447
-22.94,16221.2270726123
-22.93,16221.4094496799
-22.92,16221.5920450311
-22.91,16221.7746588241
-22.9,16221.9572726171
-22.89,16222.1398864101
-22.88,16222.3225002031
-22.87,16222.5051139961
-22.86,16222.6877277892
-22.85,16222.8703415822
-22.84,16223.0529553752
-22.83,16223.2356492052
-22.82,16223.4185009901
-22.81,16223.6013527749
-22.8,16223.7842045598
-22.79,16223.9670563447
-22.78,16224.1499081295
-22.77,16224.3327599144
-22.76,16224.5156116992
-22.75,16224.6984634841
-22.74,16224.8813152689
-22.73,16225.064346622
-22.72,16225.2474376693
-22.71,16225.4305287166
-22.7,16225.6136197639
-22.69,16225.7967108112
-22.68,16225.9798018586
-22.67,16226.1628929059
-22.66,16226.3459839532
-22.65,16226.5290750005
-22.64,16226.7122056674
-22.63,16226.8955372519
-22.62,16227.0788688365
-22.61,16227.262200421
-22.6,16227.4455320055
-22.59,16227.6288635901
-22.58,16227.8121951746
-22.57,16227.9955267592
-22.56,16228.1788583437
-22.55,16228.3621899282
-22.54,16228.5456615047
-22.53,16228.7292349054
-22.52,16228.9128083062
-22.51,16229.0963817069
-22.5,16229.2799551077
-22.49,16229.4635285084
-22.48,16229.6471019092
-22.47,16229.8306753099
-22.46,16230.0142487107
-22.45,16230.1978221114
-22.44,16230.3816369401
-22.43,16230.5654534402
-22.42,16230.7492699404
-22.41,16230.9330864405
-22.4,16231.1169029407
-22.39,16231.3007194409
-22.38,16231.484535941
-22.37,16231.6683524412
-22.36,16231.8521689413
-22.35,16232.0360849876
-22.34,16232.2201458746
-22.33,16232.4042067616
-22.32,16232.5882676487
-22.31,16232.7723285357
-22.3,16232.9563894227
-22.29,16233.1404503097
-22.28,16233.3245111968
-22.27,16233.5085720838
-22.26,16233.6926329708
-22.25,16233.8768956915
-22.24,16234.0612022572
-22.23,16234.2455088228
-22.22,16234.4298153884
-22.21,16234.614121954
-22.2,16234.7984285197
-22.19,16234.9827350853
-22.18,16235.1670416509
-22.17,16235.3513482165
-22.16,16235.5357130043
-22.15,16235.7202665445
-22.14,16235.9048200848
-22.13,16236.0893736251
-22.12,16236.2739271653
-22.11,16236.4584807056
-22.1,16236.6430342458
-22.09,16236.8275877861
-22.08,16237.0121413264
-22.07,16237.1966948666
-22.06,16237.3814097724
-22.05,16237.5662115877
-22.04,16237.751013403
-22.03,16237.9358152182
-22.02,16238.1206170335
-22.01,16238.3054188487
-22,16238.490220664
-21.99,16238.6750224793
-21.98,16238.8598242945
-21.97,16239.044642121
-21.96,16239.2296935159
-21.95,16239.4147449109
-21.94,16239.5997963059
-21.93,16239.7848477009
-21.92,16239.9698990959
-21.91,16240.1549504909
-21.9,16240.3400018858
-21.89,16240.5250532808
-21.88,16240.7101046758
-21.87,16240.8952760855
-21.86,16241.0805783693
-21.85,16241.2658806531
-21.84,16241.4511829369
-21.83,16241.6364852208
-21.82,16241.8217875046
-21.81,16242.0070897884
-21.8,16242.1923920722
-21.79,16242.377694356
-21.78,16242.5629966398
-21.77,16242.7485240303
-21.76,16242.9340785164
-21.75,16243.1196330026
-21.74,16243.3051874887
-21.73,16243.4907419749
-21.72,16243.676296461
-21.71,16243.8618509472
-21.7,16244.0474054333
-21.69,16244.2329599195
-21.68,16244.4185921779
-21.67,16244.6044001843
-21.66,16244.7902081908
-21.65,16244.9760161972
-21.64,16245.1618242036
-21.63,16245.3476322101
-21.62,16245.5334402165
-21.61,16245.7192482229
-21.6,16245.9050562294
-21.59,16246.0908642358
-21.58,16246.2768559775
-21.57,16246.4629188266
-21.56,16246.6489816757
-21.55,16246.8350445249
-21.54,16247.021107374
-21.53,16247.2071702231
-21.52,16247.3932330723
-21.51,16247.5792959214
-21.5,16247.7653587705
-21.49,16247.9514562489
-21.48,16248.1377752676
-21.47,16248.3240942863
-21.46,16248.510413305
-21.45,16248.6967323238
-21.44,16248.8830513425
-21.43,16249.0693703612
-21.42,16249.2556893799
-21.41,16249.4420083987
-21.4,16249.6283274174
-21.39,16249.8147879037
-21.38,16250.0013644234
-21.37,16250.1879409432
-21.36,16250.3745174629
-21.35,16250.5610939826
-21.34,16250.7476705024
-21.33,16250.9342470221
-21.32,16251.1208235419
-21.31,16251.3074000616
-21.3,16251.4939765813
-21.29,16251.6808025143
-21.28,16251.867637871
-21.27,16252.0544732277
-21.26,16252.2413085844
-21.25,16252.4281439412
-21.24,16252.6149792979
-21.23,16252.8018146546
-21.22,16252.9886500113
-21.21,16253.175485368
-21.2,16253.3624190192
-21.19,16253.5495145534
-21.18,16253.7366100876
-21.17,16253.9237056218
-21.16,16254.110801156
-21.15,16254.2978966902
-21.14,16254.4849922244
-21.13,16254.6720877586
-21.12,16254.8591832929
-21.11,16255.0462788271
-21.1,16255.2335814881
-21.09,16255.4209385449
-21.08,16255.6082956018
-21.07,16255.7956526586
-21.06,16255.9830097154
-21.05,16256.1703667723
-21.04,16256.3577238291
-21.03,16256.545080886
-21.02,16256.7324379428
-21.01,16256.9198492063
-21,16257.1074691355
-20.99,16257.2950890647
-20.98,16257.482708994
-20.97,16257.6703289232
-20.96,16257.8579488524
-20.95,16258.0455687816
-20.94,16258.2331887109
-20.93,16258.4208086401
-20.92,16258.6084285693
-20.91,16258.7962124287
-20.9,16258.9840965847
-20.89,16259.1719807407
-20.88,16259.3598648968
-20.87,16259.5477490528
-20.86,16259.7356332088
-20.85,16259.9235173648
-20.84,16260.1114015208
-20.83,16260.2992856768
-20.82,16260.4871790275
-20.81,16260.6753287694
-20.8,16260.8634785113
-20.79,16261.0516282532
-20.78,16261.2397779951
-20.77,16261.427927737
-20.76,16261.6160774789
-20.75,16261.8042272208
-20.74,16261.9923769627
-20.73,16262.1805267046
-20.72,16262.3687962604
-20.71,16262.557212952
-20.7,16262.7456296436
-20.69,16262.9340463352
-20.68,16263.1224630267
-20.67,16263.3108797183
-20.66,16263.4992964099
-20.65,16263.6877131015
-20.64,16263.8761297931
-20.63,16264.0645464846
-20.62,16264.2531947433
-20.61,16264.4418797531
-20.6,16264.6305647629
-20.59,16264.8192497727
-20.58,16265.0079347825
-20.57,16265.1966197923
-20.56,16265.3853048021
-20.55,16265.5739898119
-20.54,16265.7626748217
-20.53,16265.9514346
-20.52,16266.1403893013
-20.51,16266.3293440026
-20.5,16266.5182987039
-20.49,16266.7072534053
-20.48,16266.8962081066
-20.47,16267.0851628079
-20.46,16267.2741175092
-20.45,16267.4630722105
-20.44,16267.6520269118
-20.43,16267.8411690423
-20.42,16268.0303948132
-20.41,16268.2196205842
-20.4,16268.4088463551
-20.39,16268.598072126
-20.38,16268.787297897
-20.37,16268.9765236679
-20.36,16269.1657494388
-20.35,16269.3549752097
-20.34,16269.5442297649
-20.33,16269.7337279884
-20.32,16269.9232262118
-20.31,16270.1127244353
-20.3,16270.3022226588
-20.29,16270.4917208822
-20.28,16270.6812191057
-20.27,16270.8707173292
-20.26,16271.0602155526
-20.25,16271.2497137761
-20.24,16271.4393543566
-20.23,16271.6291264204
-20.22,16271.8188984841
-20.21,16272.0086705479
-20.2,16272.1984426117
-20.19,16272.3882146755
-20.18,16272.5779867392
-20.17,16272.767758803
-20.16,16272.9575308668
-20.15,16273.1473029306
-20.14,16273.3373320784
-20.13,16273.5273793751
-20.12,16273.7174266719
-20.11,16273.9074739686
-20.1,16274.0975212653
-20.09,16274.2875685621
-20.08,16274.4776158588
-20.07,16274.6676631555
-20.06,16274.8577104523
-20.05,16275.0478540899
-20.04,16275.2381780171
-20.03,16275.4285019444
-20.02,16275.6188258716
-20.01,16275.8091497989
-20,16275.9994737261
-19.99,16276.1897976534
-19.98,16276.3801215806
-19.97,16276.5704455079
-19.96,16276.7607694352
-19.95,16276.9513053546
-19.94,16277.1419073149
-19.93,16277.3325092751
-19.92,16277.5231112354
-19.91,16277.7137131957
-19.9,16277.904315156
-19.89,16278.0949171162
-19.88,16278.2855190765
-19.87,16278.4761210368
-19.86,16278.6667723677
-19.85,16278.8576537685
-19.84,16279.0485351692
-19.83,16279.23941657
-19.82,16279.4302979708
-19.81,16279.6211793715
-19.8,16279.8120607723
-19.79,16280.0029421731
-19.78,16280.1938235738
-19.77,16280.3847049746
-19.76,16280.5757523265
-19.75,16280.7669145802
-19.74,16280.9580768339
-19.73,16281.1492390876
-19.72,16281.3404013413
-19.71,16281.531563595
-19.7,16281.7227258488
-19.69,16281.9138881025
-19.68,16282.1050503562
-19.67,16282.2962140462
-19.66,16282.4876585703
-19.65,16282.6791030945
-19.64,16282.8705476187
-19.63,16283.0619921428
-19.62,16283.253436667
-19.61,16283.4448811911
-19.6,16283.6363257153
-19.59,16283.8277702395
-19.58,16284.0192147636
-19.57,16284.2107782385
-19.56,16284.4025064557
-19.55,16284.5942346729
-19.54,16284.78596289
-19.53,16284.9776911072
-19.52,16285.1694193243
-19.51,16285.3611475415
-19.5,16285.5528757587
-19.49,16285.7446039758
-19.48,16285.936332193
-19.47,16286.128298058
-19.46,16286.3203113958
-19.45,16286.5123247336
-19.44,16286.7043380714
-19.43,16286.8963514092
-19.42,16287.088364747
-19.41,16287.2803780848
-19.4,16287.4723914226
-19.39,16287.6644047604
-19.38,16287.8564890789
-19.37,16288.0487889701
-19.36,16288.2410888613
-19.35,16288.4333887524
-19.34,16288.6256886436
-19.33,16288.8179885348
-19.32,16289.010288426
-19.31,16289.2025883172
-19.3,16289.3948882083
-19.29,16289.5871880995
-19.28,16289.7796786152
-19.27,16289.9722664977
-19.26,16290.1648543801
-19.25,16290.3574422626
-19.24,16290.5500301451
-19.23,16290.7426180275
-19.22,16290.93520591
-19.21,16291.1277937924
-19.2,16291.3203816749
-19.19,16291.5129915881
-19.18,16291.7058689049
-19.17,16291.8987462217
-19.16,16292.0916235385
-19.15,16292.2845008553
-19.14,16292.4773781722
-19.13,16292.670255489
-19.12,16292.8631328058
-19.11,16293.0560101226
-19.1,16293.2488874394
-19.09,16293.4419073824
-19.08,16293.6350755819
-19.07,16293.8282437814
-19.06,16294.0214119808
-19.05,16294.2145801803
-19.04,16294.4077483797
-19.03,16294.6009165792
-19.02,16294.7940847787
-19.01,16294.9872529781
-19,16295.1804211776
-18.99,16295.3738538032
-18.98,16295.5673143389
-18.97,16295.7607748745
-18.96,16295.9542354101
-18.95,16296.1476959457
-18.94,16296.3411564814
-18.93,16296.534617017
-18.92,16296.7280775526
-18.91,16296.9215380882
-18.9,16297.1150922661
-18.89,16297.3088465967
-18.88,16297.5026009273
-18.87,16297.6963552579
-18.86,16297.8901095885
-18.85,16298.083863919
-18.84,16298.2776182496
-18.83,16298.4713725802
-18.82,16298.6651269108
-18.81,16298.8588812414
-18.8,16299.0528519788
-18.79,16299.2469015685
-18.78,16299.4409511581
-18.77,16299.6350007477
-18.76,16299.8290503374
-18.75,16300.023099927
-18.74,16300.2171495166
-18.73,16300.4111991062
-18.72,16300.6052486959
-18.71,16300.7993419475
-18.7,16300.9936882656
-18.69,16301.1880345837
-18.68,16301.3823809018
-18.67,16301.5767272199
-18.66,16301.771073538
-18.65,16301.9654198561
-18.64,16302.1597661742
-18.63,16302.3541124923
-18.62,16302.5484588104
-18.61,16302.742972525
-18.6,16302.9376170464
-18.59,16303.1322615677
-18.58,16303.3269060891
-18.57,16303.5215506104
-18.56,16303.7161951318
-18.55,16303.9108396531
-18.54,16304.1054841745
-18.53,16304.3001286958
-18.52,16304.4947732172
-18.51,16304.6897100965
-18.5,16304.8846543013
-18.49,16305.0795985061
-18.48,16305.2745427109
-18.47,16305.4694869157
-18.46,16305.6644311204
-18.45,16305.8593753252
-18.44,16306.05431953
-18.43,16306.2492637348
-18.42,16306.4443253237
-18.41,16306.6395706976
-18.4,16306.8348160714
-18.39,16307.0300614452
-18.38,16307.225306819
-18.37,16307.4205521928
-18.36,16307.6157975667
-18.35,16307.8110429405
-18.34,16308.0062883143
-18.33,16308.2015336881
-18.32,16308.3970223908
-18.31,16308.5925704247
-18.3,16308.7881184586
-18.29,16308.9836664925
-18.28,16309.1792145265
-18.27,16309.3747625604
-18.26,16309.5703105943
-18.25,16309.7658586282
-18.24,16309.9614066622
-18.23,16310.1570210548
-18.22,16310.3528732454
-18.21,16310.548725436
-18.2,16310.7445776265
-18.19,16310.9404298171
-18.18,16311.1362820077
-18.17,16311.3321341983
-18.16,16311.5279863888
-18.15,16311.7238385794
-18.14,16311.91969077
-18.13,16312.1157362526
-18.12,16312.3118941019
-18.11,16312.5080519511
-18.1,16312.7042098004
-18.09,16312.9003676497
-18.08,16313.096525499
-18.07,16313.2926833483
-18.06,16313.4888411976
-18.05,16313.6849990469
-18.04,16313.8811712053
-18.03,16314.0776362209
-18.02,16314.2741012366
-18.01,16314.4705662522
-18,16314.6670312679
-17.99,16314.8634962835
-17.98,16315.0599612991
-17.97,16315.2564263148
-17.96,16315.4528913304
-17.95,16315.649356346
-17.94,16315.8459635981
-17.93,16316.0427372933
-17.92,16316.2395109885
-17.91,16316.4362846837
-17.9,16316.6330583789
-17.89,16316.8298320741
-17.88,16317.0266057693
-17.87,16317.2233794645
-17.86,16317.4201531597
-17.85,16317.6169268548
-17.84,16317.8139719722
-17.83,16318.0110558658
-17.82,16318.2081397594
-17.81,16318.405223653
-17.8,16318.6023075466
-17.79,16318.7993914402
-17.78,16318.9964753337
-17.77,16319.1935592273
-17.76,16319.3906431209
-17.75,16319.5878171651
-17.74,16319.7852127816
-17.73,16319.982608398
-17.72,16320.1800040145
-17.71,16320.3773996309
-17.7,16320.5747952474
-17.69,16320.7721908638
-17.68,16320.9695864803
-17.67,16321.1669820967
-17.66,16321.3643777132
-17.65,16321.5619936739
-17.64,16321.7597025434
-17.63,16321.9574114129
-17.62,16322.1551202824
-17.61,16322.3528291519
-17.6,16322.5505380214
-17.59,16322.7482468908
-17.58,16322.9459557603
-17.57,16323.1436646298
-17.56,16323.3414105224
-17.55,16323.5394341808
-17.54,16323.7374578392
-17.53,16323.9354814976
-17.52,16324.133505156
-17.51,16324.3315288144
-17.5,16324.5295524728
-17.49,16324.7275761312
-17.48,16324.9255997896
-17.47,16325.123623448
-17.46,16325.3218153367
-17.45,16325.5201553257
-17.44,16325.7184953146
-17.43,16325.9168353036
-17.42,16326.1151752925
-17.41,16326.3135152815
-17.4,16326.5118552704
-17.39,16326.7101952594
-17.38,16326.9085352483
-17.37,16327.1068752373
-17.36,16327.3055159464
-17.35,16327.5041738133
-17.34,16327.7028316802
-17.33,16327.9014895471
-17.32,16328.100147414
-17.31,16328.298805281
-17.3,16328.4974631479
-17.29,16328.6961210148
-17.28,16328.8947788817
-17.27,16329.0935518172
-17.26,16329.2925291153
-17.25,16329.4915064134
-17.24,16329.6904837115
-17.23,16329.8894610096
-17.22,16330.0884383078
-17.21,16330.2874156059
-17.2,16330.486392904
-17.19,16330.6853702021
-17.18,16330.8843475002
-17.17,16331.0835733845
