"Time","Left.Cortex"
-32.39,254731.019457865
-32.38,254729.014507409
-32.37,254727.009556952
-32.36,254725.004606496
-32.35,254722.99965604
-32.34,254720.994705584
-32.33,254718.989755128
-32.32,254716.985453995
-32.31,254714.982471531
-32.3,254712.979489067
-32.29,254710.976506603
-32.28,254708.973524139
-32.27,254706.970541675
-32.26,254704.967559211
-32.25,254702.964576747
-32.24,254700.961594283
-32.23,254698.958611819
-32.22,254696.957085966
-32.21,254694.956060924
-32.2,254692.955035883
-32.19,254690.954010841
-32.18,254688.952985799
-32.17,254686.951960758
-32.16,254684.950935716
-32.15,254682.949910674
-32.14,254680.948885633
-32.13,254678.948168886
-32.12,254676.949090724
-32.11,254674.950012563
-32.1,254672.950934401
-32.09,254670.951856239
-32.08,254668.952778077
-32.07,254666.953699915
-32.06,254664.954621754
-32.05,254662.955543592
-32.04,254660.95646543
-32.03,254658.958495952
-32.02,254656.961354154
-32.01,254654.964212357
-32,254652.96707056
-31.99,254650.969928763
-31.98,254648.972786965
-31.97,254646.975645168
-31.96,254644.978503371
-31.95,254642.981361574
-31.94,254640.984219777
-31.93,254638.988978366
-31.92,254636.993762445
-31.91,254634.998546524
-31.9,254633.003330602
-31.89,254631.008114681
-31.88,254629.01289876
-31.87,254627.017682839
-31.86,254625.022466918
-31.85,254623.027250997
-31.84,254621.0328031
-31.83,254619.039502593
-31.82,254617.046202086
-31.81,254615.052901579
-31.8,254613.059601072
-31.79,254611.066300566
