"Time","D7"
-46.17,-0.116006312770208
-46.16,-0.116006312755133
-46.15,-0.116006312740057
-46.14,-0.116006312724982
-46.13,-0.116006312709906
-46.12,-0.11600631269483
-46.11,-0.116006312679755
-46.1,-0.116006312664679
-46.09,-0.116006312649604
-46.08,-0.116006312634528
-46.07,-0.116006312619452
-46.06,-0.116006312603651
-46.05,-0.116006312586953
-46.04,-0.116006312570255
-46.03,-0.116006312553557
-46.02,-0.116006312536859
-46.01,-0.116006312520161
-46,-0.116006312503464
-45.99,-0.116006312486766
-45.98,-0.116006312470068
-45.97,-0.11600631245337
-45.96,-0.116006312436672
-45.95,-0.116006312419422
-45.94,-0.116006312400934
-45.93,-0.116006312382445
-45.92,-0.116006312363956
-45.91,-0.116006312345468
-45.9,-0.116006312326979
-45.89,-0.11600631230849
-45.88,-0.116006312290002
-45.87,-0.116006312271513
-45.86,-0.116006312253024
-45.85,-0.116006312234536
-45.84,-0.116006312215714
-45.83,-0.116006312195249
-45.82,-0.116006312174784
-45.81,-0.116006312154319
-45.8,-0.116006312133855
-45.79,-0.11600631211339
-45.78,-0.116006312092925
-45.77,-0.116006312072461
-45.76,-0.116006312051996
-45.75,-0.116006312031531
-45.74,-0.116006312011066
-45.73,-0.116006311990538
-45.72,-0.116006311967893
-45.71,-0.116006311945249
-45.7,-0.116006311922604
-45.69,-0.11600631189996
-45.68,-0.116006311877315
-45.67,-0.116006311854671
-45.66,-0.116006311832026
-45.65,-0.116006311809382
-45.64,-0.116006311786737
-45.63,-0.116006311764093
-45.62,-0.116006311741448
-45.61,-0.116006311716665
-45.6,-0.116006311691616
-45.59,-0.116006311666568
-45.58,-0.11600631164152
-45.57,-0.116006311616472
-45.56,-0.116006311591424
-45.55,-0.116006311566375
-45.54,-0.116006311541327
-45.53,-0.116006311516279
-45.52,-0.116006311491231
-45.51,-0.116006311466183
-45.5,-0.116006311439146
-45.49,-0.116006311411448
-45.48,-0.11600631138375
-45.47,-0.116006311356052
-45.46,-0.116006311328354
-45.45,-0.116006311300657
-45.44,-0.116006311272959
-45.43,-0.116006311245261
-45.42,-0.116006311217563
-45.41,-0.116006311189865
-45.4,-0.116006311162167
-45.39,-0.116006311132685
-45.38,-0.116006311102067
-45.37,-0.116006311071449
-45.36,-0.116006311040832
-45.35,-0.116006311010214
-45.34,-0.116006310979596
-45.33,-0.116006310948978
-45.32,-0.116006310918361
-45.31,-0.116006310887743
-45.3,-0.116006310857125
-45.29,-0.116006310826508
-45.28,-0.116006310794373
-45.27,-0.116006310760538
-45.26,-0.116006310726704
-45.25,-0.11600631069287
-45.24,-0.116006310659036
-45.23,-0.116006310625201
-45.22,-0.116006310591367
-45.21,-0.116006310557533
-45.2,-0.116006310523699
-45.19,-0.116006310489864
-45.18,-0.11600631045603
-45.17,-0.116006310421019
-45.16,-0.116006310383643
-45.15,-0.116006310346266
-45.14,-0.11600631030889
-45.13,-0.116006310271514
-45.12,-0.116006310234138
-45.11,-0.116006310196761
-45.1,-0.116006310159385
-45.09,-0.116006310122009
-45.08,-0.116006310084632
-45.07,-0.116006310047256
-45.06,-0.116006310009128
-45.05,-0.116006309967852
-45.04,-0.116006309926577
-45.03,-0.116006309885301
-45.02,-0.116006309844026
-45.01,-0.11600630980275
-45,-0.116006309761475
-44.99,-0.116006309720199
-44.98,-0.116006309678924
-44.97,-0.116006309637648
-44.96,-0.116006309596373
-44.95,-0.116006309554868
-44.94,-0.116006309509301
-44.93,-0.116006309463735
-44.92,-0.116006309418168
-44.91,-0.116006309372602
-44.9,-0.116006309327035
-44.89,-0.116006309281469
-44.88,-0.116006309235902
-44.87,-0.116006309190336
-44.86,-0.116006309144769
-44.85,-0.116006309099203
-44.84,-0.116006309053636
-44.83,-0.116006309003755
-44.82,-0.116006308953468
-44.81,-0.116006308903181
-44.8,-0.116006308852894
-44.79,-0.116006308802607
-44.78,-0.116006308752321
-44.77,-0.116006308702034
-44.76,-0.116006308651747
-44.75,-0.11600630860146
-44.74,-0.116006308551173
-44.73,-0.116006308500886
-44.72,-0.116006308446578
-44.71,-0.1160063083911
-44.7,-0.116006308335622
-44.69,-0.116006308280144
-44.68,-0.116006308224666
-44.67,-0.116006308169188
-44.66,-0.11600630811371
-44.65,-0.116006308058232
-44.64,-0.116006308002754
-44.63,-0.116006307947276
-44.62,-0.116006307891798
-44.61,-0.116006307832694
-44.6,-0.11600630777151
-44.59,-0.116006307710325
-44.58,-0.11600630764914
-44.57,-0.116006307587955
-44.56,-0.11600630752677
-44.55,-0.116006307465586
-44.54,-0.116006307404401
-44.53,-0.116006307343216
-44.52,-0.116006307282031
-44.51,-0.116006307220846
-44.5,-0.116006307156552
-44.49,-0.116006307089096
-44.48,-0.116006307021639
-44.47,-0.116006306954183
-44.46,-0.116006306886727
-44.45,-0.11600630681927
-44.44,-0.116006306751814
-44.43,-0.116006306684358
-44.42,-0.116006306616901
-44.41,-0.116006306549445
-44.4,-0.116006306481989
-44.39,-0.116006306412077
-44.38,-0.11600630633773
-44.37,-0.116006306263384
-44.36,-0.116006306189038
-44.35,-0.116006306114692
-44.34,-0.116006306040346
-44.33,-0.116006305966
-44.32,-0.116006305891654
-44.31,-0.116006305817308
-44.3,-0.116006305742962
-44.29,-0.116006305668615
-44.28,-0.116006305592627
-44.27,-0.116006305510714
-44.26,-0.116006305428802
-44.25,-0.116006305346889
-44.24,-0.116006305264977
-44.23,-0.116006305183064
-44.22,-0.116006305101152
-44.21,-0.116006305019239
-44.2,-0.116006304937326
-44.19,-0.116006304855414
-44.18,-0.116006304773501
-44.17,-0.116006304690944
-44.16,-0.116006304600724
-44.15,-0.116006304510505
-44.14,-0.116006304420286
-44.13,-0.116006304330067
-44.12,-0.116006304239847
-44.11,-0.116006304149628
-44.1,-0.116006304059409
-44.09,-0.11600630396919
-44.08,-0.11600630387897
-44.07,-0.116006303788751
-44.06,-0.116006303698532
-44.05,-0.116006303599759
-44.04,-0.116006303500424
-44.03,-0.116006303401088
-44.02,-0.116006303301753
-44.01,-0.116006303202417
-44,-0.116006303103081
-43.99,-0.116006303003746
-43.98,-0.11600630290441
-43.97,-0.116006302805075
-43.96,-0.116006302705739
-43.95,-0.116006302606404
-43.94,-0.116006302499079
-43.93,-0.116006302389742
-43.92,-0.116006302280405
-43.91,-0.116006302171068
-43.9,-0.116006302061731
-43.89,-0.116006301952394
-43.88,-0.116006301843058
-43.87,-0.116006301733721
-43.86,-0.116006301624384
-43.85,-0.116006301515047
-43.84,-0.11600630140571
-43.83,-0.11600630128914
-43.82,-0.116006301168835
-43.81,-0.116006301048529
-43.8,-0.116006300928224
-43.79,-0.116006300807919
-43.78,-0.116006300687613
-43.77,-0.116006300567308
-43.76,-0.116006300447002
-43.75,-0.116006300326697
-43.74,-0.116006300206392
-43.73,-0.116006300086086
-43.72,-0.116006299959527
-43.71,-0.116006299827197
-43.7,-0.116006299694866
-43.69,-0.116006299562536
-43.68,-0.116006299430205
-43.67,-0.116006299297875
-43.66,-0.116006299165544
-43.65,-0.116006299033213
-43.64,-0.116006298900883
-43.63,-0.116006298768552
-43.62,-0.116006298636222
-43.61,-0.116006298498875
-43.6,-0.116006298353365
-43.59,-0.116006298207856
-43.58,-0.116006298062346
-43.57,-0.116006297916836
-43.56,-0.116006297771327
-43.55,-0.116006297625817
-43.54,-0.116006297480308
-43.53,-0.116006297334798
-43.52,-0.116006297189288
-43.51,-0.116006297043779
-43.5,-0.116006296894786
-43.49,-0.116006296734837
-43.48,-0.116006296574889
-43.47,-0.116006296414941
-43.46,-0.116006296254992
-43.45,-0.116006296095044
-43.44,-0.116006295935096
-43.43,-0.116006295775147
-43.42,-0.116006295615199
-43.41,-0.11600629545525
-43.4,-0.116006295295302
-43.39,-0.116006295133743
-43.38,-0.116006294957981
-43.37,-0.11600629478222
-43.36,-0.116006294606458
-43.35,-0.116006294430696
-43.34,-0.116006294254934
-43.33,-0.116006294079172
-43.32,-0.116006293903411
-43.31,-0.116006293727649
-43.3,-0.116006293551887
-43.29,-0.116006293376125
-43.28,-0.116006293200363
-43.27,-0.116006293007939
-43.26,-0.116006292814864
-43.25,-0.116006292621789
-43.24,-0.116006292428714
-43.23,-0.116006292235639
-43.22,-0.116006292042564
-43.21,-0.116006291849489
-43.2,-0.116006291656414
-43.19,-0.11600629146334
-43.18,-0.116006291270265
-43.17,-0.11600629107719
-43.16,-0.11600629086852
-43.15,-0.116006290656496
-43.14,-0.116006290444473
-43.13,-0.11600629023245
-43.12,-0.116006290020426
-43.11,-0.116006289808403
-43.1,-0.11600628959638
-43.09,-0.116006289384356
-43.08,-0.116006289172333
-43.07,-0.11600628896031
-43.06,-0.116006288748286
-43.05,-0.11600628852209
-43.04,-0.116006288289336
-43.03,-0.116006288056582
-43.02,-0.116006287823827
-43.01,-0.116006287591073
-43,-0.116006287358318
-42.99,-0.116006287125564
-42.98,-0.116006286892809
-42.97,-0.116006286660055
-42.96,-0.1160062864273
-42.95,-0.116006286194546
-42.94,-0.116006285949451
-42.93,-0.116006285694023
-42.92,-0.116006285438595
-42.91,-0.116006285183167
-42.9,-0.116006284927738
-42.89,-0.11600628467231
-42.88,-0.116006284416882
-42.87,-0.116006284161454
-42.86,-0.116006283906025
-42.85,-0.116006283650597
-42.84,-0.116006283395169
-42.83,-0.116006283129705
-42.82,-0.116006282849486
-42.81,-0.116006282569268
-42.8,-0.11600628228905
-42.79,-0.116006282008832
-42.78,-0.116006281728613
-42.77,-0.116006281448395
-42.76,-0.116006281168177
-42.75,-0.116006280887959
-42.74,-0.11600628060774
-42.73,-0.116006280327522
-42.72,-0.116006280040112
-42.71,-0.116006279732799
-42.7,-0.116006279425487
-42.69,-0.116006279118174
-42.68,-0.116006278810861
-42.67,-0.116006278503548
-42.66,-0.116006278196236
-42.65,-0.116006277888923
-42.64,-0.11600627758161
-42.63,-0.116006277274298
-42.62,-0.116006276966985
-42.61,-0.116006276655941
-42.6,-0.116006276319026
-42.59,-0.11600627598211
-42.58,-0.116006275645194
-42.57,-0.116006275308279
-42.56,-0.116006274971363
-42.55,-0.116006274634448
-42.54,-0.116006274297532
-42.53,-0.116006273960616
-42.52,-0.116006273623701
-42.51,-0.116006273286785
-42.5,-0.11600627294987
-42.49,-0.116006272581054
-42.48,-0.116006272211806
-42.47,-0.116006271842557
