"Time","Brain.Stem"
-29.03,18864.3751852099
-29.02,18864.3825252042
-29.01,18864.3898651986
-29,18864.3972051929
-28.99,18864.4045451872
-28.98,18864.4118851816
-28.97,18864.4192251759
-28.96,18864.4265291931
-28.95,18864.4338256915
-28.94,18864.4411221899
-28.93,18864.4484186884
-28.92,18864.4557151868
-28.91,18864.4630116853
-28.9,18864.4703081837
-28.89,18864.4776046822
-28.88,18864.4849011806
-28.87,18864.4921872937
-28.86,18864.4994407611
-28.85,18864.5066942285
-28.84,18864.5139476958
-28.83,18864.5212011632
-28.82,18864.5284546306
-28.81,18864.535708098
-28.8,18864.5429615654
-28.79,18864.5502150328
-28.78,18864.5574685002
-28.77,18864.5646940598
-28.76,18864.5719049558
-28.75,18864.5791158517
-28.74,18864.5863267477
-28.73,18864.5935376437
-28.72,18864.6007485396
-28.71,18864.6079594356
-28.7,18864.6151703316
-28.69,18864.6223812275
-28.68,18864.6295891856
-28.67,18864.6367579646
-28.66,18864.6439267437
-28.65,18864.6510955228
-28.64,18864.6582643018
-28.63,18864.6654330809
-28.62,18864.67260186
-28.61,18864.6797706391
-28.6,18864.6869394181
-28.59,18864.6941081972
-28.58,18864.7012568108
-28.57,18864.7083839224
-28.56,18864.7155110341
-28.55,18864.7226381457
-28.54,18864.7297652574
-28.53,18864.736892369
-28.52,18864.7440194806
-28.51,18864.7511465923
-28.5,18864.7582737039
-28.49,18864.7654008156
-28.48,18864.7724909021
-28.47,18864.7795767907
-28.46,18864.7866626794
-28.45,18864.7937485681
-28.44,18864.8008344568
-28.43,18864.8079203455
-28.42,18864.8150062342
-28.41,18864.8220921229
-28.4,18864.8291780116
-28.39,18864.8362511606
-28.38,18864.8432962659
-28.37,18864.8503413712
-28.36,18864.8573864766
-28.35,18864.8644315819
-28.34,18864.8714766872
-28.33,18864.8785217925
-28.32,18864.8855668978
-28.31,18864.8926120031
-28.3,18864.8996571084
-28.29,18864.9066728972
-28.28,18864.9136776539
-28.27,18864.9206824105
-28.26,18864.9276871671
-28.25,18864.9346919238
-28.24,18864.9416966804
-28.23,18864.9487014371
-28.22,18864.9557061937
-28.21,18864.9627109503
-28.2,18864.969710087
-28.19,18864.9766749249
-28.18,18864.9836397628
-28.17,18864.9906046007
-28.16,18864.9975694386
-28.15,18865.0045342765
-28.14,18865.0114991144
-28.13,18865.0184639523
-28.12,18865.0254287902
-28.11,18865.0323936281
-28.1,18865.0393365474
-28.09,18865.0462618918
-28.08,18865.0531872361
-28.07,18865.0601125805
-28.06,18865.0670379249
-28.05,18865.0739632692
-28.04,18865.0808886136
-28.03,18865.0878139579
-28.02,18865.0947393023
-28.01,18865.1016646466
-28,18865.1085521216
-27.99,18865.1154383929
-27.98,18865.1223246643
-27.97,18865.1292109356
-27.96,18865.136097207
-27.95,18865.1429834784
-27.94,18865.1498697497
-27.93,18865.1567560211
-27.92,18865.1636422924
-27.91,18865.1705137426
-27.9,18865.1773613569
-27.89,18865.1842089712
-27.88,18865.1910565855
-27.87,18865.1979041998
-27.86,18865.2047518141
-27.85,18865.2115994284
-27.84,18865.2184470427
-27.83,18865.225294657
-27.82,18865.2321422713
-27.81,18865.2389593806
-27.8,18865.2457687493
-27.79,18865.2525781179
-27.78,18865.2593874866
-27.77,18865.2661968553
-27.76,18865.2730062239
-27.75,18865.2798155926
-27.74,18865.2866249612
-27.73,18865.2934343299
-27.72,18865.3002356838
-27.71,18865.3070072138
-27.7,18865.3137787437
-27.69,18865.3205502737
-27.68,18865.3273218036
-27.67,18865.3340933336
-27.66,18865.3408648635
-27.65,18865.3476363935
-27.64,18865.3544079234
-27.63,18865.3611794534
-27.62,18865.3679275476
-27.61,18865.3746616413
-27.6,18865.3813957351
-27.59,18865.3881298288
-27.58,18865.3948639226
-27.57,18865.4015980164
-27.56,18865.4083321101
-27.55,18865.4150662039
-27.54,18865.4218002976
-27.53,18865.4285329015
-27.52,18865.4352299573
-27.51,18865.441927013
-27.5,18865.4486240687
-27.49,18865.4553211245
-27.48,18865.4620181802
-27.47,18865.4687152359
-27.46,18865.4754122916
-27.45,18865.4821093474
-27.44,18865.4888064031
-27.43,18865.4954868066
-27.42,18865.5021472182
-27.41,18865.5088076297
-27.4,18865.5154680413
-27.39,18865.5221284529
-27.38,18865.5287888644
-27.37,18865.535449276
-27.36,18865.5421096875
-27.35,18865.5487700991
-27.34,18865.5554305107
-27.33,18865.5620594302
-27.32,18865.5686835872
-27.31,18865.5753077442
-27.3,18865.5819319012
-27.29,18865.5885560583
-27.28,18865.5951802153
-27.27,18865.6018043723
-27.26,18865.6084285293
-27.25,18865.6150526863
-27.24,18865.621666698
-27.23,18865.6282549859
-27.22,18865.6348432738
-27.21,18865.6414315617
-27.2,18865.6480198496
-27.19,18865.6546081375
-27.18,18865.6611964254
-27.17,18865.6677847133
-27.16,18865.6743730012
-27.15,18865.6809612891
-27.14,18865.6875248403
-27.13,18865.6940776404
-27.12,18865.7006304405
-27.11,18865.7071832406
-27.1,18865.7137360407
-27.09,18865.7202888408
-27.08,18865.7268416409
-27.07,18865.733394441
-27.06,18865.7399472411
-27.05,18865.746496135
-27.04,18865.7530138245
-27.03,18865.759531514
-27.02,18865.7660492035
-27.01,18865.7725668931
-27,18865.7790845826
-26.99,18865.7856022721
-26.98,18865.7921199616
-26.97,18865.7986376511
-26.96,18865.8051553406
-26.95,18865.8116547771
-26.94,18865.8181377292
-26.93,18865.8246206814
-26.92,18865.8311036335
-26.91,18865.8375865857
-26.9,18865.8440695378
-26.89,18865.85055249
-26.88,18865.8570354421
-26.87,18865.8635183942
-26.86,18865.8700013464
-26.85,18865.876452004
-26.84,18865.8829005881
-26.83,18865.8893491721
-26.82,18865.8957977561
-26.81,18865.9022463401
-26.8,18865.9086949241
-26.79,18865.9151435082
-26.78,18865.9215920922
-26.77,18865.9280406762
-26.76,18865.9344772276
-26.75,18865.9408918089
-26.74,18865.9473063901
-26.73,18865.9537209713
-26.72,18865.9601355525
-26.71,18865.9665501337
-26.7,18865.972964715
-26.69,18865.9793792962
-26.68,18865.9857938774
-26.67,18865.9922084586
-26.66,18865.9985972008
-26.65,18866.0049781407
-26.64,18866.0113590805
-26.63,18866.0177400204
-26.62,18866.0241209603
-26.61,18866.0305019002
-26.6,18866.0368828401
-26.59,18866.04326378
-26.58,18866.0496447199
-26.57,18866.0560195928
-26.56,18866.062367249
-26.55,18866.0687149052
-26.54,18866.0750625614
-26.53,18866.0814102176
-26.52,18866.0877578738
-26.51,18866.09410553
-26.5,18866.1004531862
-26.49,18866.1068008425
-26.48,18866.1131484987
-26.47,18866.1194765127
-26.46,18866.1257912391
-26.45,18866.1321059655
-26.44,18866.1384206919
-26.43,18866.1447354184
-26.42,18866.1510501448
-26.41,18866.1573648712
-26.4,18866.1636795976
-26.39,18866.1699943241
-26.38,18866.1763087021
-26.37,18866.1825908489
-26.36,18866.1888729957
-26.35,18866.1951551426
-26.34,18866.2014372894
-26.33,18866.2077194362
-26.32,18866.214001583
-26.31,18866.2202837298
-26.3,18866.2265658766
-26.29,18866.2328480235
-26.28,18866.2391164745
-26.27,18866.2453663882
-26.26,18866.2516163019
-26.25,18866.2578662157
-26.24,18866.2641161294
-26.23,18866.2703660431
-26.22,18866.2766159569
-26.21,18866.2828658706
-26.2,18866.2891157843
-26.19,18866.295365698
-26.18,18866.3015888526
-26.17,18866.3078068761
-26.16,18866.3140248997
-26.15,18866.3202429232
-26.14,18866.3264609468
-26.13,18866.3326789703
-26.12,18866.3388969939
-26.11,18866.3451150174
-26.1,18866.351333041
-26.09,18866.3575430724
-26.08,18866.3637295451
-26.07,18866.3699160178
-26.06,18866.3761024905
-26.05,18866.3822889632
-26.04,18866.3884754359
-26.03,18866.3946619086
-26.02,18866.4008483813
-26.01,18866.407034854
-26,18866.4132213267
-25.99,18866.4193869629
-25.98,18866.4255422206
-25.97,18866.4316974782
-25.96,18866.4378527359
-25.95,18866.4440079936
-25.94,18866.4501632513
-25.93,18866.456318509
-25.92,18866.4624737666
-25.91,18866.4686290243
-25.9,18866.4747817582
-25.89,18866.4809061332
-25.88,18866.4870305082
-25.87,18866.4931548832
-25.86,18866.4992792582
-25.85,18866.5054036333
-25.84,18866.5115280083
-25.83,18866.5176523833
-25.82,18866.5237767583
-25.81,18866.5299011333
-25.8,18866.5360103559
-25.79,18866.5421041771
-25.78,18866.5481979983
-25.77,18866.5542918196
-25.76,18866.5603856408
-25.75,18866.5664794621
-25.74,18866.5725732833
-25.73,18866.5786671046
-25.72,18866.5847609258
-25.71,18866.5908547471
-25.7,18866.5969210567
-25.69,18866.6029846497
-25.68,18866.6090482427
-25.67,18866.6151118358
-25.66,18866.6211754288
-25.65,18866.6272390218
-25.64,18866.6333026149
-25.63,18866.6393662079
-25.62,18866.6454298009
-25.61,18866.6514836943
-25.6,18866.6575173814
-25.59,18866.6635510684
-25.58,18866.6695847554
-25.57,18866.6756184424
-25.56,18866.6816521295
-25.55,18866.6876858165
-25.54,18866.6937195035
-25.53,18866.6997531905
-25.52,18866.7057868776
-25.51,18866.7117987132
-25.5,18866.7178028131
-25.49,18866.7238069131
-25.48,18866.729811013
-25.47,18866.7358151129
-25.46,18866.7418192128
-25.45,18866.7478233128
-25.44,18866.7538274127
-25.43,18866.7598315126
-25.42,18866.7658311414
-25.41,18866.7718059698
-25.4,18866.7777807983
-25.39,18866.7837556268
-25.38,18866.7897304553
-25.37,18866.7957052838
-25.36,18866.8016801123
-25.35,18866.8076549408
-25.34,18866.8136297693
-25.33,18866.8196045977
-25.32,18866.8255630078
-25.31,18866.8315088773
-25.3,18866.8374547468
-25.29,18866.8434006163
-25.28,18866.8493464858
-25.27,18866.8552923553
-25.26,18866.8612382248
-25.25,18866.8671840943
-25.24,18866.8731299638
-25.23,18866.8790758334
-25.22,18866.8849935929
-25.21,18866.8909108127
-25.2,18866.8968280325
-25.19,18866.9027452524
-25.18,18866.9086624722
-25.17,18866.914579692
-25.16,18866.9204969118
-25.15,18866.9264141316
-25.14,18866.9323313514
-25.13,18866.9382373652
-25.12,18866.9441262415
-25.11,18866.9500151178
-25.1,18866.9559039941
-25.09,18866.9617928704
-25.08,18866.9676817467
-25.07,18866.973570623
-25.06,18866.9794594993
-25.05,18866.9853483756
-25.04,18866.9912372519
-25.03,18866.9971034274
-25.02,18867.0029642633
-25.01,18867.0088250991
-25,18867.014685935
-24.99,18867.0205467709
-24.98,18867.0264076067
-24.97,18867.0322684426
-24.96,18867.0381292784
-24.95,18867.0439901143
-24.94,18867.0498447425
-24.93,18867.055677838
-24.92,18867.0615109335
-24.91,18867.0673440289
-24.9,18867.0731771244
-24.89,18867.0790102199
-24.88,18867.0848433154
-24.87,18867.0906764108
-24.86,18867.0965095063
-24.85,18867.1023426018
-24.84,18867.1081581889
-24.83,18867.113963841
-24.82,18867.1197694932
-24.81,18867.1255751453
-24.8,18867.1313807975
-24.79,18867.1371864496
-24.78,18867.1429921017
-24.77,18867.1487977539
-24.76,18867.154603406
-24.75,18867.1604076413
-24.74,18867.1661861442
-24.73,18867.1719646471
-24.72,18867.17774315
-24.71,18867.1835216529
-24.7,18867.1893001557
-24.69,18867.1950786586
-24.68,18867.2008571615
-24.67,18867.2066356644
-24.66,18867.2124141673
-24.65,18867.2181801437
-24.64,18867.2239317885
-24.63,18867.2296834334
-24.62,18867.2354350782
-24.61,18867.241186723
-24.6,18867.2469383678
-24.59,18867.2526900126
-24.58,18867.2584416574
-24.57,18867.2641933022
-24.56,18867.269944947
-24.55,18867.2756731944
-24.54,18867.2813982694
-24.53,18867.2871233444
-24.52,18867.2928484194
-24.51,18867.2985734944
-24.5,18867.3042985694
-24.49,18867.3100236444
-24.48,18867.3157487194
-24.47,18867.3214737944
-24.46,18867.3271911206
-24.45,18867.3328899113
-24.44,18867.3385887019
-24.43,18867.3442874925
-24.42,18867.3499862832
-24.41,18867.3556850738
-24.4,18867.3613838644
-24.39,18867.3670826551
-24.38,18867.3727814457
-24.37,18867.3784802363
-24.36,18867.3841605914
-24.35,18867.3898333803
-24.34,18867.3955061692
-24.33,18867.4011789581
-24.32,18867.406851747
-24.31,18867.4125245359
-24.3,18867.4181973248
-24.29,18867.4238701137
-24.28,18867.4295429026
-24.27,18867.4352125221
-24.26,18867.4408595891
-24.25,18867.4465066561
-24.24,18867.4521537231
-24.23,18867.4578007901
-24.22,18867.4634478571
-24.21,18867.4690949241
-24.2,18867.4747419912
-24.19,18867.4803890582
-24.18,18867.4860361252
-24.17,18867.4916695176
-24.16,18867.4972911398
-24.15,18867.5029127621
-24.14,18867.5085343843
-24.13,18867.5141560066
-24.12,18867.5197776288
-24.11,18867.5253992511
-24.1,18867.5310208733
-24.09,18867.5366424956
-24.08,18867.5422641178
-24.07,18867.5478617873
-24.06,18867.5534582392
-24.05,18867.5590546911
-24.04,18867.564651143
-24.03,18867.5702475949
-24.02,18867.5758440468
-24.01,18867.5814404988
-24,18867.5870369507
-23.99,18867.5926334026
-23.98,18867.5982207458
-23.97,18867.6037922991
-23.96,18867.6093638524
-23.95,18867.6149354058
-23.94,18867.6205069591
-23.93,18867.6260785125
-23.92,18867.6316500658
-23.91,18867.6372216191
-23.9,18867.6427931725
-23.89,18867.6483647258
-23.88,18867.6539170672
-23.87,18867.6594639911
-23.86,18867.665010915
-23.85,18867.6705578389
-23.84,18867.6761047628
-23.83,18867.6816516867
-23.82,18867.6871986106
-23.81,18867.6927455345
-23.8,18867.6982924584
-23.79,18867.7038346499
-23.78,18867.7093572109
-23.77,18867.7148797719
-23.76,18867.7204023329
-23.75,18867.725924894
-23.74,18867.731447455
-23.73,18867.736970016
-23.72,18867.742492577
-23.71,18867.748015138
-23.7,18867.753537699
-23.69,18867.759045597
-23.68,18867.764544059
-23.67,18867.7700425211
-23.66,18867.7755409832
-23.65,18867.7810394453
-23.64,18867.7865379074
-23.63,18867.7920363695
-23.62,18867.7975348316
-23.61,18867.8030332937
-23.6,18867.8085312157
-23.59,18867.8140058403
-23.58,18867.8194804649
-23.57,18867.8249550896
-23.56,18867.8304297142
-23.55,18867.8359043388
-23.54,18867.8413789634
-23.53,18867.8468535881
-23.52,18867.8523282127
-23.51,18867.8578028373
-23.5,18867.8632671614
-23.49,18867.8687182075
-23.48,18867.8741692537
-23.47,18867.8796202998
-23.46,18867.885071346
-23.45,18867.8905223921
-23.44,18867.8959734382
-23.43,18867.9014244844
-23.42,18867.9068755305
-23.41,18867.9123265766
-23.4,18867.9177577742
-23.39,18867.9231854983
-23.38,18867.9286132225
-23.37,18867.9340409466
-23.36,18867.9394686708
-23.35,18867.944896395
-23.34,18867.9503241191
-23.33,18867.9557518433
-23.32,18867.9611795674
-23.31,18867.9666011723
-23.3,18867.9720058285
-23.29,18867.9774104848
-23.28,18867.982815141
-23.27,18867.9882197973
-23.26,18867.9936244535
-23.25,18867.9990291097
-23.24,18868.004433766
-23.23,18868.0098384222
-23.22,18868.0152430785
-23.21,18868.0206322316
-23.2,18868.0260140716
-23.19,18868.0313959117
-23.18,18868.0367777517
-23.17,18868.0421595917
-23.16,18868.0475414318
-23.15,18868.0529232718
-23.14,18868.0583051118
-23.13,18868.0636869518
-23.12,18868.0690666777
-23.11,18868.0744259508
-23.1,18868.079785224
-23.09,18868.0851444971
-23.08,18868.0905037703
-23.07,18868.0958630434
-23.06,18868.1012223165
-23.05,18868.1065815897
-23.04,18868.1119408628
-23.03,18868.1173001359
-23.02,18868.122648073
-23.01,18868.1279850263
-23,18868.1333219795
-22.99,18868.1386589327
-22.98,18868.143995886
-22.97,18868.1493328392
-22.96,18868.1546697924
-22.95,18868.1600067457
-22.94,18868.1653436989
-22.93,18868.1706806522
-22.92,18868.1759972499
-22.91,18868.181312128
-22.9,18868.186627006
-22.89,18868.191941884
-22.88,18868.197256762
-22.87,18868.2025716401
-22.86,18868.2078865181
-22.85,18868.2132013961
-22.84,18868.2185162742
-22.83,18868.2238238098
-22.82,18868.229116855
-22.81,18868.2344099003
-22.8,18868.2397029455
-22.79,18868.2449959908
-22.78,18868.250289036
-22.77,18868.2555820812
-22.76,18868.2608751265
-22.75,18868.2661681717
-22.74,18868.271461217
-22.73,18868.2767380568
-22.72,18868.2820095094
-22.71,18868.2872809621
-22.7,18868.2925524147
-22.69,18868.2978238674
-22.68,18868.30309532
-22.67,18868.3083667726
-22.66,18868.3136382253
-22.65,18868.3189096779
-22.64,18868.3241776132
-22.63,18868.3294277112
-22.62,18868.3346778092
-22.61,18868.3399279072
-22.6,18868.3451780052
-22.59,18868.3504281032
-22.58,18868.3556782012
-22.57,18868.3609282992
-22.56,18868.3661783972
-22.55,18868.3714284952
-22.54,18868.3766663671
-22.53,18868.3818953463
-22.52,18868.3871243255
-22.51,18868.3923533046
-22.5,18868.3975822838
-22.49,18868.402811263
-22.48,18868.4080402421
-22.47,18868.4132692213
-22.46,18868.4184982005
-22.45,18868.4237271796
-22.44,18868.4289354172
-22.43,18868.4341435112
-22.42,18868.4393516051
-22.41,18868.4445596991
-22.4,18868.4497677931
-22.39,18868.454975887
-22.38,18868.460183981
-22.37,18868.465392075
-22.36,18868.4706001689
-22.35,18868.47579985
-22.34,18868.4809872903
-22.33,18868.4861747306
-22.32,18868.4913621709
-22.31,18868.4965496111
-22.3,18868.5017370514
-22.29,18868.5069244917
-22.28,18868.512111932
-22.27,18868.5172993723
-22.26,18868.5224868125
-22.25,18868.5276574736
-22.24,18868.5328244896
-22.23,18868.5379915056
-22.22,18868.5431585216
-22.21,18868.5483255376
-22.2,18868.5534925536
-22.19,18868.5586595696
-22.18,18868.5638265857
-22.17,18868.5689936017
-22.16,18868.5741558564
-22.15,18868.5793026755
-22.14,18868.5844494946
-22.13,18868.5895963138
-22.12,18868.5947431329
-22.11,18868.599889952
-22.1,18868.6050367711
-22.09,18868.6101835902
-22.08,18868.6153304093
-22.07,18868.6204772284
-22.06,18868.625611067
-22.05,18868.6307379145
-22.04,18868.635864762
-22.03,18868.6409916095
-22.02,18868.646118457
-22.01,18868.6512453045
-22,18868.656372152
-21.99,18868.6614989995
-21.98,18868.666625847
-21.97,18868.6717514276
-21.96,18868.6768585268
-21.95,18868.6819656261
-21.94,18868.6870727253
-21.93,18868.6921798245
-21.92,18868.6972869237
-21.91,18868.7023940229
-21.9,18868.7075011221
-21.89,18868.7126082213
-21.88,18868.7177153205
-21.87,18868.7228130788
-21.86,18868.7279006511
-21.85,18868.7329882233
-21.84,18868.7380757955
-21.83,18868.7431633678
-21.82,18868.74825094
-21.81,18868.7533385122
-21.8,18868.7584260844
-21.79,18868.7635136567
-21.78,18868.7686012289
-21.77,18868.7736715678
-21.76,18868.7787398324
-21.75,18868.783808097
-21.74,18868.7888763617
-21.73,18868.7939446263
-21.72,18868.7990128909
-21.71,18868.8040811555
-21.7,18868.8091494201
-21.69,18868.8142176847
-21.68,18868.819280093
-21.67,18868.8243292674
-21.66,18868.8293784418
-21.65,18868.8344276162
-21.64,18868.8394767906
-21.63,18868.844525965
-21.62,18868.8495751394
-21.61,18868.8546243138
-21.6,18868.8596734882
-21.59,18868.8647226626
-21.58,18868.8697582289
-21.57,18868.8747885286
-21.56,18868.8798188283
-21.55,18868.884849128
-21.54,18868.8898794277
-21.53,18868.8949097275
-21.52,18868.8999400272
-21.51,18868.9049703269
-21.5,18868.9100006266
-21.49,18868.9150284037
-21.48,18868.9200400424
-21.47,18868.9250516811
-21.46,18868.9300633198
-21.45,18868.9350749584
-21.44,18868.9400865971
-21.43,18868.9450982358
-21.42,18868.9501098745
-21.41,18868.9551215131
-21.4,18868.9601331518
-21.39,18868.9651346547
-21.38,18868.9701278441
-21.37,18868.9751210335
-21.36,18868.9801142229
-21.35,18868.9851074123
-21.34,18868.9901006017
-21.33,18868.9950937911
-21.32,18869.0000869806
-21.31,18869.00508017
-21.3,18869.0100733594
-21.29,18869.0150489735
-21.28,18869.0200239236
-21.27,18869.0249988737
-21.26,18869.0299738238
-21.25,18869.0349487739
-21.24,18869.0399237239
-21.23,18869.044898674
-21.22,18869.0498736241
-21.21,18869.0548485742
-21.2,18869.0598167122
-21.19,18869.0647736311
-21.18,18869.06973055
-21.17,18869.0746874689
-21.16,18869.0796443878
-21.15,18869.0846013067
-21.14,18869.0895582256
-21.13,18869.0945151445
-21.12,18869.0994720634
-21.11,18869.1044289823
-21.1,18869.1093717839
-21.09,18869.114310878
-21.08,18869.1192499721
-21.07,18869.1241890662
-21.06,18869.1291281603
-21.05,18869.1340672544
-21.04,18869.1390063485
-21.03,18869.1439454426
-21.02,18869.1488845366
-21.01,18869.1538199973
-21,18869.1587414712
-20.99,18869.163662945
-20.98,18869.1685844189
-20.97,18869.1735058928
-20.96,18869.1784273667
-20.95,18869.1833488405
-20.94,18869.1882703144
-20.93,18869.1931917883
-20.92,18869.1981132622
-20.91,18869.2030239301
-20.9,18869.2079279866
-20.89,18869.2128320431
-20.88,18869.2177360996
-20.87,18869.2226401561
-20.86,18869.2275442127
-20.85,18869.2324482692
-20.84,18869.2373523257
-20.83,18869.2422563822
-20.82,18869.2471598427
-20.81,18869.2520466831
-20.8,18869.2569335234
-20.79,18869.2618203637
-20.78,18869.2667072041
-20.77,18869.2715940444
-20.76,18869.2764808847
-20.75,18869.2813677251
-20.74,18869.2862545654
-20.73,18869.2911414057
-20.72,18869.2960206085
-20.71,18869.3008904321
-20.7,18869.3057602557
-20.69,18869.3106300793
-20.68,18869.315499903
-20.67,18869.3203697266
-20.66,18869.3252395502
-20.65,18869.3301093738
-20.64,18869.3349791974
-20.63,18869.339849021
-20.62,18869.3447043293
-20.61,18869.349557334
-20.6,18869.3544103387
-20.59,18869.3592633434
-20.58,18869.3641163481
-20.57,18869.3689693528
-20.56,18869.3738223575
-20.55,18869.3786753622
-20.54,18869.3835283669
-20.53,18869.3883767631
-20.52,18869.393213145
-20.51,18869.398049527
-20.5,18869.4028859089
-20.49,18869.4077222908
-20.48,18869.4125586728
-20.47,18869.4173950547
-20.46,18869.4222314367
-20.45,18869.4270678186
-20.44,18869.4319042005
-20.43,18869.4367292233
-20.42,18869.441549177
-20.41,18869.4463691307
-20.4,18869.4511890844
-20.39,18869.4560090382
-20.38,18869.4608289919
-20.37,18869.4656489456
-20.36,18869.4704688993
-20.35,18869.4752888531
-20.34,18869.4801070915
-20.33,18869.48491081
-20.32,18869.4897145285
-20.31,18869.4945182469
-20.3,18869.4993219654
-20.29,18869.5041256838
-20.28,18869.5089294023
-20.27,18869.5137331207
-20.26,18869.5185368392
-20.25,18869.5233405576
-20.24,18869.5281359356
-20.23,18869.5329236102
-20.22,18869.5377112847
-20.21,18869.5424989593
-20.2,18869.5472866339
-20.19,18869.5520743084
-20.18,18869.556861983
-20.17,18869.5616496575
-20.16,18869.5664373321
-20.15,18869.5712250067
-20.14,18869.5759978726
-20.13,18869.580769693
-20.12,18869.5855415135
-20.11,18869.590313334
-20.1,18869.5950851545
-20.09,18869.599856975
-20.08,18869.6046287954
-20.07,18869.6094006159
-20.06,18869.6141724364
-20.05,18869.618938801
-20.04,18869.6236949557
-20.03,18869.6284511104
-20.02,18869.6332072651
-20.01,18869.6379634198
-20,18869.6427195745
-19.99,18869.6474757291
-19.98,18869.6522318838
-19.97,18869.6569880385
-19.96,18869.6617441932
-19.95,18869.6664885456
-19.94,18869.6712292213
-19.93,18869.6759698969
-19.92,18869.6807105726
-19.91,18869.6854512482
-19.9,18869.6901919239
-19.89,18869.6949325996
-19.88,18869.6996732752
-19.87,18869.7044139509
-19.86,18869.7091519245
-19.85,18869.7138773065
-19.84,18869.7186026884
-19.83,18869.7233280703
-19.82,18869.7280534522
-19.81,18869.7327788342
-19.8,18869.7375042161
-19.79,18869.742229598
-19.78,18869.7469549799
-19.77,18869.7516803619
-19.76,18869.7563968156
-19.75,18869.7611070876
-19.74,18869.7658173596
-19.73,18869.7705276316
-19.72,18869.7752379036
-19.71,18869.7799481756
-19.7,18869.7846584476
-19.69,18869.7893687196
-19.68,18869.7940789916
-19.67,18869.7987891877
-19.66,18869.8034845321
-19.65,18869.8081798766
-19.64,18869.812875221
-19.63,18869.8175705655
-19.62,18869.8222659099
-19.61,18869.8269612544
-19.6,18869.8316565988
-19.59,18869.8363519432
-19.58,18869.8410472877
-19.57,18869.845736449
-19.56,18869.8504170468
-19.55,18869.8550976446
-19.54,18869.8597782424
-19.53,18869.8644588402
-19.52,18869.8691394381
-19.51,18869.8738200359
-19.5,18869.8785006337
-19.49,18869.8831812315
-19.48,18869.8878618293
-19.47,18869.8925302855
-19.46,18869.8971963162
-19.45,18869.9018623469
-19.44,18869.9065283777
-19.43,18869.9111944084
-19.42,18869.9158604391
-19.41,18869.9205264698
-19.4,18869.9251925005
-19.39,18869.9298585313
-19.38,18869.9345209978
-19.37,18869.9391726395
-19.36,18869.9438242813
-19.35,18869.9484759231
-19.34,18869.9531275648
-19.33,18869.9577792066
-19.32,18869.9624308483
-19.31,18869.9670824901
-19.3,18869.9717341319
-19.29,18869.9763857736
-19.28,18869.9810280082
-19.27,18869.9856654377
-19.26,18869.9903028673
-19.25,18869.9949402969
-19.24,18869.9995777264
-19.23,18870.004215156
-19.22,18870.0088525856
-19.21,18870.0134900151
-19.2,18870.0181274447
-19.19,18870.0227638059
-19.18,18870.0273871987
-19.17,18870.0320105914
-19.16,18870.0366339842
-19.15,18870.041257377
-19.14,18870.0458807698
-19.13,18870.0505041626
-19.12,18870.0551275554
-19.11,18870.0597509482
-19.1,18870.064374341
-19.09,18870.0689909366
-19.08,18870.0736004667
-19.07,18870.0782099968
-19.06,18870.0828195269
-19.05,18870.087429057
-19.04,18870.0920385871
-19.03,18870.0966481172
-19.02,18870.1012576473
-19.01,18870.1058671774
-19,18870.1104767075
-18.99,18870.1150738547
-18.98,18870.1196696949
-18.97,18870.1242655351
-18.96,18870.1288613753
-18.95,18870.1334572154
-18.94,18870.1380530556
-18.93,18870.1426488958
-18.92,18870.147244736
-18.91,18870.1518405762
-18.9,18870.1564321076
-18.89,18870.1610144293
-18.88,18870.1655967511
-18.87,18870.1701790728
-18.86,18870.1747613946
-18.85,18870.1793437163
-18.84,18870.1839260381
-18.83,18870.1885083598
-18.82,18870.1930906816
-18.81,18870.1976730033
-18.8,18870.2022455416
-18.79,18870.2068145151
-18.78,18870.2113834887
-18.77,18870.2159524622
-18.76,18870.2205214357
-18.75,18870.2250904092
-18.74,18870.2296593827
-18.73,18870.2342283562
-18.72,18870.2387973298
-18.71,18870.243364364
-18.7,18870.2479201582
-18.69,18870.2524759525
-18.68,18870.2570317467
-18.67,18870.2615875409
-18.66,18870.2661433352
-18.65,18870.2706991294
-18.64,18870.2752549236
-18.63,18870.2798107179
-18.62,18870.2843665121
-18.61,18870.2889150023
-18.6,18870.2934577849
-18.59,18870.2980005676
-18.58,18870.3025433503
-18.57,18870.3070861329
-18.56,18870.3116289156
-18.55,18870.3161716982
-18.54,18870.3207144809
-18.53,18870.3252572635
-18.52,18870.3298000462
-18.51,18870.3343302978
-18.5,18870.3388602353
-18.49,18870.3433901729
-18.48,18870.3479201105
-18.47,18870.352450048
-18.46,18870.3569799856
-18.45,18870.3615099232
-18.44,18870.3660398607
-18.43,18870.3705697983
-18.42,18870.3750947938
-18.41,18870.3796120516
-18.4,18870.3841293093
-18.39,18870.3886465671
-18.38,18870.3931638249
-18.37,18870.3976810826
-18.36,18870.4021983404
-18.35,18870.4067155982
-18.34,18870.4112328559
-18.33,18870.4157501137
-18.32,18870.4202573093
-18.31,18870.4247620513
-18.3,18870.4292667934
-18.29,18870.4337715355
-18.28,18870.4382762775
-18.27,18870.4427810196
-18.26,18870.4472857617
-18.25,18870.4517905037
-18.24,18870.4562952458
-18.23,18870.4607972928
-18.22,18870.4652896821
-18.21,18870.4697820714
-18.2,18870.4742744607
-18.19,18870.47876685
