"Time","Right.Accumbens.Area"
31.41,282.739658089481
31.42,282.738134789535
31.43,282.736623480461
31.44,282.735115618732
31.45,282.733607757004
31.46,282.732099895276
31.47,282.730592033548
31.48,282.72908417182
31.49,282.727576310092
31.5,282.726068448363
31.51,282.724560586635
31.52,282.723055650341
31.53,282.721563112552
31.54,282.720070574764
31.55,282.718578036976
31.56,282.717085499187
31.57,282.715592961399
31.58,282.71410042361
31.59,282.712607885822
31.6,282.711115348033
31.61,282.709622810245
31.62,282.708139476183
31.63,282.706662148356
31.64,282.70518482053
31.65,282.703707492703
31.66,282.702230164876
31.67,282.700752837049
31.68,282.699275509222
31.69,282.697798181396
31.7,282.696320853569
31.71,282.694843817364
31.72,282.693381585827
31.73,282.69191935429
31.74,282.690457122753
31.75,282.688994891216
31.76,282.687532659679
31.77,282.686070428142
31.78,282.684608196605
31.79,282.683145965068
31.8,282.681683733531
31.81,282.680227997441
31.82,282.678780748834
31.83,282.677333500228
31.84,282.675886251622
31.85,282.674439003016
31.86,282.672991754409
31.87,282.671544505803
31.88,282.670097257197
31.89,282.66865000859
31.9,282.667202759984
31.91,282.665768117011
31.92,282.664335738295
31.93,282.662903359579
31.94,282.661470980863
31.95,282.660038602148
31.96,282.658606223432
31.97,282.657173844716
31.98,282.655741466
31.99,282.654309087284
32,282.65288057398
32.01,282.651462952439
32.02,282.650045330898
32.03,282.648627709358
32.04,282.647210087817
32.05,282.645792466277
32.06,282.644374844736
32.07,282.642957223195
32.08,282.641539601655
32.09,282.640121980114
32.1,282.638714260504
32.11,282.637311283755
32.12,282.635908307006
32.13,282.634505330257
32.14,282.633102353508
32.15,282.631699376759
32.16,282.63029640001
32.17,282.628893423262
32.18,282.627490446513
32.19,282.626088782735
32.2,282.624700338731
32.21,282.623311894728
32.22,282.621923450724
32.23,282.620535006721
32.24,282.619146562718
32.25,282.617758118714
32.26,282.616369674711
32.27,282.614981230707
32.28,282.613592786704
32.29,282.612211618857
32.3,282.610837595897
32.31,282.609463572936
32.32,282.608089549975
32.33,282.606715527015
32.34,282.605341504054
32.35,282.603967481093
32.36,282.602593458133
32.37,282.601219435172
32.38,282.599845412211
32.39,282.598484536378
32.4,282.597124823106
32.41,282.595765109835
32.42,282.594405396564
32.43,282.593045683292
32.44,282.591685970021
32.45,282.590326256749
32.46,282.588966543478
32.47,282.587606830207
32.48,282.586251844569
32.49,282.584906329988
32.5,282.583560815408
32.51,282.582215300827
32.52,282.580869786246
32.53,282.579524271666
32.54,282.578178757085
32.55,282.576833242505
32.56,282.575487727924
32.57,282.574142213343
32.58,282.572807224909
32.59,282.571475798382
32.6,282.570144371854
32.61,282.568812945326
32.62,282.567481518799
32.63,282.566150092271
32.64,282.564818665744
32.65,282.563487239216
32.66,282.562155812688
32.67,282.560826641811
32.68,282.559509193065
32.69,282.558191744318
32.7,282.556874295572
32.71,282.555556846826
32.72,282.55423939808
32.73,282.552921949334
32.74,282.551604500588
32.75,282.550287051842
32.76,282.548969603096
32.77,282.547660136419
32.78,282.546356555555
32.79,282.545052974691
32.8,282.543749393826
32.81,282.542445812962
32.82,282.541142232098
32.83,282.539838651233
32.84,282.538535070369
32.85,282.537231489504
32.86,282.53592790864
32.87,282.534637945596
32.88,282.533348123091
32.89,282.532058300586
32.9,282.53076847808
32.91,282.529478655575
32.92,282.528188833069
32.93,282.526899010564
32.94,282.525609188059
32.95,282.524319365553
32.96,282.523035057208
32.97,282.521758883921
32.98,282.520482710634
32.99,282.519206537347
33,282.517930364061
33.01,282.516654190774
33.02,282.515378017487
33.03,282.5141018442
33.04,282.512825670913
33.05,282.511549497627
33.06,282.510284403102
33.07,282.509021770281
33.08,282.50775913746
33.09,282.506496504639
33.1,282.505233871818
33.11,282.503971238997
33.12,282.502708606176
33.13,282.501445973355
33.14,282.500183340534
33.15,282.498923829363
33.16,282.497674628648
33.17,282.496425427932
33.18,282.495176227216
33.19,282.493927026501
33.2,282.492677825785
33.21,282.491428625069
33.22,282.490179424354
33.23,282.488930223638
33.24,282.487681022922
33.25,282.486440437702
33.26,282.485204561129
33.27,282.483968684556
33.28,282.482732807983
33.29,282.48149693141
33.3,282.480261054837
33.31,282.479025178264
33.32,282.477789301691
33.33,282.476553425118
33.34,282.475318352292
33.35,282.474095692301
33.36,282.47287303231
33.37,282.471650372319
33.38,282.470427712329
33.39,282.469205052338
33.4,282.467982392347
33.41,282.466759732356
33.42,282.465537072366
33.43,282.464314412375
33.44,282.463097979614
33.45,282.461888429052
33.46,282.460678878491
33.47,282.459469327929
33.48,282.458259777367
33.49,282.457050226806
33.5,282.455840676244
33.51,282.454631125682
33.52,282.453421575121
33.53,282.452212024559
33.54,282.45101403631
33.55,282.449817488436
33.56,282.448620940562
33.57,282.447424392688
33.58,282.446227844814
33.59,282.44503129694
33.6,282.443834749067
33.61,282.442638201193
33.62,282.441441653319
33.63,282.440249018594
33.64,282.439065367083
33.65,282.437881715572
33.66,282.436698064061
33.67,282.43551441255
33.68,282.434330761039
33.69,282.433147109528
33.7,282.431963458017
33.71,282.430779806506
33.72,282.429596154995
33.73,282.428421682379
33.74,282.427250821327
33.75,282.426079960275
33.76,282.424909099223
33.77,282.423738238171
33.78,282.422567377119
33.79,282.421396516066
33.8,282.420225655014
33.81,282.419054793962
33.82,282.41788560532
33.83,282.416727429248
33.84,282.415569253177
33.85,282.414411077105
33.86,282.413252901033
33.87,282.412094724961
33.88,282.410936548889
33.89,282.409778372817
33.9,282.408620196745
33.91,282.407462020674
33.92,282.406310713841
33.93,282.4051651177
33.94,282.404019521559
33.95,282.402873925419
33.96,282.401728329278
33.97,282.400582733137
33.98,282.399437136997
33.99,282.398291540856
34,282.397145944715
34.01,282.396000348575
34.02,282.394866731894
34.03,282.39373361107
34.04,282.392600490245
34.05,282.39146736942
34.06,282.390334248595
34.07,282.389201127771
34.08,282.388068006946
34.09,282.386934886121
34.1,282.385801765296
34.11,282.384673276952
34.12,282.383552527266
34.13,282.38243177758
34.14,282.381311027894
34.15,282.380190278208
34.16,282.379069528522
34.17,282.377948778836
34.18,282.37682802915
34.19,282.375707279463
34.2,282.374586529777
34.21,282.373475454955
34.22,282.372366972672
34.23,282.371258490389
34.24,282.370150008106
34.25,282.369041525823
34.26,282.36793304354
34.27,282.366824561257
34.28,282.365716078974
34.29,282.364607596691
34.3,282.363501582142
34.31,282.362405263973
34.32,282.361308945803
34.33,282.360212627634
34.34,282.359116309465
34.35,282.358019991295
34.36,282.356923673126
34.37,282.355827354956
34.38,282.354731036787
34.39,282.353634718618
34.4,282.352545843167
34.41,282.351461586271
34.42,282.350377329375
34.43,282.349293072479
34.44,282.348208815584
34.45,282.347124558688
34.46,282.346040301792
34.47,282.344956044896
34.48,282.343871788
34.49,282.342787905195
34.5,282.341715607186
34.51,282.340643309177
34.52,282.339571011168
34.53,282.33849871316
34.54,282.337426415151
34.55,282.336354117142
34.56,282.335281819133
34.57,282.334209521125
34.58,282.333137223116
34.59,282.332070207227
34.6,282.331009766176
34.61,282.329949325125
34.62,282.328888884074
34.63,282.327828443023
34.64,282.326768001971
34.65,282.32570756092
34.66,282.324647119869
34.67,282.323586678818
34.68,282.322526237767
34.69,282.321475902822
34.7,282.32042721726
34.71,282.319378531697
34.72,282.318329846134
34.73,282.317281160572
34.74,282.316232475009
34.75,282.315183789446
34.76,282.314135103884
34.77,282.313086418321
34.78,282.312040924901
34.79,282.311003893822
34.8,282.309966862743
34.81,282.308929831664
34.82,282.307892800585
34.83,282.306855769506
34.84,282.305818738427
34.85,282.304781707348
34.86,282.303744676269
34.87,282.30270764519
34.88,282.301678564427
34.89,282.300653087294
34.9,282.299627610161
34.91,282.298602133028
34.92,282.297576655895
34.93,282.296551178762
34.94,282.295525701629
34.95,282.294500224497
34.96,282.293474747364
34.97,282.292450442072
34.98,282.291436418819
34.99,282.290422395565
35,282.289408372311
35.01,282.288394349058
35.02,282.287380325804
35.03,282.28636630255
35.04,282.285352279296
35.05,282.284338256043
35.06,282.283324232789
35.07,282.282316074197
35.08,282.28131340523
35.09,282.280310736262
35.1,282.279308067295
35.11,282.278305398327
35.12,282.27730272936
35.13,282.276300060392
35.14,282.275297391425
35.15,282.274294722457
35.16,282.27329205349
35.17,282.272299859944
35.18,282.271308446147
35.19,282.27031703235
35.2,282.269325618552
35.21,282.268334204755
35.22,282.267342790958
35.23,282.26635137716
35.24,282.265359963363
35.25,282.264368549566
35.26,282.263380983953
35.27,282.26240072669
35.28,282.261420469426
35.29,282.260440212163
35.3,282.2594599549
35.31,282.258479697637
35.32,282.257499440373
35.33,282.25651918311
35.34,282.255538925847
35.35,282.254558668584
35.36,282.253586806093
35.37,282.252617607211
35.38,282.251648408329
35.39,282.250679209446
35.4,282.249710010564
35.41,282.248740811681
35.42,282.247771612799
35.43,282.246802413917
35.44,282.245833215034
35.45,282.244865916058
35.46,282.243907677889
35.47,282.24294943972
35.48,282.241991201551
35.49,282.241032963382
35.5,282.240074725213
35.51,282.239116487044
35.52,282.238158248875
35.53,282.237200010706
35.54,282.236241772537
35.55,282.235289917167
35.56,282.234342542533
35.57,282.233395167898
35.58,282.232447793264
35.59,282.231500418629
35.6,282.230553043994
35.61,282.22960566936
35.62,282.228658294725
35.63,282.22771092009
35.64,282.226763564289
35.65,282.2258269565
35.66,282.224890348712
35.67,282.223953740924
35.68,282.223017133136
35.69,282.222080525348
35.7,282.22114391756
35.71,282.220207309772
35.72,282.219270701984
35.73,282.218334094196
35.74,282.217401924916
35.75,282.216475987781
35.76,282.215550050645
35.77,282.214624113509
35.78,282.213698176373
35.79,282.212772239237
35.8,282.211846302102
35.81,282.210920364966
35.82,282.20999442783
35.83,282.209068490694
35.84,282.208151332467
35.85,282.207235970286
35.86,282.206320608104
35.87,282.205405245923
35.88,282.204489883742
35.89,282.20357452156
35.9,282.202659159379
35.91,282.201743797197
35.92,282.200828435016
35.93,282.199915633731
35.94,282.199010751305
35.95,282.198105868878
35.96,282.197200986452
35.97,282.196296104025
35.98,282.195391221599
35.99,282.194486339172
36,282.193581456746
36.01,282.19267657432
36.02,282.191771691893
36.03,282.190873648771
36.04,282.189979151402
36.05,282.189084654032
36.06,282.188190156662
36.07,282.187295659292
36.08,282.186401161922
36.09,282.185506664552
36.1,282.184612167182
36.11,282.183717669812
36.12,282.182823921384
36.13,282.181939714876
36.14,282.181055508367
36.15,282.180171301858
36.16,282.17928709535
36.17,282.178402888841
36.18,282.177518682333
36.19,282.176634475824
36.2,282.175750269315
36.21,282.174866062807
36.22,282.173986822148
36.23,282.17311281281
36.24,282.172238803473
36.25,282.171364794136
36.26,282.170490784799
36.27,282.169616775461
36.28,282.168742766124
36.29,282.167868756787
36.3,282.16699474745
36.31,282.166120738112
36.32,282.165255834376
36.33,282.164391929027
36.34,282.163528023679
36.35,282.16266411833
36.36,282.161800212982
36.37,282.160936307633
36.38,282.160072402285
36.39,282.159208496936
36.4,282.158344591588
36.41,282.157483843752
36.42,282.156629949719
36.43,282.155776055686
36.44,282.154922161654
36.45,282.154068267621
36.46,282.153214373588
36.47,282.152360479556
36.48,282.151506585523
36.49,282.15065269149
36.5,282.149798797457
36.51,282.148952140439
36.52,282.148108165561
36.53,282.147264190682
36.54,282.146420215803
36.55,282.145576240924
36.56,282.144732266045
36.57,282.143888291166
36.58,282.143044316288
36.59,282.142200341409
36.6,282.141357779781
36.61,282.140523632407
36.62,282.139689485034
36.63,282.13885533766
36.64,282.138021190287
36.65,282.137187042913
36.66,282.13635289554
36.67,282.135518748166
36.68,282.134684600792
36.69,282.133850453419
36.7,282.133021739051
36.71,282.132197328049
36.72,282.131372917047
36.73,282.130548506045
36.74,282.129724095043
36.75,282.128899684041
36.76,282.128075273039
36.77,282.127250862037
36.78,282.126426451035
